,"cvc5","{0}",,,,,,
,"RV 11748","T_norm 11748","T_cpu 11748","T_wc 11748","# SAT 11748","# UNSAT 11748","# UNKNOWN 11748",
"QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-60/c60_problem__005.smt2.slack.smt2",0,0.13490507635163,0.156,0.194,1,0,0,
"QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-60/c60_problem__006.smt2.slack.smt2",,863.036303630363,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-70/c70_problem__002.smt2.slack.smt2",,900.947459086994,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-70/c70_problem__003.smt2.slack.smt2",0,846.929917484389,907.656,944.455,1,0,0,
"QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-70/c70_problem__004.smt2.slack.smt2",,890.212765957447,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-70/c70_problem__005.smt2.slack.smt2",,937.696100403407,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-70/c70_problem__006.smt2.slack.smt2",,864.820173625465,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-80/c80_problem__002.smt2.slack.smt2",,916.338151554972,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-80/c80_problem__003.smt2.slack.smt2",0,0.475402159541648,0.516,0.569,1,0,0,
"QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-80/c80_problem__004.smt2.slack.smt2",0,0.306486954749287,0.359,0.401,1,0,0,
"QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-80/c80_problem__005.smt2.slack.smt2",,973.929236499069,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-80/c80_problem__006.smt2.slack.smt2",,906.019922044175,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-90/c90_problem__002.smt2.slack.smt2",0,0.0771234762092017,0.094,0.138,1,0,0,
"QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-90/c90_problem__003.smt2.slack.smt2",0,0.159127789046653,0.188,0.239,1,0,0,
"QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-90/c90_problem__004.smt2.slack.smt2",,876.413908671973,1000,1000,0,0,0,
