,"enable_gcd=false","-file:{0} smt.arith.enable_gcd=false",,,,,,
,"RV 11678","T_norm 11678","T_cpu 11678","T_wc 11678","# SAT 11678","# UNSAT 11678","# UNKNOWN 11678",
"QF_NIA/20170427-VeryMax/ITS/From_T2__zlib-crc32-BYFOUR.c.t2__p26562_edge_closing_0.smt2",0,118.579431717082,127.422,132.646,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__zlib-crc32-BYFOUR.c.t2__p26566_edge_closing_0.smt2",0,4.76659826170931,4.719,4.96,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__zlib-crc32-BYFOUR.c.t2__p26567_edge_closing_0.smt2",0,6.95417582417583,7.563,7.923,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__zlib-crc32-BYFOUR.c.t2__p26568_edge_closing_0.smt2",,1057.63397371082,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__zlib-crc32-BYFOUR.c.t2_fixed__p26381_terminationG_0.smt2",0,10.1074228171732,10.016,10.569,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__zlib-crc32-BYFOUR.c.t2_fixed__p26388_terminationG_0.smt2",0,15.9035143097643,18.063,18.794,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__zlib-crc32-BYFOUR.c.t2_fixed__p26393_terminationG_0.smt2",0,4.55785384292314,5.188,5.464,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__zlib-crc32-BYFOUR.c.t2_fixed__p26400_terminationG_0.smt2",0,10.4969122187914,11.375,11.814,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__zlib-crc32-BYFOUR.c.t2_fixed__p26404_terminationG_0.smt2",0,2.78772993311037,3.188,3.452,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1.smt2",0,195.299770004279,218.172,226.973,0,1,0,
"QF_NIA/20170427-VeryMax/SAT14/10.smt2",0,0.043028740675735,0.047,0.177,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/100.smt2",0,0.0579308817013735,0.063,0.166,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1000.smt2",0,0.134148426812585,0.141,0.267,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1001.smt2",0,0.329345088161209,0.375,0.607,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1002.smt2",0,0.143429135585783,0.156,0.294,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1003.smt2",0,0.15031877090301,0.172,0.377,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1004.smt2",0,0.312091708542715,0.297,0.432,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1005.smt2",0,0.137284754304914,0.156,0.288,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1006.smt2",0,0.310905750108085,0.344,0.566,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1007.smt2",0,0.325248756218906,0.406,0.64,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1008.smt2",0,0.302026459470811,0.344,0.641,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1009.smt2",0,0.28834202085004,0.344,0.556,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/101.smt2",0,0.0627700432069131,0.063,0.213,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1010.smt2",0,0.330577467637541,0.391,0.601,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1011.smt2",0,0.308240462923275,0.344,0.563,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1012.smt2",0,0.158677184466019,0.172,0.388,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1013.smt2",0,0.142677869925797,0.156,0.231,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1014.smt2",0,0.321424754168448,0.359,0.526,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1015.smt2",0,0.340636723634848,0.391,0.589,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1016.smt2",0,0.364061256961018,0.438,0.757,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1017.smt2",0,0.317756762468301,0.359,0.647,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1018.smt2",0,0.136939673229996,0.156,0.38,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1019.smt2",0,0.0759115188109615,0.078,0.178,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/102.smt2",0,0.172617618819011,0.172,0.388,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1020.smt2",0,0.105913325232888,0.125,0.266,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1021.smt2",0,0.11359687228497,0.125,0.253,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1022.smt2",0,0.104851643945469,0.125,0.254,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1023.smt2",0,0.0872054246331703,0.094,0.295,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1024.smt2",0,0.0981606606606606,0.109,0.313,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1025.smt2",0,0.133782401091405,0.141,0.21,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1026.smt2",0,0.0840655807972567,0.094,0.211,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1027.smt2",0,0.0902969613259669,0.094,0.165,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1028.smt2",0,0.119007888349515,0.141,0.294,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1029.smt2",0,0.0856067219554779,0.094,0.15,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/103.smt2",0,0.126804956896552,0.141,0.281,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1030.smt2",0,0.115147512109203,0.125,0.26,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1031.smt2",0,0.140349935594676,0.156,0.22,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1032.smt2",0,0.0823708525829484,0.094,0.496,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1033.smt2",0,0.102744723843736,0.109,0.231,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1034.smt2",0,0.184202100409836,0.172,0.474,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1035.smt2",0,0.11540158870256,0.125,0.261,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1036.smt2",0,0.151893587360595,0.156,0.276,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1037.smt2",0,0.640397040433514,0.734,0.924,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1038.smt2",0,0.117369838420108,0.125,0.257,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1039.smt2",0,0.0823708525829484,0.094,0.163,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/104.smt2",0,0.0830686149936468,0.094,0.277,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1040.smt2",0,0.153724882428388,0.172,0.287,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1041.smt2",0,0.177649456521739,0.203,0.449,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1042.smt2",0,0.186785714285714,0.203,0.417,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1043.smt2",0,0.0828930684699916,0.094,0.298,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1044.smt2",0,0.0832449066213922,0.094,0.252,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1045.smt2",0,0.103441455696203,0.109,0.402,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1046.smt2",0,0.0780131264916468,0.094,0.467,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1047.smt2",0,0.0759115188109615,0.078,0.158,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1048.smt2",0,0.0821638039379975,0.094,0.223,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1049.smt2",0,0.145630822195221,0.172,0.288,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/105.smt2",0,24.0636248902546,26.203,27.413,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1050.smt2",0,0.125540086413826,0.125,0.257,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1051.smt2",0,0.0851976542137272,0.094,0.238,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1052.smt2",0,1.37617782678428,1.641,1.86,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1053.smt2",0,0.0872054246331703,0.094,0.216,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1054.smt2",0,0.133782401091405,0.141,0.217,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1055.smt2",0,0.112183612183612,0.125,0.262,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1056.smt2",0,0.0980765109301329,0.109,0.245,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1057.smt2",0,0.164327607875995,0.188,0.412,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1058.smt2",0,0.225742403314917,0.234,0.381,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1059.smt2",0,0.171900283171521,0.203,0.465,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/106.smt2",0,0.0863606340819023,0.094,0.201,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1060.smt2",0,0.228284591881275,0.25,0.524,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1061.smt2",0,0.0845366379310344,0.094,0.229,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1062.smt2",0,0.210524903392014,0.234,0.392,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1063.smt2",0,0.106325511152416,0.109,0.249,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1064.smt2",0,0.109003751563151,0.125,0.251,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1065.smt2",0,0.0960993280134397,0.109,0.487,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1066.smt2",0,0.249410906642729,0.266,0.466,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1067.smt2",0,0.132100359227661,0.141,0.29,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1068.smt2",0,0.334912909836066,0.313,0.617,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1069.smt2",0,0.1442519858782,0.156,0.285,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/107.smt2",0,0.0707521645021645,0.078,0.142,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1070.smt2",0,0.0969133841592546,0.109,0.246,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1071.smt2",0,0.22989010989011,0.25,0.443,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1072.smt2",0,0.259641513377926,0.297,0.512,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1073.smt2",0,1.4012892614601,1.578,1.808,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1074.smt2",0,0.130021877486078,0.156,0.503,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1075.smt2",0,0.118218806509946,0.125,0.419,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1076.smt2",0,0.0960993280134397,0.109,0.185,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1077.smt2",0,0.12535953978907,0.125,0.376,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1078.smt2",0,0.288376709307455,0.313,0.535,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1079.smt2",0,0.0967085798816569,0.109,0.413,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/108.smt2",0,0.0553790766624312,0.063,0.19,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1080.smt2",0,0.267353637537667,0.297,0.493,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1081.smt2",0,0.0759115188109615,0.078,0.178,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1082.smt2",0,0.294481981981983,0.281,0.504,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1083.smt2",0,0.123245705906996,0.141,0.259,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1084.smt2",0,0.142119565217391,0.172,0.396,0,1,0,
"QF_NIA/20170427-VeryMax/SAT14/1085.smt2",0,0.360376684360963,0.422,0.737,0,1,0,
"QF_NIA/20170427-VeryMax/SAT14/1086.smt2",0,25.0059375,26.297,27.429,0,1,0,
"QF_NIA/20170427-VeryMax/SAT14/1087.smt2",0,0.0529566626164439,0.063,0.225,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1088.smt2",0,0.070998045178106,0.078,0.192,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1089.smt2",0,0.109847575612098,0.109,0.224,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/109.smt2",0,0.0655322774659182,0.078,0.2,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1090.smt2",0,0.0726711871943086,0.078,0.196,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1091.smt2",0,0.266436078936079,0.297,0.542,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1092.smt2",0,0.0852717391304348,0.094,0.153,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1093.smt2",0,0.0891882673942702,0.094,0.419,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1094.smt2",0,0.0840655807972567,0.094,0.23,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1095.smt2",0,0.0793385922330098,0.094,0.221,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1096.smt2",0,0.0821638039379975,0.094,0.208,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1097.smt2",0,2.06829841812741,2.313,2.691,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1098.smt2",0,1.2143520541958,1.328,1.531,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1099.smt2",0,0.361187845303867,0.375,0.523,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/11.smt2",0,0.169805194805195,0.188,0.252,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/110.smt2",0,0.0794349939246658,0.094,0.212,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1100.smt2",0,0.375220750551877,0.406,0.602,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1101.smt2",0,0.369118569636136,0.422,0.617,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1102.smt2",0,0.393430290872617,0.375,0.633,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1103.smt2",0,0.423943425760286,0.453,0.724,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1104.smt2",0,0.431043956043956,0.469,0.646,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1105.smt2",0,0.104005681818182,0.109,0.395,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1106.smt2",0,0.0952988338192419,0.109,0.241,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1107.smt2",0,0.107575223319229,0.109,0.384,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1108.smt2",0,0.100532732864675,0.109,0.407,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1109.smt2",0,0.0828930684699916,0.094,0.365,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/111.smt2",0,0.0707521645021645,0.078,0.131,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1110.smt2",0,0.101065591872792,0.109,0.288,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1111.smt2",0,0.476609963547995,0.563,0.775,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1112.smt2",0,0.071746049165935,0.078,0.381,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1113.smt2",0,0.08658940397351,0.094,0.209,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1114.smt2",0,0.995629558129558,1.109,1.315,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1115.smt2",0,1.90968841285297,1.875,2.06,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1116.smt2",0,1.81686546974914,1.766,1.994,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1117.smt2",0,0.155789644714038,0.172,0.302,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1118.smt2",0,0.165926395939086,0.203,0.541,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1119.smt2",0,0.124701955174058,0.125,0.201,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/112.smt2",0,13.573856450253,15.391,16.075,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1120.smt2",0,0.107172131147541,0.125,0.202,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1121.smt2",0,0.17794702680067,0.203,0.252,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1122.smt2",0,0.155924761491761,0.172,0.383,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1123.smt2",0,0.0683552906733584,0.078,0.211,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1124.smt2",0,0.0917819895707982,0.109,0.271,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1125.smt2",0,0.0730936940966011,0.078,0.224,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1126.smt2",0,0.442609077231695,0.422,0.613,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1127.smt2",0,0.174369101354124,0.203,0.406,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1128.smt2",0,0.085944347063979,0.094,0.207,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1129.smt2",0,0.0939295977011494,0.109,0.231,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/113.smt2",0,27.3393786427977,31.391,32.667,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1130.smt2",0,0.118863636363636,0.125,0.453,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1131.smt2",0,0.187705086136177,0.219,0.467,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1132.smt2",0,0.0882968665586172,0.078,0.167,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1133.smt2",0,0.133418367346939,0.141,0.276,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1134.smt2",0,0.0951255001818844,0.125,0.234,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1135.smt2",0,0.205397217235189,0.219,0.413,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1136.smt2",0,3.28510738115096,3.766,3.992,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1137.smt2",0,1.53601607584501,1.781,2.01,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1138.smt2",0,1.90010380244755,2.078,2.269,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1139.smt2",0,0.0833156329651657,0.094,0.227,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/114.smt2",0,23.5781043956044,25.641,26.685,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1140.smt2",0,0.0987111734253667,0.109,0.241,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1141.smt2",0,0.0952988338192419,0.109,0.261,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1142.smt2",0,0.0741886064457558,0.078,0.219,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1143.smt2",0,0.122943112364833,0.125,0.424,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1144.smt2",0,0.0763013538748833,0.078,0.22,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1145.smt2",0,0.18229836979837,0.203,0.405,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1146.smt2",0,0.0964707329070338,0.094,0.251,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1147.smt2",0,0.0849761698440208,0.094,0.219,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1148.smt2",0,0.10210855134713,0.125,0.469,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1149.smt2",0,0.090756594169366,0.094,0.22,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/115.smt2",0,38.9278409090909,42.984,44.676,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1150.smt2",0,0.287236379613357,0.313,0.67,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1151.smt2",0,0.110524091293322,0.125,0.278,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1152.smt2",0,0.101065591872792,0.109,0.292,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1153.smt2",0,0.258285776997366,0.281,0.541,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1154.smt2",0,0.238304981773997,0.281,0.504,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1155.smt2",0,0.0891477272727273,0.094,0.221,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1156.smt2",0,0.260841033179336,0.297,0.522,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1157.smt2",0,0.274199779249448,0.297,0.505,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1158.smt2",0,0.0779387219837863,0.078,0.209,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1159.smt2",0,0.294723360655738,0.344,0.519,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/116.smt2",0,20.9156197654941,23.875,24.823,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1160.smt2",0,0.25514960971379,0.281,0.492,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1161.smt2",0,0.273421162693434,0.313,0.506,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1162.smt2",0,0.0956174258253238,0.109,0.233,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1163.smt2",0,0.104893702366626,0.125,0.287,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1164.smt2",0,1.4472551431127,1.547,1.765,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1165.smt2",0,3.5314558629776,3.844,4.095,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1166.smt2",0,4.09823219658977,3.906,4.302,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1167.smt2",0,4.96485016420361,5.781,6.026,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1168.smt2",0,0.0882968665586172,0.078,0.18,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1169.smt2",0,0.297159090909091,0.313,0.649,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/117.smt2",0,26.6540249433107,28.094,29.343,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1170.smt2",0,0.29496513535685,0.344,0.552,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1171.smt2",0,0.134130077964711,0.156,0.34,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1172.smt2",0,0.0951255001818844,0.125,0.304,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1173.smt2",0,0.300805214723927,0.328,0.518,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1174.smt2",0,0.102698608617594,0.109,0.229,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1175.smt2",0,0.0972015717926933,0.109,0.224,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1176.smt2",0,0.311592147072174,0.328,0.533,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1177.smt2",0,0.122527072053311,0.141,0.383,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1178.smt2",0,0.100444468832309,0.109,0.238,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1179.smt2",0,0.122943112364833,0.125,0.443,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/118.smt2",0,34.1038522395327,33.484,34.837,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1180.smt2",0,0.125540086413826,0.125,0.265,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1181.smt2",0,0.0915616246498599,0.094,0.217,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1182.smt2",0,0.112183612183612,0.125,0.231,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1183.smt2",0,0.128627643876045,0.125,0.261,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1184.smt2",0,0.0991388648180243,0.109,0.227,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1185.smt2",0,0.126914365832614,0.141,0.254,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1186.smt2",0,0.105882693197594,0.109,0.236,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1187.smt2",0,0.366780745062837,0.391,0.562,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1188.smt2",0,0.359045474516696,0.391,0.555,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1189.smt2",0,0.136311509591326,0.156,0.28,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/119.smt2",0,61.313064844103,64.859,67.467,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1190.smt2",0,0.321612254025045,0.344,0.574,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1191.smt2",0,0.102698608617594,0.109,0.229,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1192.smt2",0,0.347235634958957,0.344,0.521,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1193.smt2",0,0.0926741595787768,0.109,0.278,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1194.smt2",0,0.117317182593091,0.125,0.246,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1195.smt2",0,0.129598017621145,0.141,0.273,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1196.smt2",0,0.106085192697769,0.125,0.269,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1197.smt2",0,0.0983293940696175,0.109,0.25,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1198.smt2",0,0.117958099438653,0.141,0.252,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1199.smt2",0,0.116897630755476,0.125,0.276,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/12.smt2",0,0.335462848932677,0.391,0.605,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/120.smt2",0,42.3759686168152,52.281,54.376,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1200.smt2",0,0.346265889830509,0.391,0.665,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1201.smt2",0,3.64661155981828,3.453,3.683,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1202.smt2",0,4.98219807202619,6.547,7.045,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1203.smt2",0,3.14662087912088,3.422,3.632,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1204.smt2",0,3.25478098290598,3.641,3.884,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1205.smt2",0,6.71198342660353,7.453,7.75,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1206.smt2",0,7.77701549369748,7.078,7.342,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1207.smt2",0,0.124761450381679,0.141,0.267,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1208.smt2",0,0.131568649373882,0.141,0.281,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1209.smt2",0,0.374761146496815,0.422,0.608,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/121.smt2",0,104.972649236984,111.797,116.286,1,0,0,
"QF_NIA/20170427-VeryMax/SAT14/1210.smt2",0,0.0926741595787768,0.109,0.279,1,0,0,
