,"z3","{0}",,,,,,
,"RV 11747","T_norm 11747","T_cpu 11747","T_wc 11747","# SAT 11747","# UNSAT 11747","# UNKNOWN 11747",
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7808_safety_0.smt2",0,2.47716447925487,2.797,3.067,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7809_safety_0.smt2",0,6.5279001468429,6.375,6.783,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7810_safety_0.smt2",0,148.200582673703,161.094,167.255,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7811_safety_0.smt2",0,1.89530381254964,2.281,2.623,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7812_safety_0.smt2",0,11.3422345317726,12.969,13.659,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7813_safety_0.smt2",0,15.4025588482556,17.516,18.223,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7814_safety_0.smt2",0,1.45062869822485,1.641,1.87,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7816_safety_0.smt2",0,28.284498535871,27.703,28.821,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7817_safety_0.smt2",0,4.70025677447552,5.141,5.425,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7818_safety_0.smt2",0,374.923838797814,393.563,409.376,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7819_safety_0.smt2",0,67.683932238193,78.781,81.917,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7820_safety_0.smt2",0,2.18980146406389,2.359,2.675,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7821_safety_0.smt2",0,1.82519035532995,2.234,2.523,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7822_safety_0.smt2",0,5.60241985203452,6.516,6.898,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7824_safety_0.smt2",0,32.6196836099585,37.578,39.049,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7825_safety_0.smt2",0,14.3395717958861,17.328,18.024,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7826_safety_0.smt2",0,10.7089408233276,11.938,12.324,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7827_safety_0.smt2",0,139.598168103448,154.813,161.102,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7828_safety_0.smt2",0,88.5613333333334,95.25,99.01,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7829_safety_0.smt2",0,2.92202202737382,3.266,3.521,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7830_safety_0.smt2",0,8.1138154973357,8.734,9.291,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7831_safety_0.smt2",0,155.740613067459,175.469,182.955,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7832_safety_0.smt2",0,2.87166351408155,3.266,3.548,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7833_safety_0.smt2",0,4.01639684516397,4.625,4.915,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7834_safety_0.smt2",0,106.340136971527,117.828,122.803,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7835_safety_0.smt2",0,1.98015144561725,2.063,2.251,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7836_safety_0.smt2",0,5.78729508196722,5.906,6.152,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7837_safety_0.smt2",0,5.04682898611695,5.734,6.069,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7838_safety_0.smt2",0,117.108960608424,143.531,149.437,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7839_safety_0.smt2",0,4.55193698347107,5.266,5.957,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7840_safety_0.smt2",0,47.396173250322,52.766,54.839,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7841_safety_0.smt2",0,2.69160728424387,3.25,3.573,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7842_safety_0.smt2",0,6.44267278156997,7.219,7.651,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7843_safety_0.smt2",0,247.992768595042,243.844,253.688,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7844_safety_0.smt2",0,4.24136200338124,4.797,5.125,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7845_safety_0.smt2",0,7.01512557077625,7.344,7.592,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7846_safety_0.smt2",0,141.096381134624,149.797,155.781,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7848_safety_0.smt2",0,21.2910852297123,23.703,25.179,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7849_safety_0.smt2",0,29.9514136242208,32.156,33.455,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7850_safety_0.smt2",0,2.38880573905863,2.766,3.271,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7851_safety_0.smt2",0,12.7431008383791,13.078,13.781,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7852_safety_0.smt2",0,184.58512145749,217.938,226.771,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7853_safety_0.smt2",0,5.57625913891146,6.563,6.93,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7854_safety_0.smt2",0,6.60674095322154,7.156,7.481,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7855_safety_0.smt2",0,120.044081880827,141.563,147.261,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7857_safety_0.smt2",0,106.328150614754,124.016,128.96,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7858_safety_0.smt2",0,148.535231146144,166.641,173.553,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7861_safety_0.smt2",0,74.1861451460886,75.25,78.488,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7862_safety_0.smt2",0,2.93556353839246,3.125,3.388,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7863_safety_0.smt2",0,81.3552507343685,92.672,96.375,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7864_safety_0.smt2",0,25.7494178921568,25.109,26.156,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7865_safety_0.smt2",0,28.2674921383648,30.078,31.292,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7866_safety_0.smt2",0,47.3721652267819,52.422,54.647,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7867_safety_0.smt2",0,102.432257536042,112.078,116.539,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7868_safety_0.smt2",0,23.7077198148927,26.938,28.05,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7869_safety_0.smt2",0,41.075799086758,43,44.728,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7870_safety_0.smt2",0,82.5156650983747,92.219,96.108,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7871_safety_0.smt2",0,21.40944160746,23.047,24.112,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7872_safety_0.smt2",0,53.3499948389761,61.766,64.234,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7873_safety_0.smt2",0,102.842666948436,116.313,121.026,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7874_safety_0.smt2",0,11.9513671875,10.969,11.418,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7875_safety_0.smt2",0,40.5450721153846,44.344,46.104,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7880_safety_0.smt2",0,5.74885763606824,6.766,7.107,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7882_safety_0.smt2",0,2.68925822717622,2.422,2.704,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7883_safety_0.smt2",0,99.3503503249391,116.922,121.525,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7884_safety_0.smt2",0,103.140169902913,111.719,116.18,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7885_safety_0.smt2",0,31.6844787725935,36.031,37.808,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7886_safety_0.smt2",0,29.7590123720137,33.344,34.765,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7887_safety_0.smt2",0,46.9926899007337,52.047,54.324,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7888_safety_0.smt2",0,16.9813911704312,19.766,20.535,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7889_safety_0.smt2",0,34.379622021364,40,41.77,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7890_safety_0.smt2",0,73.4014148790507,76.875,79.948,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7891_safety_0.smt2",0,22.1034003178928,23.266,24.244,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7892_safety_0.smt2",0,31.1838187876182,34.672,36.084,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7895_safety_0.smt2",0,7.99743431855501,9.313,9.841,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7897_safety_0.smt2",0,48.2559297912714,48.625,50.58,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7898_safety_0.smt2",0,43.7975371341197,47.922,49.876,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7899_safety_0.smt2",0,197.79527817574,197.984,206.076,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7900_safety_0.smt2",0,8.20657510615711,7.391,7.806,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7901_safety_0.smt2",0,48.5846994535519,55.25,57.501,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7903_safety_0.smt2",0,3.90004062209842,4.016,4.296,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7904_safety_0.smt2",0,74.4201798049574,87.547,91.052,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7906_safety_0.smt2",0,83.5883811734909,94.656,98.48,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7907_safety_0.smt2",0,35.0294615552643,38.328,39.775,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7911_safety_0.smt2",0,28.2282368421053,32.047,33.347,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7912_safety_0.smt2",0,3.1477870058873,3.578,3.891,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7913_safety_0.smt2",0,6.69486944104447,7.844,8.191,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7914_safety_0.smt2",0,5.45487441464453,6.125,6.422,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7915_safety_0.smt2",0,10.5798773987207,11.859,12.464,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7916_safety_0.smt2",0,49.5589098532495,56.5,58.768,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7917_safety_0.smt2",0,125.320597918437,141.016,146.622,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7918_safety_0.smt2",0,17.8711343115124,18.922,19.816,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7919_safety_0.smt2",0,43.4666103865859,44.609,46.857,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7920_safety_0.smt2",0,7.93577511858559,8.797,9.344,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7921_safety_0.smt2",0,21.2802585832247,23.406,24.379,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7922_safety_0.smt2",0,37.34546875,42.844,44.566,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7928_safety_0.smt2",0,3.23943385650224,3.453,3.757,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7930_safety_0.smt2",0,50.8185291060291,58.422,61.106,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7932_safety_0.smt2",0,17.9963251670379,19.313,20.187,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7933_safety_0.smt2",0,106.163374017377,122.656,127.56,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7939_safety_0.smt2",0,65.2801357794362,75.266,78.331,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7940_safety_0.smt2",0,45.3610991841992,50.5,52.487,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7942_safety_0.smt2",0,2.94448403648803,3.703,3.964,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7943_safety_0.smt2",0,7.55462335796388,8.797,9.328,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7944_safety_0.smt2",0,21.7413077731092,24.734,25.781,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7945_safety_0.smt2",0,58.0207113225961,56.828,59.091,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7947_safety_0.smt2",0,10.407230941704,11.094,11.709,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7948_safety_0.smt2",0,12.9459523309534,14.734,15.333,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7950_safety_0.smt2",0,5.18119849733399,5.109,5.493,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7951_safety_0.smt2",0,62.2970547507456,69.891,72.673,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7953_safety_0.smt2",0,6.08884803921569,7.422,7.687,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7954_safety_0.smt2",0,57.4305163043478,63.141,65.8,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7956_safety_0.smt2",0,6.1246052631579,6.953,7.431,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7958_safety_0.smt2",0,3.64206128133705,3.75,4.204,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7959_safety_0.smt2",0,4.96162138852954,5.5,5.935,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7960_safety_0.smt2",0,17.3954117766087,20.547,21.357,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7961_safety_0.smt2",0,2.05533884489986,2.109,2.439,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7962_safety_0.smt2",0,4.38675326041228,4.984,5.253,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7963_safety_0.smt2",0,28.7845149253731,32.266,33.538,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7965_safety_0.smt2",0,7.51175139275766,7.734,8.186,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7966_safety_0.smt2",0,29.1529519896194,32.219,33.625,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7967_safety_0.smt2",0,45.6242011899515,49.484,51.406,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7968_safety_0.smt2",0,6.98749465583583,7.813,8.312,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7969_safety_0.smt2",0,36.9181334317032,41.859,43.638,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7972_safety_0.smt2",0,30.8988897700238,37.25,38.778,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7973_safety_0.smt2",0,7.2943824569156,7.891,8.148,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7974_safety_0.smt2",0,14.8418918918919,17.063,17.745,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7982_safety_0.smt2",0,5.05994136460554,5.672,6.106,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7983_safety_0.smt2",0,1.9383423180593,2.063,2.362,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7985_safety_0.smt2",0,6.14164069456812,6.594,6.976,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7987_safety_0.smt2",0,24.2767599835323,28.188,29.249,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7988_safety_0.smt2",0,42.358867427568,46.125,47.973,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7989_safety_0.smt2",0,1.86500979965157,2.047,2.355,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7990_safety_0.smt2",0,5.13365789473684,5.828,6.223,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7991_safety_0.smt2",0,26.4312105367009,32.016,33.283,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7993_safety_0.smt2",0,5.18426569238142,5.172,5.479,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7995_safety_0.smt2",0,59.4219784768212,60.047,62.341,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7996_safety_0.smt2",0,18.9830256908463,21.016,21.847,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7997_safety_0.smt2",0,2.82394247985676,3.016,3.238,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7998_safety_0.smt2",0,10.1669684703877,11.406,12.001,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7999_safety_0.smt2",0,29.4249643536122,29.594,30.944,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8000_safety_0.smt2",0,32.0232922611327,35.406,36.86,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8008_safety_0.smt2",0,34.3556698196217,37.328,38.778,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8009_safety_0.smt2",0,11.1740047598442,12.344,12.872,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8010_safety_0.smt2",0,90.5848787815996,104.484,108.643,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8011_safety_0.smt2",0,2.24034888521883,2.594,3.204,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8012_safety_0.smt2",0,31.3395618556701,34.875,36.224,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8014_safety_0.smt2",0,1.81521964359718,2.094,2.216,1,0,0,
