,"z3","{0}",,,,,,
,"RV 11747","T_norm 11747","T_cpu 11747","T_wc 11747","# SAT 11747","# UNSAT 11747","# UNKNOWN 11747",
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__NO_22.jar-obl-8__p11485_edge_closing_0.smt2",0,3.48703275934481,3.969,4.328,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__NO_22.jar-obl-8__p11487_edge_closing_0.smt2",0,63.5986517085221,73.844,76.791,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__NO_22.jar-obl-8__terminationS_1_0.smt2",0,5.16704835960801,5.797,6.395,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__NO_23.jar-obl-8__p11497_terminationG_0.smt2",0,9.30861186244204,11.516,11.964,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__NO_23.jar-obl-8__p11498_terminationG_0.smt2",0,447.388499337456,484.172,503.816,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__NO_23.jar-obl-8__p11499_terminationG_0.smt2",,920.774647887324,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__NO_23.jar-obl-8__term_unfeasibility_0_0.smt2",0,0.646509098101266,0.781,1.118,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__NO_23.jar-obl-8__terminationQ_0_0.smt2",0,11.3482716181507,12.672,13.529,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__NO_23.jar-obl-8__terminationS_0_0.smt2",0,6.52310022026431,7.078,7.377,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__NO_23.jar-obl-8__terminationS_1_0.smt2",0,3.66844639865997,4.188,4.453,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__NO_24.jar-obl-8__p11509_terminationG_0.smt2",0,18.4876490630324,20.75,22.03,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__NO_24.jar-obl-8__p11510_terminationG_0.smt2",,873.121869782972,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__NO_24.jar-obl-8__p11514_edge_closing_0.smt2",0,0.328733056405772,0.359,0.669,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__NonPeriodicNonterm2.jar-obl-8__p11530_terminationG_0.smt2",0,1.12296889507892,1.156,1.502,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__NonPeriodicNonterm2.jar-obl-8__p11531_terminationG_0.smt2",0,89.8166235446313,99.563,103.597,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__NonPeriodicNonterm2.jar-obl-8__p11532_terminationG_0.smt2",,940.647482014389,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__NonPeriodicNonterm2.jar-obl-8__p11536_terminationG_0.smt2",0,110.730939054727,106.391,110.625,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__NonPeriodicNonterm2.jar-obl-8__p11537_terminationG_0.smt2",,962.724344224574,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__NonPeriodicNonterm2.jar-obl-8__p11538_terminationG_0.smt2",,894.399315946986,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__NonPeriodicNonterm2.jar-obl-8__p11549_edge_closing_0.smt2",0,1.93448520470207,2.281,2.574,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__NonPeriodicNonterm2.jar-obl-8__terminationQ_1_0.smt2",0,466.956421052632,530.125,551.374,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__NonPeriodicNonterm2.jar-obl-8__terminationS_0_0.smt2",0,220.739592344291,243.953,253.759,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__NonPeriodicNonterm2.jar-obl-8__terminationS_1_0.smt2",0,99.1739319965127,108.75,113.301,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Norm.jar-obl-9__p11556_terminationG_0.smt2",0,6.12804749894914,6.969,7.296,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Norm.jar-obl-9__p11557_terminationG_0.smt2",0,6.7166095890411,7.266,7.571,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Norm.jar-obl-9__p11558_terminationG_0.smt2",0,1.76926583493282,2.203,2.534,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Norm.jar-obl-9__p11571_terminationG_0.smt2",0,5.4814661297963,5.531,5.84,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Norm.jar-obl-9__p11572_terminationG_0.smt2",0,46.0635023279875,42.563,44.399,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Norm.jar-obl-9__p11573_terminationG_0.smt2",,914.735461303017,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Norm.jar-obl-9__p11586_terminationG_0.smt2",0,12.7602106620808,14.188,14.8,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Norm.jar-obl-9__p11587_terminationG_0.smt2",,953.509571558797,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Norm.jar-obl-9__p11588_terminationG_0.smt2",,803.996925441968,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Norm.jar-obl-9__p11591_edge_closing_0.smt2",,907.986111111111,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Norm.jar-obl-9__p11592_edge_closing_0.smt2",,897.854077253219,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Norm.jar-obl-9__p11593_edge_closing_0.smt2",,865.894039735099,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Norm.jar-obl-9__terminationQ_0_0.smt2",0,6.20101102941176,6.047,6.37,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__PartitionList.jar-obl-16__term_unfeasibility_7_0.smt2",0,1.76168421052632,2,2.229,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__PastaA10.jar-obl-8__p11616_terminationG_0.smt2",0,0.417160437556974,0.438,0.705,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__PastaA5.jar-obl-8__p11633_terminationG_0.smt2",0,0.0976162542662116,0.109,0.378,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__PastaB11.jar-obl-8__p11667_terminationG_0.smt2",0,3.01178148774303,3.406,3.695,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__PastaB11.jar-obl-8__p11668_terminationG_0.smt2",0,4.42408405172414,4.906,5.176,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__PastaB11.jar-obl-8__terminationS_0_0.smt2",0,0.943419715447155,1.109,1.459,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__PastaC1.jar-obl-8__term_unfeasibility_0_0.smt2",0,0.124287072243346,0.141,0.214,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__PastaC10.jar-obl-8__p11737_terminationG_0.smt2",0,0.677984333627538,0.734,0.908,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Power.jar-obl-10__p11781_terminationG_0.smt2",0,3.09930217102348,3.344,3.636,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Power.jar-obl-10__p11782_terminationG_0.smt2",0,7.91153806371535,9.141,9.508,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Power.jar-obl-10__p11783_terminationG_0.smt2",0,39.6304941990183,42.453,44.162,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Power.jar-obl-10__p11786_terminationG_0.smt2",0,19.8128052841918,21.328,22.247,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Power.jar-obl-10__p11787_terminationG_0.smt2",0,8.20495951417004,9.688,10.057,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Power.jar-obl-10__p11788_terminationG_0.smt2",0,41.7457937450515,50.406,52.588,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Power.jar-obl-10__p11791_terminationG_0.smt2",0,83.3167478139904,100.203,104.219,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Power.jar-obl-10__p11792_terminationG_0.smt2",0,737.267935924369,838.766,872.718,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Power.jar-obl-10__p11793_terminationG_0.smt2",,895.547945205479,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Power.jar-obl-10__p11796_terminationG_0.smt2",0,6.38171509197324,7.297,7.581,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Power.jar-obl-10__p11797_terminationG_0.smt2",0,53.0257252169941,55.484,57.876,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Power.jar-obl-10__p11798_terminationG_0.smt2",0,37.2246119733925,40.125,41.885,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Power.jar-obl-10__term_unfeasibility_0_0.smt2",0,1.76346029348295,1.953,2.283,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Power.jar-obl-10__terminationS_1_0.smt2",0,4.37398967220476,4.656,4.958,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Power.jar-obl-10__terminationS_2_0.smt2",0,5.45305136663525,5.531,6.133,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Queen.jar-obl-10__p11805_terminationG_0.smt2",0,0.517207278481012,0.625,0.995,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Queen.jar-obl-10__p11806_terminationG_0.smt2",0,5.54197100486941,5.984,6.448,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Queen.jar-obl-10__p11807_terminationG_0.smt2",0,34.8223669982699,38.484,40.03,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Queen.jar-obl-10__p11810_terminationG_0.smt2",0,153.825898357289,179.047,186.431,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Queen.jar-obl-10__p11811_terminationG_0.smt2",,1130.1998919503,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Queen.jar-obl-10__p11812_terminationG_0.smt2",0,24.6752886323268,19.922,20.76,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Queen.jar-obl-10__terminationQ_1_0.smt2",,857.025809094633,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__QuicksortRec.jar-obl-9__term_unfeasibility_0_0.smt2",0,12.6460690045249,13.359,13.944,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__RandomHard.jar-obl-10__p11826_terminationG_0.smt2",0,5.78917868409193,6.141,6.411,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__RandomHard.jar-obl-10__p11827_terminationG_0.smt2",0,71.3893937855402,84.016,87.512,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__RandomHard.jar-obl-10__p11831_safety_0.smt2",0,13.7424487293803,14.734,15.292,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__RandomHard.jar-obl-10__p11832_safety_0.smt2",0,1.70684832159138,1.969,2.214,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__RandomHard.jar-obl-10__p11834_safety_0.smt2",0,1.02755947323704,1.156,1.399,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__RandomHard.jar-obl-10__p11835_safety_0.smt2",0,3.32653487816531,3.328,3.632,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__RandomHard.jar-obl-10__p11837_safety_0.smt2",0,1.8332075064711,2.031,2.305,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__RandomHard.jar-obl-10__p11838_safety_0.smt2",0,9.70676630434782,10.672,11.121,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__RandomHard.jar-obl-10__p11840_safety_0.smt2",0,4.51940217391304,4.969,5.312,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__RandomHard.jar-obl-10__p11841_safety_0.smt2",0,4.69323684210526,5.328,5.713,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__RandomHard.jar-obl-10__p11844_terminationG_0.smt2",0,51.2850589412812,55.109,57.439,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__RandomHard.jar-obl-10__p11845_terminationG_0.smt2",0,304.979066985646,335.156,348.341,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__RandomHard.jar-obl-10__p11846_terminationG_0.smt2",0,282.621373254799,309.641,322.175,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__RandomHard.jar-obl-10__p11849_terminationG_0.smt2",0,35.6349512591389,41.938,43.627,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__RandomHard.jar-obl-10__p11850_terminationG_0.smt2",0,272.901260035682,292.469,304.107,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__RandomHard.jar-obl-10__p11851_terminationG_0.smt2",,876.046901172529,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__RandomHard.jar-obl-10__term_unfeasibility_2_0.smt2",0,3.11148473874805,2.875,3.248,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__RandomHard.jar-obl-10__terminationQ_1_0.smt2",0,43.4438666666665,38.938,40.492,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Round3.jar-obl-8__p11884_terminationG_0.smt2",0,1.53380920761399,1.656,1.936,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Round3.jar-obl-8__p11887_terminationG_0.smt2",0,0.578897240527183,0.672,0.952,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Round3.jar-obl-8__p11888_terminationG_0.smt2",0,180.699292919304,218.359,227.056,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Round3.jar-obl-8__p11889_terminationG_0.smt2",,876.046901172529,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Round3.jar-obl-8__p11892_terminationG_0.smt2",0,391.292502253267,415.047,431.89,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Round3.jar-obl-8__p11893_terminationG_0.smt2",,857.728577285773,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Round3.jar-obl-8__p11894_terminationG_0.smt2",,1183.25791855204,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Round3.jar-obl-8__p11897_terminationG_0.smt2",0,606.092572463768,699.672,727.746,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Round3.jar-obl-8__p11898_terminationG_0.smt2",,814.641744548287,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Round3.jar-obl-8__p11899_terminationG_0.smt2",,880.842105263158,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Round3.jar-obl-8__p11902_terminationG_0.smt2",0,892.285687593425,856.031,890.483,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Round3.jar-obl-8__p11903_terminationG_0.smt2",,879.73086627418,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Round3.jar-obl-8__p11904_terminationG_0.smt2",,1089.58333333333,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Round3.jar-obl-8__term_unfeasibility_0_0.smt2",0,0.0663301542207792,0.078,0.135,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Round3.jar-obl-8__terminationS_0_0.smt2",,888.700084961767,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__RSA.jar-obl-17__p11914_terminationG_0.smt2",,1037.69841269841,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__RSA.jar-obl-17__p11915_terminationG_0.smt2",0,8.39919259783121,8.516,8.904,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__RSA.jar-obl-17__p11918_terminationG_0.smt2",0,135.807157005838,155.672,161.864,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__RSA.jar-obl-17__p11919_terminationG_0.smt2",,1002.87631831256,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__RSA.jar-obl-17__p11920_terminationG_0.smt2",0,346.386793966624,386.953,402.645,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__RSA.jar-obl-17__p11923_terminationG_0.smt2",,887.192536047498,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__RSA.jar-obl-17__p11924_terminationG_0.smt2",,869.49293433084,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__RSA.jar-obl-17__p11925_terminationG_0.smt2",,891.730605285592,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__RSA.jar-obl-17__term_unfeasibility_0_0.smt2",,876.046901172529,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__RSA.jar-obl-17__terminationQ_0_0.smt2",,811.481768813033,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__RSA.jar-obl-17__terminationS_0_0.smt2",,897.468897468897,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Samefringe.jar-obl-10__p11956_terminationG_0.smt2",0,3.07664052143173,3.328,3.592,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Samefringe.jar-obl-10__p11964_terminationG_0.smt2",,803.071017274472,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Samefringe.jar-obl-10__p11965_terminationG_0.smt2",,941.070625281152,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Samefringe.jar-obl-10__p11981_edge_closing_0.smt2",0,2.24734973240017,2.609,2.743,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Samefringe.jar-obl-10__p11982_edge_closing_0.smt2",0,30.8657444267516,27.797,29.009,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SharingPair.jar-obl-8__p12018_terminationG_0.smt2",0,71.3771012931034,79.156,82.36,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SharingPair.jar-obl-8__p12019_terminationG_0.smt2",,853.529171766626,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SharingPair.jar-obl-8__p12024_edge_closing_0.smt2",0,57.5763858093127,62.063,64.75,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SharingPair.jar-obl-8__p12026_edge_closing_0.smt2",0,10.4426189965695,11.641,12.115,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SharingPair.jar-obl-8__p12029_edge_closing_0.smt2",0,254.692448364888,282.938,294.414,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SharingPair.jar-obl-8__p12030_edge_closing_0.smt2",0,58.7214337324526,67.984,70.603,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SharingPair.jar-obl-8__p12035_edge_closing_0.smt2",0,27.0797777777778,29.125,30.332,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SharingPair.jar-obl-8__p12036_edge_closing_0.smt2",0,208.24113192507,249.75,259.538,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Shuffle.jar-obl-10__p12053_terminationG_0.smt2",0,16.8652869871529,19.453,20.288,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Shuffle.jar-obl-10__p12057_terminationG_0.smt2",0,31.3822217502124,35.313,36.743,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Shuffle.jar-obl-10__p12058_terminationG_0.smt2",,851.098454027665,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Shuffle.jar-obl-10__p12070_edge_closing_0.smt2",0,4.62380075858991,4.953,5.627,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Shuffle.jar-obl-10__p12071_edge_closing_0.smt2",,822.650412898152,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Shuffle.jar-obl-10__p12072_edge_closing_0.smt2",,971.216341689879,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SortCount.jar-obl-10__p12085_terminationG_0.smt2",0,5.41501294219154,6,6.299,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SortCount.jar-obl-10__p12086_terminationG_0.smt2",0,312.10584106131,289.578,301.321,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SortCount.jar-obl-10__p12090_terminationG_0.smt2",0,5.8859869546621,6.578,6.815,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SortCount.jar-obl-10__p12091_terminationG_0.smt2",0,10.6871008939974,12,12.521,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SortCount.jar-obl-10__p12094_terminationG_0.smt2",0,10.3643292682927,10.563,11.13,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SortCount.jar-obl-10__p12095_terminationG_0.smt2",0,85.6942567567569,72.75,75.654,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SortCount.jar-obl-10__p12096_terminationG_0.smt2",0,742.291306994245,801.547,833.787,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SortCount.jar-obl-10__p12099_terminationG_0.smt2",0,42.4329294677629,46.875,48.778,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SortCount.jar-obl-10__p12100_terminationG_0.smt2",0,72.2489889705881,70.453,73.262,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SortCount.jar-obl-10__p12101_terminationG_0.smt2",0,705.86421437397,819.234,851.802,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SortCount.jar-obl-10__p12109_terminationG_0.smt2",0,259.486691597008,281.938,293.227,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SortCount.jar-obl-10__p12110_terminationG_0.smt2",0,244.675551470588,270.406,281.41,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SortCount.jar-obl-10__p12111_terminationG_0.smt2",,999.522216913521,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SortCount.jar-obl-10__p12119_terminationG_0.smt2",0,177.147312321501,207.547,215.761,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SortCount.jar-obl-10__p12120_terminationG_0.smt2",0,87.738709177346,101.453,105.724,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SortCount.jar-obl-10__p12121_terminationG_0.smt2",,923.620309050773,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SortCount.jar-obl-10__p12126_terminationG_0.smt2",0,38.0785193646649,41.828,43.444,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SortCount.jar-obl-10__p12127_terminationG_0.smt2",0,188.428990364474,215,223.79,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SortCount.jar-obl-10__p12128_terminationG_0.smt2",,849.025974025974,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SortCount.jar-obl-10__p12136_terminationG_0.smt2",0,26.5105547242411,29.641,30.992,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SortCount.jar-obl-10__p12137_terminationG_0.smt2",,902.112979732643,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SortCount.jar-obl-10__p12138_terminationG_0.smt2",,1082.25556130367,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SortCount.jar-obl-10__p12141_terminationG_0.smt2",0,20.6909367007673,23.203,24.176,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SortCount.jar-obl-10__p12142_terminationG_0.smt2",0,542.689498037014,462.531,481.392,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SortCount.jar-obl-10__p12143_terminationG_0.smt2",0,66.1900426509186,72.328,75.285,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SortCount.jar-obl-10__p12146_terminationG_0.smt2",0,22.9361333463491,28.078,29.242,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SortCount.jar-obl-10__p12147_terminationG_0.smt2",0,91.8608607480847,97.438,101.374,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SortCount.jar-obl-10__p12148_terminationG_0.smt2",,901.335631193451,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SortCount.jar-obl-10__p12153_terminationG_0.smt2",0,77.7891051912568,81.656,85.157,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SortCount.jar-obl-10__p12154_terminationG_0.smt2",0,426.355345355964,432.266,449.241,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SortCount.jar-obl-10__p12155_terminationG_0.smt2",,911.546840958606,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SortCount.jar-obl-10__p12162_terminationG_0.smt2",0,43.7410361842105,47.672,49.586,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SortCount.jar-obl-10__p12163_terminationG_0.smt2",0,307.365255947324,345.859,359.864,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SortCount.jar-obl-10__p12164_terminationG_0.smt2",,900.559621179509,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SortCount.jar-obl-10__p12169_terminationG_0.smt2",0,279.901643747314,311.344,323.918,0,1,0,
