,"z3legacy","{0} smt.arith.solver=2",,,,,,
,"RV 11751","T_norm 11751","T_cpu 11751","T_wc 11751","# SAT 11751","# UNSAT 11751","# UNKNOWN 11751",
"QF_LIA/nec-smt/large/checkpass_pwd/prp-32-47.smt2",0,18.6379497825227,22.531,23.501,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-32-48.smt2",0,28.5980492261393,31.797,33.407,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-32-49.smt2",0,16.7402291105121,17.813,18.655,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-32-50.smt2",0,25.0114011555922,28.969,30.124,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-33-34.smt2",0,4.61664564943254,5.25,5.835,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-33-35.smt2",0,4.35022103303862,4.469,4.789,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-33-36.smt2",0,6.20610599078341,6.438,6.962,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-33-37.smt2",0,7.44382877009996,8.188,8.519,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-33-38.smt2",0,7.00228016838167,7.156,7.44,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-33-39.smt2",0,8.26801470588235,10.078,10.601,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-33-40.smt2",0,8.91724802165764,10.234,10.634,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-33-41.smt2",0,10.7939650336574,13.797,14.421,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-33-42.smt2",0,11.5602134146341,12.688,13.212,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-33-43.smt2",0,15.4290997706422,16.078,16.734,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-33-44.smt2",0,13.0489311032344,14.078,14.752,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-33-45.smt2",0,13.4882572431958,14.688,15.335,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-33-46.smt2",0,17.331329787234,19.469,20.301,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-33-47.smt2",0,15.9104442833471,18.359,19.09,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-33-48.smt2",0,16.0746886872098,18.203,19.003,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-33-49.smt2",0,11.2642057026477,13.219,13.798,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-33-50.smt2",0,16.9736869970352,19.156,19.948,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-34-34.smt2",0,3.4810064935065,3.844,4.036,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-34-35.smt2",0,3.73026863806747,4.281,4.558,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-34-36.smt2",0,4.67701209889531,4.25,4.589,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-34-37.smt2",0,6.77308558558558,7.547,7.832,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-34-38.smt2",0,8.03931937746603,8.766,9.128,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-34-39.smt2",0,6.5584032773781,7.844,8.161,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-34-40.smt2",0,9.03436858316221,10.516,10.968,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-34-41.smt2",0,9.01444099378882,10.406,11.207,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-34-42.smt2",0,11.4350941201354,12.922,13.6,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-34-43.smt2",0,7.55027877339706,9.063,9.614,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-34-44.smt2",0,13.7702493816983,15.969,16.847,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-34-45.smt2",0,9.07840132636656,10.797,11.857,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-34-46.smt2",0,13.6848198496905,14.797,15.534,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-34-47.smt2",0,12.0733954451346,13.938,14.575,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-34-48.smt2",0,15.7285874679213,17.578,18.254,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-34-49.smt2",0,17.5966300602929,19.531,20.411,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-34-50.smt2",0,23.6789142491468,26.531,27.568,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-35-34.smt2",0,4.54033608753908,4.859,5.155,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-35-36.smt2",0,25.7811212932455,29.922,31.43,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-35-38.smt2",0,17.821642287234,19.219,19.958,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-35-41.smt2",0,73.5245271194166,77.109,80.218,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-35-43.smt2",0,139.171789903645,158.797,165.198,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-35-44.smt2",0,214.702371738169,232.047,241.336,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-35-45.smt2",0,30.7557132227891,34.578,35.994,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-35-46.smt2",0,480.411144878437,576.172,599.126,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-35-47.smt2",0,56.0693693693694,59.5,61.878,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-34.smt2",0,4.87556744487678,5.391,5.702,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-35.smt2",0,8.78084560464078,9.406,9.761,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-36.smt2",0,22.1740615282097,23.859,24.822,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-37.smt2",0,42.782169117647,48.672,50.581,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-38.smt2",0,41.1681739631336,42.703,44.316,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-39.smt2",0,59.6841496679317,60.141,62.672,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-40.smt2",0,82.1448290703394,79.828,83.096,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-41.smt2",0,70.3875866050808,72.844,76.532,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-42.smt2",0,52.9272242180896,59.859,62.434,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-43.smt2",0,99.2024302528335,108.781,113.388,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-44.smt2",0,152.743628359592,157.563,164.088,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-45.smt2",0,318.035602966466,353.609,367.904,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-46.smt2",0,286.521656785244,311.859,324.502,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-47.smt2",0,356.44351618327,405.344,421.858,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-48.smt2",0,434.196912807676,497.5,517.66,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-49.smt2",0,34.2010933115061,34.953,36.363,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-50.smt2",0,172.733693372483,196.844,204.78,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-37-35.smt2",0,16.15995939192,18.547,19.357,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-37-37.smt2",0,23.7468423344948,26.063,27.069,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-37-39.smt2",0,16.616700610998,19.5,20.32,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-37-42.smt2",0,98.715379494008,106.313,110.681,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-37-44.smt2",0,123.827441533131,136.672,142.06,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-37-45.smt2",0,233.003552904564,268.422,279.397,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-37-46.smt2",0,182.307433184855,195.641,203.621,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-37-47.smt2",0,290.511687838401,333.422,346.851,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-37-48.smt2",0,37.5913137378845,42.641,44.354,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-35.smt2",0,23.0968967013889,25.438,26.47,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-36.smt2",0,22.0556724845996,25.672,26.64,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-37.smt2",0,12.2370717005076,13.828,14.526,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-38.smt2",0,60.3430737035524,70.641,73.613,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-39.smt2",0,47.1484087322461,42.844,44.702,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-40.smt2",0,77.9300309752198,93.203,96.924,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-41.smt2",0,119.664673913043,138.141,143.692,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-42.smt2",0,91.5608143699958,103.859,108.133,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-43.smt2",0,114.164779354588,140.359,146.061,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-44.smt2",0,187.966609942244,217.797,226.717,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-45.smt2",0,71.9300189816883,76.984,80.104,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-46.smt2",0,282.172263157895,320.344,333.507,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-47.smt2",0,356.659064845705,408.828,425.19,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-48.smt2",0,95.0598606878537,104.375,108.564,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-49.smt2",0,516.046292701863,635.438,661.166,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-50.smt2",0,71.889389085285,77.766,80.908,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-36.smt2",0,16.0427730192719,17.906,18.603,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-37.smt2",0,10.9124175545409,10.281,10.813,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-38.smt2",0,9.93203398300854,9.5,10.15,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-39.smt2",0,47.6978098528756,51.141,53.263,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-40.smt2",0,25.1597136699507,29.297,30.489,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-41.smt2",0,90.6695986960432,96.391,100.43,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-42.smt2",0,63.1560916919957,59.594,62.043,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-43.smt2",0,116.806091772152,132.328,137.687,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-44.smt2",0,18.9584797436957,21.922,23.902,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-45.smt2",0,87.1484080435693,99.438,103.403,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-46.smt2",0,287.087807125308,279.266,290.443,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-47.smt2",0,164.143083229556,189.016,196.832,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-48.smt2",0,231.48983801956,271.547,282.199,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-49.smt2",0,459.36924894958,522.609,543.779,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-50.smt2",0,90.6148725751236,113.875,118.419,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-40-37.smt2",0,36.8186436170213,41.359,43.097,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-40-38.smt2",0,6.67244839449541,6.953,7.355,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-40-39.smt2",0,9.75663996627319,11.063,11.614,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-40-40.smt2",0,63.610047190518,69.266,72.122,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-40-41.smt2",0,86.1924509803922,105.063,109.278,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-40-42.smt2",0,43.2764084507042,48.469,50.954,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-40-43.smt2",0,66.9051108119304,77.203,80.364,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-40-44.smt2",0,146.603920430561,166.016,172.768,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-40-45.smt2",0,59.0756300296485,66.672,69.362,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-40-46.smt2",0,247.822465437788,257.063,267.389,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-40-47.smt2",0,85.1673133595285,103.609,107.817,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-40-48.smt2",0,220.682966321244,244.313,254.17,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-40-49.smt2",0,246.978310980721,281.688,293.012,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-40-50.smt2",0,54.226203039257,61.406,63.922,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-41-38.smt2",0,51.169172256828,51.047,53.058,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-41-39.smt2",0,10.3179533789564,11.531,12.05,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-41-40.smt2",0,9.93237540192926,11.813,12.495,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-41-41.smt2",0,38.5948795180723,42.875,44.588,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-41-42.smt2",0,60.3776950215601,73.625,76.539,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-41-43.smt2",0,69.0210217484927,76.609,79.726,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-41-44.smt2",0,142.188001605136,169.375,176.067,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-41-45.smt2",0,186.925194572991,212.391,221.324,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-41-46.smt2",0,218.851988405208,257.141,267.814,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-41-47.smt2",0,49.105755283879,56.641,59.093,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-41-48.smt2",0,47.7337109061748,56.906,59.248,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-41-49.smt2",0,414.963248684743,490.141,509.583,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-41-50.smt2",0,196.97616547669,224.188,233.79,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-42-38.smt2",0,36.0238396392433,39.141,40.89,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-42-39.smt2",0,9.65044382295721,9.484,10.021,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-42-40.smt2",0,15.2064824945295,16.609,17.224,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-42-41.smt2",0,77.2150129982669,85.188,88.551,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-42-42.smt2",0,86.922502334267,89,92.732,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-42-43.smt2",0,55.2244005503144,67.156,70.159,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-42-44.smt2",0,157.654433602037,177.625,184.885,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-42-45.smt2",0,105.684825327511,115.688,120.46,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-42-46.smt2",0,320.309507590502,393.344,409.555,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-42-47.smt2",0,201.889122729287,217.813,226.75,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-42-48.smt2",0,136.88662851743,155.797,162.253,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-42-49.smt2",0,469.697009137272,528.297,549.939,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-42-50.smt2",0,105.96373655914,117.766,122.497,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-43-38.smt2",0,62.4389103982301,67.453,70.209,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-43-39.smt2",0,13.2843957986689,15.266,15.855,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-4-34.smt2",0,2.74824840764331,3.094,3.363,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-43-40.smt2",0,11.299043313709,12.844,13.484,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-43-41.smt2",0,91.0370012870012,101.438,105.485,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-43-42.smt2",0,39.5697990791126,45.188,46.931,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-43-43.smt2",0,58.649116389014,62.266,65.273,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-43-44.smt2",0,86.8040155198205,110.953,115.491,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-43-45.smt2",0,119.305115117289,131.281,136.666,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-43-46.smt2",0,64.8536220646876,69.969,72.899,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-43-47.smt2",0,144.518864013267,166.625,173.339,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-43-48.smt2",0,259.379110039456,282.813,294.186,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-43-49.smt2",0,371.541149068323,428.906,446.185,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-4-35.smt2",0,6.13372836349331,7.453,8.193,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-43-50.smt2",0,587.552851257589,647.656,673.484,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-4-36.smt2",0,6.42622340425532,7.219,7.519,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-4-37.smt2",0,2.34808745941558,2.766,2.961,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-4-38.smt2",0,5.71677489177489,6.313,6.6,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-4-39.smt2",0,7.845,9,9.358,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-4-40.smt2",0,10.1600370027752,10.5,10.925,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-4-41.smt2",0,13.3904480551452,13,13.721,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-4-42.smt2",0,9.29644495412844,10.172,10.616,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-4-43.smt2",0,8.31943250214962,9.25,9.613,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-44-39.smt2",0,52.5988092695429,58.859,61.515,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-4-44.smt2",0,4.61790166204986,5.578,6.028,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-44-40.smt2",0,9.43842887473461,10.625,11.338,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-44-41.smt2",0,16.1247027669693,17.828,18.516,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-44-42.smt2",0,59.6691937869823,67.484,70.688,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-44-43.smt2",0,93.9566134043498,101.188,105.383,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-44-44.smt2",0,102.309468384582,112.922,117.47,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-44-45.smt2",0,69.8657529722589,75.844,78.952,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-44-46.smt2",0,77.410294988161,93.766,97.6,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-44-47.smt2",0,288.03714300714,327.828,341.098,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-44-48.smt2",0,281.466300238759,338.109,351.754,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-44-49.smt2",0,131.068025592217,148.109,154.076,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-4-45.smt2",0,31.248427672956,33.25,34.699,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-44-50.smt2",0,73.4955717488789,78.344,81.554,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-4-46.smt2",0,17.354985367893,19.844,20.682,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-4-47.smt2",0,23.188912864776,26.969,28.02,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-4-48.smt2",0,33.1330545229244,38.344,39.89,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-4-49.smt2",0,67.3645387541607,67.719,70.428,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-4-50.smt2",0,74.3388472403303,81.766,85.084,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-45-39.smt2",0,37.4283264372822,41.078,42.754,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-45-40.smt2",0,9.35143042912874,10.313,10.689,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-45-41.smt2",0,15.2886957159624,12.453,12.953,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-45-42.smt2",0,55.7577828197551,63.141,65.639,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-45-43.smt2",0,24.8476976590106,26.891,28.035,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-45-44.smt2",0,74.4456684307409,77.328,80.451,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-45-45.smt2",0,111.1887521777,122.031,127.117,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-45-46.smt2",0,146.065428380187,156.469,162.762,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-45-47.smt2",0,338.448104787904,385.203,400.646,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-45-48.smt2",0,55.4815312624453,66.594,69.424,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-45-49.smt2",0,266.302494692144,299.781,312.281,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-45-50.smt2",0,233.813793628247,275.391,286.471,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-46-39.smt2",0,42.5182188463232,46.156,48.024,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-46-40.smt2",0,11.1959580838323,13.406,13.991,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-46-41.smt2",0,13.1214233500418,15.016,15.622,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-46-42.smt2",0,42.0813748173406,41.297,42.991,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-46-43.smt2",0,84.725654709507,92.016,95.672,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-46-44.smt2",0,55.0834577645051,61.719,64.206,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-46-45.smt2",0,243.282855731225,264.797,275.444,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-46-46.smt2",0,158.51198630137,149.344,155.521,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-46-47.smt2",0,257.468833780161,275.438,286.454,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-46-48.smt2",0,33.4024969046636,38.688,40.27,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-46-49.smt2",0,292.389493470518,353.188,367.176,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-46-50.smt2",0,325.339163201663,374.016,389.362,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-47-40.smt2",0,79.3313014737755,87.484,91.031,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-47-41.smt2",0,11.0393884497145,12.016,12.534,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-47-42.smt2",0,15.4804458239278,16.391,17.115,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-47-43.smt2",0,83.7741103922362,99.031,103.013,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-47-44.smt2",0,91.4657640032949,106.156,110.518,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-47-45.smt2",0,36.4465625,41.813,43.455,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-47-46.smt2",0,141.090423538232,134.953,140.23,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-47-47.smt2",0,305.292433869294,281.359,293.057,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-47-48.smt2",0,192.869325,230.484,239.776,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-47-49.smt2",0,99.6570121951219,109.375,113.778,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-47-50.smt2",0,282.492091431972,340.422,354.242,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-48-40.smt2",0,50.880634774609,52.875,55.04,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-48-41.smt2",0,9.73670212765958,10.938,11.405,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-48-42.smt2",0,20.8783528918692,23.813,24.813,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-48-43.smt2",0,72.1645357985838,87.688,91.234,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-48-44.smt2",0,39.2108495670996,43.297,44.993,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-48-45.smt2",0,76.8050416281221,79.375,82.538,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-48-46.smt2",0,54.3293489583334,62.328,64.852,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-48-47.smt2",0,84.4170765611634,94.344,98.389,1,0,0,
