,"z3legacy","{0} smt.arith.solver=2",,,,,,
,"RV 11751","T_norm 11751","T_cpu 11751","T_wc 11751","# SAT 11751","# UNSAT 11751","# UNKNOWN 11751",
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex19600_2600_100.smt2",0,0.491899271844658,0.484,0.556,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex19700_2600_100.smt2",0,0.394438497469833,0.484,0.752,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex19800_2600_100.smt2",0,0.493944444444445,0.531,0.802,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex19900_2600_100.smt2",0,0.484470357454228,0.531,0.881,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex20000_2600_100.smt2",0,0.443268810148731,0.484,0.665,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex20100_2600_100.smt2",0,0.457768052516412,0.5,0.657,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex20200_2600_100.smt2",0,0.408417707884532,0.453,0.764,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex20300_2600_100.smt2",0,0.460806048203729,0.484,0.72,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex20400_2600_100.smt2",0,0.447576192579505,0.484,0.664,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex20500_2600_100.smt2",0,0.504659241288046,0.547,0.833,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex20600_2600_100.smt2",0,0.469544198895029,0.406,0.746,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex20700_2600_100.smt2",0,0.457477426636569,0.484,0.741,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex20800_2600_100.smt2",0,0.465241170268846,0.422,0.689,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex20900_2600_100.smt2",0,0.493001599634369,0.516,0.654,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex21000_2600_100.smt2",0,0.490047609400324,0.578,0.881,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex21100_2600_100.smt2",0,0.397335899513776,0.469,0.753,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex21200_2600_100.smt2",0,0.507941042047532,0.531,0.77,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex21300_2600_100.smt2",0,0.639990210474794,0.625,0.715,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex21400_2600_100.smt2",0,0.501217364276834,0.578,0.86,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex21500_2600_100.smt2",0,0.497148288973384,0.563,0.707,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex21600_2600_100.smt2",0,0.449259478672986,0.453,0.578,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex21700_2600_100.smt2",0,0.395732445520581,0.469,0.586,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex21800_2600_100.smt2",0,0.422055877114871,0.453,0.562,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex21900_2600_100.smt2",0,0.420636156081361,0.484,0.691,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex22000_2600_100.smt2",0,0.400649830938293,0.453,0.734,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex22100_2600_100.smt2",0,0.401895491803279,0.469,0.706,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex22200_2600_100.smt2",0,0.485316593886463,0.531,0.704,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex22300_2600_100.smt2",0,0.485389266016122,0.547,0.708,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex22400_2600_100.smt2",0,0.458235981308411,0.469,0.64,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex22500_2600_100.smt2",0,0.435833333333333,0.469,0.719,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex22600_2600_100.smt2",0,0.440187880104257,0.484,0.655,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex22700_2600_100.smt2",0,0.413044662309368,0.453,0.708,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex22800_2600_100.smt2",0,0.4758215703573,0.516,0.819,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex22900_2600_100.smt2",0,0.462014134275618,0.5,0.764,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex23000_2600_100.smt2",0,0.47780524505589,0.531,0.827,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex23100_2600_100.smt2",0,0.436715587044534,0.516,1.293,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex23200_2600_100.smt2",0,0.38977693256579,0.453,0.626,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex23300_2600_100.smt2",0,0.452371651785714,0.484,0.568,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex23400_2600_100.smt2",0,0.541183774834437,0.547,0.673,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex23500_2600_100.smt2",0,0.469647988505747,0.469,0.634,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex23600_2600_100.smt2",0,0.433485288023208,0.5,0.741,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex23700_2600_100.smt2",0,0.515909550789154,0.609,0.86,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex23800_2600_100.smt2",0,0.422114608555286,0.5,0.662,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex23900_2600_100.smt2",0,0.512197293447293,0.516,0.738,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex24000_2600_100.smt2",0,0.472661545413466,0.5,0.732,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex24100_2600_100.smt2",0,0.488108140655105,0.484,0.605,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex24200_2600_100.smt2",0,0.459376372419851,0.5,0.597,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex24300_2600_100.smt2",0,0.435305690072639,0.516,0.624,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex24400_2600_100.smt2",0,0.444045793163892,0.484,0.6,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex24500_2600_100.smt2",0,0.442301396769969,0.484,0.67,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex24600_2600_100.smt2",0,0.449761429205504,0.484,0.598,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex24700_2600_100.smt2",0,0.480270480854853,0.516,0.773,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex24800_2600_100.smt2",0,0.542242662696725,0.609,0.811,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex24900_2600_100.smt2",0,0.442629257283546,0.516,0.66,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex25000_2600_100.smt2",0,0.428688524590164,0.5,0.78,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex25100_2600_100.smt2",0,0.423802802174822,0.484,0.701,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex25200_2600_100.smt2",0,0.429916207042851,0.484,0.694,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex25300_2600_100.smt2",0,0.4146708223972,0.453,0.69,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex25400_2600_100.smt2",0,0.420461618257261,0.484,0.901,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex25500_2600_100.smt2",0,0.411788662033015,0.453,0.573,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex25600_2600_100.smt2",0,0.435645958727429,0.484,0.699,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex25700_2600_100.smt2",0,0.443268810148731,0.484,0.66,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex25800_2600_100.smt2",0,0.441530501089325,0.484,0.879,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex25900_2600_100.smt2",0,0.470747074707471,0.5,0.698,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex26000_2600_100.smt2",0,0.534165788086453,0.484,0.594,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex26100_2600_100.smt2",0,0.466964285714286,0.484,0.691,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex26200_2600_100.smt2",0,0.472661545413466,0.5,0.808,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex26300_2600_100.smt2",0,0.511173922231615,0.578,0.859,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex26400_2600_100.smt2",0,0.560246749408982,0.453,0.613,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex26500_2600_100.smt2",0,0.523107304062372,0.609,0.842,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex26600_2600_100.smt2",0,0.474911789124118,0.547,0.809,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex26700_2600_100.smt2",0,0.537789203084835,0.5,0.551,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex26800_2600_100.smt2",0,0.420461618257261,0.484,0.611,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex26900_2600_100.smt2",0,0.469528939585974,0.531,0.795,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex27000_2600_100.smt2",0,0.479629835482437,0.516,0.607,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex27100_2600_100.smt2",0,0.457701283547258,0.375,0.61,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex27200_2600_100.smt2",0,0.421592863284609,0.469,0.742,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex27300_2600_100.smt2",0,0.437779017857143,0.469,0.839,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex27400_2600_100.smt2",0,0.432183781401498,0.469,0.588,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex27500_2600_100.smt2",0,0.468494062244062,0.547,0.695,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex27600_2600_100.smt2",0,0.48589527027027,0.516,0.674,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex27700_2600_100.smt2",0,0.506222345132743,0.547,0.704,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex27800_2600_100.smt2",0,0.49735841081995,0.563,0.791,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex27900_2600_100.smt2",0,0.515343468468468,0.547,0.808,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex28000_2600_100.smt2",0,0.51348697809012,0.594,0.854,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex28100_2600_100.smt2",0,0.4685870981755,0.516,0.651,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex28200_2600_100.smt2",0,0.457567804024497,0.5,0.672,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex28300_2600_100.smt2",0,0.483338614279679,0.547,0.816,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex28400_2600_100.smt2",0,0.464815976578837,0.531,0.769,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex28500_2600_100.smt2",0,0.467395064575646,0.484,0.686,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex28600_2600_100.smt2",0,0.500464785651794,0.547,0.748,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex28700_2600_100.smt2",0,0.554293846899226,0.547,0.682,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex28800_2600_100.smt2",0,0.422037692628071,0.484,0.598,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex28900_2600_100.smt2",0,0.49735841081995,0.563,0.8,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex29000_2600_100.smt2",0,0.468539207419899,0.531,0.72,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex29100_2600_100.smt2",0,0.495843057176196,0.406,0.601,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex29200_2600_100.smt2",0,0.450962394303516,0.484,0.638,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex29300_2600_100.smt2",0,0.437779017857143,0.469,0.595,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex29400_2600_100.smt2",0,0.446589907448215,0.484,0.723,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex29500_2600_100.smt2",0,0.422213541666667,0.484,0.874,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex29600_2600_100.smt2",0,0.429916207042851,0.484,0.742,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex29700_2600_100.smt2",0,0.534165788086453,0.484,0.597,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex29800_2600_100.smt2",0,0.448183272394881,0.469,0.608,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex29900_2600_100.smt2",0,0.492616674769083,0.484,0.709,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex30000_2600_100.smt2",0,0.44777397260274,0.516,0.694,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex5000_2600_100.smt2",0,0.227554258804259,0.266,0.484,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex5100_2600_100.smt2",0,0.265347539320142,0.25,0.564,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex5200_2600_100.smt2",0,0.221160351826793,0.234,0.411,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex5300_2600_100.smt2",0,0.269228439922481,0.266,0.494,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex5400_2600_100.smt2",0,0.229991204925242,0.25,0.324,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex5500_2600_100.smt2",0,0.208283552369574,0.25,0.523,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex5600_2600_100.smt2",0,0.220861486486486,0.234,0.278,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex5700_2600_100.smt2",0,0.234665329391892,0.266,0.458,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex5800_2600_100.smt2",0,0.23828795025729,0.266,0.474,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex5900_2600_100.smt2",0,0.186714584920031,0.234,0.428,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex6000_2600_100.smt2",0,0.209445749679624,0.234,0.289,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex6100_2600_100.smt2",0,0.214608124743537,0.25,0.399,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex6200_2600_100.smt2",0,0.218736930154747,0.25,0.3,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex6300_2600_100.smt2",0,0.244139004149378,0.281,0.676,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex6400_2600_100.smt2",0,0.226015557476232,0.25,0.386,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex6500_2600_100.smt2",0,0.243029739776952,0.281,0.422,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex6600_2600_100.smt2",0,0.197070940514469,0.234,0.575,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex6700_2600_100.smt2",0,0.20811226655348,0.234,0.292,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex6800_2600_100.smt2",0,0.248963933691756,0.266,0.436,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex6900_2600_100.smt2",0,0.205927131457371,0.234,0.515,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex7000_2600_100.smt2",0,0.228783902012248,0.25,0.487,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex7100_2600_100.smt2",0,0.255039011703511,0.281,0.402,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex7200_2600_100.smt2",0,0.244392523364486,0.25,0.618,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex7300_2600_100.smt2",0,0.214168714168714,0.25,0.658,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex7400_2600_100.smt2",0,0.233482142857143,0.266,0.386,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex7500_2600_100.smt2",0,0.224271012006861,0.25,0.451,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex7600_2600_100.smt2",0,0.214784394250513,0.25,0.521,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex7700_2600_100.smt2",0,0.242929397192403,0.281,0.523,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex7800_2600_100.smt2",0,0.205029121863799,0.219,0.392,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex7900_2600_100.smt2",0,0.209445749679624,0.234,0.305,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex8000_2600_100.smt2",0,0.248407465355387,0.266,0.389,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex8100_2600_100.smt2",0,0.198967391304348,0.219,0.409,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex8200_2600_100.smt2",0,0.241414327917281,0.234,0.488,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex8300_2600_100.smt2",0,0.208782435129741,0.25,0.348,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex8400_2600_100.smt2",0,0.229433319570603,0.266,0.617,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex8500_2600_100.smt2",0,0.246285056508999,0.281,0.402,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex8600_2600_100.smt2",0,0.210209003215434,0.25,0.538,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex8700_2600_100.smt2",0,0.220954795099282,0.25,0.448,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex8800_2600_100.smt2",0,0.232341181697024,0.25,0.363,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex8900_2600_100.smt2",0,0.204808897243108,0.234,0.561,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex9000_2600_100.smt2",0,0.213469387755102,0.25,0.433,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex9100_2600_100.smt2",0,0.216760610079576,0.234,0.541,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex9200_2600_100.smt2",0,0.230295024218406,0.25,0.503,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex9300_2600_100.smt2",0,0.217240806380151,0.234,0.397,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex9400_2600_100.smt2",0,0.200045899632803,0.234,0.431,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex9500_2600_100.smt2",0,0.226626223491028,0.266,0.655,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex9600_2600_100.smt2",0,0.233482142857143,0.25,0.701,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex9700_2600_100.smt2",0,0.221798134011875,0.25,0.606,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex9800_2600_100.smt2",0,0.202309902740937,0.219,0.402,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex9900_2600_100.smt2",0,0.20194089785832,0.234,0.38,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex10000_2400_100.smt2",0,0.234665329391892,0.266,0.449,1,0,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2000_2400_100.smt2",0,0.180287441663131,0.203,0.24,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2020_2400_100.smt2",0,0.154318669527897,0.172,0.368,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2040_2400_100.smt2",0,0.172311544544017,0.156,0.221,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2060_2400_100.smt2",0,0.150633640552995,0.172,0.378,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2080_2400_100.smt2",0,0.176848512173129,0.188,0.251,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2100_2400_100.smt2",0,0.194746791934006,0.203,0.444,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2120_2400_100.smt2",0,0.197921518397764,0.203,0.459,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2140_2400_100.smt2",0,0.185150617919671,0.172,0.498,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2160_2400_100.smt2",0,0.188358820921986,0.203,0.395,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2180_2400_100.smt2",0,0.180760368663594,0.188,0.381,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2200_2400_100.smt2",0,0.181261552680222,0.188,0.407,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2220_2400_100.smt2",0,0.181597222222222,0.203,0.256,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2240_2400_100.smt2",0,0.169432814992026,0.203,0.371,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2260_2400_100.smt2",0,0.14980522456462,0.156,0.3,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2280_2400_100.smt2",0,0.194734042553192,0.219,0.358,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2300_2400_100.smt2",0,0.178545168067227,0.203,0.277,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2320_2400_100.smt2",0,0.151076680672269,0.172,0.363,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2340_2400_100.smt2",0,0.175739247311828,0.188,0.247,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2360_2400_100.smt2",0,0.160036719706242,0.188,0.715,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2380_2400_100.smt2",0,0.169635728542914,0.203,0.274,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2400_2400_100.smt2",0,0.164741705165897,0.188,0.361,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2420_2400_100.smt2",0,0.183637640449438,0.203,0.391,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2440_2400_100.smt2",0,0.161952931461602,0.188,0.508,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2460_2400_100.smt2",0,0.146844115004492,0.156,0.289,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2480_2400_100.smt2",0,0.177872540812055,0.203,0.508,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2500_2400_100.smt2",0,0.174255886272768,0.188,0.243,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2520_2400_100.smt2",0,0.195850808867586,0.156,0.193,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2540_2400_100.smt2",0,0.17750104427736,0.203,0.446,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2560_2400_100.smt2",0,0.169635728542914,0.203,0.426,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2580_2400_100.smt2",0,0.148089991762768,0.172,0.243,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2600_2400_100.smt2",0,0.188763233878729,0.188,0.367,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2620_2400_100.smt2",0,0.179222901729228,0.203,0.359,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2640_2400_100.smt2",0,0.191061860691671,0.188,0.308,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2660_2400_100.smt2",0,0.166489813242784,0.188,0.24,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2680_2400_100.smt2",0,0.219674059139785,0.234,0.469,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2700_2400_100.smt2",0,0.189704241071428,0.203,0.265,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2720_2400_100.smt2",0,0.165646114864865,0.188,0.255,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2740_2400_100.smt2",0,0.183637640449438,0.219,0.394,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2760_2400_100.smt2",0,0.197645348837209,0.203,0.246,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2780_2400_100.smt2",0,0.19407336726039,0.219,0.498,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2800_2400_100.smt2",0,0.186633360522023,0.219,0.542,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2820_2400_100.smt2",0,0.191434846266471,0.188,0.253,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2840_2400_100.smt2",0,0.154318669527897,0.172,0.248,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2860_2400_100.smt2",0,0.187032350352113,0.203,0.404,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2880_2400_100.smt2",0,0.153462441314554,0.172,0.356,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2900_2400_100.smt2",0,0.171220238095238,0.172,0.352,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2920_2400_100.smt2",0,0.206323264201984,0.219,0.266,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2940_2400_100.smt2",0,0.174037996127784,0.172,0.275,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2960_2400_100.smt2",0,0.179766269477544,0.188,0.259,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2980_2400_100.smt2",0,0.147846422697368,0.172,0.253,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3000_2400_100.smt2",0,0.183637640449438,0.203,0.304,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3020_2400_100.smt2",0,0.163369429404415,0.188,0.53,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3040_2400_100.smt2",0,0.174643811219947,0.188,0.245,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3060_2400_100.smt2",0,0.165646114864865,0.188,0.369,0,1,0,
