,"smt.arith.gomory_polarity=false","-file:{0} smt.arith.gomory_polarity=false",,,,,,
,"RV 11707","T_norm 11707","T_cpu 11707","T_wc 11707","# SAT 11707","# UNSAT 11707","# UNKNOWN 11707",
"QF_LIA/nec-smt/large/checkpass_pwd/prp-35-36.smt2",0,19.2451900377715,19.484,20.273,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-35-38.smt2",0,27.8363993385697,32.188,33.597,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-35-41.smt2",0,100.174332865169,119.328,124.817,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-35-43.smt2",0,29.6680178852201,36.078,37.727,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-35-44.smt2",0,361.248977558725,411.672,428.671,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-35-45.smt2",0,76.3492911791179,81.094,84.397,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-35-46.smt2",0,428.767408798283,477.547,495.329,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-35-47.smt2",0,155.404493464052,170.484,177.36,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-34.smt2",0,5.61485757444972,6.219,6.478,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-35.smt2",0,10.7733023356401,11.906,12.428,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-36.smt2",0,9.78809803502777,10.953,11.46,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-37.smt2",0,18.8443939061815,20.547,21.43,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-38.smt2",0,80.4250494722955,87.422,91.009,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-39.smt2",0,69.3732564377682,77.266,80.366,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-40.smt2",0,83.8091431497497,88.016,91.411,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-41.smt2",0,130.200517630176,151.797,157.671,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-42.smt2",0,133.356636460554,149.484,155.52,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-43.smt2",0,93.381020278834,105.656,110.155,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-44.smt2",0,114.69116481775,138.375,144.031,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-45.smt2",0,328.827170138889,339.516,353.262,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-46.smt2",0,356.364358322745,402.188,418.487,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-47.smt2",0,450.609274517685,535.906,558.985,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-48.smt2",0,185.126254427391,149.906,156.064,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-49.smt2",0,216.436477987421,246.75,256.812,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-36-50.smt2",0,161.005676328502,159.313,165.808,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-37-35.smt2",0,55.2282552083334,63.359,66.017,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-37-37.smt2",0,22.6653891509434,25.266,26.313,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-37-39.smt2",0,54.8311460807601,55.172,57.351,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-37-42.smt2",0,147.782567049808,147.5,155.315,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-37-44.smt2",0,155.086887576553,169.469,176.233,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-37-45.smt2",0,174.825825,208.922,217.435,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-37-46.smt2",0,257.247080900751,294.875,306.882,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-37-47.smt2",0,342.928770290676,434.234,451.687,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-37-48.smt2",0,199.715618161926,218.141,227.12,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-35.smt2",0,83.44299898167,97.922,101.846,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-36.smt2",0,20.9399836244541,22.922,23.925,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-37.smt2",0,8.77333076245042,9.516,9.92,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-38.smt2",0,26.6899418892186,25.797,26.857,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-39.smt2",0,85.7541577825159,96.125,100.064,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-40.smt2",0,86.7973867098249,108.953,113.253,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-41.smt2",0,109.858423913043,108.703,113.145,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-42.smt2",0,203.681258071459,226.172,235.411,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-43.smt2",0,150.748074383803,163.719,170.33,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-44.smt2",0,266.501366120219,303.063,315.429,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-45.smt2",0,263.457249781468,288.141,299.921,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-46.smt2",0,301.597023322422,352.344,366.564,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-47.smt2",0,419.616607297064,464.547,483.269,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-48.smt2",0,118.74755859375,138.047,143.69,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-49.smt2",0,423.320733349656,413.203,429.903,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-38-50.smt2",0,65.3910232843136,63.766,66.705,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-36.smt2",0,63.4001302083334,72.734,75.772,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-37.smt2",0,15.4638816102906,15.516,16.159,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-38.smt2",0,18.2266059957173,20.344,22.37,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-39.smt2",0,77.1547136184856,75.016,78.127,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-40.smt2",0,52.9428884149079,56.359,58.608,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-41.smt2",0,69.06620330614,76.891,80.059,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-42.smt2",0,25.9613587984863,26.234,27.341,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-43.smt2",0,107.454229059429,109.766,114.211,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-44.smt2",0,59.3121126604692,64.047,66.728,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-45.smt2",0,107.980730016313,126.563,131.674,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-46.smt2",0,273.267500000001,264.516,274.916,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-47.smt2",0,293.002159769625,328.297,341.649,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-48.smt2",0,428.959705372617,473.25,492.543,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-49.smt2",0,551.982367758186,628.5,653.771,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-39-50.smt2",0,106.180076827242,122.219,127.147,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-40-37.smt2",0,67.434721622788,74.688,77.727,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-40-38.smt2",0,7.7283357319079,8.984,9.423,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-40-39.smt2",0,17.270842863678,18.047,18.923,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-40-40.smt2",0,103.254202764026,119.641,124.545,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-40-41.smt2",0,56.6045154876517,64.641,67.298,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-40-42.smt2",0,51.2497315292096,57.031,59.425,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-40-43.smt2",0,88.4375,88.438,92.087,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-40-44.smt2",0,149.326969103568,164.031,170.586,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-40-45.smt2",0,226.256169871795,253.078,263.295,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-40-46.smt2",0,298.414198914582,302.266,314.246,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-40-47.smt2",0,274.848974587606,294.688,306.246,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-40-48.smt2",0,412.423215141352,411.438,429.063,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-40-49.smt2",0,557.90308727948,574.438,597.468,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-40-50.smt2",0,577.004208027622,639.063,664.763,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-41-38.smt2",0,89.7844077568135,102.359,106.489,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-41-39.smt2",0,18.8437100553899,21.141,22.114,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-41-40.smt2",0,8.67194032687192,10.906,11.379,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-41-41.smt2",0,100.733764311094,121.969,126.906,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-41-42.smt2",0,145.824633049242,147.219,153.211,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-41-43.smt2",0,128.008823219553,145.203,151.152,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-41-44.smt2",0,153.746714676198,174.766,181.87,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-41-45.smt2",0,152.568112864078,180.281,187.64,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-41-46.smt2",0,59.8003875968992,66.375,69.094,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-41-47.smt2",0,38.3516591976099,42.953,44.741,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-41-48.smt2",0,277.696989795918,325.219,338.265,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-41-49.smt2",0,547.882405745063,583.5,607.361,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-41-50.smt2",0,333.838677034512,374.531,389.892,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-42-38.smt2",0,86.7429645927139,101.297,105.086,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-42-39.smt2",0,11.1026877837392,12.859,13.465,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-42-40.smt2",0,23.599871685201,26.375,27.489,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-42-41.smt2",0,179.634637975224,201.016,209.124,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-42-42.smt2",0,85.6067528114186,94.609,98.485,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-42-43.smt2",0,192.605628058727,225.75,234.802,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-42-44.smt2",0,164.55282152231,179.813,187.057,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-42-45.smt2",0,279.282619423608,338.156,351.26,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-42-46.smt2",0,219.968299406277,247.938,258.021,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-42-47.smt2",0,220.165158015906,251.422,261.632,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-42-48.smt2",0,322.660241511722,381.578,397.107,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-42-49.smt2",0,536.239399411449,479.078,498.509,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-42-50.smt2",0,777.367584213173,739.094,769.133,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-43-38.smt2",0,109.007837346661,114.688,119.181,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-43-39.smt2",0,9.44426519567027,10.844,11.328,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-4-34.smt2",0,6.63184422750424,7.469,7.813,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-43-40.smt2",0,16.6211902006173,20.594,21.981,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-43-41.smt2",0,58.1758097165992,68.688,71.918,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-43-42.smt2",0,56.0510686395397,65.188,67.835,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-43-43.smt2",0,186.755684428112,194.344,202.167,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-43-44.smt2",0,52.1776767151767,59.984,62.283,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-43-45.smt2",0,79.1950827205882,92.672,96.527,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-43-46.smt2",0,192.95704845815,230.313,239.646,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-43-47.smt2",0,269.532121962196,286.281,297.799,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-43-48.smt2",0,334.302234063356,408.609,424.74,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-43-49.smt2",0,391.365206824247,490.703,508.558,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-4-35.smt2",0,6.92775941506411,8.266,8.909,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-43-50.smt2",0,472.399978184991,517.563,538.372,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-4-36.smt2",0,4.07776889244302,4.875,5.183,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-4-37.smt2",0,7.10775772120201,8.141,8.477,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-4-38.smt2",0,6.17716535433071,6.75,7.104,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-4-39.smt2",0,6.33136261261261,6.719,7.044,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-4-40.smt2",0,3.69074882829143,4.141,4.387,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-4-41.smt2",0,2.27015871325096,2.547,2.82,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-4-42.smt2",0,20.2169774669775,24.875,26,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-4-43.smt2",0,12.5334144409235,13.234,13.836,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-44-39.smt2",0,52.6227741804937,62.156,64.722,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-4-44.smt2",0,17.526521381579,20.375,21.269,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-44-40.smt2",0,15.4092612954818,18.422,19.288,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-44-41.smt2",0,20.7959390030608,22.734,23.669,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-44-42.smt2",0,128.911928241712,146.844,152.817,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-44-43.smt2",0,210.896690857886,232.672,242.083,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-44-44.smt2",0,122.220311808934,132.094,137.533,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-44-45.smt2",0,143.282688416793,135.406,140.917,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-44-46.smt2",0,267.389129493287,295.125,306.73,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-44-47.smt2",0,374.654701576576,397.578,413.758,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-44-48.smt2",0,295.310353053435,332.859,345.999,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-44-49.smt2",0,543.550070407279,599.672,624.07,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-4-45.smt2",0,16.5616666666667,16.031,16.747,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-44-50.smt2",0,327.948921971252,381.719,397.366,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-4-46.smt2",0,10.342042566709,11.672,12.265,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-4-47.smt2",0,11.8889308855292,13.156,13.787,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-4-48.smt2",0,73.1752711722987,83.844,87.299,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-4-49.smt2",0,61.4926932929669,63.109,65.683,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-4-50.smt2",0,106.562632135307,144.563,150.131,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-45-39.smt2",0,108.113584099869,117.984,122.925,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-45-40.smt2",0,17.2083870967742,19.125,19.945,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-45-41.smt2",0,22.9035813407344,25.641,26.741,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-45-42.smt2",0,67.5515443241075,80.5,83.474,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-45-43.smt2",0,149.358666595381,166.922,173.663,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-45-44.smt2",0,45.6320829796265,51.391,53.508,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-45-45.smt2",0,109.111225753198,126.375,131.513,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-45-46.smt2",0,47.0852297238999,52.172,54.408,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-45-47.smt2",0,383.321411274699,472.922,490.879,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-45-48.smt2",0,147.696478344768,164.641,171.082,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-45-49.smt2",0,284.703727578475,303.484,315.297,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-45-50.smt2",0,384.527201163257,458.234,477.57,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-46-39.smt2",0,72.9414182376151,79.531,82.748,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-46-40.smt2",0,22.1757979990472,22.25,23.133,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-46-41.smt2",0,17.0639830508475,19.25,20.131,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-46-42.smt2",0,50.1172358646306,58.047,60.322,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-46-43.smt2",0,121.321712198221,136.922,142.256,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-46-44.smt2",0,122.9850104523,154.672,160.803,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-46-45.smt2",0,133.811719446922,143.406,149.292,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-46-46.smt2",0,264.716775891706,294.453,305.773,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-46-47.smt2",0,187.569914829659,223.703,232.732,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-46-48.smt2",0,229.008053382421,237.875,247.536,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-46-49.smt2",0,182.727548013968,200.109,208.322,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-46-50.smt2",0,350.056068232662,373.984,389.031,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-47-40.smt2",0,171.585766611638,198.734,206.758,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-47-41.smt2",0,23.0801199657241,25.75,26.833,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-47-42.smt2",0,22.1616970130933,25.891,26.953,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-47-43.smt2",0,100.537568739425,113.609,118.26,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-47-44.smt2",0,85.961354120758,93.234,97.045,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-47-45.smt2",0,133.720298913043,147.016,153.034,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-47-46.smt2",0,199.564341329966,226.656,235.792,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-47-47.smt2",0,173.461666666667,211.438,220,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-47-48.smt2",0,149.240328348505,164.578,171.289,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-47-49.smt2",0,318.298839213301,375.203,390.111,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-47-50.smt2",0,470.180640868141,548.844,571.068,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-48-40.smt2",0,132.085145362807,131.391,136.665,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-48-41.smt2",0,15.9344741235392,18.25,18.97,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-48-42.smt2",0,14.9352642276423,17.563,18.334,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-48-43.smt2",0,85.690516511431,96.75,100.778,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-48-44.smt2",0,80.8297034764827,94.469,98.364,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-48-45.smt2",0,121.782763693979,128.594,133.743,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-48-46.smt2",0,60.3854915433404,68.266,71.1,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-48-47.smt2",0,234.040344187964,271.406,282.514,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-48-48.smt2",0,153.436006743738,190.328,198.047,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-48-49.smt2",0,520.692932763744,670.031,696.861,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-48-50.smt2",0,355.521915993945,336.828,350.545,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-49-41.smt2",0,54.9984459179445,63.438,66.072,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-49-42.smt2",0,15.1072162828947,17.563,18.319,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-49-43.smt2",0,24.6168455821635,28.5,29.727,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-49-44.smt2",0,107.578533878505,110.047,114.546,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-49-45.smt2",0,164.090705661948,188.406,196.148,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-49-46.smt2",0,235.62182952183,270.875,281.983,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-49-47.smt2",0,205.702315582263,237.266,246.856,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-49-48.smt2",0,266.713858024692,258.172,268.671,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-49-49.smt2",0,300.854901662612,354.641,368.846,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-49-50.smt2",0,335.151070127505,351.813,365.636,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-50-42.smt2",0,177.331422505308,199.625,209.305,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-50-43.smt2",0,22.0647451963241,25.25,26.322,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-50-44.smt2",0,21.5310853263072,25.391,26.422,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-50-45.smt2",0,163.765372873964,179.5,186.865,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-50-46.smt2",0,48.9644195820082,51.516,53.712,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-50-47.smt2",0,288.257033590073,322.016,335.124,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-50-48.smt2",0,162.033079556185,164.047,170.539,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-50-49.smt2",0,293.836166804465,339.766,353.571,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-50-50.smt2",0,249.847013774671,290.453,302.004,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-51-43.smt2",0,111.95094673325,128.594,133.771,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-51-44.smt2",0,26.1766293279022,30.719,32.002,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-51-45.smt2",0,32.7160480349345,35.813,37.308,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-51-46.smt2",0,148.368891568792,169.078,175.997,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-51-47.smt2",0,133.480278422274,137.5,143.136,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-51-48.smt2",0,155.002016129032,174.563,181.608,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-51-49.smt2",0,180.651627218935,204.313,212.553,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-51-50.smt2",0,92.6812737441958,104.953,109.212,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-52-44.smt2",0,200.835930592396,217.156,225.736,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-52-45.smt2",0,43.758385801129,48.172,50.319,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-52-46.smt2",0,37.2841796875,44.484,48.156,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-52-47.smt2",0,186.872328629032,221.531,230.323,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-52-48.smt2",0,49.9320866141732,54.563,56.918,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-52-49.smt2",0,136.784409537454,159.734,166.306,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-52-50.smt2",0,442.503597689075,503.422,523.687,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-5-34.smt2",0,9.01989976415095,9.141,9.586,1,0,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-53-45.smt2",0,189.7556256182,183.406,190.923,0,1,0,
"QF_LIA/nec-smt/large/checkpass_pwd/prp-53-46.smt2",0,46.4888888888889,48,50.018,0,1,0,
