,"smt.arith.gomory_polarity=false","-file:{0} smt.arith.gomory_polarity=false",,,,,,
,"RV 11707","T_norm 11707","T_cpu 11707","T_wc 11707","# SAT 11707","# UNSAT 11707","# UNKNOWN 11707",
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex5800_2600_100.smt2",0,0.276027777777778,0.297,0.506,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex5900_2600_100.smt2",0,0.265865796232877,0.297,0.549,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex6000_2600_100.smt2",0,0.232283853138571,0.281,0.513,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex6100_2600_100.smt2",0,0.220961018476791,0.234,0.503,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex6200_2600_100.smt2",0,0.214081047891936,0.25,0.555,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex6300_2600_100.smt2",0,0.221798134011875,0.25,0.485,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex6400_2600_100.smt2",0,0.210796431642304,0.234,0.412,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex6500_2600_100.smt2",0,0.276027777777778,0.297,0.516,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex6600_2600_100.smt2",0,0.234170880741677,0.266,0.439,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex6700_2600_100.smt2",0,0.21656314699793,0.25,0.461,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex6800_2600_100.smt2",0,0.28447472026523,0.328,0.564,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex6900_2600_100.smt2",0,0.238686587240584,0.297,0.607,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex7000_2600_100.smt2",0,0.247632575757576,0.25,0.423,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex7100_2600_100.smt2",0,0.258820447135538,0.266,0.433,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex7200_2600_100.smt2",0,0.225820379965458,0.25,0.449,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex7300_2600_100.smt2",0,0.256037859007833,0.281,0.511,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex7400_2600_100.smt2",0,0.215711614606247,0.234,0.408,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex7500_2600_100.smt2",0,0.257584712371946,0.313,0.506,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex7600_2600_100.smt2",0,0.222097322142286,0.266,0.477,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex7700_2600_100.smt2",0,0.20070098239869,0.234,0.391,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex7800_2600_100.smt2",0,0.226996527777778,0.25,0.444,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex7900_2600_100.smt2",0,0.216856479433879,0.234,0.415,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex8000_2600_100.smt2",0,0.250529447357806,0.297,0.506,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex8100_2600_100.smt2",0,0.237676432848589,0.266,0.451,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex8200_2600_100.smt2",0,0.219840269020597,0.25,0.433,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex8300_2600_100.smt2",0,0.214520098441345,0.25,0.423,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex8400_2600_100.smt2",0,0.235255897640944,0.281,0.469,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex8500_2600_100.smt2",0,0.248679205409975,0.281,0.46,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex8600_2600_100.smt2",0,0.210615335051546,0.234,0.44,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex8700_2600_100.smt2",0,0.263608870967742,0.297,0.486,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex8800_2600_100.smt2",0,0.231922996661102,0.266,0.468,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex8900_2600_100.smt2",0,0.244473163220414,0.266,0.453,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex9000_2600_100.smt2",0,0.252126814882033,0.266,0.357,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex9100_2600_100.smt2",0,0.239830599913681,0.266,0.46,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex9200_2600_100.smt2",0,0.239031078610603,0.25,0.417,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex9300_2600_100.smt2",0,0.25687622789784,0.25,0.446,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex9400_2600_100.smt2",0,0.233065953654189,0.25,0.406,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex9500_2600_100.smt2",0,0.271206331877729,0.297,0.45,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex9600_2600_100.smt2",0,0.257702282157676,0.297,0.469,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex9700_2600_100.smt2",0,0.261400418888043,0.328,0.486,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex9800_2600_100.smt2",0,0.235460805084746,0.266,0.448,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex9900_2600_100.smt2",0,0.224271012006861,0.25,0.465,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex10000_2400_100.smt2",0,0.407223287014854,0.406,0.544,1,0,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2000_2400_100.smt2",0,0.173302406199021,0.203,0.384,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2020_2400_100.smt2",0,0.180025570416995,0.219,0.415,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2040_2400_100.smt2",0,0.1634375,0.188,0.421,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2060_2400_100.smt2",0,0.195985010706638,0.219,0.414,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2080_2400_100.smt2",0,0.206186921783011,0.234,0.37,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2100_2400_100.smt2",0,0.160560785918952,0.188,0.505,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2120_2400_100.smt2",0,0.179374208526805,0.203,0.367,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2140_2400_100.smt2",0,0.203449170124481,0.234,0.435,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2160_2400_100.smt2",0,0.193908898305085,0.219,0.388,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2180_2400_100.smt2",0,0.147120499181669,0.172,0.303,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2200_2400_100.smt2",0,0.182220197255575,0.203,0.402,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2220_2400_100.smt2",0,0.187949209391471,0.188,0.398,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2240_2400_100.smt2",0,0.186633360522023,0.219,0.4,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2260_2400_100.smt2",0,0.190677083333333,0.219,0.407,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2280_2400_100.smt2",0,0.18198608137045,0.203,0.384,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2300_2400_100.smt2",0,0.190518318068276,0.219,0.291,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2320_2400_100.smt2",0,0.173940851412198,0.203,0.488,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2340_2400_100.smt2",0,0.167342150170648,0.188,0.29,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2360_2400_100.smt2",0,0.208283552369574,0.25,0.455,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2380_2400_100.smt2",0,0.169095702347792,0.203,0.423,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2400_2400_100.smt2",0,0.192603114478114,0.219,0.391,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2420_2400_100.smt2",0,0.188789191419142,0.219,0.397,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2440_2400_100.smt2",0,0.174655774763666,0.203,0.373,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2460_2400_100.smt2",0,0.184035296665223,0.203,0.42,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2480_2400_100.smt2",0,0.191956795302013,0.219,0.584,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2500_2400_100.smt2",0,0.171663019693654,0.188,0.288,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2520_2400_100.smt2",0,0.185123381877023,0.219,0.289,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2540_2400_100.smt2",0,0.174799465240642,0.188,0.291,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2560_2400_100.smt2",0,0.175884726821192,0.203,0.409,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2580_2400_100.smt2",0,0.177057291666667,0.203,0.415,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2600_2400_100.smt2",0,0.165716096324461,0.188,0.389,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2620_2400_100.smt2",0,0.191678068803753,0.234,0.461,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2640_2400_100.smt2",0,0.188945086705202,0.219,0.373,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2660_2400_100.smt2",0,0.214143659335517,0.219,0.306,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2680_2400_100.smt2",0,0.185724431818182,0.219,0.404,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2700_2400_100.smt2",0,0.173211582134746,0.219,0.427,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2720_2400_100.smt2",0,0.180179145613229,0.188,0.374,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2740_2400_100.smt2",0,0.196518036072144,0.234,0.456,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2760_2400_100.smt2",0,0.181210021321962,0.203,0.306,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2780_2400_100.smt2",0,0.156808765808984,0.172,0.282,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2800_2400_100.smt2",0,0.169839128697042,0.203,0.38,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2820_2400_100.smt2",0,0.182018561484919,0.188,0.348,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2840_2400_100.smt2",0,0.16228796028134,0.188,0.369,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2860_2400_100.smt2",0,0.176054757630162,0.188,0.294,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2880_2400_100.smt2",0,0.189414321192053,0.219,0.431,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2900_2400_100.smt2",0,0.185562227074236,0.203,0.406,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2920_2400_100.smt2",0,0.185799837596427,0.219,0.431,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2940_2400_100.smt2",0,0.190677083333333,0.219,0.411,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2960_2400_100.smt2",0,0.204456606724003,0.25,0.478,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex2980_2400_100.smt2",0,0.179525771018166,0.203,0.425,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3000_2400_100.smt2",0,0.173777246145667,0.156,0.263,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3020_2400_100.smt2",0,0.178770509045015,0.203,0.287,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3040_2400_100.smt2",0,0.185583838001514,0.234,0.43,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3060_2400_100.smt2",0,0.209619238476954,0.25,0.413,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3080_2400_100.smt2",0,0.225072828389831,0.203,0.272,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3100_2400_100.smt2",0,0.185562227074236,0.203,0.376,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3120_2400_100.smt2",0,0.182248108323377,0.219,0.401,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3140_2400_100.smt2",0,0.169230386300279,0.203,0.401,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3160_2400_100.smt2",0,0.187610375275938,0.203,0.383,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3180_2400_100.smt2",0,0.173211582134746,0.219,0.439,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3200_2400_100.smt2",0,0.225981089873932,0.266,0.424,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3220_2400_100.smt2",0,0.191069019784173,0.203,0.365,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3240_2400_100.smt2",0,0.183450255102041,0.172,0.277,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3260_2400_100.smt2",0,0.196125,0.234,0.449,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3280_2400_100.smt2",0,0.171345766129032,0.203,0.41,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3300_2400_100.smt2",0,0.172753869384674,0.219,0.416,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3320_2400_100.smt2",0,0.210378117457763,0.25,0.437,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3340_2400_100.smt2",0,0.156837265093962,0.188,0.495,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3360_2400_100.smt2",0,0.190439034540158,0.219,0.378,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3380_2400_100.smt2",0,0.188108676405489,0.203,0.369,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3400_2400_100.smt2",0,0.199395079300529,0.234,0.416,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3420_2400_100.smt2",0,0.185583838001514,0.234,0.473,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3440_2400_100.smt2",0,0.181210021321962,0.203,0.402,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3460_2400_100.smt2",0,0.167628205128205,0.188,0.347,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3480_2400_100.smt2",0,0.172753869384674,0.219,0.413,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3500_2400_100.smt2",0,0.18305,0.219,0.408,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3520_2400_100.smt2",0,0.150570561139028,0.172,0.354,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3540_2400_100.smt2",0,0.193131462333826,0.25,0.415,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3560_2400_100.smt2",0,0.214696223316913,0.25,0.416,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3580_2400_100.smt2",0,0.160414307285768,0.203,0.418,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3600_2400_100.smt2",0,0.18305,0.219,0.409,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3620_2400_100.smt2",0,0.184973726758286,0.219,0.397,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3640_2400_100.smt2",0,0.209631241410902,0.219,0.365,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3660_2400_100.smt2",0,0.179672163329407,0.219,0.478,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3680_2400_100.smt2",0,0.157783588093323,0.188,0.396,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3700_2400_100.smt2",0,0.164258793969849,0.188,0.36,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3720_2400_100.smt2",0,0.156945656918376,0.172,0.276,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3740_2400_100.smt2",0,0.183356705762366,0.172,0.363,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3760_2400_100.smt2",0,0.162919120978704,0.172,0.28,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3780_2400_100.smt2",0,0.180879446640316,0.219,0.393,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3800_2400_100.smt2",0,0.197956093868282,0.25,0.444,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3820_2400_100.smt2",0,0.172809068727125,0.203,0.412,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3840_2400_100.smt2",0,0.16141975308642,0.156,0.294,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3860_2400_100.smt2",0,0.186703646748682,0.203,0.386,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3880_2400_100.smt2",0,0.215049342105263,0.234,0.353,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3900_2400_100.smt2",0,0.202321083172147,0.25,0.45,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3920_2400_100.smt2",0,0.172753869384674,0.219,0.414,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3940_2400_100.smt2",0,0.180344827586207,0.188,0.293,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3960_2400_100.smt2",0,0.171761317704123,0.203,0.401,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex3980_2400_100.smt2",0,0.18832304526749,0.219,0.393,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4000_2400_100.smt2",0,0.173869680851064,0.188,0.306,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4020_2400_100.smt2",0,0.163528349082823,0.141,0.254,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4040_2400_100.smt2",0,0.153593549765058,0.172,0.361,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4060_2400_100.smt2",0,0.154004711425206,0.188,0.407,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4080_2400_100.smt2",0,0.196125,0.234,0.445,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4100_2400_100.smt2",0,0.200025497195308,0.188,0.403,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4120_2400_100.smt2",0,0.203449170124481,0.234,0.515,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4140_2400_100.smt2",0,0.195149253731343,0.219,0.461,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4160_2400_100.smt2",0,0.212688084587231,0.25,0.423,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4180_2400_100.smt2",0,0.186212751971954,0.203,0.364,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4200_2400_100.smt2",0,0.170099739809193,0.188,0.348,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4220_2400_100.smt2",0,0.18699942791762,0.234,0.453,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4240_2400_100.smt2",0,0.180665219107777,0.219,0.414,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4260_2400_100.smt2",0,0.171761317704123,0.203,0.401,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4280_2400_100.smt2",0,0.192927908937605,0.219,0.391,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4300_2400_100.smt2",0,0.169975,0.203,0.457,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4320_2400_100.smt2",0,0.184588235294118,0.188,0.305,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4340_2400_100.smt2",0,0.218645484949833,0.25,0.412,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4360_2400_100.smt2",0,0.163959188326493,0.172,0.302,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4380_2400_100.smt2",0,0.200025497195308,0.188,0.386,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4400_2400_100.smt2",0,0.191327104907699,0.203,0.407,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4420_2400_100.smt2",0,0.191069019784173,0.203,0.393,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4440_2400_100.smt2",0,0.164534395973154,0.188,0.38,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4460_2400_100.smt2",0,0.177649456521739,0.219,0.418,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4480_2400_100.smt2",0,0.145277777777778,0.141,0.261,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4500_2400_100.smt2",0,0.206044574515984,0.219,0.397,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4520_2400_100.smt2",0,0.172766913319239,0.234,0.499,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4540_2400_100.smt2",0,0.172233722243131,0.219,0.416,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4560_2400_100.smt2",0,0.165366779089376,0.188,0.369,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4580_2400_100.smt2",0,0.145454085760518,0.172,0.294,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4600_2400_100.smt2",0,0.18308380008617,0.203,0.38,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4620_2400_100.smt2",0,0.180096418732782,0.188,0.307,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4640_2400_100.smt2",0,0.159380540780142,0.172,0.27,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4660_2400_100.smt2",0,0.199395079300529,0.234,0.416,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4680_2400_100.smt2",0,0.191327104907699,0.203,0.399,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4700_2400_100.smt2",0,0.183241699008193,0.203,0.372,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4720_2400_100.smt2",0,0.160956093557653,0.188,0.309,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4740_2400_100.smt2",0,0.181210021321962,0.203,0.403,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4760_2400_100.smt2",0,0.144984879032258,0.172,0.371,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4780_2400_100.smt2",0,0.233363080061193,0.219,0.391,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4800_2400_100.smt2",0,0.189366087344029,0.203,0.403,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4820_2400_100.smt2",0,0.145277777777778,0.141,0.25,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4840_2400_100.smt2",0,0.189036144578314,0.188,0.402,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4860_2400_100.smt2",0,0.177057291666667,0.203,0.261,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4880_2400_100.smt2",0,0.376359275053305,0.422,0.746,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4900_2400_100.smt2",0,0.784287311915413,0.922,1.1,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4920_2400_100.smt2",0,1.81451126307321,2.156,2.351,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4940_2400_100.smt2",0,1.77564928628073,2.141,2.351,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4960_2400_100.smt2",0,0.72222790507365,0.844,0.987,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex4980_2400_100.smt2",0,5.65003161888702,6.406,6.712,0,1,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex5000_2400_100.smt2",0,24.5963823529412,24.984,26.034,1,0,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex5020_2400_100.smt2",0,361.873191401406,418.438,435.25,1,0,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex5040_2400_100.smt2",,891.350660417554,1000,1000,0,0,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex5060_2400_100.smt2",,906.412478336222,1000,1000,0,0,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex5080_2400_100.smt2",0,14.0596604938272,13.609,14.225,1,0,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex5100_2400_100.smt2",0,27.6975366772403,33.391,34.833,1,0,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex5120_2400_100.smt2",0,249.290894039735,269.906,280.829,1,0,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex5140_2400_100.smt2",0,64.536858974359,85.422,89.009,1,0,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex5160_2400_100.smt2",0,22.2398554752639,19.125,19.95,1,0,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex5180_2400_100.smt2",0,8.70464518555666,8.297,8.739,1,0,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex5200_2400_100.smt2",0,18.1038461538462,19.125,19.922,1,0,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex5220_2400_100.smt2",0,15.2286259941398,17.391,18.208,1,0,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex5240_2400_100.smt2",0,26.2285366611433,30.266,31.569,1,0,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex5260_2400_100.smt2",0,3.12936350334448,3.578,3.801,1,0,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex5280_2400_100.smt2",0,12.584257023705,13.703,14.347,1,0,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex5300_2400_100.smt2",0,6.37276193633952,6.891,7.269,1,0,0,
"QF_LIA/bofill-scheduling/SMT_real_LIA/ex5320_2400_100.smt2",0,22.6212986463621,25.563,26.796,1,0,0,
