,"smt.arith.nl.incremental_linearization=false","-file:{0} smt.arith.nl.incremental_linearization=false",,,,,,
,"RV 11691","T_norm 11691","T_cpu 11691","T_wc 11691","# SAT 11691","# UNSAT 11691","# UNKNOWN 11691",
"QF_NIA_small\aproveSMT3400215009548742987.smt2",0,1.52194316275168,1.734,2.066,0,1,0,
"QF_NIA_small\aproveSMT3417012265546351137.smt2",0,0.242488872403561,0.234,0.273,1,0,0,
"QF_NIA_small\aproveSMT342988194676879281.smt2",0,4.02527292576419,4.406,4.617,1,0,0,
"QF_NIA_small\aproveSMT3496695621216907819.smt2",,871.666666666667,1000,1000,0,0,0,
"QF_NIA_small\aproveSMT3571876635740058861.smt2",,886.440677966102,1000,1000,0,0,0,
"QF_NIA_small\aproveSMT3611058756933534688.smt2",0,0.0267054738562092,0.031,0.122,1,0,0,
"QF_NIA_small\aproveSMT3612851711724526218.smt2",0,0.946849329874621,1.047,1.377,1,0,0,
"QF_NIA_small\aproveSMT3778692042252886508.smt2",0,0.0411335989932886,0.047,0.3,1,0,0,
"QF_NIA_small\aproveSMT3807494294977005803.smt2",0,0.0400582107843137,0.047,0.188,1,0,0,
"QF_NIA_small\aproveSMT3839584170547805483.smt2",,877.51677852349,1000,1000,0,0,0,
"QF_NIA_small\aproveSMT3935457195847984314.smt2",0,5.01255399568035,5.547,5.884,0,1,0,
"QF_NIA_small\aproveSMT3970517148307051183.smt2",0,0.0558999572466866,0.063,0.177,1,0,0,
"QF_NIA_small\aproveSMT3981927164583947462.smt2",,854.575163398693,1000,1000,0,0,0,
"QF_NIA_small\aproveSMT4004559194265078508.smt2",0,0.041924967935015,0.047,0.158,1,0,0,
"QF_NIA_small\aproveSMT4005477226838207398.smt2",0,0.0989245568525724,0.109,0.247,1,0,0,
"QF_NIA_small\aproveSMT4015411381612320072.smt2",0,1.74976926626673,1.813,2.02,1,0,0,
"QF_NIA_small\aproveSMT405002793410787217.smt2",0,0.0423962386511025,0.047,0.158,1,0,0,
"QF_NIA_small\aproveSMT4068876412031045354.smt2",0,0.118971792538672,0.125,0.232,1,0,0,
"QF_NIA_small\aproveSMT4159349101604568985.smt2",0,0.471042576419214,0.516,0.706,0,1,0,
"QF_NIA_small\aproveSMT4163246385735196737.smt2",0,0.111799914493373,0.125,0.307,1,0,0,
"QF_NIA_small\aproveSMT4177797293206130085.smt2",0,0.152356991525424,0.172,0.245,0,1,0,
"QF_NIA_small\aproveSMT4293993713008672806.smt2",0,11.8360383064516,14.031,14.782,1,0,0,
"QF_NIA_small\aproveSMT4380061691498964684.smt2",0,3.63355935971543,3.906,4.355,1,0,0,
"QF_NIA_small\aproveSMT4408268044216253595.smt2",0,0.581174111014744,0.641,0.898,1,0,0,
"QF_NIA_small\aproveSMT4439607947222714793.smt2",0,0.0603368712505768,0.063,0.181,1,0,0,
"QF_NIA_small\aproveSMT4504963179470263546.smt2",0,0.411074371205551,0.453,0.753,0,1,0,
"QF_NIA_small\aproveSMT4525776783561378911.smt2",0,0.0583184656556646,0.063,0.22,1,0,0,
"QF_NIA_small\aproveSMT4553505495713257009.smt2",0,0.0522581934452438,0.063,0.239,1,0,0,
"QF_NIA_small\aproveSMT4589478066325636629.smt2",0,0.385530749789385,0.438,0.756,1,0,0,
"QF_NIA_small\aproveSMT4606013414596055049.smt2",0,0.0932406275468622,0.109,0.21,1,0,0,
"QF_NIA_small\aproveSMT4610599926347927445.smt2",0,0.0564794816414687,0.063,0.172,1,0,0,
"QF_NIA_small\aproveSMT4626738710431749334.smt2",0,0.166914893617021,0.188,0.535,0,1,0,
"QF_NIA_small\aproveSMT4726660327701427.smt2",0,0.0425249349522983,0.047,0.118,1,0,0,
"QF_NIA_small\aproveSMT4764278413219307912.smt2",0,0.0308081998114986,0.031,0.097,1,0,0,
"QF_NIA_small\aproveSMT4776473963623431246.smt2",,891.730605285592,1000,1000,0,0,0,
"QF_NIA_small\aproveSMT4786517774271864296.smt2",0,5.44349106417547,6.406,6.677,0,1,0,
"QF_NIA_small\aproveSMT4790304217385820014.smt2",0,0.561775579536371,0.672,0.929,1,0,0,
"QF_NIA_small\aproveSMT4812740542900327077.smt2",0,0.0437388492417484,0.047,0.213,1,0,0,
"QF_NIA_small\aproveSMT4817399800518468578.smt2",0,0.385530749789385,0.438,0.8,1,0,0,
"QF_NIA_small\aproveSMT4830702979511545177.smt2",0,0.0932406275468622,0.109,0.215,1,0,0,
"QF_NIA_small\aproveSMT4843513687534854491.smt2",0,0.559343697829716,0.641,0.79,1,0,0,
"QF_NIA_small\aproveSMT4894552965501289252.smt2",0,0.0988390928725702,0.109,0.216,1,0,0,
"QF_NIA_small\aproveSMT4940364873027923219.smt2",0,0.0417287234042553,0.047,0.103,1,0,0,
"QF_NIA_small\aproveSMT5038173880269306850.smt2",0,0.162257445848375,0.172,0.246,1,0,0,
"QF_NIA_small\aproveSMT5046440760903487310.smt2",0,0.0425249349522983,0.047,0.16,1,0,0,
"QF_NIA_small\aproveSMT5056627952338669338.smt2",0,0.559128289473684,0.609,0.73,1,0,0,
"QF_NIA_small\aproveSMT5205173846890464046.smt2",0,0.0273535564853557,0.031,0.158,1,0,0,
"QF_NIA_small\aproveSMT5210438168892578988.smt2",0,0.194651212250106,0.219,0.548,1,0,0,
"QF_NIA_small\aproveSMT5219933089216354552.smt2",0,0.233273862622658,0.25,0.537,1,0,0,
"QF_NIA_small\aproveSMT522772885303483707.smt2",0,0.285677322907084,0.297,0.431,0,1,0,
"QF_NIA_small\aproveSMT5236930360453082734.smt2",0,0.025,0.031,0.143,1,0,0,
"QF_NIA_small\aproveSMT525791599825112152.smt2",0,0.31668597304128,0.359,0.544,0,1,0,
"QF_NIA_small\aproveSMT5335778151184305698.smt2",0,1.37736207645526,1.516,1.882,1,0,0,
"QF_NIA_small\aproveSMT5348320449423401087.smt2",0,0.0583184656556646,0.063,0.244,1,0,0,
"QF_NIA_small\aproveSMT5476436532372645500.smt2",0,0.2625,0.328,0.539,1,0,0,
"QF_NIA_small\aproveSMT5493191018463992513.smt2",0,0.256425474814203,0.297,0.63,0,1,0,
"QF_NIA_small\aproveSMT5521985939949569030.smt2",0,3.99299705139006,4.531,4.89,1,0,0,
"QF_NIA_small\aproveSMT5541044923638316164.smt2",0,0.0656639212535155,0.078,0.194,1,0,0,
"QF_NIA_small\aproveSMT5555859573725551605.smt2",0,0.78406741108354,0.906,1.266,1,0,0,
"QF_NIA_small\aproveSMT5598217329789101375.smt2",0,0.599642704778157,0.672,0.915,1,0,0,
"QF_NIA_small\aproveSMT5606410117877393489.smt2",0,0.181462805329386,0.234,0.618,1,0,0,
"QF_NIA_small\aproveSMT5625725354797588883.smt2",0,0.352969533359044,0.438,0.745,1,0,0,
"QF_NIA_small\aproveSMT5697460246608014240.smt2",0,0.0843548387096774,0.094,0.199,1,0,0,
"QF_NIA_small\aproveSMT5775190440758349853.smt2",0,0.0404882328654005,0.047,0.134,1,0,0,
"QF_NIA_small\aproveSMT578728211229400351.smt2",,899.784946236559,1000,1000,0,0,0,
"QF_NIA_small\aproveSMT5829491630698138486.smt2",0,0.0779511128775834,0.094,0.209,1,0,0,
"QF_NIA_small\aproveSMT5858552346124402853.smt2",,892.491467576792,1000,1000,0,0,0,
"QF_NIA_small\aproveSMT5913022081957613825.smt2",,856.324191567745,1000,1000,0,0,0,
"QF_NIA_small\aproveSMT5989587704234446991.smt2",0,1.86316010058676,2.125,2.443,1,0,0,
"QF_NIA_small\aproveSMT5992389869070970435.smt2",0,174.794556789606,199.359,207.553,0,1,0,
"QF_NIA_small\aproveSMT6007639960281434719.smt2",0,0.931509067357513,1.203,1.574,1,0,0,
"QF_NIA_small\aproveSMT6023062156836720896.smt2",0,16.0820802682821,17.766,18.531,1,0,0,
"QF_NIA_small\aproveSMT6030602863271290399.smt2",,806.787504820671,1000,1000,0,0,0,
"QF_NIA_small\aproveSMT6033388866962201290.smt2",0,4.76800973767885,5.734,6.072,1,0,0,
"QF_NIA_small\aproveSMT6054561478528727566.smt2",0,0.161952931461602,0.188,0.532,0,1,0,
"QF_NIA_small\aproveSMT6071606564644554507.smt2",0,1.68975347523892,1.859,2.117,1,0,0,
"QF_NIA_small\aproveSMT6116422603960968616.smt2",0,5.87717414082146,6.703,7.08,1,0,0,
"QF_NIA_small\aproveSMT6155317075733447430.smt2",0,0.0674803881090009,0.078,0.171,1,0,0,
"QF_NIA_small\aproveSMT6201299735749963496.smt2",0,0.59406101254868,0.656,0.996,1,0,0,
"QF_NIA_small\aproveSMT6242888656932764676.smt2",0,0.0470775324051848,0.047,0.116,1,0,0,
"QF_NIA_small\aproveSMT6285895805497343865.smt2",0,1.046,1.125,1.531,0,1,0,
"QF_NIA_small\aproveSMT629665582926508878.smt2",0,0.877245045417011,1.016,1.324,1,0,0,
"QF_NIA_small\aproveSMT6301725928280158574.smt2",0,0.993972632493484,1.094,1.355,1,0,0,
"QF_NIA_small\aproveSMT6405258831427788557.smt2",0,0.350898018166804,0.406,0.634,1,0,0,
"QF_NIA_small\aproveSMT6456513912671766647.smt2",,826.224328593997,1000,1000,0,0,0,
"QF_NIA_small\aproveSMT6461796824751951221.smt2",,894.017094017094,1000,1000,0,0,0,
"QF_NIA_small\aproveSMT6500048596873196244.smt2",0,0.78206103000811,0.922,1.251,1,0,0,
"QF_NIA_small\aproveSMT6549179037310304786.smt2",0,0.0956573996655518,0.109,0.232,1,0,0,
"QF_NIA_small\aproveSMT655469581631834278.smt2",0,0.0470323741007194,0.047,0.186,1,0,0,
"QF_NIA_small\aproveSMT6658278851923446624.smt2",0,0.166602956167177,0.156,0.213,1,0,0,
"QF_NIA_small\aproveSMT6674842082078899004.smt2",0,35.632445559351,39.891,41.699,1,0,0,
"QF_NIA_small\aproveSMT6744625072979146355.smt2",0,1.22818003913894,1.5,1.876,1,0,0,
"QF_NIA_small\aproveSMT6753330551938377858.smt2",0,0.0410303347280335,0.047,0.157,1,0,0,
"QF_NIA_small\aproveSMT6771738228131904044.smt2",,892.872385830132,1000,1000,0,0,0,
"QF_NIA_small\aproveSMT6871796204961549893.smt2",0,0.0603926096997691,0.063,0.177,1,0,0,
"QF_NIA_small\aproveSMT691472806777450769.smt2",0,0.0268701191944102,0.031,0.212,1,0,0,
"QF_NIA_small\aproveSMT7048666801337573956.smt2",0,5.13337182448037,5.313,5.648,1,0,0,
"QF_NIA_small\aproveSMT7070426067875134896.smt2",0,355.629627589246,385.719,401.402,0,1,0,
"QF_NIA_small\aproveSMT7081278616493440418.smt2",0,0.0409960284280936,0.047,0.155,1,0,0,
"QF_NIA_small\aproveSMT7141115503836990123.smt2",0,0.0537402383888204,0.063,0.168,1,0,0,
"QF_NIA_small\aproveSMT7144269790757830415.smt2",0,3.82041841982235,3.906,4.211,1,0,0,
"QF_NIA_small\aproveSMT7145338241152838632.smt2",0,4.67337260383387,5.594,5.979,1,0,0,
"QF_NIA_small\aproveSMT7201733644041072759.smt2",,874.581939799331,1000,1000,0,0,0,
"QF_NIA_small\aproveSMT7278800282732675654.smt2",0,5.62928997122893,6.547,6.878,1,0,0,
"QF_NIA_small\aproveSMT7315824316795347455.smt2",0,0.742897727272727,0.859,1.262,1,0,0,
"QF_NIA_small\aproveSMT7334875128895402176.smt2",0,0.0452944572748268,0.047,0.154,1,0,0,
"QF_NIA_small\aproveSMT7377887083439038055.smt2",0,0.0458450210378682,0.047,0.153,1,0,0,
"QF_NIA_small\aproveSMT7425096829426664326.smt2",0,3.26120092378753,3.375,3.676,1,0,0,
"QF_NIA_small\aproveSMT743198230882528455.smt2",0,0.0680989583333333,0.078,0.11,1,0,0,
"QF_NIA_small\aproveSMT7440630011441673394.smt2",,845.936109987869,1000,1000,0,0,0,
"QF_NIA_small\aproveSMT7608975121595496463.smt2",0,0.0391623402555911,0.047,0.19,1,0,0,
"QF_NIA_small\aproveSMT7610852511450248253.smt2",0,0.456241557856821,0.484,0.805,1,0,0,
"QF_NIA_small\aproveSMT778144120697107907.smt2",0,0.105656565656566,0.125,0.377,1,0,0,
"QF_NIA_small\aproveSMT7823144654332746343.smt2",0,0.313298722044729,0.375,0.683,0,1,0,
"QF_NIA_small\aproveSMT7861215804091976133.smt2",,978.027115474521,1000,1000,0,0,0,
"QF_NIA_small\aproveSMT7917963829768768087.smt2",0,10.4556883759275,12.125,12.74,0,1,0,
"QF_NIA_small\aproveSMT8012602079643276968.smt2",0,0.0862087912087912,0.094,0.279,1,0,0,
"QF_NIA_small\aproveSMT8038578912200818680.smt2",0,0.0603926096997691,0.063,0.143,1,0,0,
"QF_NIA_small\aproveSMT8056030040600901039.smt2",0,1.45630238200265,1.578,1.931,1,0,0,
"QF_NIA_small\aproveSMT8120783453179243473.smt2",0,0.241079175704989,0.266,0.634,0,1,0,
"QF_NIA_small\aproveSMT8137047330849691949.smt2",0,2.24396042850896,2.453,2.836,0,1,0,
"QF_NIA_small\aproveSMT8204649684904954337.smt2",0,0.0391623402555911,0.047,0.303,1,0,0,
"QF_NIA_small\aproveSMT8205772230016192248.smt2",,941.918054930212,1000,1000,0,0,0,
"QF_NIA_small\aproveSMT8213728202959413718.smt2",0,1.96595722151631,2.219,2.553,1,0,0,
"QF_NIA_small\aproveSMT8264792885821091201.smt2",0,3.05776426566885,3.125,3.428,1,0,0,
"QF_NIA_small\aproveSMT8282187318664889653.smt2",0,0.121264427040396,0.141,0.246,1,0,0,
"QF_NIA_small\aproveSMT82980353335522103.smt2",0,4.04231539145908,4.344,4.709,1,0,0,
"QF_NIA_small\aproveSMT8328864454385468275.smt2",0,2.29385964912281,2.5,2.936,1,0,0,
"QF_NIA_small\aproveSMT8349063162874178644.smt2",0,0.807623537061118,0.891,1.21,1,0,0,
"QF_NIA_small\aproveSMT8366476055690990863.smt2",0,0.29408457040036,0.313,0.701,0,1,0,
"QF_NIA_small\aproveSMT8377786446909921993.smt2",0,2.29877787307033,2.563,2.895,0,1,0,
"QF_NIA_small\aproveSMT8384181922198476260.smt2",,872.393661384487,1000,1000,0,0,0,
"QF_NIA_small\aproveSMT8423039779088334472.smt2",0,1.60393003180373,1.688,1.839,0,1,0,
"QF_NIA_small\aproveSMT8524404391338204488.smt2",0,0.0876340482573727,0.094,0.22,1,0,0,
"QF_NIA_small\aproveSMT8573084889555001775.smt2",,845.252525252525,1000,1000,0,0,0,
"QF_NIA_small\aproveSMT8666199152065483741.smt2",0,0.148579545454545,0.156,0.242,0,1,0,
"QF_NIA_small\aproveSMT8677323562739420602.smt2",0,0.0773485565546616,0.078,0.108,1,0,0,
"QF_NIA_small\aproveSMT8739079467798956217.smt2",0,0.539613556778392,0.516,0.799,0,1,0,
"QF_NIA_small\aproveSMT8739447481320129819.smt2",0,0.146844115004492,0.156,0.46,1,0,0,
"QF_NIA_small\aproveSMT8797788573757816721.smt2",0,0.081043388429752,0.094,0.27,1,0,0,
"QF_NIA_small\aproveSMT8801446599485295192.smt2",0,1.49279072504708,1.516,1.869,1,0,0,
"QF_NIA_small\aproveSMT880649614033826505.smt2",0,1.24218082835184,1.391,1.727,1,0,0,
"QF_NIA_small\aproveSMT8813034472200507181.smt2",0,0.113449023861171,0.125,0.222,1,0,0,
"QF_NIA_small\aproveSMT8866413736567330792.smt2",0,0.0558999572466866,0.063,0.252,1,0,0,
"QF_NIA_small\aproveSMT8878736820157791946.smt2",0,0.11968572009764,0.141,0.239,1,0,0,
"QF_NIA_small\aproveSMT901847787721299507.smt2",0,0.0404214756801319,0.047,0.147,1,0,0,
"QF_NIA_small\aproveSMT902782301342505505.smt2",0,0.391623402555911,0.469,0.672,1,0,0,
"QF_NIA_small\aproveSMT9030607454323718032.smt2",0,4.60811923583663,5.016,5.413,1,0,0,
"QF_NIA_small\aproveSMT9054136929086877877.smt2",0,5.51167641959254,6.078,6.462,1,0,0,
"QF_NIA_small\aproveSMT9073350781778038452.smt2",0,1.03547731164384,1.156,2.354,0,1,0,
"QF_NIA_small\aproveSMT9118077011737449494.smt2",0,3.17573678861789,3.734,4.126,1,0,0,
"QF_NIA_small\aproveSMT9169917326916030775.smt2",0,0.239314168819983,0.266,0.465,0,1,0,
"QF_NIA_small\aproveSMT9190658207098859112.smt2",101,10000,86.938,109.718,0,0,0,
"QF_NIA_small\aproveSMT9210831631031619938.smt2",0,20.3024987840467,19.953,20.749,1,0,0,
"QF_NIA_small\aproveSMT944940066259205664.smt2",0,0.0799205378973105,0.094,0.492,1,0,0,
"QF_NIA_small\aproveSMT955385929993658388.smt2",0,0.175087556654306,0.203,0.292,0,1,0,
"QF_NIA_small\aproveSMT993796237976442048.smt2",,865.177832919768,1000,1000,0,0,0,
"QF_NIA_small\b.04_true-termination.c_Iteration1_Loop+nonterminationTemplate_0.smt2",0,0.957374476987448,1.094,1.399,0,1,0,
"QF_NIA_small\b.07-alloca_true-termination.c.i_Iteration2_Lasso+nonterminationTemplate.smt2",0,0.998539982030548,1.063,1.389,0,1,0,
"QF_NIA_small\ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-termination.c_Iteration1_Loop+nonterminationTemplate_0.smt2",,889.834113143343,1000,1000,0,0,0,
"QF_NIA_small\ChenFlurMukhopadhyay-SAS2012-Ex3.10_true-termination.c_Iteration1_Loop+nonterminationTemplate_0.smt2",0,1.07524671052632,1.25,1.523,0,1,0,
"QF_NIA_small\flag-alloca_true-termination.c.i_Iteration1_Lasso+nonterminationTemplate.smt2",0,1.36254689453939,1.563,1.897,0,1,0,
"QF_NIA_small\From_AProVE_2014__Alternate.jar-obl-10__p27480_terminationG_0.smt2",,824.271079590229,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Alternate.jar-obl-10__terminationS_8_0.smt2",0,12.1727820372399,15.938,16.618,0,1,0,
"QF_NIA_small\From_AProVE_2014__AlternatingGrowReduce2.jar-obl-9__terminationS_1_0.smt2",0,1.54062916851934,1.656,1.902,0,1,0,
"QF_NIA_small\From_AProVE_2014__AlternatingGrowReduceRec2.jar-obl-9__term_unfeasibility_1_0.smt2",0,0.302026459470811,0.344,0.493,0,1,0,
"QF_NIA_small\From_AProVE_2014__alternDivWidening_rec.jar-obl-8__p27568_terminationG_0.smt2",0,2.38414864185111,2.266,2.403,1,0,0,
"QF_NIA_small\From_AProVE_2014__alternKonv_rec.jar-obl-8__p27639_edge_closing_0.smt2",0,7.23586007311129,8.516,8.778,0,1,0,
"QF_NIA_small\From_AProVE_2014__AProVE12-cyclic-Visit.jar-obl-9__p27675_terminationG_0.smt2",0,0.505339707078926,0.594,0.736,1,0,0,
"QF_NIA_small\From_AProVE_2014__BMOG_CAV_12_MarkingGraphVisitor.jar-obl-11__p27764_terminationG_0.smt2",,883.819180397127,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Choose.jar-obl-8__p27802_terminationG_0.smt2",0,0.292225415070243,0.328,0.46,0,1,0,
"QF_NIA_small\From_AProVE_2014__ChooseLife.jar-obl-8__p27825_terminationG_0.smt2",,933.095450490633,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__complxStruc_rec.jar-obl-8__terminationS_0_0.smt2",,880.47138047138,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Convert.jar-obl-9__p27975_edge_closing_0.smt2",0,5.36600975213328,6.313,6.612,0,1,0,
"QF_NIA_small\From_AProVE_2014__ConvertRec.jar-obl-9__p28041_edge_closing_0.smt2",0,4.60503144654088,5.25,5.462,0,1,0,
"QF_NIA_small\From_AProVE_2014__Count.jar-obl-10__p28177_edge_closing_0.smt2",0,6.95741498740554,7.922,8.192,0,1,0,
"QF_NIA_small\From_AProVE_2014__Count.jar-obl-10-2__p28122_terminationG_0.smt2",,874.581939799331,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Count.jar-obl-10-2__terminationS_9_0.smt2",0,12.819197421076,13.781,14.34,0,1,0,
"QF_NIA_small\From_AProVE_2014__CountMetaList.jar-obl-9__p28209_edge_closing_0.smt2",0,79.1742140718563,88.484,92.002,1,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28249_terminationG_0.smt2",,879.73086627418,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28267_terminationG_0.smt2",,964.055299539171,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28283_terminationG_0.smt2",,850.752338348922,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28299_terminationG_0.smt2",,933.928571428571,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28317_terminationG_0.smt2",,889.455782312925,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28333_terminationG_0.smt2",,881.584492203961,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28349_terminationG_0.smt2",,947.034857401539,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28367_terminationG_0.smt2",,894.399315946986,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28383_terminationG_0.smt2",,908.380373425966,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__CyclicalListDuplicate.jar-obl-9__p28410_terminationG_0.smt2",0,1.02965625,0.984,1.113,1,0,0,
"QF_NIA_small\From_AProVE_2014__Distances.jar-obl-19__p28453_terminationG_0.smt2",,854.575163398693,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Distances.jar-obl-19__terminationS_12_0.smt2",0,7.85866724738676,8.625,9.123,0,1,0,
"QF_NIA_small\From_AProVE_2014__Distances.jar-obl-19__terminationS_4_0.smt2",0,9.02743968117191,10.016,11.116,0,1,0,
"QF_NIA_small\From_AProVE_2014__DivMinus.jar-obl-11__p28485_terminationG_0.smt2",0,34.1910136286201,38.375,39.938,1,0,0,
"QF_NIA_small\From_AProVE_2014__DivMinus.jar-obl-11__p28519_terminationG_0.smt2",0,3.44459285187915,4.469,4.65,1,0,0,
"QF_NIA_small\From_AProVE_2014__DivMinus.jar-obl-11__p28547_terminationG_0.smt2",,890.591741166454,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__DivMinus.jar-obl-11__p28566_edge_closing_0.smt2",,996.665078608861,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__DivTernary.jar-obl-10__p28667_terminationG_0.smt2",0,3.34241965776294,3.828,3.979,1,0,0,
"QF_NIA_small\From_AProVE_2014__DivTernary.jar-obl-10__terminationS_14_0.smt2",0,8.63913595933926,9.75,10.212,0,1,0,
"QF_NIA_small\From_AProVE_2014__DivTernary.jar-obl-10__terminationS_23_0.smt2",,921.5859030837,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__DivTernary2.jar-obl-9__p28622_terminationG_0.smt2",0,197.351260257913,241.406,250.927,0,1,0,
"QF_NIA_small\From_AProVE_2014__DivTernary2.jar-obl-9__p28634_edge_closing_0.smt2",0,2.59931697023545,2.797,2.956,1,0,0,
"QF_NIA_small\From_AProVE_2014__DivTernary2.jar-obl-9__p28644_edge_closing_0.smt2",,917.141604559404,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Domino.jar-obl-27__p28689_terminationG_0.smt2",,872.393661384487,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Domino.jar-obl-27__terminationS_10_0.smt2",,843.548387096774,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Domino.jar-obl-27__terminationS_4_0.smt2",0,17.7147013614405,19.281,20.041,0,1,0,
"QF_NIA_small\From_AProVE_2014__Et1-rec.jar-obl-8__p28758_terminationG_0.smt2",,856.674856674857,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Et3.jar-obl-9__p28807_terminationG_0.smt2",0,13.906459919391,14.844,15.476,1,0,0,
"QF_NIA_small\From_AProVE_2014__Et3-rec.jar-obl-8__p28848_terminationG_0.smt2",0,1.74666030534351,2.078,2.366,0,1,0,
"QF_NIA_small\From_AProVE_2014__Et4.jar-obl-8__p28888_terminationG_0.smt2",0,5.18386487010469,6.391,6.597,1,0,0,
"QF_NIA_small\From_AProVE_2014__Et4.jar-obl-8__p28936_terminationG_0.smt2",0,72.5347131681878,79.781,83.05,1,0,0,
"QF_NIA_small\From_AProVE_2014__Et4-rec.jar-obl-8__p28955_terminationG_0.smt2",0,3.03677419354839,3.375,3.579,1,0,0,
"QF_NIA_small\From_AProVE_2014__even_rec.jar-obl-8__p29058_terminationG_0.smt2",0,0.133363933088535,0.156,0.223,0,1,0,
"QF_NIA_small\From_AProVE_2014__EvenOdd.jar-obl-8__p29030_terminationG_0.smt2",0,0.123452580780529,0.141,0.249,0,1,0,
"QF_NIA_small\From_AProVE_2014__ex01_rec.jar-obl-8__p29091_terminationG_0.smt2",,897.084048027444,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__ex04_rec.jar-obl-8__p29168_terminationG_0.smt2",,909.169926119079,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__ex04_rec.jar-obl-8__p29187_terminationG_0.smt2",,883.819180397127,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__ex08_rec.jar-obl-8__p29227_terminationG_0.smt2",0,46.5861220472441,56.563,58.811,1,0,0,
"QF_NIA_small\From_AProVE_2014__ex08_rec.jar-obl-8__terminationS_4_0.smt2",,907.986111111111,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Exc2.jar-obl-8__p29261_edge_closing_0.smt2",0,1.30256396812081,1.484,1.629,1,0,0,
"QF_NIA_small\From_AProVE_2014__FibSLR.jar-obl-8__p29342_terminationG_0.smt2",0,2.08510191846523,2.078,2.288,1,0,0,
"QF_NIA_small\From_AProVE_2014__Flatten.jar-obl-10__p29372_safety_0.smt2",0,3.78926877062706,4.391,4.565,1,0,0,
"QF_NIA_small\From_AProVE_2014__Flatten.jar-obl-10__p29393_safety_0.smt2",0,1.28531146523179,1.484,1.673,0,1,0,
"QF_NIA_small\From_AProVE_2014__FlattenRTA.jar-obl-10__p29425_safety_0.smt2",0,1.86513431903374,2.141,2.225,1,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenRTA.jar-obl-10__p29448_safety_0.smt2",0,33.8549107142857,35.344,36.756,1,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenRTA.jar-obl-10__p29475_terminationG_0.smt2",,893.253629376601,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenTree.jar-obl-9__p29513_terminationG_0.smt2",0,57.9601641814721,87.328,90.708,1,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenTreeListRec.jar-obl-10__p29555_safety_0.smt2",0,2.25761301799916,2.578,2.848,1,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenTreeListRec.jar-obl-10__p29573_safety_0.smt2",0,5.28336734693878,6.188,6.406,1,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenTreeListRec.jar-obl-10__p29595_terminationG_0.smt2",,821.036106750392,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenTreeRec.jar-obl-9__p29631_edge_closing_0.smt2",,901.335631193451,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__flip_rec.jar-obl-8__p29677_terminationG_0.smt2",,817.506838608832,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Graph.jar-obl-17__p29751_terminationG_0.smt2",,924.436588599205,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Graph.jar-obl-17__p29767_edge_closing_0.smt2",0,8.34913125276671,9.016,9.373,1,0,0,
