,"smt.arith.nl.divisions_check=false","-file:{0} smt.arith.nl.divisions_check=false",,,,,,
,"RV 11682","T_norm 11682","T_cpu 11682","T_wc 11682","# SAT 11682","# UNSAT 11682","# UNKNOWN 11682",
"QF_NIA_small\From_T2__n-7.t2__p5084_terminationG_0.smt2",,903.671706263499,1000,1000,0,0,0,
"QF_NIA_small\From_T2__n-7.t2__p5100_terminationG_0.smt2",,933.51182507809,1000,1000,0,0,0,
"QF_NIA_small\From_T2__n-7.t2__p5116_terminationG_0.smt2",,878.253568429891,1000,1000,0,0,0,
"QF_NIA_small\From_T2__n-7.t2__p5134_terminationG_0.smt2",0,1.61983799237611,1.828,2.043,0,1,0,
"QF_NIA_small\From_T2__n-7.t2__p5150_terminationG_0.smt2",,915.135608048994,1000,1000,0,0,0,
"QF_NIA_small\From_T2__n-7.t2__p5166_terminationG_0.smt2",,802.147239263804,1000,1000,0,0,0,
"QF_NIA_small\From_T2__n-7.t2_fixed__p4887_terminationG_0.smt2",0,0.287170550038197,0.359,0.699,0,1,0,
"QF_NIA_small\From_T2__n-7.t2_fixed__p4903_terminationG_0.smt2",,861.61449752883,1000,1000,0,0,0,
"QF_NIA_small\From_T2__n-7.t2_fixed__p4919_terminationG_0.smt2",,927.304964539007,1000,1000,0,0,0,
"QF_NIA_small\From_T2__n-7.t2_fixed__p4938_terminationG_0.smt2",,897.854077253219,1000,1000,0,0,0,
"QF_NIA_small\From_T2__n-7.t2_fixed__p4954_terminationG_0.smt2",,1185.9410430839,1000,1000,0,0,0,
"QF_NIA_small\From_T2__n-7.t2_fixed__terminationQ_15_0.smt2",,928.952042628774,1000,1000,0,0,0,
"QF_NIA_small\From_T2__n-9.t2__p5277_terminationG_0.smt2",0,8.82740970180596,10.047,10.53,0,1,0,
"QF_NIA_small\From_T2__nakata.t2__p5306_terminationG_0.smt2",,924.028268551237,1000,1000,0,0,0,
"QF_NIA_small\From_T2__nakata.t2__p5324_terminationG_0.smt2",0,258.349397590361,297.25,309.424,0,1,0,
"QF_NIA_small\From_T2__nakata.t2__p5341_terminationG_0.smt2",,892.872385830132,1000,1000,0,0,0,
"QF_NIA_small\From_T2__nakata.t2__p5353_edge_closing_0.smt2",,852.485737571312,1000,1000,0,0,0,
"QF_NIA_small\From_T2__nakata.t2__terminationQ_6_0.smt2",0,26.8543771043771,30.5,31.77,1,0,0,
"QF_NIA_small\From_T2__nakata.t2__terminationS_3_0.smt2",0,63.4679808568824,66.563,69.22,0,1,0,
"QF_NIA_small\From_T2__ndes.t2__p5373_terminationG_0.smt2",0,26.2013192324466,28.719,29.904,1,0,0,
"QF_NIA_small\From_T2__ndes.t2_fixed__term_unfeasibility_2_0.smt2",0,16.0123682076237,18.875,19.626,1,0,0,
"QF_NIA_small\From_T2__neg-acqrel-fail.t2__p5620_terminationG_0.smt2",0,15.6860819777397,17.516,18.181,0,1,0,
"QF_NIA_small\From_T2__non_term.t2__p6235_terminationG_0.smt2",0,2.73374166239096,2.547,2.749,0,1,0,
"QF_NIA_small\From_T2__non_term.t2__p6251_terminationG_0.smt2",,897.854077253219,1000,1000,0,0,0,
"QF_NIA_small\From_T2__oct_vs_subpoly.t2__p6291_terminationG_0.smt2",0,7.29915048543689,8.266,8.605,0,1,0,
"QF_NIA_small\From_T2__oct_vs_subpoly.t2__p6309_terminationG_0.smt2",0,81.7522275706677,95.391,99.331,0,1,0,
"QF_NIA_small\From_T2__opt-tree.c.t2__p6338_terminationG_0.smt2",0,3.21183146766169,3.703,3.91,1,0,0,
"QF_NIA_small\From_T2__opt-tree.c.t2__terminationS_1_0.smt2",0,11.4655139593908,10.797,11.297,0,1,0,
"QF_NIA_small\From_T2__p.t2__p8315_terminationG_0.smt2",0,154.43375748503,160.266,166.815,1,0,0,
"QF_NIA_small\From_T2__p.t2__terminationS_3_0.smt2",0,44.6771784006954,49.141,51.09,0,1,0,
"QF_NIA_small\From_T2__p_armc.t2__p6954_edge_closing_0.smt2",,931.433659839715,1000,1000,0,0,0,
"QF_NIA_small\From_T2__p-43-terminate.t2__p6637_terminationG_0.smt2",0,0.933498387839705,0.969,1.241,1,0,0,
"QF_NIA_small\From_T2__p-43-terminate.t2_fixed__p6628_terminationG_0.smt2",0,9.25091397849462,10.281,10.684,1,0,0,
"QF_NIA_small\From_T2__p-46.t2__p6685_terminationG_0.smt2",0,127.131557207765,147.125,153.157,0,1,0,
"QF_NIA_small\From_T2__p-5.t2__p6860_edge_closing_0.smt2",0,191.535761589404,207.375,215.727,1,0,0,
"QF_NIA_small\From_T2__p-5.t2_fixed__p6778_terminationG_0.smt2",,915.135608048994,1000,1000,0,0,0,
"QF_NIA_small\From_T2__pentagon.t2__p6980_terminationG_0.smt2",,871.666666666667,1000,1000,0,0,0,
"QF_NIA_small\From_T2__pentagon.t2__p7002_edge_closing_0.smt2",,907.986111111111,1000,1000,0,0,0,
"QF_NIA_small\From_T2__pentagon.t2__p7021_edge_closing_0.smt2",,884.192730346577,1000,1000,0,0,0,
"QF_NIA_small\From_T2__pentagon.t2__p7043_edge_closing_0.smt2",0,4.19470103297577,5.047,5.268,0,1,0,
"QF_NIA_small\From_T2__pentagon.t2__p7069_edge_closing_0.smt2",,909.960852544585,1000,1000,0,0,0,
"QF_NIA_small\From_T2__pentagon.t2__p7100_edge_closing_0.smt2",,930.604982206406,1000,1000,0,0,0,
"QF_NIA_small\From_T2__pentagon.t2__p7126_edge_closing_0.smt2",0,3.57033512618949,4.125,4.577,0,1,0,
"QF_NIA_small\From_T2__pentagon.t2__p7145_edge_closing_0.smt2",,875.313807531381,1000,1000,0,0,0,
"QF_NIA_small\From_T2__pentagon.t2__p7164_edge_closing_0.smt2",,944.469525959368,1000,1000,0,0,0,
"QF_NIA_small\From_T2__pentagon.t2__p7186_edge_closing_0.smt2",0,30.6050362478032,33.297,34.627,0,1,0,
"QF_NIA_small\From_T2__pgarch.t2__p7265_terminationG_0.smt2",0,9.80226533929297,11.531,12.039,1,0,0,
"QF_NIA_small\From_T2__pgarch.t2__p7297_terminationG_0.smt2",0,775.439806458083,924.078,960.527,1,0,0,
"QF_NIA_small\From_T2__pgarch.t2_fixed__p7218_edge_closing_0.smt2",,876.046901172529,1000,1000,0,0,0,
"QF_NIA_small\From_T2__pgarch.t2_fixed__terminationS_16_0.smt2",0,5.64640484354908,6.297,6.545,0,1,0,
"QF_NIA_small\From_T2__pgarch.t2_fixed__terminationS_25_0.smt2",0,11.5332220175035,11.969,12.602,0,1,0,
"QF_NIA_small\From_T2__pgarch.t2_fixed__terminationS_3_0.smt2",0,17.1926891615542,20.094,20.933,0,1,0,
"QF_NIA_small\From_T2__polling.bug.t2__term_unfeasibility_0_0.smt2",0,5.54722764756944,6.109,6.427,1,0,0,
"QF_NIA_small\From_T2__polling.bug.t2_fixed__term_unfeasibility_1_0.smt2",0,45.0674370196413,50.453,52.853,0,1,0,
"QF_NIA_small\From_T2__polling.t2_fixed__p7336_terminationG_0.smt2",,816.86841077704,1000,1000,0,0,0,
"QF_NIA_small\From_T2__polyrank2.t2__p7393_terminationG_0.smt2",0,1.16852359389895,1.172,1.334,0,1,0,
"QF_NIA_small\From_T2__polyrank3.t2__p7436_terminationG_0.smt2",0,36.0086898395722,38.625,40.244,1,0,0,
"QF_NIA_small\From_T2__polyrank4.t2__p7472_terminationG_0.smt2",0,33.525641025641,36.875,38.318,1,0,0,
"QF_NIA_small\From_T2__polyrank4.t2__p7499_terminationG_0.smt2",0,0.629470426409903,0.656,0.892,1,0,0,
"QF_NIA_small\From_T2__polyrank4.t2__p7519_terminationG_0.smt2",0,3.09910093992644,3.625,4.034,1,0,0,
"QF_NIA_small\From_T2__polyrank5.t2__p7550_terminationG_0.smt2",0,0.592741043785935,0.641,0.797,1,0,0,
"QF_NIA_small\From_T2__polyrank5.t2__p7566_terminationG_0.smt2",0,36.4314427312775,39.531,41.17,1,0,0,
"QF_NIA_small\From_T2__polyrank6.t2__p7590_terminationG_0.smt2",0,0.81650707743547,0.938,1.25,1,0,0,
"QF_NIA_small\From_T2__ppblock.t2__p7691_terminationG_0.smt2",0,0.580901777137368,0.578,0.693,0,1,0,
"QF_NIA_small\From_T2__ppblock.t2__p7707_terminationG_0.smt2",,932.263814616756,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblock.t2__p7723_terminationG_0.smt2",,1009.65250965251,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblock.t2__p7742_edge_closing_0.smt2",0,14.554881840796,16.781,17.545,1,0,0,
"QF_NIA_small\From_T2__ppblock.t2__p7759_edge_closing_0.smt2",0,20.0857533670034,22.813,23.961,1,0,0,
"QF_NIA_small\From_T2__ppblockbug.t2__p7669_terminationG_0.smt2",0,183.598289526485,218.703,227.326,0,1,0,
"QF_NIA_small\From_T2__ppblockterm.t2__p7856_terminationG_0.smt2",,825.898144492696,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblockterm.t2__p7872_terminationG_0.smt2",,1021.484375,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblockterm.t2__p7890_terminationG_0.smt2",0,46.80916454892,52.828,55.105,0,1,0,
"QF_NIA_small\From_T2__ppblockterm.t2__p7907_edge_closing_0.smt2",0,160.040415704388,165.625,172.079,1,0,0,
"QF_NIA_small\From_T2__ppblocktermbug.t2__p7777_terminationG_0.smt2",,874.216464688675,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblocktermbug.t2__p7793_terminationG_0.smt2",,881.213142375737,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblocktermbug.t2__p7811_terminationG_0.smt2",0,66.2016739220564,76.328,79.482,0,1,0,
"QF_NIA_small\From_T2__ppblocktermbug.t2__p7828_edge_closing_0.smt2",0,16.6240887650086,18.531,19.341,1,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p7940_terminationG_0.smt2",,805.544859453215,1000,1000,0,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p7965_terminationG_0.smt2",,930.604982206406,1000,1000,0,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p7990_terminationG_0.smt2",0,2.58965444584914,2.938,3.156,1,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p8014_terminationG_0.smt2",0,155.824414629092,179.734,187.008,1,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p8036_terminationG_0.smt2",0,42.479780982906,47.516,49.476,1,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p8056_terminationG_0.smt2",0,126.613403163745,141.563,147.189,1,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p8088_edge_closing_0.smt2",0,2.80510782570031,3.016,3.24,1,0,0,
"QF_NIA_small\From_T2__prime.t2__p8294_terminationG_0.smt2",,863.748967795211,1000,1000,0,0,0,
"QF_NIA_small\From_T2__qrdcmp.c.i.qrdcmp.pl.t2.fixed.t2__term_unfeasibility_1_0.smt2",0,1.01157621247113,1.047,1.254,1,0,0,
"QF_NIA_small\From_T2__queens.t2__p8372_terminationG_0.smt2",0,3.60932959734329,4.156,4.37,1,0,0,
"QF_NIA_small\From_T2__queens.t2_fixed__p8358_terminationG_0.smt2",0,319.76532712305,352.781,366.54,1,0,0,
"QF_NIA_small\From_T2__randomwalk.t2__p8420_terminationG_0.smt2",0,6.82078249894825,7.75,8.091,0,1,0,
"QF_NIA_small\From_T2__randomwalk.t2__p8440_terminationG_0.smt2",,868.410128684101,1000,1000,0,0,0,
"QF_NIA_small\From_T2__randomwalk.t2__p8459_edge_closing_0.smt2",0,14.4153242677824,16.469,17.174,1,0,0,
"QF_NIA_small\From_T2__refine_disj_problem.t2__p8550_terminationG_0.smt2",,884.192730346577,1000,1000,0,0,0,
"QF_NIA_small\From_T2__refine_disj_problem.t2_fixed__p8508_terminationG_0.smt2",,833.466135458167,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rev_nt2.t2_fixed__p8634_safety_0.smt2",0,31.4774120777418,32.516,33.903,1,0,0,
"QF_NIA_small\From_T2__reverse_div4.t2__p8604_safety_0.smt2",0,9.35630060728744,11.047,11.539,1,0,0,
"QF_NIA_small\From_T2__reverse_seg_cyclic.t2_fixed__term_unfeasibility_2_0.smt2",0,0.704705638474293,0.609,0.799,1,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8744_terminationG_0.smt2",0,5.47872071890146,6.484,6.781,0,1,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8764_terminationG_0.smt2",,881.584492203961,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8786_terminationG_0.smt2",,1049.14744232698,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8813_terminationG_0.smt2",0,6.92395320197044,7.391,7.679,0,1,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8833_terminationG_0.smt2",,864.105741429162,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8853_terminationG_0.smt2",,918.349429323968,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8875_terminationG_0.smt2",0,19.0776862026862,22.406,23.275,0,1,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8895_terminationG_0.smt2",,920.774647887324,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8915_terminationG_0.smt2",,915.135608048994,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8941_terminationG_0.smt2",0,5.38233555460017,5.984,10.195,0,1,0,
"QF_NIA_small\From_T2__rlft3.t2__p9006_terminationG_0.smt2",,828.514851485148,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9024_terminationG_0.smt2",,850.060950832995,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9044_terminationG_0.smt2",0,5.87343180898422,6.938,7.328,0,1,0,
"QF_NIA_small\From_T2__rlft3.t2__p9061_terminationG_0.smt2",,854.924397221087,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9077_terminationG_0.smt2",,942.342342342342,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9095_terminationG_0.smt2",0,5.01654248220641,5.391,5.635,0,1,0,
"QF_NIA_small\From_T2__rlft3.t2__p9111_terminationG_0.smt2",,881.956155143339,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9127_terminationG_0.smt2",,949.183303085299,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9145_terminationG_0.smt2",0,4.32956873008648,4.547,4.815,0,1,0,
"QF_NIA_small\From_T2__rlft3.t2__p9161_terminationG_0.smt2",,921.180096873624,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9177_terminationG_0.smt2",,853.529171766626,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ruslan-benchmarks_misc_n-38.t2__p9200_terminationG_0.smt2",,950.909090909091,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ruslan-benchmarks_misc_n-38.t2__p9218_terminationG_0.smt2",0,18.0041981528128,20.5,21.409,0,1,0,
"QF_NIA_small\From_T2__ruslan-benchmarks_misc_n-38.t2__p9234_terminationG_0.smt2",,880.842105263158,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ruslan-benchmarks_misc_n-38.t2__p9252_edge_closing_0.smt2",0,27.6083439761601,31,32.293,1,0,0,
"QF_NIA_small\From_T2__ruslan-benchmarks_misc_n-38.t2__p9264_edge_closing_0.smt2",0,10.9925916988417,13.609,14.268,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p17926_terminationG_0.smt2",0,11.8541579824927,13.594,14.147,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18239_safety_0.smt2",0,1.6125385405961,1.5,1.935,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18399_safety_0.smt2",0,2.12440424610052,2.344,2.635,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p18422_safety_0.smt2",,1094.71480900052,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p18691_safety_0.smt2",0,2.68769577133908,3.281,3.533,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18716_safety_0.smt2",0,30.3586909871245,33.813,35.159,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18741_safety_0.smt2",0,14.8652200488998,17.438,18.228,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18830_safety_0.smt2",0,2.11664959016393,2.469,2.843,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18864_safety_0.smt2",0,4.47459160463193,5.172,5.443,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18901_safety_0.smt2",0,1.51778176445758,1.719,1.94,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p18964_safety_0.smt2",0,3.76229888613861,4.359,4.537,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19014_safety_0.smt2",,890.212765957447,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p19051_safety_0.smt2",0,2.93851669520548,3.281,3.505,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p19123_safety_0.smt2",0,3.96083980163864,4.391,4.741,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19160_safety_0.smt2",0,5.73577977129337,6.953,7.247,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19287_safety_0.smt2",0,3.27434717465753,3.656,3.864,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19317_safety_0.smt2",0,8.67664858096828,9.938,10.374,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19424_safety_0.smt2",0,1.9534956660584,2.047,2.428,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19467_safety_0.smt2",0,2.941875,3.234,3.519,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p19523_safety_0.smt2",0,19.3436417748918,21.359,22.236,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19576_safety_0.smt2",0,2.05983811386354,2.266,2.496,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19619_safety_0.smt2",0,2.51024802822748,2.891,3.343,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19670_safety_0.smt2",0,4.33662848605577,5.203,5.661,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p19702_safety_0.smt2",,868.410128684101,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p19772_safety_0.smt2",0,2.44392523364486,2.375,2.596,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19829_safety_0.smt2",0,1.73512414383562,1.938,2.093,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19894_safety_0.smt2",0,5.78361575704225,6.281,6.807,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p19953_safety_0.smt2",0,2.42911954765751,2.875,3.287,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p20015_safety_0.smt2",0,4.39225727161,5.125,5.389,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p20088_safety_0.smt2",,858.432498974149,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p20147_safety_0.smt2",0,1.34678111587983,1.5,1.71,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p20179_safety_0.smt2",,955.251141552511,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p20227_safety_0.smt2",0,16.3077664024659,17.703,18.489,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p20268_safety_0.smt2",0,7.29811040557149,8.516,8.858,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p20287_safety_0.smt2",0,0.888906056860321,1.031,1.134,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p20628_safety_0.smt2",0,1.79183970099669,1.547,1.873,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p20781_safety_0.smt2",,834.463502193857,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p20857_safety_0.smt2",,877.51677852349,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p21013_safety_0.smt2",0,2.77442373976734,3.078,3.428,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p21118_safety_0.smt2",0,11.7194924406048,12.969,13.674,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p21153_safety_0.smt2",0,98.0491418062934,114.688,119.471,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p15164_terminationG_0.smt2",0,37.5731761565836,40.375,41.988,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p15180_terminationG_0.smt2",,871.666666666667,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p15597_safety_0.smt2",,1217.69499417928,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p15640_safety_0.smt2",,820.392156862745,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p15883_safety_0.smt2",0,3.58687960449787,4.422,4.697,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16042_safety_0.smt2",,853.181076672104,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16093_safety_0.smt2",,881.584492203961,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16158_safety_0.smt2",0,8.35124012291483,9.094,10.232,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16485_safety_0.smt2",0,1.56348804215646,1.844,2.393,0,1,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16526_safety_0.smt2",0,3.16287412874129,3.688,3.983,0,1,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16586_safety_0.smt2",0,2.33210546723536,2.875,3.063,0,1,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16626_safety_0.smt2",0,1.84057472480948,2.078,2.375,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16656_safety_0.smt2",0,5.428868006993,5.938,6.328,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16834_safety_0.smt2",,871.303623490212,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16901_safety_0.smt2",0,0.572729700854701,0.641,0.826,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16947_safety_0.smt2",0,0.174226117261173,0.203,0.385,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17067_safety_0.smt2",0,15.8582920792079,17.609,18.506,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17133_safety_0.smt2",0,1.76383044554456,1.703,1.976,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17167_safety_0.smt2",,893.635198633063,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17181_safety_0.smt2",,931.019136626613,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17590_safety_0.smt2",0,1.14010566270004,1.328,1.594,0,1,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17686_safety_0.smt2",0,5.88293856019859,6.797,7.171,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17765_safety_0.smt2",0,0.2363621863037,0.266,0.589,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12025_terminationG_0.smt2",0,1.16215684068407,1.234,1.358,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12349_safety_0.smt2",0,28.8327077893821,31.672,32.98,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12568_safety_0.smt2",,884.566596194503,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12752_safety_0.smt2",0,2.34859249329759,2.094,2.413,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12812_safety_0.smt2",0,1.5646021992238,1.734,2.091,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12904_safety_0.smt2",0,26.9719504579517,30.969,32.297,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12942_safety_0.smt2",0,1.75015444810544,2.031,2.268,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12976_safety_0.smt2",0,1.81597222222222,1.828,2.088,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13058_safety_0.smt2",0,4.34176542933811,4.641,4.957,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13097_safety_0.smt2",0,38.1880766695958,41.547,43.473,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13135_safety_0.smt2",0,2.9640006385696,3.328,3.639,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13195_safety_0.smt2",,876.781223805532,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13216_safety_0.smt2",0,2.44116741895774,2.844,3.14,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13288_safety_0.smt2",0,7.45214391066161,8.453,8.892,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13336_safety_0.smt2",,850.406504065041,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13467_safety_0.smt2",0,30.733795342127,35.641,37.041,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13547_safety_0.smt2",0,4.21639527458493,4.734,5.032,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13600_safety_0.smt2",0,19.5376870598592,21.219,22.578,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13677_safety_0.smt2",0,2.55461811722913,2.75,3.051,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13711_safety_0.smt2",,916.338151554972,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13759_safety_0.smt2",0,2.58445642407907,2.75,2.912,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13813_safety_0.smt2",0,2.15620705451214,2.25,2.53,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13843_safety_0.smt2",0,4.74450281629116,5.234,5.51,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13884_safety_0.smt2",,966.281755196305,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13960_safety_0.smt2",0,1.90505765199161,2.172,2.621,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14001_safety_0.smt2",0,22.5105379473911,24.953,25.985,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14138_safety_0.smt2",0,4.01715067340068,4.563,4.849,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14171_safety_0.smt2",0,4.90916085350841,5.719,6.119,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14256_safety_0.smt2",0,2.30828936688312,2.719,3.124,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14281_safety_0.smt2",0,58.3271888185654,66.078,68.931,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14353_safety_0.smt2",0,2.91775298276624,3.156,3.858,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14371_safety_0.smt2",,958.31424644984,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14418_safety_0.smt2",0,8.21511243386244,8.906,9.287,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14431_safety_0.smt2",0,0.887845178813943,0.938,1.141,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14737_safety_0.smt2",0,4.33105848079413,4.797,5.157,0,1,0,
