,"smt.arith.nl.branching=false","-file:{0} smt.arith.nl.branching=false",,,,,,
,"RV 11681","T_norm 11681","T_cpu 11681","T_wc 11681","# SAT 11681","# UNSAT 11681","# UNKNOWN 11681",
"QF_NIA_small\From_T2__polyrank6.t2__p7590_terminationG_0.smt2",0,0.854067695961996,0.859,1.071,1,0,0,
"QF_NIA_small\From_T2__ppblock.t2__p7691_terminationG_0.smt2",0,0.480502245814618,0.563,0.767,0,1,0,
"QF_NIA_small\From_T2__ppblock.t2__p7707_terminationG_0.smt2",,927.304964539007,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblock.t2__p7723_terminationG_0.smt2",,938.537460744728,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblock.t2__p7742_edge_closing_0.smt2",0,15.1849389963168,15.766,16.442,1,0,0,
"QF_NIA_small\From_T2__ppblock.t2__p7759_edge_closing_0.smt2",0,5.5269374222959,6.375,6.66,1,0,0,
"QF_NIA_small\From_T2__ppblockbug.t2__p7669_terminationG_0.smt2",0,185.90660326087,204.391,212.698,0,1,0,
"QF_NIA_small\From_T2__ppblockterm.t2__p7856_terminationG_0.smt2",,917.946467749013,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblockterm.t2__p7872_terminationG_0.smt2",,851.444851444851,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblockterm.t2__p7890_terminationG_0.smt2",0,41.7418407914201,53.953,56.178,0,1,0,
"QF_NIA_small\From_T2__ppblockterm.t2__p7907_edge_closing_0.smt2",,841.512469831054,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblocktermbug.t2__p7777_terminationG_0.smt2",,932.263814616756,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblocktermbug.t2__p7793_terminationG_0.smt2",,837.469975980785,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblocktermbug.t2__p7811_terminationG_0.smt2",0,58.1783071230342,60.125,62.657,0,1,0,
"QF_NIA_small\From_T2__ppblocktermbug.t2__p7828_edge_closing_0.smt2",0,85.5777934537246,90.609,94.415,1,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p7940_terminationG_0.smt2",,855.273916598528,1000,1000,0,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p7965_terminationG_0.smt2",,919.56043956044,1000,1000,0,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p7990_terminationG_0.smt2",0,43.5375525210084,49.531,51.507,1,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p8014_terminationG_0.smt2",0,188.993768509379,183.031,190.37,1,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p8036_terminationG_0.smt2",0,6.97368158210148,8.344,8.809,1,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p8056_terminationG_0.smt2",0,807.802245693191,941.406,979.292,1,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p8088_edge_closing_0.smt2",0,2.74464662447257,3.109,3.325,1,0,0,
"QF_NIA_small\From_T2__prime.t2__p8294_terminationG_0.smt2",,934.763181411975,1000,1000,0,0,0,
"QF_NIA_small\From_T2__qrdcmp.c.i.qrdcmp.pl.t2.fixed.t2__term_unfeasibility_1_0.smt2",0,1.02485561056106,1.188,1.445,1,0,0,
"QF_NIA_small\From_T2__queens.t2__p8372_terminationG_0.smt2",0,4.1747151563328,3.766,3.985,1,0,0,
"QF_NIA_small\From_T2__queens.t2_fixed__p8358_terminationG_0.smt2",0,47.1196590418645,52.188,54.305,1,0,0,
"QF_NIA_small\From_T2__randomwalk.t2__p8420_terminationG_0.smt2",0,18.4804653679654,20.406,21.281,0,1,0,
"QF_NIA_small\From_T2__randomwalk.t2__p8440_terminationG_0.smt2",,876.413908671973,1000,1000,0,0,0,
"QF_NIA_small\From_T2__randomwalk.t2__p8459_edge_closing_0.smt2",0,11.0382625272331,12.109,12.677,1,0,0,
"QF_NIA_small\From_T2__refine_disj_problem.t2__p8550_terminationG_0.smt2",,867.330016583748,1000,1000,0,0,0,
"QF_NIA_small\From_T2__refine_disj_problem.t2_fixed__p8508_terminationG_0.smt2",,892.491467576792,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rev_nt2.t2_fixed__p8634_safety_0.smt2",0,31.0695784395973,35.406,36.895,1,0,0,
"QF_NIA_small\From_T2__reverse_div4.t2__p8604_safety_0.smt2",0,9.55328577604842,10.563,11.005,1,0,0,
"QF_NIA_small\From_T2__reverse_seg_cyclic.t2_fixed__term_unfeasibility_2_0.smt2",0,0.65841376416282,0.75,0.945,1,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8744_terminationG_0.smt2",0,8.66123476417594,7.813,8.197,0,1,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8764_terminationG_0.smt2",,945.750452079566,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8786_terminationG_0.smt2",,958.753437213566,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8813_terminationG_0.smt2",0,6.83391057934509,7.781,8.283,0,1,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8833_terminationG_0.smt2",,967.622571692877,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8853_terminationG_0.smt2",,918.349429323968,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8875_terminationG_0.smt2",0,16.7680852177554,19.141,19.987,0,1,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8895_terminationG_0.smt2",,894.781864841745,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8915_terminationG_0.smt2",,1118.11865312667,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8941_terminationG_0.smt2",0,14.5412294238683,16.891,17.608,0,1,0,
"QF_NIA_small\From_T2__rlft3.t2__p9006_terminationG_0.smt2",,901.724137931034,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9024_terminationG_0.smt2",,883.819180397127,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9044_terminationG_0.smt2",0,4.57566525044723,4.891,5.12,0,1,0,
"QF_NIA_small\From_T2__rlft3.t2__p9061_terminationG_0.smt2",,918.752744839701,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9077_terminationG_0.smt2",,1117.52136752137,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9095_terminationG_0.smt2",0,5.31805713204692,6.719,7.084,0,1,0,
"QF_NIA_small\From_T2__rlft3.t2__p9111_terminationG_0.smt2",,918.752744839701,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9127_terminationG_0.smt2",,860.55121349239,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9145_terminationG_0.smt2",0,5.97994918250111,6.469,6.838,0,1,0,
"QF_NIA_small\From_T2__rlft3.t2__p9161_terminationG_0.smt2",,889.077773055674,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9177_terminationG_0.smt2",,974.836905871389,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ruslan-benchmarks_misc_n-38.t2__p9200_terminationG_0.smt2",,900.559621179509,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ruslan-benchmarks_misc_n-38.t2__p9218_terminationG_0.smt2",0,23.9423939641109,28.063,29.208,0,1,0,
"QF_NIA_small\From_T2__ruslan-benchmarks_misc_n-38.t2__p9234_terminationG_0.smt2",,881.956155143339,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ruslan-benchmarks_misc_n-38.t2__p9252_edge_closing_0.smt2",0,16.061729663106,18.688,19.474,1,0,0,
"QF_NIA_small\From_T2__ruslan-benchmarks_misc_n-38.t2__p9264_edge_closing_0.smt2",0,7.95945623088685,9.953,10.395,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p17926_terminationG_0.smt2",0,11.8964240372408,13.438,13.992,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18239_safety_0.smt2",0,1.29524392841926,1.453,1.741,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18399_safety_0.smt2",0,1.24981617647059,1.422,2.502,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p18422_safety_0.smt2",,987.724268177526,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p18691_safety_0.smt2",0,2.47792338709677,2.938,3.178,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18716_safety_0.smt2",0,30.6342650753769,34.969,36.437,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18741_safety_0.smt2",0,14.6535111744084,15.984,16.685,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18830_safety_0.smt2",0,2.20600369458128,2.141,2.421,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18864_safety_0.smt2",0,4.39495798319328,5,5.455,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18901_safety_0.smt2",0,0.919807853842923,1.047,1.219,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p18964_safety_0.smt2",0,3.91459173387097,4.641,4.921,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19014_safety_0.smt2",,860.905349794239,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p19051_safety_0.smt2",0,1.07125916343251,1.188,1.448,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p19123_safety_0.smt2",0,3.81491393786734,4.344,4.676,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19160_safety_0.smt2",0,5.83097330729167,6.422,6.76,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19287_safety_0.smt2",0,3.41366995073891,3.313,3.586,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19317_safety_0.smt2",0,8.8973513400335,10.156,10.632,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19424_safety_0.smt2",0,2.03252768313458,2.281,2.527,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19467_safety_0.smt2",0,2.15399015832264,2.406,2.669,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p19523_safety_0.smt2",0,20.4015086206896,19.797,20.797,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19576_safety_0.smt2",0,3.17795138888889,2.406,3.603,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19619_safety_0.smt2",0,2.40245352356247,2.656,2.956,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19670_safety_0.smt2",0,2.20565276613579,2.516,2.939,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p19702_safety_0.smt2",,894.781864841745,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p19772_safety_0.smt2",0,2.30018016108521,2.594,2.783,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19829_safety_0.smt2",0,1.73514699877501,2.031,2.238,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19894_safety_0.smt2",0,2.69498005319149,2.906,3.225,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p19953_safety_0.smt2",0,2.44579411764706,2.484,2.859,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p20015_safety_0.smt2",0,4.19728014037985,4.859,5.093,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p20088_safety_0.smt2",,933.51182507809,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p20147_safety_0.smt2",0,1.47724938373048,1.719,1.938,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p20179_safety_0.smt2",,909.960852544585,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p20227_safety_0.smt2",0,14.4796828278513,16.203,16.92,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p20268_safety_0.smt2",0,3.44008497133497,4.016,4.265,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p20287_safety_0.smt2",0,0.947463768115942,1.031,1.244,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p20628_safety_0.smt2",0,1.28517176330421,1.547,1.894,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p20781_safety_0.smt2",,1224.10766530135,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p20857_safety_0.smt2",,944.469525959368,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p21013_safety_0.smt2",0,2.50152308678923,2.797,2.94,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p21118_safety_0.smt2",0,12.8354795258621,14.234,14.774,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p21153_safety_0.smt2",0,98.1510040613718,103.969,107.986,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p15164_terminationG_0.smt2",0,68.92416079569,79.5,82.7,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p15180_terminationG_0.smt2",,830.818109610802,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p15597_safety_0.smt2",,886.065226598899,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p15640_safety_0.smt2",,874.947720618988,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p15883_safety_0.smt2",0,3.56831199460916,3.797,4.061,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16042_safety_0.smt2",,918.752744839701,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16093_safety_0.smt2",,864.820173625465,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16158_safety_0.smt2",0,7.96391322486441,9.125,9.587,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16485_safety_0.smt2",0,1.50317668414683,1.781,2.008,0,1,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16526_safety_0.smt2",0,2.85754264392324,3.203,3.444,0,1,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16586_safety_0.smt2",0,2.89014146772768,3.125,3.33,0,1,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16626_safety_0.smt2",0,1.84869244244245,1.766,1.951,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16656_safety_0.smt2",0,5.42901669557676,5.984,6.243,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16834_safety_0.smt2",,1050.72827724761,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16901_safety_0.smt2",0,0.589216738197425,0.656,0.811,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16947_safety_0.smt2",0,0.201257054899948,0.188,0.362,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17067_safety_0.smt2",0,16.2870500867303,17.953,18.793,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17133_safety_0.smt2",0,1.66873123123123,1.859,1.94,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17167_safety_0.smt2",,830.818109610802,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17181_safety_0.smt2",,952.64116575592,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17590_safety_0.smt2",0,1.21957700650759,1.344,1.58,0,1,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17686_safety_0.smt2",0,6.67346668081494,7.516,7.975,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17765_safety_0.smt2",0,0.239468864468864,0.281,0.612,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12025_terminationG_0.smt2",0,3.84719323873122,4.406,4.651,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12349_safety_0.smt2",0,29.0313021702838,33.25,34.603,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12568_safety_0.smt2",,964.944649446495,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12752_safety_0.smt2",0,2.09708712748344,2.422,2.592,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12812_safety_0.smt2",0,1.52072911455729,1.453,1.667,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12904_safety_0.smt2",0,27.5441252587992,31.797,33.088,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12942_safety_0.smt2",0,1.5226654331737,1.672,1.889,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12976_safety_0.smt2",0,2.08572613578355,1.953,2.198,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13058_safety_0.smt2",0,3.99984805510535,4.719,5.021,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13097_safety_0.smt2",0,34.3814135454078,32.031,33.321,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13135_safety_0.smt2",0,1.064117278798,1.219,1.435,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13195_safety_0.smt2",,951.341518872215,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13216_safety_0.smt2",0,1.10941342843089,1.078,1.306,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13288_safety_0.smt2",0,7.54118257261411,8.688,9.026,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13336_safety_0.smt2",,902.891670263271,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13467_safety_0.smt2",0,32.386232718894,33.594,34.971,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13547_safety_0.smt2",0,4.33476061698718,5.172,5.579,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13600_safety_0.smt2",0,19.2837610160705,17.781,18.556,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13677_safety_0.smt2",0,2.37727272727273,2.563,2.761,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13711_safety_0.smt2",,936.436884512086,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13759_safety_0.smt2",0,2.37418936446174,2.625,2.851,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13813_safety_0.smt2",0,2.32735,2.781,3.033,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13843_safety_0.smt2",0,1.92600814876724,2.203,2.404,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13884_safety_0.smt2",,905.627705627706,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13960_safety_0.smt2",0,2.03284136998648,2.156,2.343,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14001_safety_0.smt2",0,20.1840846994536,21.188,22.142,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14138_safety_0.smt2",0,4.04675239755885,4.438,4.623,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14171_safety_0.smt2",0,5.23857778819119,5.344,5.546,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14256_safety_0.smt2",0,2.33288381742739,2.688,2.908,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14281_safety_0.smt2",0,69.2782248157248,67.391,70.055,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14353_safety_0.smt2",0,3.12476569821931,3.188,3.427,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14371_safety_0.smt2",,916.739702015776,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14418_safety_0.smt2",0,4.11067768979972,4.219,4.634,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14431_safety_0.smt2",0,1.02668718166384,1.156,1.36,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14737_safety_0.smt2",0,4.38023450586265,5,5.258,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14919_safety_0.smt2",,857.377049180328,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14996_safety_0.smt2",,902.112979732643,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p15078_safety_0.smt2",0,28.69034938219,32.188,33.418,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__term_unfeasibility_1_0.smt2",0,1.97110552763819,2.25,2.473,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10066_safety_0.smt2",0,1.70420913367307,2.078,2.288,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10133_safety_0.smt2",0,1.20851672535211,1.313,1.523,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10168_safety_0.smt2",0,16.8419102296451,19.281,20.047,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10216_safety_0.smt2",,859.843814221126,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10273_safety_0.smt2",,791.524782444192,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10316_safety_0.smt2",0,8.06495327102804,8.25,8.578,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10430_safety_0.smt2",0,2.02842065106816,1.906,2.125,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10512_safety_0.smt2",0,9.29891416220667,10.797,11.267,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10555_safety_0.smt2",0,2.22995233050847,2.516,2.696,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10604_safety_0.smt2",0,10.047387295082,10.547,11.091,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10632_safety_0.smt2",0,42.5085407239819,44.906,46.706,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10685_safety_0.smt2",0,2.18932810512929,2.469,2.78,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10708_safety_0.smt2",0,1.92684210526316,2.188,2.474,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10737_safety_0.smt2",0,2.3173973880597,2.672,2.954,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10777_safety_0.smt2",0,4.10681963373084,4.609,4.9,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10804_safety_0.smt2",,842.19001610306,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10907_safety_0.smt2",0,1.71227583765927,1.734,2.057,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10987_safety_0.smt2",0,2.34497282608696,2.578,3.07,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11010_safety_0.smt2",0,1.58662229029218,1.609,1.846,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11070_safety_0.smt2",0,2.71649543378995,2.844,3.101,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11092_safety_0.smt2",0,3.33488484718037,3.703,3.86,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11134_safety_0.smt2",0,3.98298740190004,4.609,5.143,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11206_safety_0.smt2",0,2.03678061445262,2.25,2.614,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11249_safety_0.smt2",0,1.47920363797693,1.594,1.845,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11279_safety_0.smt2",,902.502157031924,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11293_safety_0.smt2",,854.575163398693,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11660_safety_0.smt2",,1032.57650542942,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11700_safety_0.smt2",,909.960852544585,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11816_safety_0.smt2",0,3.9268784010046,4.484,4.864,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11854_safety_0.smt2",0,1.98454685437748,2.156,2.363,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11971_safety_0.smt2",0,24.5730070218918,28.438,29.677,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p9297_terminationG_0.smt2",0,8.43503707627119,9.516,9.903,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p9315_terminationG_0.smt2",0,6.38110047846888,6.375,6.641,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p9567_safety_0.smt2",0,8.66682549767048,9.781,10.172,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p9728_safety_0.smt2",,929.364726788094,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p9772_safety_0.smt2",,829.829432764776,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p9943_safety_0.smt2",0,1.90426522120018,2.078,2.316,1,0,0,
"QF_NIA_small\From_T2__sas2.t2__p21288_terminationG_0.smt2",,1025.49019607843,1000,1000,0,0,0,
"QF_NIA_small\From_T2__sas2.t2__p21305_terminationG_0.smt2",0,66.8198246147608,78.766,81.891,1,0,0,
"QF_NIA_small\From_T2__sas2.t2__terminationQ_1_0.smt2",0,4.87659060991663,5.313,5.596,1,0,0,
"QF_NIA_small\From_T2__select.t2__p21345_terminationG_0.smt2",0,8.65800043421624,9.531,10.049,1,0,0,
"QF_NIA_small\From_T2__select.t2_fixed__p21326_terminationG_0.smt2",,905.627705627706,1000,1000,0,0,0,
"QF_NIA_small\From_T2__simple.t2__p21460_terminationG_0.smt2",0,0.073191894312584,0.078,0.226,0,1,0,
"QF_NIA_small\From_T2__slayer-3.t2__p22188_terminationG_0.smt2",0,76.7713802296964,89.469,93.028,0,1,0,
"QF_NIA_small\From_T2__slayer-3.t2__p22206_terminationG_0.smt2",,899.784946236559,1000,1000,0,0,0,
"QF_NIA_small\From_T2__slayer-3.t2__p22223_terminationG_0.smt2",,902.502157031924,1000,1000,0,0,0,
"QF_NIA_small\From_T2__slayer-3.t2__p22243_terminationG_0.smt2",0,73.6180651077487,76.75,79.684,0,1,0,
"QF_NIA_small\From_T2__slayer-3.t2__p22262_terminationG_0.smt2",,892.872385830132,1000,1000,0,0,0,
"QF_NIA_small\From_T2__slayer-3.t2__p22280_terminationG_0.smt2",,873.121869782972,1000,1000,0,0,0,
"QF_NIA_small\From_T2__slayer-3.t2__p22301_terminationG_0.smt2",0,45.2350953014184,48.781,50.799,0,1,0,
"QF_NIA_small\From_T2__slayer-3.t2__p22317_terminationG_0.smt2",,798.778159602902,1000,1000,0,0,0,
"QF_NIA_small\From_T2__slayer-3.t2__p22348_safety_0.smt2",,943.192064923354,1000,1000,0,0,0,
"QF_NIA_small\From_T2__slayer-3.t2__p22367_safety_0.smt2",0,1.79416809605489,2,2.18,1,0,0,
"QF_NIA_small\From_T2__slayer-3.t2__p22398_safety_0.smt2",,927.716186252772,1000,1000,0,0,0,
"QF_NIA_small\From_T2__slayer-3.t2_fixed__p22141_safety_0.smt2",0,1.15684156378601,1.344,1.576,1,0,0,
"QF_NIA_small\From_T2__slayer-3.t2_fixed__p22165_safety_0.smt2",,964.944649446495,1000,1000,0,0,0,
"QF_NIA_small\From_T2__slayer-3.t2_fixed__terminationS_13_0.smt2",0,8.59297000805153,10.203,10.618,0,1,0,
