,"z3legacy","{0} smt.arith.solver=2",,,,,,
,"RV 11746","T_norm 11746","T_cpu 11746","T_wc 11746","# SAT 11746","# UNSAT 11746","# UNKNOWN 11746",
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13784_terminationG_0.smt2",0,10.4192233697853,12.297,12.936,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13785_terminationG_0.smt2",0,13.7737078405607,15.031,15.96,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13790_terminationG_0.smt2",0,1.04221014492753,1.031,1.449,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13793_terminationG_0.smt2",0,4.86382139278557,4.641,4.993,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13794_terminationG_0.smt2",0,4.67353584827011,5.359,5.688,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13795_terminationG_0.smt2",0,388.721149371801,399.313,415.18,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13798_terminationG_0.smt2",0,2.88753807658834,3.172,3.377,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13799_terminationG_0.smt2",0,60.871029290429,70.531,73.321,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13800_terminationG_0.smt2",0,189.655012908778,210.688,219.337,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13804_terminationG_0.smt2",0,8.6826171875,9.563,10.157,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13805_terminationG_0.smt2",0,152.410554979253,175.578,182.9,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13806_terminationG_0.smt2",,945.750452079566,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13809_terminationG_0.smt2",,905.627705627706,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13810_terminationG_0.smt2",,850.406504065041,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13811_terminationG_0.smt2",,865.894039735099,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13814_terminationG_0.smt2",,900.947459086994,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13815_terminationG_0.smt2",,856.324191567745,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13816_terminationG_0.smt2",,931.433659839715,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13819_terminationG_0.smt2",,941.918054930212,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13820_terminationG_0.smt2",,878.622427551449,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13821_terminationG_0.smt2",,909.960852544585,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13824_terminationG_0.smt2",,884.566596194503,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13825_terminationG_0.smt2",,866.970576046415,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13826_terminationG_0.smt2",,892.110874200426,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13829_terminationG_0.smt2",,894.399315946986,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13830_terminationG_0.smt2",,928.12777284827,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13831_terminationG_0.smt2",,915.135608048994,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13834_terminationG_0.smt2",,1048.09619238477,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13835_terminationG_0.smt2",,847.993514389947,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13836_terminationG_0.smt2",,955.68752855185,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__terminationQ_6_0.smt2",,872.030012505211,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__terminationS_2_0.smt2",0,6.71388163620539,7.375,7.747,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13845_terminationG_0.smt2",0,1.54376283367556,1.797,3.076,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13848_terminationG_0.smt2",0,6.34355686032139,7.359,7.774,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13849_terminationG_0.smt2",0,3.92418782271945,4.359,4.614,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13850_terminationG_0.smt2",0,1.51040758500436,1.656,1.852,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13855_terminationG_0.smt2",0,8.65350241545893,8.563,9.221,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13856_terminationG_0.smt2",0,1.71252598752599,1.969,2.18,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13857_terminationG_0.smt2",0,3.24292142230026,3.531,3.788,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13863_terminationG_0.smt2",0,2.02190721649485,2.156,2.437,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13864_terminationG_0.smt2",0,39.5417297501892,49.938,51.896,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13865_terminationG_0.smt2",0,58.2549504950495,64.688,67.388,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13868_terminationG_0.smt2",0,8.63667305365066,10.234,10.725,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13869_terminationG_0.smt2",,862.324814509481,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13870_terminationG_0.smt2",,864.105741429162,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13874_terminationG_0.smt2",,924.028268551237,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13875_terminationG_0.smt2",,966.281755196305,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13876_terminationG_0.smt2",,847.306601863102,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13879_terminationG_0.smt2",,911.944202266783,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13880_terminationG_0.smt2",,874.947720618988,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13881_terminationG_0.smt2",0,40.4786553660566,46.516,48.312,0,0,1,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13884_terminationG_0.smt2",,980.318650421743,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13885_terminationG_0.smt2",,890.591741166454,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13886_terminationG_0.smt2",0,701.556799674267,720.672,749.089,0,0,1,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13889_terminationG_0.smt2",,900.172117039587,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13890_terminationG_0.smt2",,918.349429323968,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13891_terminationG_0.smt2",,931.019136626613,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13894_terminationG_0.smt2",,936.436884512086,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13895_terminationG_0.smt2",,906.805374945817,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13896_terminationG_0.smt2",0,76.952626918536,93.469,97.313,0,0,1,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13899_terminationG_0.smt2",,906.019922044175,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13900_terminationG_0.smt2",,920.369555653322,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13901_terminationG_0.smt2",0,64.9536642411642,74.672,77.685,0,0,1,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13904_terminationG_0.smt2",,937.696100403407,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13905_terminationG_0.smt2",0,22.0350689881735,24.047,25.164,0,0,1,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13906_terminationG_0.smt2",,917.141604559404,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13909_terminationG_0.smt2",,910.35683202785,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13910_terminationG_0.smt2",,891.350660417554,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13911_terminationG_0.smt2",,883.073026593499,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13913_terminationG_0.smt2",,866.252587991718,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13915_terminationG_0.smt2",,887.192536047498,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13916_terminationG_0.smt2",0,40.7559335443038,46.172,48.052,0,0,1,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13918_edge_closing_0.smt2",0,6.03912556053812,6.438,6.827,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13919_edge_closing_0.smt2",0,148.788513110846,179.016,186.218,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13920_edge_closing_0.smt2",0,605.248444105214,615.953,640.642,0,0,1,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13922_edge_closing_0.smt2",0,7.69201283166595,8.453,9.004,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13923_edge_closing_0.smt2",0,396.501146310963,454.688,472.898,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13924_edge_closing_0.smt2",0,34.5157838983051,38.938,40.478,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13925_edge_closing_0.smt2",0,1.67925155004429,1.813,2.253,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13926_edge_closing_0.smt2",0,440.46018957346,444.25,461.961,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13927_edge_closing_0.smt2",,915.536105032823,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13929_edge_closing_0.smt2",0,82.180362259517,95.969,99.787,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13930_edge_closing_0.smt2",0,221.381607219596,246.25,256.192,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13931_edge_closing_0.smt2",0,8.69408462867012,9.625,10.098,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13932_edge_closing_0.smt2",0,24.7139208173691,27.75,28.88,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13933_edge_closing_0.smt2",0,105.387311827957,117.125,121.906,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13934_edge_closing_0.smt2",0,17.4123798076923,17.313,18.019,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13935_edge_closing_0.smt2",0,374.983561269147,409.578,426.418,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13936_edge_closing_0.smt2",0,154.853050265722,167.141,173.974,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__terminationQ_9_0.smt2",,886.065226598899,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__terminationS_0_0.smt2",,885.690093141406,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-flip.jar-obl-8__p13989_terminationG_0.smt2",0,0.395767937219731,0.422,0.672,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-flip.jar-obl-8__p13998_terminationG_0.smt2",0,10.7377879692833,12.031,12.596,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-flip.jar-obl-8__p13999_terminationG_0.smt2",,916.739702015776,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-flip2.jar-obl-8__p13949_terminationG_0.smt2",0,1.45309128182995,1.609,1.929,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-flip2.jar-obl-8__p13950_terminationG_0.smt2",0,5.21344936708861,5.906,6.247,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-flip2.jar-obl-8__p13959_terminationG_0.smt2",,1032.06709422792,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-flip2.jar-obl-8__p13960_terminationG_0.smt2",,883.819180397127,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-flip2.jar-obl-8__p13963_edge_closing_0.smt2",0,0.757531865585168,0.938,1.595,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-flip2.jar-obl-8__p13964_edge_closing_0.smt2",0,11.1043660287081,12.203,12.746,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-flip2.jar-obl-8__p13969_edge_closing_0.smt2",0,6.62268810424548,7.531,7.92,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-flip2.jar-obl-8__p13970_edge_closing_0.smt2",0,13.1189742152466,13.984,14.65,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-flip2.jar-obl-8__p13971_edge_closing_0.smt2",0,37.287962962963,43.313,45.074,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-flip2.jar-obl-8__p13975_edge_closing_0.smt2",0,7.49584762108873,8.359,9.302,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-flip2.jar-obl-8__p13976_edge_closing_0.smt2",0,355.725090387069,399.766,415.597,0,0,1,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-flip2.jar-obl-8__p13977_edge_closing_0.smt2",,903.281519861831,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-flip2.jar-obl-8__terminationS_2_0.smt2",0,8.73463263821533,8.609,9.013,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-gauss.jar-obl-8__p14027_terminationG_0.smt2",0,6.93659156976744,7.984,8.383,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-gauss.jar-obl-8__p14028_terminationG_0.smt2",0,12.0026660070361,13.047,14.236,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-gauss.jar-obl-8__p14029_terminationG_0.smt2",0,53.4265665796344,58.688,61.113,0,0,1,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-gauss.jar-obl-8__p14032_terminationG_0.smt2",0,39.11195170814,44.328,46.11,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-gauss.jar-obl-8__p14033_terminationG_0.smt2",,910.753156290814,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-gauss.jar-obl-8__p14034_terminationG_0.smt2",,909.565217391304,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14051_terminationG_0.smt2",0,2.7169558697515,3.031,3.309,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14056_terminationG_0.smt2",0,1.11354570935748,1.234,1.526,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14073_terminationG_0.smt2",0,3.84558823529412,4.531,4.935,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14078_terminationG_0.smt2",0,1.79298523206751,2.031,2.316,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14095_terminationG_0.smt2",0,25.9374450790861,28.219,29.363,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14098_terminationG_0.smt2",,808.033989957513,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14099_terminationG_0.smt2",,917.543859649123,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14100_terminationG_0.smt2",,892.491467576792,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14102_edge_closing_0.smt2",0,4.40553549939831,5.25,5.773,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14103_edge_closing_0.smt2",0,83.8141025641026,95.313,99.323,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14104_edge_closing_0.smt2",,896.699528504072,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14110_edge_closing_0.smt2",0,8.4233173076923,8.375,8.689,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14117_edge_closing_0.smt2",0,36.7108255066733,35.5,36.87,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14125_edge_closing_0.smt2",0,7.02562580923608,7.781,8.238,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14126_edge_closing_0.smt2",0,43.2800130491518,47.563,49.563,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14129_edge_closing_0.smt2",0,18.8484177982541,18.578,19.311,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-marbie1.jar-obl-8__p14144_terminationG_0.smt2",0,3.2578903654485,3.75,4.054,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-marbie1.jar-obl-8__p14145_terminationG_0.smt2",0,7.00837520938023,8,8.309,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-marbie1.jar-obl-8__p14146_terminationG_0.smt2",,899.398108340499,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-marbie1.jar-obl-8__p14149_terminationG_0.smt2",0,54.3044583496285,66.375,69.063,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-marbie1.jar-obl-8__p14150_terminationG_0.smt2",,983.082706766917,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-marbie1.jar-obl-8__p14151_terminationG_0.smt2",,869.49293433084,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-marbie2.jar-obl-8__p14166_terminationG_0.smt2",0,3.75436953807741,4.313,4.674,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-marbie2.jar-obl-8__p14167_terminationG_0.smt2",0,9.12856534695615,10.25,10.696,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-marbie2.jar-obl-8__p14168_terminationG_0.smt2",,875.680200920887,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-marbie2.jar-obl-8__p14171_terminationG_0.smt2",0,244.84462474645,288.5,300.037,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-marbie2.jar-obl-8__p14172_terminationG_0.smt2",,954.81515289822,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-marbie2.jar-obl-8__p14173_terminationG_0.smt2",,904.062229904927,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-marbie2.jar-obl-8__p14176_terminationG_0.smt2",0,226.596162046908,254,264.211,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-marbie2.jar-obl-8__p14177_terminationG_0.smt2",,870.578443612152,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-marbie2.jar-obl-8__p14178_terminationG_0.smt2",,860.905349794239,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-marbie2.jar-obl-8__p14187_edge_closing_0.smt2",,910.35683202785,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14194_terminationG_0.smt2",0,1.02314532520325,1.203,1.404,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14195_terminationG_0.smt2",0,1.08544829222011,1.094,1.328,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14196_terminationG_0.smt2",0,1.75696951464099,2.094,2.424,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14201_terminationG_0.smt2",0,4.23047886108714,4.688,5.144,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14204_terminationG_0.smt2",0,6.87620031263957,7.359,7.614,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14205_terminationG_0.smt2",0,0.886440677966102,1,1.066,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14206_terminationG_0.smt2",0,11.1180917931689,11.203,11.71,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14211_terminationG_0.smt2",0,9.26714509394572,10.609,11.226,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14212_terminationG_0.smt2",,850.406504065041,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14213_terminationG_0.smt2",,878.253568429891,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14216_terminationG_0.smt2",0,187.457859848485,212.906,221.405,0,1,0,
