,"yices2","{0}",,,,,,
,"RV 11750","T_norm 11750","T_cpu 11750","T_wc 11750","# SAT 11750","# UNSAT 11750","# UNKNOWN 11750",
"QF_LIA/nec-smt/large/handler_sigchld/prp-21-47.smt2",0,0.059785093735711,0.063,0.098,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-21-48.smt2",0,0.0893101092896175,0.094,0.248,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-21-49.smt2",0,0.0929502369668246,0.094,0.129,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-21-50.smt2",0,0.126206563706564,0.141,0.298,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-22-46.smt2",0,0.0258501383946224,0.031,0.61,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-22-47.smt2",0,0.0553556308213379,0.063,0.106,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-22-48.smt2",0,0.0745949338201734,0.078,0.141,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-22-49.smt2",0,0.0941227889757301,0.109,0.141,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-22-50.smt2",0,0.121314432989691,0.141,0.179,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-23-46.smt2",0,0.0132177517185605,0.016,0.093,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-23-47.smt2",0,0.0141626949740035,0.016,0.056,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-23-48.smt2",0,0.0561882251826386,0.063,0.204,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-23-49.smt2",0,0.0833156329651657,0.094,0.305,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-23-50.smt2",0,0.0987111734253667,0.109,0.162,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-24-46.smt2",0,0.0139095744680851,0.016,0.067,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-24-47.smt2",0,0.0267710892710893,0.031,0.053,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-24-48.smt2",0,0.0150011473152822,0.016,0.219,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-24-49.smt2",0,0.063520209871745,0.078,0.107,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-24-50.smt2",0,0.0717775581906016,0.078,1.003,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-2-46.smt2",0,0.0635325558794944,0.063,0.129,1,0,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-2-47.smt2",0,0.151611781076067,0.156,0.221,1,0,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-2-48.smt2",0,0.166838437377307,0.203,0.23,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-2-49.smt2",0,0.172949735449735,0.203,0.213,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-2-50.smt2",0,0.223218096457533,0.25,0.297,1,0,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-25-46.smt2",0,0.0141320795503675,0.016,0.043,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-25-47.smt2",0,0.0296350861287398,0.031,0.06,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-25-48.smt2",0,0.0140894396551724,0.016,0.063,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-25-49.smt2",0,0.0264355034371209,0.031,0.071,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-25-50.smt2",0,0.0692825349724459,0.078,0.13,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-3-46.smt2",0,0.0834574468085107,0.094,0.876,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-3-47.smt2",0,0.0702352814782982,0.078,0.124,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-3-48.smt2",0,0.0965046393926613,0.109,0.157,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-3-49.smt2",0,0.113203463203463,0.125,1.604,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-3-50.smt2",0,0.123712153069807,0.141,0.191,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-4-46.smt2",0,0.0689028246205734,0.078,0.143,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-4-47.smt2",0,0.0720623897707231,0.078,0.103,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-4-48.smt2",0,0.0797256097560976,0.094,0.147,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-4-49.smt2",0,0.0976996157130657,0.109,0.151,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-4-50.smt2",0,0.101154951370469,0.109,0.128,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-5-46.smt2",0,0.0728980820695807,0.078,0.108,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-5-47.smt2",0,0.0939295977011494,0.109,0.289,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-5-48.smt2",0,0.0699048331907613,0.078,0.421,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-5-49.smt2",0,0.102028872415139,0.125,0.158,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-5-50.smt2",0,0.131910815173527,0.156,0.209,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-6-46.smt2",0,0.0806103575832306,0.094,0.12,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-6-47.smt2",0,0.0829281183932347,0.094,0.72,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-6-48.smt2",0,0.107392197125257,0.125,0.133,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-6-49.smt2",0,0.119978588907015,0.141,0.304,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-6-50.smt2",0,0.169189958592133,0.156,0.185,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-7-46.smt2",0,0.0992033383915023,0.094,0.125,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-7-47.smt2",0,0.0566999132697311,0.063,0.12,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-7-48.smt2",0,0.104544243070362,0.094,0.119,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-7-49.smt2",0,0.112812769628991,0.125,0.188,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-7-50.smt2",0,0.134185139573071,0.156,0.204,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-8-46.smt2",0,0.149072346600332,0.172,0.206,1,0,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-8-47.smt2",0,0.18502358490566,0.188,0.215,1,0,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-8-48.smt2",0,0.265078560567663,0.25,0.295,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-8-49.smt2",0,0.240821463654224,0.234,0.241,1,0,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-8-50.smt2",0,0.250988030713641,0.266,0.333,1,0,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-9-46.smt2",0,0.0998309336823735,0.109,0.14,1,0,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-9-47.smt2",0,0.188525953859805,0.203,0.233,1,0,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-9-48.smt2",0,0.177168021680217,0.188,0.262,1,0,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-9-49.smt2",0,0.373765592515593,0.344,0.394,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-9-50.smt2",0,0.27584388185654,0.313,0.345,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-0-46.smt2",0,0.396212121212121,0.438,0.462,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-0-47.smt2",0,0.17054347826087,0.188,0.232,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-0-48.smt2",0,0.45242214532872,0.5,1.122,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-0-49.smt2",0,0.372752192982456,0.406,0.458,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-0-50.smt2",0,0.547256787330317,0.578,0.625,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-11-46.smt2",0,0.0142119565217391,0.016,0.16,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-11-47.smt2",0,0.0417287234042553,0.047,0.055,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-11-48.smt2",0,0.0284362766420183,0.031,0.068,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-11-49.smt2",0,0.0289397963700752,0.031,0.08,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-11-50.smt2",0,0.0425618489583333,0.047,0.058,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-12-46.smt2",0,0.144570986289253,0.156,0.785,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-12-47.smt2",0,0.179355281207133,0.188,0.237,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-12-48.smt2",0,0.169845299952763,0.172,0.294,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-12-49.smt2",0,0.163097713097713,0.188,0.245,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-12-50.smt2",0,0.342277486910995,0.375,0.422,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-1-46.smt2",0,0.515418362156663,0.484,0.531,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-1-47.smt2",0,0.155452875054042,0.172,0.211,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-1-48.smt2",0,0.221460027100271,0.234,0.306,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-1-49.smt2",0,0.345290492957747,0.375,0.434,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-1-50.smt2",0,0.293851669520548,0.328,0.361,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-17-46.smt2",0,0.121665632754342,0.141,0.166,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-17-47.smt2",0,0.114894551845343,0.125,0.154,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-17-48.smt2",0,0.124920382165605,0.141,0.173,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-17-49.smt2",0,0.135632780082988,0.156,0.206,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-17-50.smt2",0,0.140349935594676,0.156,0.192,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-20-46.smt2",0,0.0268590797041906,0.031,0.059,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-20-47.smt2",0,0.0260250796178344,0.031,0.063,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-20-48.smt2",0,0.0133965163934426,0.016,0.062,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-20-49.smt2",0,0.0266293279022403,0.031,0.844,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-20-50.smt2",0,0.0248102466793169,0.031,0.061,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-21-41.smt2",0,0.0719671950682519,0.078,0.156,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-24-41.smt2",0,0.11404273877017,0.125,0.174,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-24-42.smt2",0,0.0938525430680885,0.109,0.166,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-24-43.smt2",0,0.0956174258253239,0.109,0.15,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-27-41.smt2",0,0.0714012669287899,0.078,0.129,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-27-42.smt2",0,0.0978667664670659,0.109,0.86,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-33-41.smt2",0,0.0798879837067209,0.094,0.166,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-34-41.smt2",0,0.117206175298805,0.141,0.178,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-34-42.smt2",0,0.138859388275276,0.156,0.171,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-34-43.smt2",0,0.142367160278746,0.156,0.783,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-34-44.smt2",0,0.110430743243243,0.125,0.879,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-35-42.smt2",0,0.131158047258136,0.141,0.182,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-35-43.smt2",0,0.158028077352176,0.203,0.241,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-35-44.smt2",0,0.345425636007828,0.422,0.47,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-35-45.smt2",0,0.156127876682588,0.172,0.207,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-35-46.smt2",0,0.121917737256527,0.141,0.178,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-37-46.smt2",0,0.185348319157554,0.219,0.274,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-37-47.smt2",0,0.263727028238458,0.281,0.918,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-37-48.smt2",0,0.126206563706564,0.141,0.195,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-37-49.smt2",0,0.167342150170648,0.188,0.232,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-37-50.smt2",0,0.231632972071697,0.266,0.357,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-40-46.smt2",0,0.155789644714038,0.172,0.197,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-40-47.smt2",0,0.309168099742046,0.344,0.4,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-40-48.smt2",0,0.282484567901235,0.328,0.374,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-40-49.smt2",0,0.121214462299135,0.141,0.174,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-40-50.smt2",0,0.181210021321962,0.203,0.55,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-42-41.smt2",0,0.080976465730801,0.094,0.131,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-42-42.smt2",0,0.100400394910048,0.109,0.141,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-42-43.smt2",0,0.0957775219757221,0.109,0.162,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-43-46.smt2",0,0.120469901719902,0.141,0.194,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-43-47.smt2",0,0.243936567164178,0.219,0.284,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-43-48.smt2",0,0.222040271712761,0.219,0.296,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-43-49.smt2",0,0.311849522983521,0.344,0.491,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-43-50.smt2",0,0.225625539257981,0.25,0.326,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-44-41.smt2",0,0.0849761698440208,0.094,0.129,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-44-42.smt2",0,0.182241510390268,0.172,0.302,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-44-43.smt2",0,0.115971870248352,0.109,0.145,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-44-44.smt2",0,0.290039929015084,0.313,0.384,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-44-45.smt2",0,0.124346172135045,0.125,0.159,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-45-44.smt2",0,0.157980008787346,0.172,0.239,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-45-45.smt2",0,0.171138743455497,0.188,0.23,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-45-46.smt2",0,0.207822434150772,0.219,0.256,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-45-47.smt2",0,0.172873512560599,0.188,0.215,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-45-48.smt2",0,0.141565612819402,0.156,0.209,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-46-46.smt2",0,0.279631922557407,0.297,0.363,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-46-47.smt2",0,0.45120782208589,0.422,0.463,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-46-48.smt2",0,0.185649087221095,0.219,0.267,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-46-49.smt2",0,0.354977375565611,0.375,0.439,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-46-50.smt2",0,0.388766650808754,0.391,0.442,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-47-46.smt2",0,0.370943032228779,0.391,0.541,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-47-47.smt2",0,0.617641715116279,0.609,0.673,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-47-48.smt2",0,0.285605067715159,0.313,0.481,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-47-49.smt2",0,0.174023957409051,0.188,0.239,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-47-50.smt2",0,0.157702850877193,0.172,0.205,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-48-46.smt2",0,0.126695736434109,0.141,0.149,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-48-47.smt2",0,0.142948250728862,0.141,0.18,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-48-48.smt2",0,0.143017744287798,0.141,0.21,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-48-49.smt2",0,0.16189216569113,0.172,0.208,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-48-50.smt2",0,0.146318263205013,0.156,0.185,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-49-46.smt2",0,0.129483934859155,0.141,0.211,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-49-47.smt2",0,0.205681268151017,0.203,0.327,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-49-48.smt2",0,0.199836244541485,0.219,0.227,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-49-49.smt2",0,0.183796496539792,0.203,0.242,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-49-50.smt2",0,0.609083850931677,0.656,0.726,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-50-46.smt2",0,0.0143366228070175,0.016,0.058,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-50-47.smt2",0,0.0317662779397472,0.031,0.065,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-50-48.smt2",0,0.0294349392165691,0.031,0.072,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-50-49.smt2",0,0.015890860476422,0.016,0.082,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-50-50.smt2",0,0.030154520295203,0.031,0.06,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-51-46.smt2",0,0.131333705357143,0.141,0.195,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-51-47.smt2",0,0.201419454225352,0.219,0.274,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-51-48.smt2",0,0.311013320647003,0.313,0.366,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-51-49.smt2",0,0.4847380128522,0.469,0.528,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-51-50.smt2",0,0.389136904761905,0.422,0.466,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-52-46.smt2",0,0.116015971606034,0.125,0.183,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-52-47.smt2",0,0.129029605263158,0.141,0.294,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-52-48.smt2",0,0.136311509591326,0.156,0.185,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-52-49.smt2",0,0.161528526504942,0.172,0.237,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-52-50.smt2",0,0.138918402039949,0.156,0.185,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-53-46.smt2",0,0.111236023334954,0.109,0.169,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-53-47.smt2",0,0.127065111758989,0.125,0.183,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-53-48.smt2",0,0.131333705357143,0.141,0.196,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-53-49.smt2",0,0.147174696082846,0.156,0.205,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-53-50.smt2",0,0.143871038732394,0.156,0.206,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-54-46.smt2",0,0.0423047886108714,0.047,0.091,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-54-47.smt2",0,0.0284610361340879,0.031,0.061,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-54-48.smt2",0,0.0287489006156552,0.031,0.068,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-54-49.smt2",0,0.0288631346578367,0.031,0.126,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-54-50.smt2",0,0.0296754425783023,0.031,0.066,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-55-46.smt2",0,0.013880042462845,0.016,0.06,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-55-47.smt2",0,0.014349209833187,0.016,0.069,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-55-48.smt2",0,0.0159295808966862,0.016,0.052,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-55-49.smt2",0,0.0305490654205607,0.031,0.074,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-55-50.smt2",0,0.0435059893522627,0.047,0.174,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-56-46.smt2",0,0.10151397515528,0.109,0.141,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-56-47.smt2",0,0.141749783174328,0.156,0.218,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-56-48.smt2",0,0.128410082933217,0.141,0.208,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-56-49.smt2",0,0.149010567757978,0.172,0.221,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-56-50.smt2",0,0.147724938373048,0.172,0.223,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-57-46.smt2",0,0.0153606672932331,0.016,0.064,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-57-47.smt2",0,0.014280253385758,0.016,0.068,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-57-48.smt2",0,0.0386681782334385,0.047,0.229,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-57-49.smt2",0,0.0354144095341278,0.031,0.072,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-57-50.smt2",0,0.0268922254216372,0.031,0.07,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-58-46.smt2",0,0.108958333333333,0.125,0.133,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-58-47.smt2",0,0.122196261682243,0.125,0.145,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-58-48.smt2",0,0.12481438268986,0.141,0.187,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-58-49.smt2",0,0.146187388193202,0.156,0.187,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-58-50.smt2",0,0.130229083665339,0.156,0.23,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-59-46.smt2",0,0.0144507073386384,0.016,0.053,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-59-47.smt2",0,0.0133038258038258,0.016,0.072,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-59-48.smt2",0,0.0135914760914761,0.016,0.058,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-59-49.smt2",0,0.0149736601007787,0.016,0.06,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-59-50.smt2",0,0.0272282382340691,0.031,0.125,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-60-46.smt2",0,0.09854112833764,0.109,0.457,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-60-47.smt2",0,0.0928622159090909,0.109,0.169,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-60-48.smt2",0,0.137805649241147,0.156,0.189,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-60-49.smt2",0,0.13792194092827,0.156,0.188,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-60-50.smt2",0,0.141565612819402,0.156,1.913,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-61-46.smt2",0,0.0278903583617748,0.031,0.254,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-61-47.smt2",0,0.0131751309955663,0.016,0.052,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-61-48.smt2",0,0.0271490863787375,0.031,0.065,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-61-49.smt2",0,0.040140196479738,0.047,0.055,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-61-50.smt2",0,0.0269254530477759,0.031,0.061,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-62-46.smt2",0,0.0306493202062822,0.031,0.07,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-62-47.smt2",0,0.0279499786233433,0.031,0.075,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-62-48.smt2",0,0.112493854473943,0.109,0.142,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-62-49.smt2",0,0.121464698596202,0.141,0.191,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-62-50.smt2",0,0.151623502126015,0.188,0.228,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-63-47.smt2",0,0.0274223993288591,0.031,0.057,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-63-48.smt2",0,0.0128995659037095,0.016,0.069,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-63-49.smt2",0,0.0394300361881785,0.047,0.093,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-63-50.smt2",0,0.0307791902071563,0.031,0.066,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-7-46.smt2",0,0.106821895424837,0.094,0.126,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-7-47.smt2",0,0.108281573498965,0.125,0.346,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-7-48.smt2",0,0.125453091684435,0.141,0.94,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-7-49.smt2",0,0.148456853839802,0.172,0.216,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-7-50.smt2",0,0.166618396663577,0.172,0.222,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-8-46.smt2",0,0.121816770186335,0.141,0.209,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-8-47.smt2",0,0.161022167487685,0.172,0.204,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-8-48.smt2",0,0.175581915846016,0.188,0.223,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-8-49.smt2",0,0.189309845559846,0.188,0.22,1,0,0,
