,"smt.arith.nl.propagate_monomial_bounds=false","-file:{0} smt.arith.nl.propagate_monomial_bounds=false",,,,,,
,"RV 11694","T_norm 11694","T_cpu 11694","T_wc 11694","# SAT 11694","# UNSAT 11694","# UNKNOWN 11694",
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32174_safety_0.smt2",0,7.88778118609407,9.219,9.737,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32196_safety_0.smt2",,840.498192044998,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32231_safety_0.smt2",0,6.53207918739635,7.531,7.899,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32246_safety_0.smt2",0,8.46306946323861,8.969,9.319,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32268_safety_0.smt2",0,7.48579073150457,8.609,8.991,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32285_safety_0.smt2",0,0.206137387387387,0.219,0.261,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32305_safety_0.smt2",0,8.54382604776927,9.063,9.521,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32319_safety_0.smt2",,915.135608048994,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32340_safety_0.smt2",0,6.41379576306047,7.453,7.775,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32365_safety_0.smt2",,911.944202266783,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32397_safety_0.smt2",0,6.96876365224989,7.625,7.922,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32413_safety_0.smt2",0,0.487873134328358,0.531,0.821,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32438_safety_0.smt2",0,6.18490274093722,6.688,7.026,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32455_safety_0.smt2",0,20.0816850410722,22.203,23.119,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32475_safety_0.smt2",0,0.601610429447853,0.656,0.942,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32488_safety_0.smt2",0,0.954856942777111,1.141,1.409,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32511_safety_0.smt2",0,1.68845843422115,2,2.413,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32526_safety_0.smt2",0,7.22165697674419,8.016,9.143,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32548_safety_0.smt2",,796.648895658797,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32579_safety_0.smt2",0,5.78527119016249,6.297,6.516,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32596_safety_0.smt2",0,0.188555830243098,0.219,0.27,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32619_safety_0.smt2",0,0.588610444177671,0.703,0.993,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32635_safety_0.smt2",,849.025974025974,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32658_safety_0.smt2",0,7.30400382327952,8.219,8.539,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32674_safety_0.smt2",,860.55121349239,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32695_safety_0.smt2",0,5.54998536299766,6.797,7.153,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32715_safety_0.smt2",,982.159624413145,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32746_safety_0.smt2",0,1.60981844741235,1.844,2.148,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32763_safety_0.smt2",,833.798326026305,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p334_safety_0.smt2",0,1.21464698596201,1.406,1.553,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p359_safety_0.smt2",0,8.42160319699107,8.563,8.938,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p374_safety_0.smt2",0,614.833035338662,698.594,726.844,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p396_safety_0.smt2",0,4.69580332132853,5.609,5.854,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p423_safety_0.smt2",0,10.1407205462699,11.891,12.46,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p440_terminationG_0.smt2",0,155.901091405184,163.875,170.479,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateGet.jar-obl-11__p1105_safety_0.smt2",0,0.771936074918567,0.906,1.07,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1543_terminationG_0.smt2",0,50.3581430523029,61.672,64.176,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1578_safety_0.smt2",0,2.68858225108225,2.969,3.351,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1596_safety_0.smt2",0,7.18325215224286,7.578,7.88,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1624_safety_0.smt2",0,10.4144203486015,12.281,12.797,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1650_safety_0.smt2",0,4.09993043664384,4.578,4.804,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1666_safety_0.smt2",,917.946467749013,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1696_safety_0.smt2",0,3.4714847068819,3.906,4.078,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1718_terminationG_0.smt2",0,33.7380746541904,39.641,41.289,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1749_safety_0.smt2",0,6.25837078651685,6.656,6.982,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1762_safety_0.smt2",,901.724137931034,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1794_safety_0.smt2",0,6.88681038227628,7.578,8.377,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1808_safety_0.smt2",0,2.03054409209383,2.234,2.548,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1881_safety_0.smt2",,924.845269672856,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1904_safety_0.smt2",0,3.69938107869142,4,4.138,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1939_safety_0.smt2",,861.61449752883,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1989_safety_0.smt2",0,0.296389248704663,0.328,0.668,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2019_safety_0.smt2",0,5.61579252849303,6.359,6.659,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2047_safety_0.smt2",0,7.52216762367491,8.141,8.481,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2106_safety_0.smt2",,937.696100403407,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2138_safety_0.smt2",,855.973813420622,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2164_safety_0.smt2",,922.805469783855,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2200_safety_0.smt2",0,5.90577563865235,7.625,8.069,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2229_safety_0.smt2",0,6.85620647275707,8,8.304,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2274_safety_0.smt2",0,7.12348661852166,8.016,8.523,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2292_safety_0.smt2",0,3.01943855932204,3.406,3.857,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2318_safety_0.smt2",,916.338151554972,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2336_safety_0.smt2",0,32.1135774142059,38.469,40.033,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2398_safety_0.smt2",,952.64116575592,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2424_safety_0.smt2",0,6.94197016235191,7.563,7.954,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2442_safety_0.smt2",0,79.750728312473,88.328,91.96,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2469_terminationG_0.smt2",0,136.412725461409,155.453,161.673,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2501_safety_0.smt2",0,4.31452141608391,4.719,5.094,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2529_safety_0.smt2",0,6.81169977924945,7.375,7.729,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2547_safety_0.smt2",,868.770764119601,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2565_safety_0.smt2",0,4.39690265486726,4.75,4.888,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2587_safety_0.smt2",0,6.20067330210773,7.594,7.917,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2610_safety_0.smt2",0,6.90278348397699,8.031,8.539,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2624_safety_0.smt2",,832.140015910899,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2650_safety_0.smt2",0,6.90967012356576,7.484,7.846,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2674_safety_0.smt2",,860.905349794239,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2694_safety_0.smt2",0,0.647134843818742,0.703,0.841,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2710_safety_0.smt2",0,6.19888262322473,7.094,7.383,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2744_safety_0.smt2",0,0.76405121121972,0.859,1.177,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2769_safety_0.smt2",0,3.91046779141104,4.266,4.651,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2794_safety_0.smt2",0,5.00075204125483,5.563,5.824,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2813_safety_0.smt2",0,5.31792299349241,5.859,6.118,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2836_safety_0.smt2",0,1.51093685513826,1.75,1.899,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2859_safety_0.smt2",0,3.8232579842389,4.406,4.603,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__terminationS_1_0.smt2",0,11.1945381695487,12.688,13.331,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p2903_safety_0.smt2",0,7.02628504672897,7.906,8.473,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p2923_safety_0.smt2",,853.181076672104,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p2952_safety_0.smt2",0,422.043155970755,496.688,516.748,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p2974_safety_0.smt2",0,1.32922496720595,1.453,1.741,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p2999_safety_0.smt2",,829.171621086009,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p3015_safety_0.smt2",0,23.3770392416226,25.344,26.337,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p3037_safety_0.smt2",0,6.20067330210773,7.594,8.055,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p3067_safety_0.smt2",0,1.44088476070529,1.641,1.808,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p3088_safety_0.smt2",,917.543859649123,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p3111_safety_0.smt2",0,1.09516053978595,1.125,1.245,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p3125_safety_0.smt2",,927.304964539007,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p3144_safety_0.smt2",0,1.67192241005635,1.844,1.988,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p3156_safety_0.smt2",,870.940882597835,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p3177_safety_0.smt2",0,6.97392309427154,7.391,8.221,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p3204_safety_0.smt2",0,2.32630018248175,2.438,2.569,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p3228_safety_0.smt2",0,5.04385123614663,5.656,5.868,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p3247_safety_0.smt2",0,7.30400382327952,8.219,8.532,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p3276_safety_0.smt2",,893.253629376601,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p3295_safety_0.smt2",,838.476953907816,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p3316_safety_0.smt2",0,0.87237161342499,1.031,1.302,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p3339_safety_0.smt2",0,3.55210493571132,4.094,4.425,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p3355_safety_0.smt2",,951.341518872215,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__terminationS_1_0.smt2",0,6.84223834652595,7.438,7.689,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorKeyLoop.jar-obl-12__p3705_safety_0.smt2",0,6.69420206055509,7.609,7.942,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5427_safety_0.smt2",0,6.27094957081545,6.984,7.295,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5452_safety_0.smt2",,890.212765957447,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5483_safety_0.smt2",0,6.26673249359522,7.016,7.304,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5509_safety_0.smt2",,867.330016583748,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5528_safety_0.smt2",0,6.04151533494754,7.156,7.453,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5552_safety_0.smt2",0,6.77613789995493,7.188,7.643,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5566_safety_0.smt2",0,4.25492490204615,4.672,4.914,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5586_terminationG_0.smt2",0,11.2517273869347,12.844,14.129,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5625_safety_0.smt2",0,1.973918431726,2.094,2.358,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5640_safety_0.smt2",0,0.67512908777969,0.75,1.018,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5665_safety_0.smt2",,913.93621668851,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5675_safety_0.smt2",0,1.89078755722014,2.172,2.498,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5710_safety_0.smt2",0,6.54287402383888,7.609,7.9,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5725_safety_0.smt2",0,0.381380651434129,0.375,0.654,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5754_safety_0.smt2",0,3.62560043668122,3.969,4.286,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5790_safety_0.smt2",0,7.15973088113051,8.234,8.722,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5807_safety_0.smt2",0,0.340767842822775,0.406,0.59,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5840_safety_0.smt2",0,0.813796680497925,0.844,1.663,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5857_safety_0.smt2",0,8.86372699386503,10.359,10.808,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5884_safety_0.smt2",0,7.8068876351669,7.938,8.383,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5896_safety_0.smt2",,911.944202266783,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5922_safety_0.smt2",0,4.92308344640434,5.203,5.475,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5945_safety_0.smt2",0,14.7759332579186,15.609,16.839,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5984_safety_0.smt2",0,5.84654471544715,6.531,6.787,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p6000_safety_0.smt2",0,0.229688186209925,0.25,0.608,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p6028_safety_0.smt2",0,6.51864441697569,7.563,7.856,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p6048_safety_0.smt2",,869.49293433084,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p6071_safety_0.smt2",0,4.65664153132251,4.797,5.06,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p6085_safety_0.smt2",0,11.383528930131,14.953,15.509,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p6102_safety_0.smt2",0,33.004854368932,39,40.551,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p6125_safety_0.smt2",0,7.54326923076923,8.344,8.685,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p6161_safety_0.smt2",0,7.01731651376147,7.313,7.667,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p6179_safety_0.smt2",0,0.944146608315098,1.031,1.162,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p6207_safety_0.smt2",0,8.11551724137929,7.875,8.239,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p6223_safety_0.smt2",,956.561499771376,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p6247_safety_0.smt2",0,1.86582244008715,2.047,2.199,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p6269_safety_0.smt2",,913.93621668851,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p6290_safety_0.smt2",0,6.53479408112583,7.547,7.882,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p6313_safety_0.smt2",0,6.2768966995285,7,7.299,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p6345_safety_0.smt2",0,6.79091354529617,7.453,7.761,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p6363_safety_0.smt2",0,11.0035674157303,11.703,12.163,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p6393_safety_0.smt2",0,7.19544967880086,8.031,8.372,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p6414_safety_0.smt2",0,3.1633064516129,3.797,4.017,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p6433_safety_0.smt2",0,0.874581939799331,1,1.212,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p6451_safety_0.smt2",,973.476035365286,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p6477_safety_0.smt2",,837.134853941577,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p6498_terminationG_0.smt2",,855.273916598528,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateRemove.jar-obl-11__p6519_terminationG_0.smt2",0,3.53232995063083,3.078,3.25,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateRemove.jar-obl-11__p6579_safety_0.smt2",0,7.3727998696219,8.109,8.4,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateRemove.jar-obl-11__p6603_safety_0.smt2",0,26.6935995623632,29.156,30.313,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateRemove.jar-obl-11__p6620_safety_0.smt2",0,1.74033920137398,1.938,2.061,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateRemove.jar-obl-11__p6638_safety_0.smt2",0,14.768534670737,16.188,16.916,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateRemove.jar-obl-11__p6656_safety_0.smt2",0,130.879712301587,126.125,131.2,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateRemove.jar-obl-11__p6722_safety_0.smt2",0,3.41375924214418,3.531,3.887,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateRemove.jar-obl-11__p6750_safety_0.smt2",,880.47138047138,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateRemove.jar-obl-11__p6767_safety_0.smt2",0,1.75084420121099,1.797,2.16,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateRemove.jar-obl-11__p6792_safety_0.smt2",0,7.365065546907,8.594,8.95,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateRemove.jar-obl-11__p6811_safety_0.smt2",,872.03001250521,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateRemove.jar-obl-11__p6833_safety_0.smt2",0,12.4624622193437,13.797,14.521,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateRemove.jar-obl-11__p6858_terminationG_0.smt2",0,0.370824579831933,0.422,0.772,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateRemove.jar-obl-11__p6918_safety_0.smt2",0,6.27685109845403,7.375,7.788,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateRemove.jar-obl-11__p6933_safety_0.smt2",0,125.836285097192,139.25,144.771,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateRemove.jar-obl-11__p6950_safety_0.smt2",,852.833265389319,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateRemove.jar-obl-11__p6967_safety_0.smt2",,855.973813420622,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateRemove.jar-obl-11__p6990_safety_0.smt2",,865.894039735099,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateRemove.jar-obl-11__p7011_safety_0.smt2",0,6.73099894291755,7.609,7.919,0,1,0,
