,"yices","{0}",,,,,,
,"RV 11625","T_norm 11625","T_cpu 11625","T_wc 11625","# SAT 11625","# UNSAT 11625","# UNKNOWN 11625",
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8732_safety_0.smt2",0,0.657178758741259,0.719,0.814,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8733_safety_0.smt2",0,12.9836040296053,15.094,15.711,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8734_safety_0.smt2",0,0.800094570538496,0.859,1.028,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8735_safety_0.smt2",0,0.674258702191663,0.75,0.793,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8736_safety_0.smt2",,540.103270223752,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8737_safety_0.smt2",,541.968911917099,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8738_safety_0.smt2",0,0.529114208633094,0.703,0.777,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8739_safety_0.smt2",0,59.0101072607261,68.375,71.082,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8740_safety_0.smt2",0,5.32506902899217,5.531,6.623,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8741_safety_0.smt2",0,3.18343396961434,3.906,4.051,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8742_safety_0.smt2",0,213.125891699092,235.641,244.858,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8743_safety_0.smt2",0,16.7510931351115,18.313,18.941,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8746_safety_0.smt2",0,0.705053923818265,0.734,0.892,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8747_safety_0.smt2",0,0.871095456531236,0.953,1.034,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8748_safety_0.smt2",0,0.385183868346201,0.453,0.527,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8749_safety_0.smt2",,531.189166314008,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8750_safety_0.smt2",0,64.9557561026065,75.047,78.474,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8751_safety_0.smt2",0,0.653182015638575,0.719,1.978,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8752_safety_0.smt2",0,79.6208532090199,87.766,91.217,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8753_safety_0.smt2",0,9.19513586956522,10.109,10.466,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8754_safety_0.smt2",0,0.878253568429891,1,1.07,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8755_safety_0.smt2",0,1.05165479957806,0.953,1.898,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8756_safety_0.smt2",0,2.78343340611354,3.047,3.193,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8757_safety_0.smt2",0,3.98090497260851,4.516,4.794,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8759_safety_0.smt2",0,0.611798128342246,0.656,0.721,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8760_safety_0.smt2",0,11.5112590928541,12.859,13.344,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8762_safety_0.smt2",,556.629711751663,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8763_safety_0.smt2",0,0.595577330508475,0.672,0.726,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8764_safety_0.smt2",0,0.656735159817351,0.688,0.778,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8765_safety_0.smt2",0,0.462110187110187,0.531,0.562,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8766_safety_0.smt2",0,0.530425963488844,0.625,0.694,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8767_safety_0.smt2",0,0.580571045022718,0.672,0.741,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8768_safety_0.smt2",,540.103270223752,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8769_safety_0.smt2",0,0.216473509933775,0.266,0.393,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8771_safety_0.smt2",0,10.5757654116674,12.219,12.725,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8772_safety_0.smt2",0,21.2377208099957,23.563,24.499,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8774_safety_0.smt2",,512.326530612245,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8776_safety_0.smt2",,587.090739008419,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8777_safety_0.smt2",0,4.57308622965244,4.969,5.13,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8778_safety_0.smt2",0,5.58044635099913,6.141,6.425,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8779_safety_0.smt2",0,1.32004698120752,1.578,1.843,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8780_safety_0.smt2",0,0.541551614273577,0.609,0.7,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8781_safety_0.smt2",0,2.17457894736842,2.469,2.605,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8783_safety_0.smt2",0,0.272276413853573,0.297,0.34,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8784_safety_0.smt2",0,114.117042511869,126.391,131.015,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8786_safety_0.smt2",0,0.792336932569414,0.859,1.164,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8787_safety_0.smt2",0,0.769429788961039,0.906,0.956,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8788_safety_0.smt2",0,0.849393676916414,0.938,1.679,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8790_safety_0.smt2",0,0.525211416490486,0.594,0.629,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8791_safety_0.smt2",0,177.994856408058,198.5,205.847,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8792_safety_0.smt2",0,61.1045869356389,60.813,63.04,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8793_safety_0.smt2",0,1.13350671868227,1.25,1.411,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8794_safety_0.smt2",0,0.967763926762758,1.188,1.234,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8795_safety_0.smt2",0,3.69245225518082,4.344,5.406,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8796_safety_0.smt2",0,4.55841273278476,5.031,5.247,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8799_safety_0.smt2",0,0.624782797567333,0.688,1.442,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8800_safety_0.smt2",0,1.9555403930131,2.141,2.188,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8801_safety_0.smt2",0,14.2749208860759,12.938,14.689,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8802_safety_0.smt2",0,142.796596479501,153.172,158.705,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8803_safety_0.smt2",0,0.720233050847458,0.813,1.625,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8804_safety_0.smt2",0,2.13563774448606,2.453,2.56,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8805_safety_0.smt2",0,1.84174731182796,2.047,3.096,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8806_safety_0.smt2",0,0.868770764119601,0.875,1.59,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8807_safety_0.smt2",0,0.475402159541648,0.516,0.583,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8808_safety_0.smt2",0,0.622619047619048,0.75,0.94,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8809_safety_0.smt2",0,3.36926158510178,3.719,3.855,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8810_safety_0.smt2",0,7.31337912087912,7.953,8.243,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8811_safety_0.smt2",,545.264986967854,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8813_safety_0.smt2",0,70.0545027449324,79.297,82.355,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8814_safety_0.smt2",0,0.354158306581059,0.422,0.546,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8816_safety_0.smt2",0,146.973419229104,162.219,168.653,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8817_safety_0.smt2",0,165.249658756825,188.078,195.4,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8819_safety_0.smt2",0,151.33887987013,167.109,173.774,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8820_safety_0.smt2",0,18.4999731413837,20.578,21.334,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8823_safety_0.smt2",0,1.77634253316217,1.984,2.166,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8824_safety_0.smt2",0,2.23796818364881,2.656,2.784,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8825_safety_0.smt2",0,19.4475072403806,22.469,23.331,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8826_safety_0.smt2",0,3.58367940199335,3.609,3.745,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8827_safety_0.smt2",0,6.73432795698925,7.484,7.807,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8828_safety_0.smt2",,552.95154185022,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8829_safety_0.smt2",0,28.7944456474664,31.781,33.088,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8830_safety_0.smt2",0,5.52984022556391,6.328,7.51,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8831_safety_0.smt2",0,23.6391577659101,25.391,26.977,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8832_safety_0.smt2",0,6.0612582781457,7.438,7.656,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8833_safety_0.smt2",0,6.2824817147501,7.391,7.875,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8834_safety_0.smt2",0,47.8541575731122,52.406,54.374,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8835_safety_0.smt2",0,3.88847583643123,4.5,4.867,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8836_safety_0.smt2",0,19.8076492537313,22.203,23.076,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8837_safety_0.smt2",0,4.6304887466902,5.016,5.233,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8840_safety_0.smt2",0,4.93082627118643,4.172,4.273,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8841_safety_0.smt2",,501.87924830068,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8842_safety_0.smt2",0,62.9886460101867,70.938,73.503,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8845_safety_0.smt2",0,3.07001474591651,3.234,3.358,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8847_safety_0.smt2",0,27.3442225173682,31.984,34.519,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8848_safety_0.smt2",0,50.3603021978022,54.766,56.868,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8849_safety_0.smt2",,498.095238095238,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8850_safety_0.smt2",0,4.53079908176651,4.953,5.799,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8852_safety_0.smt2",0,40.4007493622449,45.422,48.045,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8854_safety_0.smt2",0,10.2651457883369,11.359,11.81,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8855_safety_0.smt2",0,20.0214368178002,22.797,24.406,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8856_safety_0.smt2",,548.122270742358,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8857_safety_0.smt2",0,8.76846349745331,9.875,10.262,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8858_safety_0.smt2",0,5.71168023767606,6.203,6.927,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8859_safety_0.smt2",,552.221733391993,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8861_safety_0.smt2",0,0.212170385395538,0.25,0.306,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8862_safety_0.smt2",0,1.05753676470588,1.203,2.014,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8863_safety_0.smt2",0,30.3272890387125,33.328,34.782,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8864_safety_0.smt2",0,23.4039712153518,26.234,27.276,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8865_safety_0.smt2",,528.505263157895,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8867_safety_0.smt2",0,3.76491155902921,4.375,4.547,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8868_safety_0.smt2",0,0.642026046114432,0.719,1.847,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8871_safety_0.smt2",0,3.43261127917027,3.797,3.933,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8873_safety_0.smt2",0,0.239934153713299,0.266,0.325,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8874_safety_0.smt2",0,0.733939708939709,0.844,1.798,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8875_safety_0.smt2",0,1.40606367120954,1.578,1.632,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8876_safety_0.smt2",0,3.82135484571925,4.203,4.368,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8877_safety_0.smt2",0,2.53202286514232,2.594,2.726,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8878_safety_0.smt2",0,1.85175492610837,2.156,2.247,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8879_safety_0.smt2",0,3.07139644142343,3.672,3.805,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8880_safety_0.smt2",0,8.26153507053291,10.078,10.528,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8888_safety_0.smt2",,545.264986967854,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8894_safety_0.smt2",0,1.34545602253033,1.484,1.534,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8895_safety_0.smt2",0,0.430098684210526,0.484,0.803,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8896_safety_0.smt2",0,20.977989954511,26.453,27.447,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8897_safety_0.smt2",0,4.75234246293245,5.516,6.388,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8899_safety_0.smt2",0,0.508167016806722,0.578,0.678,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8900_safety_0.smt2",0,16.6664163090129,18.563,19.293,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8901_safety_0.smt2",0,2.22204830053667,2.375,2.459,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8902_safety_0.smt2",0,1.13794604003481,1.25,1.328,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8903_safety_0.smt2",0,1.4452210663199,1.594,1.665,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8906_safety_0.smt2",0,0.455481557377049,0.531,0.589,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8907_safety_0.smt2",0,0.503745719178082,0.563,0.635,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8908_safety_0.smt2",0,0.65103734439834,0.75,2.227,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8909_safety_0.smt2",0,47.5216417123576,53.859,56.028,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8910_safety_0.smt2",0,0.524019714038128,0.578,0.607,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8911_safety_0.smt2",0,1.31196626814688,1.469,1.537,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8912_safety_0.smt2",0,2.17463617463617,2.5,2.576,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8914_safety_0.smt2",0,4.24603385860307,4.766,5.901,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8915_safety_0.smt2",0,0.159321689683184,0.188,0.243,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8917_safety_0.smt2",0,0.51280996963563,0.484,0.828,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8918_safety_0.smt2",0,0.178295454545455,0.188,0.268,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8920_safety_0.smt2",0,391.780352011494,456.203,474.176,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8921_safety_0.smt2",,512.954638332652,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8923_safety_0.smt2",0,0.679628148740504,0.813,0.893,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8924_safety_0.smt2",0,34.8263117283951,40.453,42.062,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8925_safety_0.smt2",0,1.0986255186722,1.266,2.509,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8926_safety_0.smt2",0,4.9472972972973,5.688,5.89,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8927_safety_0.smt2",0,5.88904352226723,5.563,5.887,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8928_safety_0.smt2",0,0.500245955400087,0.547,0.635,1,0,0,
