,"smt.arith.nl.bounded_nra=false","-file:{0} smt.arith.nl.bounded_nra=false",,,,,,
,"RV 11680","T_norm 11680","T_cpu 11680","T_wc 11680","# SAT 11680","# UNSAT 11680","# UNKNOWN 11680",
"QF_NIA_small\From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7104_safety_0.smt2",0,2.74894877675841,3.438,3.657,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7124_safety_0.smt2",0,3.25561076373381,3.484,3.79,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7143_safety_0.smt2",0,7.22214240102171,8.109,8.445,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7163_safety_0.smt2",0,4.73668124719605,5.047,5.212,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7184_safety_0.smt2",0,7.00152246955061,7.969,8.371,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7205_safety_0.smt2",,859.843814221126,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7234_safety_0.smt2",0,2.84661058881741,2.75,2.954,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7255_safety_0.smt2",0,8.43394679300291,8.297,8.654,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7280_safety_0.smt2",,890.212765957447,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7295_safety_0.smt2",0,4.32910729253982,4.938,5.181,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7312_safety_0.smt2",0,7.53548119469027,8.141,8.485,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7334_safety_0.smt2",0,1.62703998368013,1.906,2.122,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7359_safety_0.smt2",0,6.80193820224719,7.234,7.528,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7378_safety_0.smt2",,892.491467576792,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7407_safety_0.smt2",0,2.23053660049628,2.578,2.794,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7426_safety_0.smt2",,832.802547770701,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7445_terminationG_0.smt2",0,7.03797846889953,7.734,8.231,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7477_safety_0.smt2",0,2.60400820656525,3.109,3.351,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7493_safety_0.smt2",0,6.80534071906354,7.781,8.128,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7512_safety_0.smt2",0,0.483716367713004,0.516,0.728,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7535_safety_0.smt2",0,6.79029901079137,7.219,7.648,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7555_safety_0.smt2",,870.216306156406,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7576_safety_0.smt2",,917.141604559404,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7593_safety_0.smt2",0,33.0690661478599,36.563,38.109,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7615_edge_closing_0.smt2",,855.273916598528,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAll.jar-obl-11__p9355_terminationG_0.smt2",0,33.2915811088296,38.75,40.304,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAll.jar-obl-11__p9373_terminationG_0.smt2",0,2.24457750822368,2.609,2.794,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAll.jar-obl-11__p9392_safety_0.smt2",0,23.6021096128752,25.938,27.039,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAll.jar-obl-11__p9409_safety_0.smt2",0,12.4627926421405,14.25,14.784,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAll.jar-obl-11__p9426_safety_0.smt2",0,4.01275120139799,4.391,4.621,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAll.jar-obl-11__p9447_safety_0.smt2",0,23.0720130126183,27.969,29.122,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAll.jar-obl-11__p9464_safety_0.smt2",0,4.61302740058196,4.547,4.816,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAll.jar-obl-11__p9478_terminationG_0.smt2",0,12.5638752340824,12.828,13.431,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAll.jar-obl-11__p9495_safety_0.smt2",0,6.57870273109243,7.484,7.761,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAll.jar-obl-11__p9514_safety_0.smt2",0,13.5991648106904,14.594,15.214,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAll.jar-obl-11__p9536_terminationG_0.smt2",0,2.5132924910072,2.672,2.964,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAll.jar-obl-11__p9553_safety_0.smt2",0,26.0634279695024,31.047,32.327,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAll.jar-obl-11__p9579_terminationG_0.smt2",0,1.27525224215247,1.359,1.549,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAll.jar-obl-11__p9599_safety_0.smt2",0,8.28459051724138,9.188,9.588,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAll.jar-obl-11__p9619_terminationG_0.smt2",0,179.795065511412,203.344,211.455,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAll.jar-obl-11__terminationS_0_0.smt2",0,1.25721153846154,1.438,1.656,0,1,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7661_safety_0.smt2",0,71.1558842652796,78.469,81.639,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7676_safety_0.smt2",0,2.8467016897747,3.141,3.413,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7691_safety_0.smt2",0,2.27197167537164,2.703,2.975,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7706_safety_0.smt2",0,14.7222654628476,16.953,17.684,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7719_safety_0.smt2",0,86.3710550742574,100.078,104.145,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7733_safety_0.smt2",0,7.33151713922979,8.281,8.634,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7744_safety_0.smt2",0,38.313550181653,40.328,41.915,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7758_safety_0.smt2",0,237.397822261329,257.938,267.984,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7772_safety_0.smt2",0,2.11901401087411,2.422,2.695,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7784_safety_0.smt2",0,15.0843736547568,16.75,17.496,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7794_safety_0.smt2",0,3.69145814880425,3.984,4.306,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7804_safety_0.smt2",0,242.553011189118,264.234,274.887,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7814_safety_0.smt2",0,1.54843003042156,1.703,1.917,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7826_safety_0.smt2",0,10.3587147887324,8.438,8.778,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7836_safety_0.smt2",0,5.61116759417808,6.266,6.556,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7846_safety_0.smt2",0,124.053946513642,136.922,142.404,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7858_safety_0.smt2",0,157.079585733274,169.469,176.195,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7870_safety_0.smt2",0,82.1464021615472,103.547,107.704,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7885_safety_0.smt2",0,32.5589777195282,35.625,36.992,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7898_safety_0.smt2",0,46.124448799608,45,46.895,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7913_safety_0.smt2",0,6.10412153379549,6.734,7.12,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7928_safety_0.smt2",0,3.64307257755649,4.547,4.83,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7947_safety_0.smt2",0,10.1705496386459,12.781,13.311,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7961_safety_0.smt2",0,1.99037086228034,2.328,2.595,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7974_safety_0.smt2",0,16.3297330617496,18.203,18.931,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7995_safety_0.smt2",0,58.6301857080799,64.516,66.979,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8012_safety_0.smt2",0,26.5653810215947,30.578,31.852,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8024_safety_0.smt2",0,58.7285882101666,65.719,68.45,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8043_safety_0.smt2",0,5.02884615384615,5.5,5.802,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8053_safety_0.smt2",0,22.8612838132635,25.047,26.068,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8067_safety_0.smt2",0,24.4074360105914,26.438,27.484,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8104_safety_0.smt2",0,4.24127066115702,4.906,5.153,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8124_safety_0.smt2",0,105.840790816327,123.953,129.002,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8136_safety_0.smt2",0,18.9059010719071,20.234,21.055,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8152_safety_0.smt2",0,21.9388311688312,20.188,20.979,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8174_safety_0.smt2",0,3.40520873228648,4.25,4.54,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8186_safety_0.smt2",0,11.1025293586269,11.75,12.237,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8197_safety_0.smt2",0,27.0231403212173,30.563,31.79,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8209_safety_0.smt2",0,1.51013229735405,1.719,1.923,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8219_safety_0.smt2",0,69.8112677670793,72.781,75.667,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8231_safety_0.smt2",0,3.13360404361654,3.297,3.461,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8241_safety_0.smt2",0,24.832979368932,24.453,25.436,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8256_safety_0.smt2",0,4.94817555354722,5.234,5.632,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8266_safety_0.smt2",0,28.2695145423439,31.594,32.885,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8278_safety_0.smt2",0,10.0144148020654,11.125,11.67,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8294_safety_0.smt2",0,3.24113494886616,3.484,3.658,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8312_safety_0.smt2",0,15.2107075023742,15.313,15.94,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8326_safety_0.smt2",0,3.43152759084791,3.656,3.85,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8339_safety_0.smt2",0,3.30145307289185,3.313,3.475,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8353_safety_0.smt2",0,11.6298684210526,13.203,13.76,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8365_safety_0.smt2",0,40.3371529308065,43.75,45.527,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8376_safety_0.smt2",0,5.58860195903829,6,6.232,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8386_safety_0.smt2",0,23.6865942028986,27.344,28.467,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8406_safety_0.smt2",0,102.051759028643,117.516,121.954,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8419_safety_0.smt2",0,97.3077508396306,110.797,115.336,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8432_safety_0.smt2",0,15.8763929772918,18.047,18.756,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8446_safety_0.smt2",0,29.6949823943662,34.266,35.69,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8465_safety_0.smt2",0,2.61211368653422,2.828,3.035,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8478_safety_0.smt2",0,18.9150997697621,23.563,24.53,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8489_safety_0.smt2",0,107.433837117212,97.266,101.179,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8513_safety_0.smt2",0,49.4990121742845,55.391,57.663,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8531_safety_0.smt2",0,6.18649328859061,6.609,6.893,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8544_safety_0.smt2",0,93.4128043571124,104.531,108.758,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8561_safety_0.smt2",0,59.436863327674,66.938,69.585,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8574_safety_0.smt2",0,29.6920819014891,24.781,25.861,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8584_safety_0.smt2",0,48.2791482300885,52.156,54.31,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8623_safety_0.smt2",0,4.41987590928541,4.938,5.524,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8641_safety_0.smt2",0,4.0375,5.047,5.383,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8652_safety_0.smt2",0,2.94087385145482,3.672,3.861,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8666_safety_0.smt2",0,146.677959882583,143.313,149.099,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8680_safety_0.smt2",0,2.34269603709949,2.656,2.866,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8694_safety_0.smt2",0,3.59659331358443,4.063,4.396,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8705_safety_0.smt2",0,97.2313264058675,95.047,98.841,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8717_safety_0.smt2",0,70.4757802340702,77.719,80.84,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8731_safety_0.smt2",0,461.660659351928,538.016,559.712,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8741_safety_0.smt2",0,75.1084996162701,93.563,97.387,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8753_safety_0.smt2",0,151.31523992891,183.141,190.573,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8765_safety_0.smt2",0,1.98638383629599,2.297,2.48,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8778_safety_0.smt2",0,30.6319536059806,33.297,34.715,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8791_safety_0.smt2",0,26.0697003388395,29.422,30.564,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8803_safety_0.smt2",0,8.22432605905006,9.188,9.856,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8814_safety_0.smt2",0,113.151918671248,94.438,98.304,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8828_safety_0.smt2",0,63.0055601317957,73.125,76.076,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8840_safety_0.smt2",0,39.9627285905442,42.828,44.567,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8855_safety_0.smt2",0,20.1449301053485,23.766,24.711,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8867_safety_0.smt2",0,10.8816090078329,11.953,12.453,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8880_safety_0.smt2",0,63.5958683819889,61.438,64.029,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8903_safety_0.smt2",0,19.9826521924223,22.438,23.41,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8917_safety_0.smt2",0,32.6209808709809,38.313,39.872,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8929_safety_0.smt2",0,11.0993669572437,12.781,13.355,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8945_safety_0.smt2",0,79.6393430439953,96.047,99.901,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8959_safety_0.smt2",0,65.1314042850489,66.844,69.497,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8977_safety_0.smt2",0,26.464879587156,33.094,34.449,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8988_safety_0.smt2",0,61.6541462668299,72.234,75.11,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8999_safety_0.smt2",0,16.2948793250748,18.234,19.006,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p9017_safety_0.smt2",0,26.2024048096192,31.25,32.468,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p9028_safety_0.smt2",0,54.5536755832663,64.828,67.478,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p9067_safety_0.smt2",0,26.2704827724359,31.344,32.714,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p9081_safety_0.smt2",0,475.495232273837,464.813,483.404,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p9099_safety_0.smt2",0,3.41551020408163,4,4.203,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p9110_safety_0.smt2",0,18.3361859540636,19.844,20.649,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p9121_safety_0.smt2",0,4.71623177283193,5.875,6.15,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p9137_safety_0.smt2",0,7.20690545004129,8.344,8.684,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p9149_safety_0.smt2",0,557.652931769723,625.094,650.551,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p9165_safety_0.smt2",0,123.774904537287,131.703,137.045,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p9177_safety_0.smt2",0,3.10774627720503,2.594,2.829,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p9188_safety_0.smt2",0,20.3549032861897,23.391,24.333,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p9199_safety_0.smt2",0,103.360558611934,116.75,121.616,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p9214_safety_0.smt2",0,9.70995294599018,11.344,11.81,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p9227_safety_0.smt2",0,1.89698480063166,2.297,2.512,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p9241_safety_0.smt2",0,67.7411193029491,72.469,75.282,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p9255_safety_0.smt2",0,61.2597169412759,69.313,72.173,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p9267_safety_0.smt2",0,61.1734868968386,70.297,73.075,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p9281_safety_0.smt2",0,7.56056534823732,8.406,8.799,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p9294_safety_0.smt2",0,66.5974819379516,74.906,77.995,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p9306_safety_0.smt2",0,198.907835244817,215.547,224.25,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p9322_safety_0.smt2",0,8.57152421984164,8.797,9.186,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__terminationS_2_0.smt2",0,4.84755223269152,5.656,5.991,0,1,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateContains.jar-obl-16__term_unfeasibility_9_0.smt2",0,2.06580503009458,2.297,2.536,0,1,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateContainsAll.jar-obl-11__terminationS_12_0.smt2",0,126.948183981788,146.609,152.504,0,1,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateContainsAll.jar-obl-11__terminationS_21_0.smt2",0,199.957886044591,231.5,240.774,0,1,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateContainsAll.jar-obl-11__terminationS_30_0.smt2",0,153.818484914735,168.156,174.939,0,1,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateEquals.jar-obl-13__term_unfeasibility_5_0.smt2",0,5.66326745164003,6.438,6.78,0,1,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateLastIndexOf.jar-obl-16__term_unfeasibility_4_0.smt2",0,2.7398307933662,2.922,3.13,1,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateRemoveAll.jar-obl-11__terminationS_0_0.smt2",,974.382859804378,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateRemoveAll.jar-obl-11__terminationS_19_0.smt2",,847.993514389947,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateRemoveAll.jar-obl-11__terminationS_28_0.smt2",0,887.043029595016,952.766,991.225,0,1,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateRemoveAt.jar-obl-10__term_unfeasibility_3_0.smt2",0,1.21565082644628,1.406,1.605,0,1,0,
"QF_NIA_small\From_AProVE_2014__juLinkedListCreateRemoveLastOccurrence.jar-obl-16__term_unfeasibility_9_0.smt2",0,8.49875,9.547,9.98,0,1,0,
"QF_NIA_small\From_AProVE_2014__Kernel93.jar-obl-9__p9885_terminationG_0.smt2",0,17.5330337690632,19.234,20.076,0,1,0,
