,"enable_gcd=false","-file:{0} smt.arith.enable_gcd=false",,,,,,
,"RV 11679","T_norm 11679","T_cpu 11679","T_wc 11679","# SAT 11679","# UNSAT 11679","# UNKNOWN 11679",
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p29941_safety_0.smt2",0,0.910444874274661,1.125,1.326,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p29960_safety_0.smt2",0,16.5729940181518,19.203,20.041,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p29982_safety_0.smt2",0,0.77827380952381,0.859,1.041,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30020_safety_0.smt2",0,0.819235588972431,0.938,1.17,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30040_safety_0.smt2",,860.197368421053,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30071_safety_0.smt2",0,7.6082974137931,8.016,8.41,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30088_safety_0.smt2",0,0.50906762295082,0.594,0.805,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30114_safety_0.smt2",0,7.27627931769723,8.156,8.526,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30132_safety_0.smt2",0,33.377552776503,34.766,36.169,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30154_safety_0.smt2",0,4.16124624946421,4.641,4.878,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30178_terminationG_0.smt2",0,5.90868573797678,6.813,7.137,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30215_safety_0.smt2",0,5.48601398601399,5.25,5.526,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30234_safety_0.smt2",0,2.92641469594595,3.313,3.519,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30251_safety_0.smt2",0,4.66964285714286,4.969,5.203,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30268_safety_0.smt2",0,4.2896639409653,5.141,5.412,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30285_safety_0.smt2",0,6.89977263113367,7.797,8.129,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30308_safety_0.smt2",0,6.34446917064698,6.984,7.331,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30328_safety_0.smt2",0,34.7837483967507,38.891,40.483,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30359_safety_0.smt2",0,0.619342105263158,0.703,0.88,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30379_safety_0.smt2",,890.212765957447,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30401_safety_0.smt2",0,120.393407326541,118.609,123.323,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30418_safety_0.smt2",0,6.19060073339085,6.859,7.135,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30433_safety_0.smt2",0,1.92881090746536,2.063,2.251,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30454_safety_0.smt2",0,3.02199957591179,3.406,3.618,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30477_safety_0.smt2",0,2.18523676880223,2.625,2.832,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30491_terminationG_0.smt2",0,136.88271066108,140.547,146.226,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30522_safety_0.smt2",0,0.522071872227152,0.563,0.754,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30536_safety_0.smt2",0,9.82661604361371,9.047,9.47,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30565_safety_0.smt2",,953.509571558797,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30588_safety_0.smt2",0,1.19195087945088,1.328,1.556,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30611_safety_0.smt2",0,131.258507535246,129.063,134.16,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30625_safety_0.smt2",0,0.764619883040936,0.813,0.984,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30649_safety_0.smt2",0,6.63267743403094,6.969,7.244,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30674_safety_0.smt2",0,1.84443573667712,1.969,2.149,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30699_safety_0.smt2",0,7.0706008583691,7.875,8.183,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30713_safety_0.smt2",0,7.36579351161771,8.031,8.42,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30742_safety_0.smt2",0,48.8243670886076,47.938,49.883,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30762_safety_0.smt2",0,2.59997126436782,2.703,2.869,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30786_safety_0.smt2",0,9.8211510567758,11.328,11.819,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30804_safety_0.smt2",0,558.26512444554,541.453,563.211,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30820_safety_0.smt2",,927.304964539007,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__terminationQ_0_0.smt2",0,5.41321656050955,5.688,6.002,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p30861_safety_0.smt2",0,6.6744109947644,7.313,7.811,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p30879_safety_0.smt2",,895.547945205479,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p30895_safety_0.smt2",0,0.197829376163873,0.203,0.373,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p30915_safety_0.smt2",0,2.97437851782364,3.031,3.22,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p30935_safety_0.smt2",0,3.21911605206074,3.547,3.712,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p30951_safety_0.smt2",,835.129740518962,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p30967_safety_0.smt2",0,1.15518651832461,1.266,1.429,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p30993_safety_0.smt2",0,6.86198128559805,8.063,8.383,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31023_safety_0.smt2",0,8.07160659509202,7.547,7.848,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31041_safety_0.smt2",,921.992066989863,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31062_safety_0.smt2",0,8.05389797882579,8,8.377,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31079_safety_0.smt2",0,114.758552014995,117.063,121.829,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31103_safety_0.smt2",,962.724344224574,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31120_safety_0.smt2",,900.947459086994,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31139_safety_0.smt2",,883.445945945946,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31162_safety_0.smt2",,907.986111111111,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31198_safety_0.smt2",0,6.70794785534062,7.625,7.978,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31214_safety_0.smt2",0,0.683109159626501,0.734,0.956,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31238_safety_0.smt2",0,6.53184472318339,7.219,7.55,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31260_safety_0.smt2",0,6.35079511034184,7.016,7.316,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31280_safety_0.smt2",0,15.9622980251346,17,17.707,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31302_safety_0.smt2",0,0.458021952358711,0.469,0.633,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31318_safety_0.smt2",0,1.67701086956522,1.844,2.059,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31339_safety_0.smt2",,916.739702015776,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31371_safety_0.smt2",0,0.739360119047619,0.891,1.087,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31389_safety_0.smt2",0,2.16325308078503,2.266,2.444,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31417_safety_0.smt2",0,0.507964257964258,0.625,0.806,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31433_safety_0.smt2",,1051.25628140704,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31458_safety_0.smt2",0,0.689547800718133,0.734,0.916,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31475_safety_0.smt2",0,6.72810596170583,7.391,7.714,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31502_safety_0.smt2",0,7.07281501909207,7.969,8.382,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31530_safety_0.smt2",0,0.536091929218817,0.594,0.778,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31555_safety_0.smt2",0,6.07579614384749,6.703,7.036,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31568_safety_0.smt2",0,2.01336050724638,2.125,2.326,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31599_safety_0.smt2",,1019.99024865919,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31615_safety_0.smt2",0,7.16304463904314,8.016,8.388,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31631_safety_0.smt2",0,6.36027000437254,6.953,7.3,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31649_safety_0.smt2",0,1.76151673185572,1.938,2.154,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31678_safety_0.smt2",,868.410128684101,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31705_safety_0.smt2",0,1.05720061188811,1.156,1.338,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31726_safety_0.smt2",,1003.35731414868,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31747_safety_0.smt2",,823.946435604569,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31764_safety_0.smt2",,881.956155143339,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31792_safety_0.smt2",0,7.68627971137521,8.656,9.061,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31816_safety_0.smt2",0,47.0126992031872,45.125,46.964,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31837_safety_0.smt2",0,7.09909140969163,7.703,8.083,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__terminationS_2_0.smt2",0,5.11051862278042,5.641,5.886,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p31858_terminationG_0.smt2",0,1.29187729779412,1.344,1.534,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p31890_safety_0.smt2",0,7.78731617647059,7.594,7.953,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p31906_safety_0.smt2",0,0.98425118858954,1.188,1.432,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p31933_safety_0.smt2",0,7.41012035010941,8.094,8.47,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p31946_safety_0.smt2",0,11.1633981355161,11.734,12.273,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p31977_safety_0.smt2",,917.946467749013,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p31987_safety_0.smt2",0,3.42015612076096,3.953,4.161,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32011_safety_0.smt2",0,4.20911391042205,4.672,4.938,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32037_safety_0.smt2",0,0.439805772569444,0.484,0.658,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32061_safety_0.smt2",0,4.88067678334072,5.266,5.444,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32079_safety_0.smt2",0,7.20669291338583,7.438,7.775,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32102_safety_0.smt2",0,6.9623754743833,7.016,7.273,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32114_safety_0.smt2",0,2.39208366297468,2.891,3.081,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32139_safety_0.smt2",0,0.904122340425532,1.016,1.181,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32157_safety_0.smt2",,931.019136626613,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32174_safety_0.smt2",0,7.78852183000464,8.016,8.351,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32196_safety_0.smt2",,868.04979253112,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32231_safety_0.smt2",0,7.0005500838223,7.984,8.345,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32246_safety_0.smt2",0,0.579052258635961,0.625,0.839,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32268_safety_0.smt2",0,4.93231026785714,5.281,5.523,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32285_safety_0.smt2",0,0.468158567774936,0.438,0.629,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32305_safety_0.smt2",0,1.43287671232877,1.5,1.672,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32319_safety_0.smt2",,925.663716814159,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32340_safety_0.smt2",0,7.52603928734582,7.875,8.218,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32365_safety_0.smt2",,987.724268177526,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32397_safety_0.smt2",0,5.83366977225673,6.734,7.059,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32413_safety_0.smt2",0,0.374284351145038,0.375,0.563,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32438_safety_0.smt2",0,7.07602969348659,7.063,7.403,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32455_safety_0.smt2",,863.748967795211,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32475_safety_0.smt2",0,7.05465391229579,7.844,8.223,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32488_safety_0.smt2",0,0.852597812368532,0.969,1.151,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32511_safety_0.smt2",0,0.706382415254237,0.797,0.982,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32526_safety_0.smt2",0,4.64193532436709,5.609,5.943,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32548_safety_0.smt2",,962.724344224574,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32579_safety_0.smt2",0,0.274915895710681,0.313,0.511,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32596_safety_0.smt2",0,0.807098765432099,0.875,1.042,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32619_safety_0.smt2",,990.530303030303,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32635_safety_0.smt2",,905.627705627706,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32658_safety_0.smt2",0,7.48124747270522,8.844,9.253,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32674_safety_0.smt2",,843.208383716243,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32695_safety_0.smt2",0,0.77638754241396,0.766,0.881,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32715_safety_0.smt2",,905.627705627706,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32746_safety_0.smt2",0,0.257269348491474,0.281,0.458,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32763_safety_0.smt2",,821.681068342498,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p334_safety_0.smt2",,939.380332285586,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p359_safety_0.smt2",0,3.17928947368421,3.609,3.803,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p374_safety_0.smt2",0,0.642396023765996,0.672,0.859,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p396_safety_0.smt2",0,3.0386786188579,3.281,3.51,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p423_safety_0.smt2",0,5.89879390391603,6.984,7.319,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p440_terminationG_0.smt2",0,386.899835886214,422.594,439.273,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateGet.jar-obl-11__p1105_safety_0.smt2",0,6.91864702154626,7.828,8.134,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1543_terminationG_0.smt2",0,20.9018923113658,20.922,21.739,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1578_safety_0.smt2",0,3.54442771084337,4.078,4.323,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1596_safety_0.smt2",0,2.6912271918113,2.891,3.101,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1624_safety_0.smt2",0,7.79562209001552,7.203,7.523,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1650_safety_0.smt2",0,6.67121498443753,7.172,7.548,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1666_safety_0.smt2",,914.335664335664,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1696_safety_0.smt2",0,7.50601851851852,7.266,7.596,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1718_terminationG_0.smt2",0,1.76300220143093,1.531,1.699,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1749_safety_0.smt2",0,6.79184480547242,7.594,7.907,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1762_safety_0.smt2",0,78.3410416666667,89.875,93.492,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1794_safety_0.smt2",0,3.84725227174383,4.25,4.453,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1808_safety_0.smt2",,1068.98313745529,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1881_safety_0.smt2",,859.843814221126,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1904_safety_0.smt2",0,6.64854033970276,7.484,7.804,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1939_safety_0.smt2",,914.735461303017,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1989_safety_0.smt2",0,0.0718090949033392,0.078,0.214,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2019_safety_0.smt2",0,4.85012216792537,5.219,5.495,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2047_safety_0.smt2",0,3.60898651495997,4.094,4.269,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2106_safety_0.smt2",,917.543859649123,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2138_safety_0.smt2",,870.940882597835,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2164_safety_0.smt2",,892.491467576792,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2200_safety_0.smt2",0,4.9233024691358,5.719,6.015,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2229_safety_0.smt2",0,6.53994941925815,8.344,8.773,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2274_safety_0.smt2",0,7.06412407968818,7.797,8.183,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2292_safety_0.smt2",0,6.80456866579748,7.484,7.803,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2318_safety_0.smt2",,973.476035365286,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2336_safety_0.smt2",0,5.44310401943463,5.891,6.194,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2398_safety_0.smt2",,898.625429553265,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2424_safety_0.smt2",0,7.34306872037915,7.406,7.766,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2442_safety_0.smt2",0,30.6722997572816,30.203,31.446,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2469_terminationG_0.smt2",0,6.96277104591837,7.828,8.196,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2501_safety_0.smt2",0,0.621632329635499,0.75,0.948,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2529_safety_0.smt2",0,3.73702169855343,3.828,3.997,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2547_safety_0.smt2",,879.73086627418,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2565_safety_0.smt2",0,1.71220238095238,1.891,2.095,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2587_safety_0.smt2",0,2.25678869832894,2.453,2.668,1,0,0,
