,"smt.arith.gomory_use_closest_int=false","-file:{0} smt.arith.gomory_use_closest_int=false",,,,,,
,"RV 11690","T_norm 11690","T_cpu 11690","T_wc 11690","# SAT 11690","# UNSAT 11690","# UNKNOWN 11690",
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30820_safety_0.smt2",,864.462809917355,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__terminationQ_0_0.smt2",0,4.36991516762061,5.109,5.375,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p30861_safety_0.smt2",0,7.26704298740773,8,8.429,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p30879_safety_0.smt2",,889.834113143343,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p30895_safety_0.smt2",0,0.180901447424436,0.203,0.395,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p30915_safety_0.smt2",0,3.04377530364372,3.594,3.893,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p30935_safety_0.smt2",0,2.78019199009084,3.219,3.448,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p30951_safety_0.smt2",,934.345690040196,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p30967_safety_0.smt2",0,1.41504329004329,1.25,1.437,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p30993_safety_0.smt2",0,6.4146361451049,7.016,7.377,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31023_safety_0.smt2",0,3.95690789473684,4.313,4.546,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31041_safety_0.smt2",,1012.09482341558,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31062_safety_0.smt2",0,2.46965914025184,2.719,2.973,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31079_safety_0.smt2",0,109.472949763847,121.875,126.861,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31103_safety_0.smt2",,826.550770446464,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31120_safety_0.smt2",,863.748967795211,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31139_safety_0.smt2",,998.091603053435,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31162_safety_0.smt2",,888.322717622081,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31198_safety_0.smt2",0,6.83741056397307,7.766,8.191,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31214_safety_0.smt2",0,0.758816964285714,0.813,0.998,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31238_safety_0.smt2",0,6.30392306130735,7.422,7.801,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31260_safety_0.smt2",0,6.94059379070777,7.641,7.981,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31280_safety_0.smt2",0,16.1641483516484,18.281,19.026,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31302_safety_0.smt2",0,0.485801486199576,0.547,0.785,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31318_safety_0.smt2",0,1.89235639981909,2,2.154,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31339_safety_0.smt2",,911.944202266783,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31371_safety_0.smt2",0,0.727833001988072,0.875,1.075,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31389_safety_0.smt2",0,1.10039922313336,1.219,1.406,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31417_safety_0.smt2",0,6.59682908383751,7.297,7.651,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31433_safety_0.smt2",,919.964819700967,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31458_safety_0.smt2",0,0.689390171110227,0.828,0.976,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31475_safety_0.smt2",0,2.0235119047619,2.031,2.359,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31502_safety_0.smt2",0,6.54862292641429,7.359,7.677,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31530_safety_0.smt2",0,0.595638888888889,0.641,0.844,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31555_safety_0.smt2",0,5.24334183673469,6.141,6.726,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31568_safety_0.smt2",0,1.85880897219882,2.109,2.335,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31599_safety_0.smt2",,887.945670628183,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31615_safety_0.smt2",0,3.75636925411969,4.141,4.362,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31631_safety_0.smt2",0,4.0179257362356,4.5,4.765,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31649_safety_0.smt2",0,7.45574836199836,8.703,9.192,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31678_safety_0.smt2",,929.777777777778,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31705_safety_0.smt2",0,0.905112737341772,1.094,1.277,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31726_safety_0.smt2",,996.665078608861,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31747_safety_0.smt2",,993.35232668566,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31764_safety_0.smt2",0,98.7366053376466,116.719,121.453,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31792_safety_0.smt2",0,7.25433114035088,7.906,8.283,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31816_safety_0.smt2",0,14.7813798836243,17,17.784,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31837_safety_0.smt2",0,7.07576343254736,8.75,9.39,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__terminationS_2_0.smt2",0,4.54956632653061,5.328,5.627,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p31858_terminationG_0.smt2",0,1.19157853285329,1.266,1.387,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p31890_safety_0.smt2",0,6.70615786240787,7.828,8.176,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p31906_safety_0.smt2",0,0.908362712567399,1.047,1.159,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p31933_safety_0.smt2",0,6.92724071049408,8.109,8.496,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p31946_safety_0.smt2",0,11.3027515377856,12.297,12.847,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p31977_safety_0.smt2",,924.028268551237,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p31987_safety_0.smt2",0,3.24980494872938,3.484,3.721,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32011_safety_0.smt2",0,4.69094773952717,5.406,5.665,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32037_safety_0.smt2",0,0.439562958435208,0.516,0.81,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32061_safety_0.smt2",0,3.01363532633501,3.156,3.36,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32079_safety_0.smt2",0,6.28097188511327,7.422,7.842,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32102_safety_0.smt2",0,10.9604527828467,11.484,11.954,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32114_safety_0.smt2",0,1.71031289242361,1.953,2.182,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32139_safety_0.smt2",0,0.780338196286472,0.844,1.019,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32157_safety_0.smt2",0,33.2302813653137,34.438,35.911,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32174_safety_0.smt2",0,6.01041238173591,6.984,7.313,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32196_safety_0.smt2",,847.306601863103,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32231_safety_0.smt2",0,3.2661053802589,3.859,4.123,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32246_safety_0.smt2",0,0.521025587248322,0.594,0.819,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32268_safety_0.smt2",0,3.34767901748543,3.844,4.194,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32285_safety_0.smt2",0,0.440620319520719,0.422,0.61,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32305_safety_0.smt2",0,0.961789946873723,1.125,1.369,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32319_safety_0.smt2",,868.410128684101,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32340_safety_0.smt2",0,7.83894675925926,8.094,8.37,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32365_safety_0.smt2",,924.028268551237,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32397_safety_0.smt2",0,9.39730612682091,10.484,10.935,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32413_safety_0.smt2",0,0.371761794439764,0.422,0.606,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32438_safety_0.smt2",0,7.89103101424979,9,9.354,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32455_safety_0.smt2",,921.180096873624,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32475_safety_0.smt2",0,7.35731511254019,7.656,7.999,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32488_safety_0.smt2",0,0.889558348708488,0.922,1.13,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32511_safety_0.smt2",0,0.711507682458387,0.797,0.987,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32526_safety_0.smt2",0,4.51640759930915,5,5.26,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32548_safety_0.smt2",,941.494149414941,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32579_safety_0.smt2",0,0.281303786574871,0.313,0.501,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32596_safety_0.smt2",0,0.662775021570319,0.734,0.961,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32619_safety_0.smt2",0,1.14938893653516,1.281,1.438,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32635_safety_0.smt2",,887.568943572338,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32658_safety_0.smt2",0,7.18090949033392,7.813,8.239,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32674_safety_0.smt2",,907.198612315698,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32695_safety_0.smt2",0,0.675599164467898,0.734,0.923,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32715_safety_0.smt2",,902.502157031924,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32746_safety_0.smt2",0,0.246097209920283,0.266,0.399,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32763_safety_0.smt2",,909.960852544585,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p334_safety_0.smt2",0,4.92158092848181,5.625,5.84,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p359_safety_0.smt2",0,6.58796097770154,7.344,7.718,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p374_safety_0.smt2",0,0.642611402359109,0.703,0.889,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p396_safety_0.smt2",0,4.69151937819421,5.266,5.498,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p423_safety_0.smt2",0,8.10773155416013,7.406,7.724,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p440_terminationG_0.smt2",0,409.783864767074,433.094,450.625,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateGet.jar-obl-11__p1105_safety_0.smt2",0,4.32207749562172,4.719,4.964,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1543_terminationG_0.smt2",0,35.4320424013434,40.344,42.03,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1578_safety_0.smt2",0,3.84961756077116,4.391,4.674,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1596_safety_0.smt2",0,2.21860859728507,2.578,2.765,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1624_safety_0.smt2",0,5.97844210310966,6.984,7.296,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1650_safety_0.smt2",0,1.99262321660182,2.203,2.402,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1666_safety_0.smt2",,910.753156290814,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1696_safety_0.smt2",0,7.00446428571429,7.453,7.788,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1718_terminationG_0.smt2",0,1.78221809169765,2.063,2.304,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1749_safety_0.smt2",0,3.30162330564058,3.609,3.868,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1762_safety_0.smt2",0,135.848885793872,139.875,145.62,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1794_safety_0.smt2",0,4.2822699456029,4.516,4.682,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1808_safety_0.smt2",,910.35683202785,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1881_safety_0.smt2",,906.805374945817,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1904_safety_0.smt2",0,7.34337315765967,7.859,8.215,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1939_safety_0.smt2",,910.35683202785,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1989_safety_0.smt2",0,0.100136761487965,0.109,0.26,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2019_safety_0.smt2",0,4.74473055193394,5.219,5.491,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2047_safety_0.smt2",0,7.58687194308582,8.156,8.726,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2106_safety_0.smt2",,934.345690040197,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2138_safety_0.smt2",,916.338151554972,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2164_safety_0.smt2",,918.752744839701,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2200_safety_0.smt2",0,5.20185204727733,5.891,6.231,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2229_safety_0.smt2",0,7.2140922158337,7.797,8.18,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2274_safety_0.smt2",0,6.2345624741415,7.203,7.522,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2292_safety_0.smt2",0,7.96062925170068,8.391,8.806,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2318_safety_0.smt2",,1320.70707070707,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2336_safety_0.smt2",0,9.1871984318456,10.922,11.534,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2398_safety_0.smt2",,908.774978279757,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2424_safety_0.smt2",0,5.55982949876746,6.469,6.815,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2442_safety_0.smt2",0,80.4485103626943,89.063,92.705,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2469_terminationG_0.smt2",0,6.01571580782642,7.422,7.768,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2501_safety_0.smt2",0,0.653156221616712,0.688,0.847,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2529_safety_0.smt2",0,3.57064580403188,3.641,3.894,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2547_safety_0.smt2",,938.958707360862,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2565_safety_0.smt2",0,1.31804435483871,1.484,1.651,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2587_safety_0.smt2",0,12.6941747572816,15,15.564,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2610_safety_0.smt2",0,7.23980437665783,7.828,8.603,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2624_safety_0.smt2",,805.544859453215,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2650_safety_0.smt2",0,1.50526002381898,1.813,2.07,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2674_safety_0.smt2",,942.342342342342,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2694_safety_0.smt2",0,1.02620036934441,1.063,1.261,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2710_safety_0.smt2",0,1.29627452984464,1.516,1.717,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2744_safety_0.smt2",0,0.153135647359455,0.172,0.254,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2769_safety_0.smt2",0,5.32948369565217,6.094,6.42,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2794_safety_0.smt2",0,7.84951306706115,7.609,7.981,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2813_safety_0.smt2",0,6.94445281124498,8.266,8.636,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2836_safety_0.smt2",0,1.52069218608853,1.609,1.838,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2859_safety_0.smt2",0,4.52246213671715,5.281,5.511,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__terminationS_1_0.smt2",0,10.8076079622132,11.484,11.93,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p2903_safety_0.smt2",0,7.45706043956044,8.109,8.553,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p2923_safety_0.smt2",,863.748967795211,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p2952_safety_0.smt2",0,10.7551480409617,11.547,12.041,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p2974_safety_0.smt2",0,2.80735586481113,3.375,3.582,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p2999_safety_0.smt2",,873.851294903926,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p3015_safety_0.smt2",0,4.29993909866017,5.063,5.314,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p3037_safety_0.smt2",0,6.88258797653958,5.609,5.826,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p3067_safety_0.smt2",0,0.360229591836735,0.422,0.632,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p3088_safety_0.smt2",,854.575163398693,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p3111_safety_0.smt2",0,0.977144758394758,1.141,1.342,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p3125_safety_0.smt2",,928.952042628774,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p3144_safety_0.smt2",0,8.81665415951972,9.828,10.257,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p3156_safety_0.smt2",,942.767012167643,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p3177_safety_0.smt2",0,6.33737244897959,7.422,7.864,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p3204_safety_0.smt2",0,0.297545513654096,0.328,0.515,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p3228_safety_0.smt2",0,7.46972120658135,7.813,8.182,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p3247_safety_0.smt2",0,1.64383066310636,1.766,1.949,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p3276_safety_0.smt2",,966.281755196305,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p3295_safety_0.smt2",,860.55121349239,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p3316_safety_0.smt2",0,0.629636270491803,0.734,0.899,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p3339_safety_0.smt2",0,2.41194766194766,2.688,2.86,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p3355_safety_0.smt2",,961.397058823529,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__terminationS_1_0.smt2",0,7.45125110229277,8.078,8.369,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIteratorKeyLoop.jar-obl-12__p3705_safety_0.smt2",0,5.70513254643963,7.047,7.442,0,1,0,
