,"smt.arith.gomory_polarity=false","-file:{0} smt.arith.gomory_polarity=false",,,,,,
,"RV 11688","T_norm 11688","T_cpu 11688","T_wc 11688","# SAT 11688","# UNSAT 11688","# UNKNOWN 11688",
"QF_NIA_small\From_AProVE_2014__Matrix.jar-obl-16__p10797_safety_0.smt2",,889.455782312925,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Matrix.jar-obl-16__p10817_safety_0.smt2",,907.198612315698,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Matrix.jar-obl-16__p10831_terminationG_0.smt2",,886.816447647308,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Matrix.jar-obl-16__p10847_edge_closing_0.smt2",0,32.377130988347,35.859,37.357,1,0,0,
"QF_NIA_small\From_AProVE_2014__Matrix.jar-obl-16__term_unfeasibility_4_0.smt2",0,1.62581806282722,1.781,1.945,0,1,0,
"QF_NIA_small\From_AProVE_2014__MirrorBinTreeRec.jar-obl-9__p10900_terminationG_0.smt2",,890.971039182283,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__MirrorBinTreeRec.jar-obl-9__terminationS_8_0.smt2",0,9.67857517849643,11.016,11.449,0,1,0,
"QF_NIA_small\From_AProVE_2014__mirrorInterv_rec.jar-obl-8__p10912_terminationG_0.smt2",0,19.4061883629191,18.813,19.639,1,0,0,
"QF_NIA_small\From_AProVE_2014__mirrorInterv_rec.jar-obl-8__p10930_terminationG_0.smt2",,924.845269672856,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__mirrorInterv_rec.jar-obl-8__p10946_edge_closing_0.smt2",0,37.8345329024677,46.172,48.135,1,0,0,
"QF_NIA_small\From_AProVE_2014__MysteriousProgram.jar-obl-12__p11042_safety_0.smt2",0,237.852502194908,259,269.418,0,1,0,
"QF_NIA_small\From_AProVE_2014__MysteriousProgram.jar-obl-12__terminationS_12_0.smt2",0,28.9829166666667,33.25,34.528,0,1,0,
"QF_NIA_small\From_AProVE_2014__MysteriousProgram.jar-obl-12__terminationS_6_0.smt2",0,45.7142527675277,53.297,55.416,0,1,0,
"QF_NIA_small\From_AProVE_2014__narrowing_rec.jar-obl-8__p11055_terminationG_0.smt2",0,11.8401982829109,13.844,14.399,1,0,0,
"QF_NIA_small\From_AProVE_2014__narrowing_rec.jar-obl-8__p11071_edge_closing_0.smt2",0,21.6685002018571,25.656,26.823,1,0,0,
"QF_NIA_small\From_AProVE_2014__NestedLoop.jar-obl-10__p11151_terminationG_0.smt2",0,0.728220891130727,0.828,1.009,1,0,0,
"QF_NIA_small\From_AProVE_2014__NO_05.jar-obl-9__p11209_safety_0.smt2",,862.324814509481,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__NO_05.jar-obl-9__p11244_edge_closing_0.smt2",,876.046901172529,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__NO_10.jar-obl-8__p11278_terminationG_0.smt2",,960.073428178063,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__NO_10.jar-obl-8__p11301_terminationG_0.smt2",,892.110874200426,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__NO_11.jar-obl-8__p11329_terminationG_0.smt2",0,267.553240740741,300.422,312.613,0,1,0,
"QF_NIA_small\From_AProVE_2014__NO_11.jar-obl-8__p11345_terminationG_0.smt2",,801.839785358375,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__NO_12.jar-obl-8__p11367_terminationG_0.smt2",0,72.2679159802306,83.875,87.282,0,1,0,
"QF_NIA_small\From_AProVE_2014__NO_12.jar-obl-8__p11383_terminationG_0.smt2",,926.483613817538,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__NO_13.jar-obl-8__p11407_edge_closing_0.smt2",0,0.327661387329591,0.391,0.578,0,1,0,
"QF_NIA_small\From_AProVE_2014__NO_13.jar-obl-8__p11445_edge_closing_0.smt2",0,10.7870233772129,11.359,11.87,1,0,0,
"QF_NIA_small\From_AProVE_2014__NO_13.jar-obl-8__terminationQ_1_0.smt2",,889.455782312925,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__NO_23.jar-obl-8__p11498_terminationG_0.smt2",0,497.587333189841,552.531,574.257,0,1,0,
"QF_NIA_small\From_AProVE_2014__NonPeriodicNonterm2.jar-obl-8__terminationS_0_0.smt2",0,197.581043114017,231.109,240.526,0,1,0,
"QF_NIA_small\From_AProVE_2014__Norm.jar-obl-9__p11588_terminationG_0.smt2",,909.960852544585,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__PastaB11.jar-obl-8__terminationS_0_0.smt2",0,0.9118830472103,1.016,1.176,0,1,0,
"QF_NIA_small\From_AProVE_2014__Power.jar-obl-10__p11792_terminationG_0.smt2",0,724.088454278524,825.156,858.583,1,0,0,
"QF_NIA_small\From_AProVE_2014__Queen.jar-obl-10__p11807_terminationG_0.smt2",0,40.3233246814535,40.844,42.527,0,1,0,
"QF_NIA_small\From_AProVE_2014__RandomHard.jar-obl-10__p11832_safety_0.smt2",0,1.77697147651007,2.531,2.725,1,0,0,
"QF_NIA_small\From_AProVE_2014__RandomHard.jar-obl-10__p11849_terminationG_0.smt2",0,32.2416054564534,29.375,30.585,0,1,0,
"QF_NIA_small\From_AProVE_2014__Round3.jar-obl-8__p11893_terminationG_0.smt2",,918.349429323968,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__RSA.jar-obl-17__p11920_terminationG_0.smt2",0,502.844094571671,566.781,589.619,1,0,0,
"QF_NIA_small\From_AProVE_2014__Samefringe.jar-obl-10__p11956_terminationG_0.smt2",0,3.09166851687389,3.328,3.504,1,0,0,
"QF_NIA_small\From_AProVE_2014__SharingPair.jar-obl-8__p12030_edge_closing_0.smt2",0,59.3252785852713,58.531,60.899,1,0,0,
"QF_NIA_small\From_AProVE_2014__SortCount.jar-obl-10__p12086_terminationG_0.smt2",0,241.328739316239,269.938,280.947,1,0,0,
"QF_NIA_small\From_AProVE_2014__SortCount.jar-obl-10__p12110_terminationG_0.smt2",0,266.592022613065,278.953,290.081,1,0,0,
"QF_NIA_small\From_AProVE_2014__SortCount.jar-obl-10__p12138_terminationG_0.smt2",0,346.546452301851,349.031,363.238,1,0,0,
"QF_NIA_small\From_AProVE_2014__SortCount.jar-obl-10__p12162_terminationG_0.smt2",0,45.990884279476,50.344,52.396,1,0,0,
"QF_NIA_small\From_AProVE_2014__SortCount.jar-obl-10__p12188_terminationG_0.smt2",,973.929236499069,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__SortCount.jar-obl-10__p12217_terminationG_0.smt2",,1030.54187192118,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__SortCount.jar-obl-10__p12246_terminationG_0.smt2",0,44.5370800176835,48.156,50.105,0,1,0,
"QF_NIA_small\From_AProVE_2014__SortCount.jar-obl-10__terminationQ_3_0.smt2",0,2.02541270918137,2.141,2.314,1,0,0,
"QF_NIA_small\From_AProVE_2014__SortCount.jar-obl-10__terminationS_4_0.smt2",0,4.8804702970297,5.891,6.208,0,1,0,
"QF_NIA_small\From_AProVE_2014__sumGeneric_rec.jar-obl-8__p12326_terminationG_0.smt2",,915.936952714536,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__sumGeneric_rec.jar-obl-8__p12350_terminationG_0.smt2",,858.080393765381,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__sumGeneric2_rec.jar-obl-8__p12293_terminationG_0.smt2",0,14.9628967367009,16,16.688,0,1,0,
"QF_NIA_small\From_AProVE_2014__sunset_rec.jar-obl-8__p12391_terminationG_0.smt2",0,3.08533601565898,3.391,3.697,1,0,0,
"QF_NIA_small\From_AProVE_2014__sunset_rec.jar-obl-8__term_unfeasibility_0_0.smt2",0,0.808207417582418,0.984,1.239,0,1,0,
"QF_NIA_small\From_AProVE_2014__TaylorSeriesIte.jar-obl-13__p12467_terminationG_0.smt2",0,4.00255102040816,3.75,3.941,1,0,0,
"QF_NIA_small\From_AProVE_2014__TaylorSeriesIte.jar-obl-13__p12483_terminationG_0.smt2",,839.486356340289,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__TaylorSeriesIte.jar-obl-13__terminationS_12_0.smt2",0,3.12612935213751,3.391,3.628,0,1,0,
"QF_NIA_small\From_AProVE_2014__TaylorSeriesRec.jar-obl-13__p12559_terminationG_0.smt2",0,51.9615158322636,58.047,60.361,1,0,0,
"QF_NIA_small\From_AProVE_2014__TaylorSeriesRec.jar-obl-13__p12576_terminationG_0.smt2",,904.453091223519,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__TaylorSeriesRec.jar-obl-13__terminationS_11_0.smt2",0,6.98871975406585,8.422,8.687,0,1,0,
"QF_NIA_small\From_AProVE_2014__TaylorSeriesRec.jar-obl-13__terminationS_9_0.smt2",0,4.59755574614065,5.125,5.311,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test1.jar-obl-8__p12793_terminationG_0.smt2",0,8.74596162185603,9.641,10.075,1,0,0,
"QF_NIA_small\From_AProVE_2014__Test13Loops.jar-obl-10__p12672_terminationG_0.smt2",0,30.9304074232082,34.656,36.092,1,0,0,
"QF_NIA_small\From_AProVE_2014__Test13Loops.jar-obl-10__p12688_terminationG_0.smt2",,869.492934330839,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Test13Loops.jar-obl-10__p12705_edge_closing_0.smt2",,941.494149414941,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Test13Loops.jar-obl-10__p12728_edge_closing_0.smt2",0,3.23729450681636,3.859,4.059,1,0,0,
"QF_NIA_small\From_AProVE_2014__Test13Loops.jar-obl-10__p12748_edge_closing_0.smt2",0,2.23297325102881,2.594,2.827,1,0,0,
"QF_NIA_small\From_AProVE_2014__Test13Loops.jar-obl-10__p12774_edge_closing_0.smt2",0,708.447083333334,812.75,845.713,1,0,0,
"QF_NIA_small\From_AProVE_2014__Test2.jar-obl-8__term_unfeasibility_0_0.smt2",0,0.477488522537563,0.547,0.712,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test4.jar-obl-10__terminationS_1_0.smt2",0,28.6650932918703,30.844,32.114,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test4.jar-obl-10__terminationS_10_0.smt2",0,32.5337093669803,36.359,37.888,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test4.jar-obl-10__terminationS_29_0.smt2",0,35.6968781790437,33.547,34.971,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test4.jar-obl-10__terminationS_38_0.smt2",0,51.1319507748405,53.625,55.79,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test4.jar-obl-10__terminationS_6_0.smt2",0,36.0243489583333,41.328,43.182,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test6.jar-obl-13__p12864_terminationG_0.smt2",0,40.1815236175115,50.016,52.083,1,0,0,
"QF_NIA_small\From_AProVE_2014__Test6.jar-obl-13__term_unfeasibility_4_0.smt2",0,33.9682708688245,38.125,39.716,1,0,0,
"QF_NIA_small\From_AProVE_2014__Test6.jar-obl-13__terminationS_16_0.smt2",0,42.551775147929,44.688,46.451,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test6.jar-obl-13__terminationS_25_0.smt2",0,29.3780834405834,32.734,34.068,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test6.jar-obl-13__terminationS_34_0.smt2",0,23.7340866191275,27.047,28.185,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test6.jar-obl-13__terminationS_43_0.smt2",0,20.5810185185185,22.844,23.799,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test7.jar-obl-11__p12888_terminationG_0.smt2",0,0.639568268821778,0.719,0.894,1,0,0,
"QF_NIA_small\From_AProVE_2014__Test7.jar-obl-11__p12919_safety_0.smt2",0,0.244688463232056,0.266,0.457,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test7.jar-obl-11__p12938_edge_closing_0.smt2",0,94.3653745826377,108.078,112.445,1,0,0,
"QF_NIA_small\From_AProVE_2014__TestJulia7.jar-obl-8__p12986_terminationG_0.smt2",0,3.81710239651416,4.188,4.421,0,1,0,
"QF_NIA_small\From_AProVE_2014__TriTas.jar-obl-12__p13025_terminationG_0.smt2",,898.239587805925,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__TriTas.jar-obl-12__p13043_edge_closing_0.smt2",0,1.12128202344768,1.234,1.445,1,0,0,
"QF_NIA_small\From_AProVE_2014__upAndDown_rec.jar-obl-8__p13155_edge_closing_0.smt2",0,476.086531690141,484.734,504.199,1,0,0,
"QF_NIA_small\From_AProVE_2014__upAndDown_rec.jar-obl-8__terminationS_3_0.smt2",0,10.4641035700275,12.75,13.355,0,1,0,
"QF_NIA_small\From_AProVE_2014__upAndDownIneq_rec.jar-obl-8__p13122_edge_closing_0.smt2",0,59.9616075200676,67.844,70.628,1,0,0,
"QF_NIA_small\From_AProVE_2014__upAndDownIneq_rec.jar-obl-8__terminationS_4_0.smt2",0,4.15846893491125,4.031,4.248,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-alternatingIncr.jar-obl-8__p13182_terminationG_0.smt2",0,0.303062913907285,0.328,0.487,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-alternDiv.jar-obl-8__p13204_edge_closing_0.smt2",0,14.7899427816901,16.063,16.765,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-alternDivWidening.jar-obl-8__p13246_terminationG_0.smt2",0,30.6657326691573,35.313,36.75,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-alternDivWidening.jar-obl-8__p13266_edge_closing_0.smt2",,903.281519861831,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-complInterv.jar-obl-8__p13409_terminationG_0.smt2",0,23.1784090909091,26.813,27.974,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-complInterv3.jar-obl-8__p13363_terminationG_0.smt2",,856.674856674857,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-complxStruc.jar-obl-8__terminationQ_0_0.smt2",0,5.73074468085106,6.438,6.704,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-convLower.jar-obl-8__p13465_terminationG_0.smt2",0,0.631642512077295,0.75,0.948,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-cousot.jar-obl-8__p13488_terminationG_0.smt2",,843.888664784187,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-cousot.jar-obl-8__p13504_terminationG_0.smt2",,874.216464688675,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-even.jar-obl-9__p13541_terminationG_0.smt2",,941.070625281152,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-ex02.jar-obl-8__p13595_terminationG_0.smt2",0,2.3545464650956,2.531,2.718,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-ex04.jar-obl-8__p13648_terminationG_0.smt2",0,64.7209527057753,68.031,70.863,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-ex06.jar-obl-8__p13693_terminationG_0.smt2",0,2.53183145824318,2.797,3.008,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-ex08.jar-obl-8__p13746_terminationG_0.smt2",,937.275985663082,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-ex09half.jar-obl-8__p13773_terminationG_0.smt2",,953.509571558797,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13800_terminationG_0.smt2",0,183.492283298097,207.438,215.806,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13819_terminationG_0.smt2",,1001.91570881226,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13835_terminationG_0.smt2",,883.819180397127,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13857_terminationG_0.smt2",0,2.8610200845666,3.234,3.589,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13879_terminationG_0.smt2",,908.380373425966,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13895_terminationG_0.smt2",,1031.55818540434,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13911_terminationG_0.smt2",,923.620309050773,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13925_edge_closing_0.smt2",0,1.75291208791209,1.906,2.056,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13936_edge_closing_0.smt2",0,151.836760628466,157.063,163.321,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-flip2.jar-obl-8__p13963_edge_closing_0.smt2",0,0.679809358752167,0.75,0.969,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-gauss.jar-obl-8__p14028_terminationG_0.smt2",0,1.68107142857143,1.828,1.964,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14098_terminationG_0.smt2",0,6.59186590436591,7.578,7.984,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14129_edge_closing_0.smt2",0,18.5672931109185,20.484,21.324,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-marbie2.jar-obl-8__p14171_terminationG_0.smt2",0,221.553662494205,228.438,237.547,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14201_terminationG_0.smt2",0,4.32608350951374,4.891,5.158,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14221_terminationG_0.smt2",0,569.520861989913,593.75,617.126,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14237_terminationG_0.smt2",,1003.35731414868,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-mirrorInterv.jar-obl-8__p14264_terminationG_0.smt2",0,6.58343091334895,6.719,7.024,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-mirrorInterv.jar-obl-8__p14280_terminationG_0.smt2",,877.51677852349,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-mirrorInterv.jar-obl-8__p14299_edge_closing_0.smt2",0,12.2560535944899,13.609,14.118,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-mirrorIntervSim.jar-obl-8__p14328_terminationG_0.smt2",,985.862393967955,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-narrowing.jar-obl-8__p14385_terminationG_0.smt2",,904.453091223519,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-narrowKonv.jar-obl-8__p14411_terminationG_0.smt2",,899.784946236559,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-plait.jar-obl-8__p14480_terminationG_0.smt2",0,8.12000105797715,9.172,9.616,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-sunset.jar-obl-8__p14515_edge_closing_0.smt2",0,49.405437524253,60.859,63.301,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-upAndDown.jar-obl-8__p14597_terminationG_0.smt2",0,0.911438529784537,1.031,1.215,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-upAndDown.jar-obl-8__terminationS_1_0.smt2",0,11.7652154921374,9.656,10.067,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-upAndDownIneq.jar-obl-8__terminationS_1_0.smt2",0,8.12967943201377,9.031,9.477,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-whileBreak.jar-obl-8__p14672_terminationG_0.smt2",,938.958707360862,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-whileIncrPart.jar-obl-8__p14730_terminationG_0.smt2",0,0.822650412898152,1,1.225,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-whileNested.jar-obl-8__p14763_terminationG_0.smt2",,971.667440780306,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-whileNestedOffset.jar-obl-8__p14810_edge_closing_0.smt2",0,0.560437205315045,0.625,0.824,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-whileSum.jar-obl-8__p14857_terminationG_0.smt2",0,1.60167415271539,1.875,2.09,1,0,0,
"QF_NIA_small\From_AProVE_2014__whileNested_rec.jar-obl-9__p14975_terminationG_0.smt2",0,2.82626662754304,3.453,3.671,0,1,0,
"QF_NIA_small\From_AProVE_2014__whileNestedOffset_rec.jar-obl-9__p14936_terminationG_0.smt2",0,0.176395807388958,0.203,0.389,0,1,0,
"QF_NIA_small\From_T2__1.t2__p15279_safety_0.smt2",0,11.4164856646394,12.563,13.15,1,0,0,
"QF_NIA_small\From_T2__1394complete-fail.t2__p15161_safety_0.smt2",0,2.52236574909747,2.672,3.018,1,0,0,
"QF_NIA_small\From_T2__2.t2__p15344_terminationG_0.smt2",,913.53711790393,1000,1000,0,0,0,
"QF_NIA_small\From_T2__acqrel-fail.t2__p15388_terminationG_0.smt2",0,0.0841016295025729,0.094,0.195,0,1,0,
"QF_NIA_small\From_T2__afagp-fail.t2__p15470_terminationG_0.smt2",0,778.786331300813,915.781,952.849,0,1,0,
"QF_NIA_small\From_T2__afagp-fail.t2__p15486_terminationG_0.smt2",,868.410128684101,1000,1000,0,0,0,
"QF_NIA_small\From_T2__afagp-fail.t2__p15502_terminationG_0.smt2",,924.845269672856,1000,1000,0,0,0,
"QF_NIA_small\From_T2__afagp-fail.t2__terminationQ_9_0.smt2",,884.566596194503,1000,1000,0,0,0,
"QF_NIA_small\From_T2__afagp-fail.t2_fixed__p15428_terminationG_0.smt2",0,36.3550657120439,44.297,46.092,0,1,0,
"QF_NIA_small\From_T2__agafp.t2__p15582_terminationG_0.smt2",,882.700421940928,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__p15598_terminationG_0.smt2",,826.224328593997,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__p15616_terminationG_0.smt2",,885.690093141406,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__p15632_terminationG_0.smt2",,954.379562043796,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__p15648_terminationG_0.smt2",,884.192730346577,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__terminationQ_12_0.smt2",0,1.35449950074888,1.297,1.505,1,0,0,
"QF_NIA_small\From_T2__agafp.t2_fixed__p15538_terminationG_0.smt2",,914.335664335664,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2_fixed__p15554_terminationG_0.smt2",,938.958707360862,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2_fixed__p15572_edge_closing_0.smt2",0,106.49116219963,110.156,114.536,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2__p16279_terminationG_0.smt2",,944.043321299639,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2__p16319_terminationG_0.smt2",0,105.580766320795,116.734,121.42,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2__p16354_terminationG_0.smt2",,885.690093141406,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2__terminationQ_9_0.smt2",0,4.36897757548845,4.703,4.962,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2_fixed__p16109_terminationG_0.smt2",0,88.1130082905645,106.688,110.902,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2_fixed__p16142_safety_0.smt2",0,3.17325842696629,3.375,3.613,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted.t2_fixed__p16184_edge_closing_0.smt2",,913.138367525098,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2_fixed__terminationS_4_0.smt2",0,43.5416932059448,49.016,51.005,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2__p15947_terminationG_0.smt2",0,10.6640070921986,12.219,12.743,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2__p15972_terminationG_0.smt2",,835.797043547743,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2__p16010_terminationG_0.smt2",0,47.3470218466612,54.906,57.078,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2__term_unfeasibility_2_0.smt2",0,4.83533986175115,5.016,5.276,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15778_terminationG_0.smt2",0,9.79185022026431,10.625,11.062,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15806_terminationG_0.smt2",,873.121869782972,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15852_terminationG_0.smt2",0,7.29547101449275,7.219,7.526,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15876_safety_0.smt2",0,0.555437553101105,0.625,0.847,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15906_edge_closing_0.smt2",,895.547945205479,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__terminationS_11_0.smt2",0,20.5302915766739,22.719,23.658,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__terminationS_5_0.smt2",0,41.6884057971014,46.75,48.754,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2__p16624_terminationG_0.smt2",0,9.06814516129032,9.406,9.804,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2__p16640_terminationG_0.smt2",,811.796662786185,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-live.t2__p16660_terminationG_0.smt2",0,9.30942572552878,9.047,9.474,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2__p16675_safety_0.smt2",0,0.397958648194794,0.453,0.657,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2__terminationS_1_0.smt2",0,11.0661567664136,11.844,12.337,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2__terminationS_4_0.smt2",0,11.4175333594976,13.906,14.457,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16480_terminationG_0.smt2",0,10.8317671146577,12.328,12.9,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16501_safety_0.smt2",0,0.122025198320112,0.125,0.26,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16518_safety_0.smt2",0,4.452311058924,4.984,5.227,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16538_terminationG_0.smt2",0,10.2740218331172,11.359,11.981,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16558_terminationG_0.smt2",0,7.14663363302002,8.359,8.772,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16582_safety_0.smt2",0,0.10761316872428,0.125,0.229,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16596_terminationG_0.smt2",0,651.066184210526,739.141,769.744,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__term_unfeasibility_2_0.smt2",0,2.07881030701754,2.266,2.667,0,1,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2__p16429_terminationG_0.smt2",0,2.58382998745295,2.953,3.4,1,0,0,
