,"smt.arith.gomory_use_big_cuts=false","-file:{0} smt.arith.gomory_use_big_cuts=false",,,,,,
,"RV 11708","T_norm 11708","T_cpu 11708","T_wc 11708","# SAT 11708","# UNSAT 11708","# UNKNOWN 11708",
"QF_LIA/arctic-matrix/constraint-655888.smt2",,916.739702015776,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-687518.smt2",,863.392488650433,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-689472.smt2",0,25.5461345381526,30.406,31.627,1,0,0,
"QF_LIA/arctic-matrix/constraint-706002.smt2",0,62.2812889165629,71.719,74.583,1,0,0,
"QF_LIA/arctic-matrix/constraint-764693.smt2",0,22.7933651344319,25.125,26.259,1,0,0,
"QF_LIA/arctic-matrix/constraint-765743.smt2",,878.622427551449,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-772500.smt2",0,13.9518135807676,15.813,16.486,1,0,0,
"QF_LIA/arctic-matrix/constraint-777746.smt2",,959.633027522936,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-804609.smt2",0,762.074035144459,844.766,878.074,1,0,0,
"QF_LIA/arctic-matrix/constraint-808692.smt2",0,2.95041567695962,2.969,3.178,1,0,0,
"QF_LIA/arctic-matrix/constraint-863289.smt2",,912.739965095986,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-864173.smt2",0,63.0401785714286,73.406,76.309,1,0,0,
"QF_LIA/arctic-matrix/constraint-873799.smt2",,907.198612315698,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-882710.smt2",0,13.2845518401266,16.047,16.743,1,0,0,
"QF_LIA/arctic-matrix/constraint-901628.smt2",0,173.570333407672,186.016,193.528,1,0,0,
"QF_LIA/arctic-matrix/constraint-902192.smt2",,907.986111111111,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-904583.smt2",,900.947459086994,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-906218.smt2",0,7.95145479520476,7.609,8.001,1,0,0,
"QF_LIA/arctic-matrix/constraint-916576.smt2",0,122.714442493415,133.625,139.014,1,0,0,
"QF_LIA/arctic-matrix/constraint-928134.smt2",0,68.2295136068237,80.297,83.596,1,0,0,
"QF_LIA/arctic-matrix/constraint-928960.smt2",,865.177832919768,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-943653.smt2",,1009.165460685,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-968440.smt2",,836.131095123901,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-985518.smt2",,976.201586560896,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-985918.smt2",,864.105741429162,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-987361.smt2",,805.544859453215,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-993227.smt2",,836.131095123901,1000,1000,0,0,0,
"QF_LIA/Averest/parallel_prefix_sum/ParallelPrefixSum_live_bgmc000.smt2",0,0.039084296532483,0.047,0.218,1,0,0,
"QF_LIA/Averest/parallel_prefix_sum/ParallelPrefixSum_live_bgmc002.smt2",0,0.050095785440613,0.063,0.363,1,0,0,
"QF_LIA/Averest/parallel_prefix_sum/ParallelPrefixSum_live_bgmc003.smt2",0,0.0397980925324675,0.047,0.215,0,1,0,
"QF_LIA/Averest/parallel_prefix_sum/ParallelPrefixSum_live_blmc000.smt2",0,0.0575484154929577,0.047,0.158,1,0,0,
"QF_LIA/Averest/parallel_prefix_sum/ParallelPrefixSum_live_blmc002.smt2",0,0.0815827787021631,0.094,0.204,0,1,0,
"QF_LIA/Averest/parallel_prefix_sum/ParallelPrefixSum_safe_bgmc002.smt2",0,0.0409960284280936,0.047,0.153,0,1,0,
"QF_LIA/Averest/parallel_prefix_sum/ParallelPrefixSum_safe_bgmc003.smt2",0,0.0533891384238464,0.063,0.191,0,1,0,
"QF_LIA/Averest/parallel_prefix_sum/ParallelPrefixSum_safe_bgmc004.smt2",0,0.0676199834505585,0.078,0.217,0,1,0,
"QF_LIA/Averest/parallel_prefix_sum/ParallelPrefixSum_safe_bgmc005.smt2",0,0.0814134495641345,0.094,0.333,0,1,0,
"QF_LIA/Averest/parallel_prefix_sum/ParallelPrefixSum_safe_bgmc006.smt2",0,0.134886519944979,0.141,0.248,1,0,0,
"QF_LIA/Averest/parallel_prefix_sum/ParallelPrefixSum_safe_blmc000.smt2",0,0.0407744282744283,0.047,0.186,0,1,0,
"QF_LIA/Averest/parallel_prefix_sum/ParallelPrefixSum_safe_blmc001.smt2",0,0.0747313671696388,0.078,0.177,1,0,0,
"QF_LIA/Averest/parallel_prefix_sum/ParallelPrefixSum_safe_blmc002.smt2",0,0.0837067861715749,0.094,0.226,0,1,0,
"QF_LIA/Averest/parallel_prefix_sum/ParallelPrefixSum_safe_blmc003.smt2",0,0.106722248134328,0.109,0.28,1,0,0,
"QF_LIA/Averest/parallel_prefix_sum/ParallelPrefixSum_safe_blmc004.smt2",0,0.152615662139219,0.172,0.392,0,1,0,
"QF_LIA/Averest/parallel_prefix_sum/ParallelPrefixSum_safe_blmc005.smt2",0,0.186938316993464,0.219,0.42,1,0,0,
"QF_LIA/Averest/parallel_prefix_sum/ParallelPrefixSum_safe_blmc006.smt2",0,0.209823475469968,0.219,0.405,0,1,0,
"QF_LIA/Averest/parallel_prefix_sum/ParallelPrefixSum_safe_blmc007.smt2",0,0.277572786089769,0.328,0.517,1,0,0,
"QF_LIA/Averest/parallel_prefix_sum/ParallelPrefixSum_safe_blmc008.smt2",0,0.407890490533563,0.453,0.587,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex10000_2600_100.smt2",0,0.224752900730554,0.25,0.423,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex10100_2600_100.smt2",0,0.215049342105263,0.25,0.416,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex10200_2600_100.smt2",0,0.218173341185709,0.266,0.467,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex10300_2600_100.smt2",0,0.250535392245266,0.266,0.455,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex10400_2600_100.smt2",0,0.24464656964657,0.281,0.614,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex10500_2600_100.smt2",0,0.266836734693877,0.281,0.463,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex10600_2600_100.smt2",0,0.276661024121879,0.313,0.488,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex10700_2600_100.smt2",0,0.224752900730554,0.25,0.432,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex10800_2600_100.smt2",0,0.215049342105263,0.25,0.454,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex10900_2600_100.smt2",0,0.231007067137809,0.281,0.465,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex11000_2600_100.smt2",0,0.221060640216411,0.234,0.412,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex11100_2600_100.smt2",0,0.231055093555094,0.266,0.561,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex11200_2600_100.smt2",0,0.24735149451381,0.313,0.531,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex11300_2600_100.smt2",0,0.265992314647378,0.281,0.52,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex11400_2600_100.smt2",0,0.242235178727114,0.266,0.404,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex11500_2600_100.smt2",0,0.213469387755102,0.25,0.457,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex11600_2600_100.smt2",0,0.245360717264387,0.281,0.468,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex11700_2600_100.smt2",0,0.233482142857143,0.266,0.607,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex11800_2600_100.smt2",0,0.251227583262169,0.281,0.459,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex11900_2600_100.smt2",0,0.23718820861678,0.25,0.465,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex12000_2600_100.smt2",0,0.236060960067969,0.266,0.461,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex12100_2600_100.smt2",0,0.271140552995392,0.281,0.41,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex12200_2600_100.smt2",0,0.255570758405004,0.313,0.515,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex12300_2600_100.smt2",0,0.245770676691729,0.297,1.195,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex12400_2600_100.smt2",0,0.240442315137437,0.297,0.526,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex12500_2600_100.smt2",0,0.269896788990826,0.281,0.613,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex12600_2600_100.smt2",0,0.266321826758147,0.297,0.43,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex12700_2600_100.smt2",0,0.252156922452294,0.297,0.477,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex12800_2600_100.smt2",0,0.258099163957269,0.266,0.436,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex12900_2600_100.smt2",0,0.260185379136992,0.297,0.455,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex13000_2600_100.smt2",0,0.240459770114943,0.25,0.427,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex13100_2600_100.smt2",0,0.225797440065014,0.266,0.451,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex13200_2600_100.smt2",0,0.243508983347941,0.266,0.466,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex13300_2600_100.smt2",0,0.270703933747412,0.313,0.525,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex13400_2600_100.smt2",0,0.4903125,0.609,0.827,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex13500_2600_100.smt2",0,0.482472324723247,0.563,0.754,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex13600_2600_100.smt2",0,8.01240480723465,8.047,8.436,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex13700_2600_100.smt2",0,4.78982461602324,5.516,5.863,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex13800_2600_100.smt2",0,0.393498339559983,0.453,0.592,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex13900_2600_100.smt2",0,2.47982999213836,3.016,3.233,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex14000_2600_100.smt2",0,0.515575709779181,0.469,0.641,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex14100_2600_100.smt2",0,0.443462800875274,0.484,0.662,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex14200_2600_100.smt2",0,0.40736463257413,0.453,0.645,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex14300_2600_100.smt2",0,0.37664609053498,0.438,0.63,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex14400_2600_100.smt2",0,0.882328131590046,1,1.181,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex14500_2600_100.smt2",0,2.0847623345367,2.484,2.712,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex14600_2600_100.smt2",0,1.62405263157895,1.844,2.02,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex14700_2600_100.smt2",0,1.5936851659751,1.469,1.65,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex14800_2600_100.smt2",0,1.29743823410287,1.531,1.765,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex14900_2600_100.smt2",0,1.18836961400359,1.266,1.456,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex15000_2600_100.smt2",0,1.5010250102501,1.75,1.979,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex15100_2600_100.smt2",0,1.34473892405063,1.422,1.74,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex15200_2600_100.smt2",0,1.0947966507177,1.203,1.471,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex15300_2600_100.smt2",0,1.14259565422768,1.156,1.329,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex15400_2600_100.smt2",0,1.06531043729373,1.234,1.443,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex15500_2600_100.smt2",0,0.685570834982192,0.828,1.069,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex15600_2600_100.smt2",0,0.979185022026432,1.063,1.233,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex15700_2600_100.smt2",0,0.982858769931663,1.031,1.165,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex15800_2600_100.smt2",0,0.939980761441879,1.109,1.283,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex15900_2600_100.smt2",0,0.786996679119967,0.906,1.091,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex16000_2600_100.smt2",0,0.80109409190372,0.875,1.076,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex16100_2600_100.smt2",0,0.876478706624608,0.797,0.984,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex16200_2600_100.smt2",0,0.793647119341564,0.922,1.106,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex16300_2600_100.smt2",0,0.856870434035238,0.953,1.128,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex16400_2600_100.smt2",0,0.644255705394191,0.594,0.779,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex16500_2600_100.smt2",0,0.938958707360862,1,1.215,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex16600_2600_100.smt2",0,0.701675779667881,0.828,1.226,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex16700_2600_100.smt2",0,0.82405462184874,0.984,1.387,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex16800_2600_100.smt2",0,0.724090189873418,0.766,1.168,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex16900_2600_100.smt2",0,0.616216795201371,0.688,0.87,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex17000_2600_100.smt2",0,0.79487521331058,0.891,1.097,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex17100_2600_100.smt2",0,0.875692840646651,0.906,1.116,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex17200_2600_100.smt2",0,0.659484649122807,0.719,0.897,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex17300_2600_100.smt2",0,0.73751007252216,0.875,1.057,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex17400_2600_100.smt2",0,0.621730860675226,0.625,0.777,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex17500_2600_100.smt2",0,0.710262163438829,0.719,0.867,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex17600_2600_100.smt2",0,0.609001620089105,0.719,0.913,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex17700_2600_100.smt2",0,0.737312030075188,0.797,0.981,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex17800_2600_100.smt2",0,0.624169779991698,0.719,0.874,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex17900_2600_100.smt2",0,0.586515317286652,0.641,0.832,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex18000_2600_100.smt2",0,0.834002057613169,0.969,1.19,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex18100_2600_100.smt2",0,0.908368421052632,1.031,1.278,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex18200_2600_100.smt2",0,0.644255705394191,0.594,0.728,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex18300_2600_100.smt2",0,0.648719117051437,0.766,0.962,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex18400_2600_100.smt2",0,0.557506732495512,0.594,0.853,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex18500_2600_100.smt2",0,0.724090189873418,0.766,1.105,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex18600_2600_100.smt2",0,0.67010045100451,0.781,1.018,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex18700_2600_100.smt2",0,0.686241431019709,0.766,0.967,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex18800_2600_100.smt2",0,0.745455034423408,0.828,0.986,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex18900_2600_100.smt2",0,0.675710594315245,0.75,0.946,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex19000_2600_100.smt2",0,0.664625693160813,0.688,0.841,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex19100_2600_100.smt2",0,0.685936238902341,0.813,1.008,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex19200_2600_100.smt2",0,0.712177634504224,0.766,0.985,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex19300_2600_100.smt2",0,0.700957330415755,0.766,0.951,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex19400_2600_100.smt2",0,0.555132367632365,0.531,0.809,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex19500_2600_100.smt2",0,0.677943269621797,0.797,1.116,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex19600_2600_100.smt2",0,0.934790129151292,0.969,1.196,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex19700_2600_100.smt2",0,0.654819092395748,0.766,1.011,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex19800_2600_100.smt2",0,0.720459183673469,0.844,1.058,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex19900_2600_100.smt2",0,0.611108226007478,0.703,0.9,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex20000_2600_100.smt2",0,0.59297052154195,0.625,0.835,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex20100_2600_100.smt2",0,0.63875318606627,0.719,0.972,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex20200_2600_100.smt2",0,0.586197694278394,0.656,0.844,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex20300_2600_100.smt2",0,0.582123499806427,0.719,0.943,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex20400_2600_100.smt2",0,0.544128095818108,0.641,0.837,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex20500_2600_100.smt2",0,0.610600871731009,0.703,0.906,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex20600_2600_100.smt2",0,0.700113041408853,0.703,0.878,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex20700_2600_100.smt2",0,0.585313360881543,0.609,0.76,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex20800_2600_100.smt2",0,0.642443003144654,0.781,1.006,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex20900_2600_100.smt2",0,0.739536199095023,0.781,0.914,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex21000_2600_100.smt2",0,0.569185323383085,0.656,0.969,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex21100_2600_100.smt2",0,0.601250560789592,0.641,1.057,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex21200_2600_100.smt2",0,0.542081260364843,0.625,0.837,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex21300_2600_100.smt2",0,0.691134070158578,0.688,0.856,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex21400_2600_100.smt2",0,0.691236274908499,0.813,1.046,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex21500_2600_100.smt2",0,0.628605769230769,0.656,0.872,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex21600_2600_100.smt2",0,0.73500102207686,0.859,1.041,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex21700_2600_100.smt2",0,0.648500236183278,0.656,0.788,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex21800_2600_100.smt2",0,0.642539732329569,0.734,1.019,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex21900_2600_100.smt2",0,0.85610119047619,0.859,1.05,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex22000_2600_100.smt2",0,0.60719814241486,0.656,0.851,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex22100_2600_100.smt2",0,0.647568662764521,0.688,0.86,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex22200_2600_100.smt2",0,0.675532475748629,0.766,0.948,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex22300_2600_100.smt2",0,0.591433142100618,0.641,0.772,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex22400_2600_100.smt2",0,0.864045343635624,1.016,1.89,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex22500_2600_100.smt2",0,0.665026536930561,0.719,0.908,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex22600_2600_100.smt2",0,0.657696177062374,0.781,0.934,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex22700_2600_100.smt2",0,0.73686880072137,0.781,0.969,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex22800_2600_100.smt2",0,0.701675779667881,0.828,1.998,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex22900_2600_100.smt2",0,0.80189708939709,0.922,1.248,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex23000_2600_100.smt2",0,0.641770287958115,0.703,0.92,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex23100_2600_100.smt2",0,0.620738023305999,0.688,0.848,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex23200_2600_100.smt2",0,0.740309233449477,0.813,0.983,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex23300_2600_100.smt2",0,0.587955032119914,0.656,0.813,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex23400_2600_100.smt2",0,0.693940734188412,0.75,1.08,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex23500_2600_100.smt2",0,0.633829639889196,0.766,1.234,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex23600_2600_100.smt2",0,0.725195152013147,0.844,1.014,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex23700_2600_100.smt2",0,0.712072095435684,0.656,0.867,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex23800_2600_100.smt2",0,0.63584259626836,0.766,0.949,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex23900_2600_100.smt2",0,0.631388329979879,0.75,0.925,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex24000_2600_100.smt2",0,0.629168531781558,0.672,1.329,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex24100_2600_100.smt2",0,0.616191651705566,0.656,0.879,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex24200_2600_100.smt2",0,0.589495040577096,0.625,0.795,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex24300_2600_100.smt2",0,0.568808004640371,0.703,0.984,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex24400_2600_100.smt2",0,0.651201818969251,0.719,0.892,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex24500_2600_100.smt2",0,0.679573804573805,0.781,1.132,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex24600_2600_100.smt2",0,0.598428600488202,0.703,0.905,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex24700_2600_100.smt2",0,0.561687971500419,0.641,0.8,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex24800_2600_100.smt2",0,0.624867247238742,0.703,0.929,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex24900_2600_100.smt2",0,0.704851752021563,0.875,1.215,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex25000_2600_100.smt2",0,0.58193117672601,0.641,0.817,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex25100_2600_100.smt2",0,0.571599227328182,0.672,0.913,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex25200_2600_100.smt2",0,0.488256682389937,0.594,0.814,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex25300_2600_100.smt2",0,0.583947860407146,0.672,0.873,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex25400_2600_100.smt2",0,0.606187589158345,0.609,0.799,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex25500_2600_100.smt2",0,0.585564291401274,0.703,1.068,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex25600_2600_100.smt2",0,0.584593797564688,0.734,0.952,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex25700_2600_100.smt2",0,0.71694760357433,0.844,1.134,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex25800_2600_100.smt2",0,0.661264367816092,0.688,0.83,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex25900_2600_100.smt2",0,0.668456032719837,0.781,0.931,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex26000_2600_100.smt2",0,0.728154110976103,0.859,1.469,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex26100_2600_100.smt2",0,0.790723761217323,0.969,1.309,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex26200_2600_100.smt2",0,0.698518698397279,0.688,0.965,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex26300_2600_100.smt2",0,0.668729541734861,0.781,0.984,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex26400_2600_100.smt2",0,0.673969072164949,0.813,1.034,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex26500_2600_100.smt2",0,0.680989583333333,0.75,0.928,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex26600_2600_100.smt2",0,0.811243046640992,0.906,1.11,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex26700_2600_100.smt2",0,0.704761293634499,0.656,0.834,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex26800_2600_100.smt2",0,0.557320578905631,0.672,0.899,1,0,0,
