,"smt.arith.gomory_use_big_cuts=false","-file:{0} smt.arith.gomory_use_big_cuts=false",,,,,,
,"RV 11708","T_norm 11708","T_cpu 11708","T_wc 11708","# SAT 11708","# UNSAT 11708","# UNKNOWN 11708",
"QF_LIA/nec-smt/large/bftpd_login/prp-29-49.smt2",0,68.7623797551377,75.172,78.154,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-29-50.smt2",0,132.73268442623,154.813,161.243,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-30-46.smt2",0,68.6646365814697,82.188,85.449,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-30-47.smt2",0,61.3683447704685,61.984,64.429,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-30-48.smt2",0,154.953039617486,162.656,169.255,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-30-49.smt2",0,373.103276081426,350.453,363.965,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-30-50.smt2",0,326.68959969459,357.922,372.71,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-31-46.smt2",0,74.7662561830173,86.703,90.215,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-31-47.smt2",0,72.0028801843318,82.156,85.438,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-31-48.smt2",0,88.1141304347826,97.844,101.949,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-31-49.smt2",0,163.07972636816,156.688,162.87,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-31-50.smt2",0,204.432686461289,241.078,250.494,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-32-46.smt2",0,80.906995502542,98.891,102.918,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-32-47.smt2",0,80.0636867088607,90.703,94.391,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-32-48.smt2",0,138.897236180905,132.125,137.553,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-32-49.smt2",0,387.047007897934,456.797,474.67,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-32-50.smt2",0,406.295858963093,442.031,460.095,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-33-46.smt2",0,85.455232319079,99.344,103.231,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-33-47.smt2",0,42.841427458834,46.016,47.959,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-33-48.smt2",0,150.990124023886,157.125,163.462,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-33-49.smt2",0,219.867558837102,227.75,236.823,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-33-50.smt2",0,68.1471799094278,79.125,82.371,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-34-46.smt2",0,115.097037994604,122.359,127.293,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-34-47.smt2",0,58.5279170221843,65.578,68.256,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-34-48.smt2",0,222.29133694294,255.125,264.962,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-34-49.smt2",0,171.371878837495,200.125,208.265,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-34-50.smt2",0,347.849843819723,372.625,387.348,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-3-46.smt2",0,134.473519810896,142.766,148.498,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-3-47.smt2",0,132.207961641392,141.688,149.326,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-3-48.smt2",0,130.199936895246,147.938,153.719,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-3-49.smt2",0,51.2345883105802,57.406,59.729,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-3-50.smt2",0,288.059430004093,336.391,349.955,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-35-39.smt2",0,1.64657182835821,1.266,1.441,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-35-40.smt2",0,1.326223150358,1.328,1.527,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-35-49.smt2",0,151.967954251187,168.313,175.131,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-35-50.smt2",0,296.077723422897,242.297,252.161,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-36-45.smt2",0,11.591113490364,12.938,13.569,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-36-47.smt2",0,54.5246038365304,62.5,64.994,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-36-48.smt2",0,144.085268621575,160.891,167.407,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-36-49.smt2",0,151.64957998107,153.172,159.33,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-36-50.smt2",0,219.880945916594,241.953,251.631,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-37-40.smt2",0,1.23190578158458,1.375,1.53,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-37-41.smt2",0,1.59938837920489,1.75,2.88,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-37-42.smt2",0,1.8333084725537,2.203,2.434,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-37-50.smt2",0,231.125556144068,260.734,272.764,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-38-42.smt2",0,2.50671012269939,3.125,3.356,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-38-43.smt2",0,3.88949819711539,4.641,5.004,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-38-45.smt2",0,13.6090814766273,14.891,15.581,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-38-47.smt2",0,55.2076284141867,64.734,67.367,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-38-50.smt2",0,133.437395134228,152.063,158.295,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-39-41.smt2",0,1.60421036073826,1.828,2.042,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-39-43.smt2",0,3.64318885448918,3.375,3.558,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-39-49.smt2",0,227.394583525611,235.547,245.056,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-40-45.smt2",0,16.8287713579137,17.891,18.64,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-40-46.smt2",0,40.2328310783108,46.906,49.15,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-40-47.smt2",0,66.5459807776321,72.813,75.822,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-40-48.smt2",0,47.0677876480542,53.188,56.153,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-40-49.smt2",0,195.735863095238,204.344,212.147,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-41-42.smt2",0,2.18834854868914,2.234,2.423,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-41-43.smt2",0,4.05355477855478,4.156,4.375,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-41-44.smt2",0,7.79101083401472,9.109,9.549,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-41-45.smt2",0,11.1531453583062,13.094,13.747,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-41-50.smt2",0,130.667973651192,149.344,155.283,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-42-46.smt2",0,31.5929185779817,32.922,34.419,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-42-47.smt2",0,74.1383630952381,74.422,77.402,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-42-48.smt2",0,146.929922434368,147.141,153.214,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-42-49.smt2",0,65.1036218347862,74.969,77.901,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-42-50.smt2",0,489.902387314127,503.953,524.27,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-43-42.smt2",0,1.83668673426278,2.078,2.246,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-43-44.smt2",0,6.41066533108393,7.266,8.827,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-43-49.smt2",0,251.611463758681,277.109,288.295,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-44-46.smt2",0,29.9667500981547,36.484,38.007,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-44-47.smt2",0,78.5325210378682,80.297,83.477,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-44-48.smt2",0,149.150153441473,162.625,169.205,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-44-49.smt2",0,65.0714826402907,77.047,80.304,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-44-50.smt2",0,147.752182184423,157.781,163.671,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-4-46.smt2",0,93.9243460463259,112.422,116.974,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-4-47.smt2",0,32.4693595995894,30.234,31.496,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-4-48.smt2",0,44.5165952890792,49.688,51.772,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-4-49.smt2",0,73.6149441034634,80.266,83.486,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-4-50.smt2",0,96.727748830285,108.703,113.009,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-45-44.smt2",0,6.64135660535117,7.594,7.981,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-45-45.smt2",0,22.2423459042985,26.219,27.302,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-45-46.smt2",0,14.7934851160444,14.016,14.645,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-45-47.smt2",0,54.3734285399206,58.922,61.394,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-45-48.smt2",0,254.154494382022,313.563,325.373,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-46-44.smt2",0,9.64294210943696,11.625,12.327,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-46-46.smt2",0,18.2214181940098,19.484,20.325,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-46-48.smt2",0,199.479333826014,225.797,235.036,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-47-46.smt2",0,15.377549958368,17.656,18.346,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-47-47.smt2",0,57.8453222453223,66.5,69.139,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-47-48.smt2",0,163.808948863636,192.938,201.04,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-47-49.smt2",0,301.699701400329,350.156,364.245,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-47-50.smt2",0,546.026358060748,446.844,465.154,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-48-46.smt2",0,41.5452637889688,49.688,51.815,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-48-47.smt2",0,46.0531194982394,50.016,52.003,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-48-48.smt2",0,59.0210892935498,64.297,66.825,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-48-49.smt2",0,126.38979130809,140.406,145.876,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-48-50.smt2",0,83.9936050124275,96.922,100.711,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-49-46.smt2",0,29.7159090909091,35.313,36.703,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-49-47.smt2",0,37.3026863806747,42.813,44.51,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-49-48.smt2",0,34.0267035953177,38.906,40.497,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-49-49.smt2",0,104.147186147186,115,119.678,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-49-50.smt2",0,101.321021457309,108.344,112.82,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-50-46.smt2",0,21.0867606284658,21.813,22.869,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-50-47.smt2",0,61.3764886960033,72.672,75.682,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-50-48.smt2",0,71.1628372681282,60.516,62.925,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-50-49.smt2",0,109.200462962963,119.797,124.422,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-50-50.smt2",0,104.369933768288,126.172,131.323,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-51-46.smt2",0,27.2543874547101,28.766,30.04,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-51-47.smt2",0,52.1734854859066,59.281,61.717,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-51-48.smt2",0,37.307597574839,47.063,49.036,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-51-49.smt2",0,37.7119541484716,41.281,42.947,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-51-50.smt2",0,77.9874945746528,85.891,89.437,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-52-45.smt2",0,20.3616856871136,20.469,21.282,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-52-47.smt2",0,44.512965286491,50.875,52.924,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-52-49.smt2",0,102.349856954225,111.156,115.5,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-53-45.smt2",0,17.4653107466551,19.344,20.348,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-53-47.smt2",0,33.693470223821,40.297,42.058,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-53-48.smt2",0,60.7572023353752,75.859,78.971,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-53-49.smt2",0,69.7233371559633,79.922,83.167,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-53-50.smt2",0,40.9690351583469,36.484,37.996,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-54-45.smt2",0,18.805886090573,19.453,20.251,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-54-47.smt2",0,59.0426330150068,62.063,64.747,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-54-48.smt2",0,75.0306222922411,91.063,94.692,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-54-49.smt2",0,41.3400735294118,48.375,50.299,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-54-50.smt2",0,128.749276261373,148.813,154.541,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-5-46.smt2",0,122.396369385085,134.156,139.441,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-5-47.smt2",0,55.6005504352277,51.906,54.044,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-5-48.smt2",0,195.904634831461,208.359,216.871,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-5-49.smt2",0,416.040488505747,432.547,449.813,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-5-50.smt2",,993.824228028504,1000,1000,0,0,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-55-45.smt2",0,18.604969352014,20.313,21.256,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-55-46.smt2",0,21.3068844492441,23.578,24.585,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-55-47.smt2",0,48.6031630028064,49.672,51.773,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-56-46.smt2",0,26.8728966346154,24.047,25.04,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-56-47.smt2",0,45.3067672238076,53.125,55.355,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-56-48.smt2",0,21.5060431886549,23.922,24.989,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-56-49.smt2",0,97.2183464849356,97.172,101.138,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-56-50.smt2",0,127.902606687198,138.969,144.728,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-57-46.smt2",0,37.0791030534352,34.828,36.423,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-57-47.smt2",0,35.0951726342711,32.797,34.083,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-57-48.smt2",0,37.4023076114382,42.516,44.204,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-57-49.smt2",0,120.646044158234,125.375,130.291,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-57-50.smt2",0,109.483607916851,118.328,123.071,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-58-46.smt2",0,25.6536668912848,27.297,28.459,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-58-47.smt2",0,38.3676664636622,45.172,47.079,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-58-48.smt2",0,41.8889293139293,48.156,50.062,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-58-49.smt2",0,100.282460818459,110.109,114.545,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-58-50.smt2",0,51.1083119383825,57.094,59.433,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-59-46.smt2",0,42.8547508628128,47.484,49.494,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-59-47.smt2",0,41.9908653846154,41.75,43.502,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-59-48.smt2",0,63.280773969534,67.516,70.16,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-59-49.smt2",0,68.5634120583717,85.344,88.753,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-59-50.smt2",0,123.169251424814,134.297,139.694,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-60-46.smt2",0,26.8783954880295,27.906,29.072,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-60-47.smt2",0,55.712256097561,54.594,56.731,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-60-48.smt2",0,82.0169670672007,88.094,91.689,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-60-49.smt2",0,45.2520645645645,50.422,52.523,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-60-50.smt2",0,78.5725594421582,82.141,85.615,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-61-46.smt2",0,103.88114626556,119.672,124.399,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-61-47.smt2",0,35.9172241663236,41.703,43.42,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-61-49.smt2",0,47.2638048016701,54.109,56.517,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-61-50.smt2",0,116.180950126263,131.953,136.972,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-62-46.smt2",0,106.746641791045,102.563,106.77,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-62-47.smt2",0,52.354821802935,59.688,62.04,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-62-48.smt2",0,109.485685022866,137.328,142.774,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-62-49.smt2",0,94.6829686829686,105.5,109.833,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-62-50.smt2",0,99.5410688229573,97.828,101.764,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-63-46.smt2",0,37.5247920315236,40.969,42.679,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-63-48.smt2",0,46.6329823369565,41.016,42.8,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-63-49.smt2",0,57.3661372506505,63.234,65.964,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-64-46.smt2",0,22.5890392199825,24.641,25.701,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-64-47.smt2",0,52.7439369442199,62.375,64.82,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-64-48.smt2",0,84.390555964654,109.563,113.901,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-64-49.smt2",0,140.680733846812,157.156,163.487,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-64-50.smt2",0,157.546404494382,167.563,174.063,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-6-46.smt2",0,73.1680463576159,79.219,82.451,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-6-47.smt2",0,34.1374623169681,37.891,39.45,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-6-48.smt2",0,163.052941176471,172.25,179.205,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-6-49.smt2",0,132.548023205844,147.438,153.525,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-6-50.smt2",0,106.802189150752,125.641,131.752,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-65-46.smt2",0,40.7598696727549,51.203,53.294,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-65-47.smt2",0,50.4214997964998,59.219,61.627,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-65-48.smt2",0,25.2544520547945,26.438,27.54,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-65-49.smt2",0,107.962555187638,116.891,121.665,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-65-50.smt2",0,41.766606029106,48.016,50.006,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-66-46.smt2",0,30.6172447221025,33.969,35.418,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-66-47.smt2",0,45.5673097140454,51.797,54.047,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-66-48.smt2",0,79.6055011862396,96.234,100.196,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-66-49.smt2",0,173.507382106655,188.188,195.731,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-67-46.smt2",0,40.2525341685649,42.234,43.9,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-67-47.smt2",0,31.744870230701,34.203,35.552,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-67-48.smt2",0,30.4584287531807,28.609,29.813,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-67-49.smt2",0,95.505860974611,111.484,116.034,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-67-50.smt2",0,80.9167268041237,93.797,97.604,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-68-46.smt2",0,50.7011548913043,44.594,46.402,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-68-47.smt2",0,62.8586017282011,76.5,79.64,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-68-48.smt2",0,71.4397597526166,71.781,74.763,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-68-49.smt2",0,64.4364745693191,75.094,77.846,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-68-50.smt2",0,170.292021625164,186.328,193.918,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-69-46.smt2",0,32.1848302007689,36.016,37.495,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-69-47.smt2",0,34.7498453608247,40.281,42.015,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-69-48.smt2",0,92.5305703835508,111.859,116.473,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-69-49.smt2",0,52.089456787607,61.078,63.515,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-69-50.smt2",0,113.297559990771,117.359,122.075,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-70-47.smt2",0,47.5415852864583,52.359,54.4,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-70-48.smt2",0,55.8268092105263,60.844,63.355,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-70-49.smt2",0,67.8174217002237,72.453,75.458,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-70-50.smt2",0,66.6874735841082,75.422,78.48,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-71-47.smt2",0,52.4741881765196,60.25,62.649,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-71-48.smt2",0,73.345709475151,75.484,78.544,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-71-49.smt2",0,133.178214285714,155.969,162.179,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-71-50.smt2",0,132.914137931034,138.188,143.739,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-72-48.smt2",0,63.7306795131846,75.094,78.175,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-72-49.smt2",0,98.0912489006156,106.625,110.759,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-72-50.smt2",0,120.958035359555,145.531,151.36,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-73-48.smt2",0,18.1647387200737,18.859,19.605,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-73-50.smt2",0,133.987237072743,146.156,151.927,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-74-48.smt2",0,84.0586748633877,73.531,76.458,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-74-49.smt2",0,71.6833893422948,71.375,74.281,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-74-50.smt2",0,69.048039406945,84.594,88.026,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-7-46.smt2",0,70.2598434004475,75.063,78.433,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-7-47.smt2",0,28.7961309523809,28.906,30.117,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-7-48.smt2",0,118.509283472803,135.391,140.79,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-7-49.smt2",0,110.153932704672,122.844,127.793,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-7-50.smt2",,871.303623490212,1000,1000,0,0,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-75-49.smt2",0,102.126970227671,111.5,116.136,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-75-50.smt2",0,171.43032427695,187,194.553,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-76-49.smt2",0,169.503619976359,205.641,213.793,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-76-50.smt2",0,194.233395440596,211.781,220.167,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-77-49.smt2",0,104.446444106133,114.781,119.556,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-77-50.smt2",0,64.6213976945245,75.031,78.035,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-78-49.smt2",0,52.3850867678959,57.719,60.071,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-78-50.smt2",0,246.718520220588,256.625,266.857,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-79-49.smt2",0,105.690550133097,113.875,118.479,0,1,0,
"QF_LIA/nec-smt/large/bftpd_login/prp-79-50.smt2",0,138.587842153285,181.516,188.426,0,1,0,
