,"mathsat","{0}",,,,,,
,"RV 11617","T_norm 11617","T_cpu 11617","T_wc 11617","# SAT 11617","# UNSAT 11617","# UNKNOWN 11617",
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Bangalore_false-termination.c__p26581_terminationG_0.smt2",,540.801378716071,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Bangalore_false-termination.c__p26582_terminationG_0.smt2",,517.821782178218,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Bangalore_v2_false-termination.c__p26608_terminationG_0.smt2",0,12.1997186018957,14.766,16.151,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Bangalore_v2_false-termination.c__p26609_terminationG_0.smt2",,511.491442542787,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Bangalore_v2_false-termination.c__p26620_edge_closing_0.smt2",0,0.0703865202411714,0.078,0.204,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Bangalore_v3_false-termination.c__p26641_terminationG_0.smt2",,466.097289268474,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Bangalore_v3_false-termination.c__p26642_terminationG_0.smt2",,576.308539944904,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Benghazi_nondet_true-termination.c__p26677_terminationG_0.smt2",0,0.0531504065040651,0.063,1.256,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Benghazi_nondet_true-termination.c__p26678_terminationG_0.smt2",0,0.953497329498767,1.109,2.295,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Benghazi_nondet_true-termination.c__p26679_terminationG_0.smt2",0,372.333367641005,432.313,451.13,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Benghazi_nondet_true-termination.c__p26689_terminationG_0.smt2",0,0.11469298245614,0.125,0.255,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Benghazi_nondet_true-termination.c__p26690_terminationG_0.smt2",0,197.390771276596,221.734,231.402,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Cairo_nondet_false-termination.c__p26705_terminationG_0.smt2",0,0.15253149790014,0.156,0.443,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Cairo_nondet_false-termination.c__p26706_terminationG_0.smt2",,588.466947960619,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Cairo_nondet_false-termination.c__p26707_terminationG_0.smt2",,547.883020515059,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Cairo_nondet_false-termination.c__p26710_terminationG_0.smt2",0,0.123452580780529,0.141,0.269,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Cairo_nondet_false-termination.c__p26711_terminationG_0.smt2",,528.060580563736,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Cairo_nondet_false-termination.c__p26712_terminationG_0.smt2",,534.810396250532,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Cairo_step2_false-termination.c__p26727_terminationG_0.smt2",0,0.389507864632984,0.391,0.564,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Cairo_step2_false-termination.c__p26728_terminationG_0.smt2",,541.968911917099,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Cairo_step2_false-termination.c__p26729_terminationG_0.smt2",,541.735002157963,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Cairo_step2_false-termination.c__p26732_terminationG_0.smt2",0,0.633829639889197,0.656,1.519,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Cairo_step2_false-termination.c__p26733_terminationG_0.smt2",,528.727885425442,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Cairo_step2_false-termination.c__p26734_terminationG_0.smt2",,534.810396250532,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Cairo_step2_false-termination.c__p26739_edge_closing_0.smt2",0,0.0537844508432744,0.063,1.236,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Cairo_step2_false-termination.c__terminationQ_1_0.smt2",0,0.739725661827498,0.828,1.629,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Copenhagen_disj_true-termination.c__p26761_terminationG_0.smt2",0,0.0974499574105622,0.109,0.272,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Copenhagen_disj_true-termination.c__p26768_terminationG_0.smt2",0,0.148579545454545,0.172,1.221,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Copenhagen_disj_true-termination.c__p26769_terminationG_0.smt2",0,94.2404946852003,110.188,114.979,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Copenhagen_disj_true-termination.c__p26770_terminationG_0.smt2",0,0.48670148895293,0.484,1.372,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Copenhagen_disj_true-termination.c__p26775_terminationG_0.smt2",0,0.152356991525424,0.172,0.597,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Copenhagen_disj_true-termination.c__p26776_terminationG_0.smt2",0,41.2193546727048,47.859,50.585,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Copenhagen_disj_true-termination.c__p26782_terminationG_0.smt2",0,0.132606490872211,0.156,1.288,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Copenhagen_disj_true-termination.c__p26783_terminationG_0.smt2",0,7.76920289855072,8.969,9.671,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Copenhagen_disj_true-termination.c__p26789_terminationG_0.smt2",0,0.139451791808874,0.156,0.912,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Copenhagen_disj_true-termination.c__p26790_terminationG_0.smt2",,540.103270223752,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Copenhagen_disj_true-termination.c__p26797_terminationG_0.smt2",0,0.149506237006237,0.172,0.295,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Copenhagen_disj_true-termination.c__p26799_terminationG_0.smt2",,519.96685998343,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Copenhagen_disj_true-termination.c__p26806_terminationG_0.smt2",0,0.239830599913681,0.266,0.437,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Copenhagen_disj_true-termination.c__p26807_terminationG_0.smt2",,538.943752683555,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Copenhagen_disj_true-termination.c__p26808_terminationG_0.smt2",0,1.19317699490662,1.344,1.494,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Copenhagen_disj_true-termination.c__p26817_terminationG_0.smt2",0,0.300124750499002,0.359,0.536,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Copenhagen_disj_true-termination.c__p26818_terminationG_0.smt2",0,0.31351647206005,0.359,1.303,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Copenhagen_disj_true-termination.c__p26819_terminationG_0.smt2",0,0.567303719008264,0.656,0.78,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Copenhagen_disj_true-termination.c__p26829_terminationG_0.smt2",0,0.247424306139613,0.281,0.393,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Copenhagen_disj_true-termination.c__p26830_terminationG_0.smt2",,531.864406779661,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Copenhagen_disj_true-termination.c__p26831_terminationG_0.smt2",,531.864406779661,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Copenhagen_disj_true-termination.c__p26839_terminationG_0.smt2",0,0.302789473684211,0.344,1.384,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Copenhagen_disj_true-termination.c__p26840_terminationG_0.smt2",,509.002433090024,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Copenhagen_disj_true-termination.c__p26841_terminationG_0.smt2",,497.502972651605,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Copenhagen_disj_true-termination.c__p26844_terminationG_0.smt2",0,0.553556308213379,0.625,1.254,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Copenhagen_disj_true-termination.c__p26845_terminationG_0.smt2",0,0.404755550811272,0.453,1.44,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Copenhagen_disj_true-termination.c__p26846_terminationG_0.smt2",0,2.35673528156997,2.641,3.568,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Copenhagen_disj_true-termination.c__p26849_edge_closing_0.smt2",0,0.463652482269503,0.531,1.126,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Copenhagen_disj_true-termination.c__p26850_edge_closing_0.smt2",0,0.721247918401332,0.828,1.273,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Copenhagen_disj_true-termination.c__p26853_edge_closing_0.smt2",0,0.379352030947777,0.375,1.573,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Copenhagen_disj_true-termination.c__p26854_edge_closing_0.smt2",0,0.669042397660818,0.766,1.703,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Copenhagen_disj_true-termination.c__p26856_edge_closing_0.smt2",,515.69433032046,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Copenhagen_disj_true-termination.c__p26857_edge_closing_0.smt2",,535.038363171355,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Copenhagen_disj_true-termination.c__p26858_edge_closing_0.smt2",0,113.53618959869,132.531,139.012,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Copenhagen_disj_true-termination.c__p26859_edge_closing_0.smt2",,524.091858037578,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Copenhagen_disj_true-termination.c__p26860_edge_closing_0.smt2",,514.637146371464,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Copenhagen_disj_true-termination.c__p26863_edge_closing_0.smt2",0,62.5850784041286,75.359,78.356,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Copenhagen_disj_true-termination.c__p26864_edge_closing_0.smt2",0,1.16306371534961,1.344,2.131,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Copenhagen_disj_true-termination.c__p26865_edge_closing_0.smt2",0,0.128354057591623,0.141,0.759,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Copenhagen_disj_true-termination.c__p26866_edge_closing_0.smt2",0,0.19124099909991,0.203,0.32,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Gothenburg_v2_true-termination.c__p26874_terminationG_0.smt2",0,0.19179589270746,0.219,1.334,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Gothenburg_v2_true-termination.c__p26875_terminationG_0.smt2",0,1.16156036446469,1.219,1.413,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Gothenburg_v2_true-termination.c__p26878_terminationG_0.smt2",0,0.147108460846085,0.156,0.283,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Gothenburg_v2_true-termination.c__p26879_terminationG_0.smt2",0,0.134682735887928,0.156,0.296,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Gothenburg_v2_true-termination.c__p26880_terminationG_0.smt2",0,0.592340051775148,0.766,0.94,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_2vars_false-termination.c__p26899_terminationG_0.smt2",0,11.9124302232855,14.281,14.923,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_2vars_false-termination.c__p26902_terminationG_0.smt2",0,0.0945897064902852,0.109,0.271,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_2vars_false-termination.c__p26903_terminationG_0.smt2",,513.794514940647,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_2vars_false-termination.c__p26904_terminationG_0.smt2",,523.873121869783,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_2vars_false-termination.c__p26907_terminationG_0.smt2",0,0.529757993867718,0.578,0.704,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_2vars_false-termination.c__p26908_terminationG_0.smt2",,501.87924830068,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_2vars_false-termination.c__p26909_terminationG_0.smt2",,580.305131761442,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_2vars_false-termination.c__p26912_terminationG_0.smt2",0,0.62995182012848,0.703,1.519,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_2vars_false-termination.c__p26913_terminationG_0.smt2",,527.173456530869,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_2vars_false-termination.c__p26914_terminationG_0.smt2",,526.952141057935,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_2vars_false-termination.c__p26917_terminationG_0.smt2",0,0.837800040683483,0.984,1.115,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_2vars_false-termination.c__p26918_terminationG_0.smt2",,532.315521628499,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_2vars_false-termination.c__p26919_terminationG_0.smt2",,518.677685950413,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_2vars_false-termination.c__p26922_terminationG_0.smt2",0,0.591011821974965,0.609,0.738,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_2vars_false-termination.c__p26923_terminationG_0.smt2",,576.573265962334,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_2vars_false-termination.c__p26924_terminationG_0.smt2",,542.203023758099,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_2vars_false-termination.c__p26936_edge_closing_0.smt2",0,0.147108460846085,0.156,0.302,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p26953_terminationG_0.smt2",0,0.053873094355171,0.063,0.194,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p26954_terminationG_0.smt2",0,2.17290726302831,2.531,3.655,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p26955_terminationG_0.smt2",0,3.75558510638298,4.219,4.436,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p26961_terminationG_0.smt2",0,0.253494897959184,0.297,1.935,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p26962_terminationG_0.smt2",0,10.2444300037133,13.188,13.774,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p26965_terminationG_0.smt2",0,0.075,0.094,0.892,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p26966_terminationG_0.smt2",0,13.0026825221239,14.047,14.645,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p26967_terminationG_0.smt2",0,324.04455653636,368.5,383.883,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p26970_terminationG_0.smt2",0,0.610132049245433,0.734,1.252,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p26971_terminationG_0.smt2",0,4.38651980598221,5.188,5.454,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p26972_terminationG_0.smt2",0,2.15068082788671,2.359,2.57,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p26975_terminationG_0.smt2",0,0.243331265508685,0.281,0.419,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p26976_terminationG_0.smt2",0,7.15270691609977,6.031,6.346,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p26977_terminationG_0.smt2",0,0.505829150982852,0.578,1.694,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p26980_terminationG_0.smt2",0,1.64752753070733,1.859,2.77,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p26981_terminationG_0.smt2",,521.912681912682,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p26982_terminationG_0.smt2",0,0.995489153108051,1.141,2.616,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p26985_terminationG_0.smt2",0,0.976162542662116,1.094,1.219,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p26986_terminationG_0.smt2",0,154.417538213998,183.5,190.831,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p26987_terminationG_0.smt2",0,1.50223404255319,1.688,1.849,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p26990_terminationG_0.smt2",0,0.837387640449439,0.891,1.013,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p26991_terminationG_0.smt2",0,84.5521975233455,99.547,103.378,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p26992_terminationG_0.smt2",0,1.24497460854846,1.406,1.554,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p26995_terminationG_0.smt2",0,1.0125,1.266,1.416,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p26996_terminationG_0.smt2",0,274.28400496975,303.391,315.07,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p26997_terminationG_0.smt2",0,1.80517204757859,2.031,2.19,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p27000_terminationG_0.smt2",0,0.651404942208051,0.781,0.928,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p27001_terminationG_0.smt2",0,117.82010503369,142.094,147.705,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p27002_terminationG_0.smt2",0,1.08467328963539,1.266,1.423,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p27005_terminationG_0.smt2",0,0.771593347639485,0.859,0.982,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p27006_terminationG_0.smt2",0,401.829197492807,467.328,485.383,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p27007_terminationG_0.smt2",0,1.73115617180984,1.984,2.135,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p27010_terminationG_0.smt2",0,0.904292107404394,1.063,1.191,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p27011_terminationG_0.smt2",0,38.5456720656289,43.797,45.512,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p27012_terminationG_0.smt2",0,0.361648936170213,0.406,1.225,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p27015_terminationG_0.smt2",0,0.911194542599137,1.109,1.723,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p27016_terminationG_0.smt2",0,14.740054394198,16.516,17.27,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p27017_terminationG_0.smt2",0,0.323905862923204,0.375,0.517,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p27020_terminationG_0.smt2",0,0.919156414762742,1,1.121,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p27021_terminationG_0.smt2",0,13.1081152384973,14.844,16.453,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p27022_terminationG_0.smt2",0,1.13537199828473,1.266,1.372,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p27025_terminationG_0.smt2",0,1.26695736434109,1.484,2.088,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p27026_terminationG_0.smt2",0,32.4660774767147,36.656,38.18,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p27027_terminationG_0.smt2",0,0.285934393638171,0.344,1.349,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p27030_terminationG_0.smt2",0,2.05716183081324,2.406,2.552,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p27031_terminationG_0.smt2",0,157.500789416376,172.859,179.848,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p27032_terminationG_0.smt2",0,0.273120015191796,0.344,0.512,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p27038_edge_closing_0.smt2",,485.570599613153,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p27039_edge_closing_0.smt2",,538.019717102443,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__p27040_edge_closing_0.smt2",,514.848236259229,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__terminationQ_13_0.smt2",0,0.0559957173447537,0.063,0.241,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__terminationS_0_0.smt2",0,0.135971297836938,0.156,0.255,0,1,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_plus_false-termination.c__p27051_terminationG_0.smt2",0,0.20062472599737,0.219,0.327,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_plus_false-termination.c__p27052_terminationG_0.smt2",0,0.107040523945968,0.125,1.304,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_plus_false-termination.c__p27056_terminationG_0.smt2",0,0.168413348946136,0.172,0.865,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_plus_false-termination.c__p27057_terminationG_0.smt2",0,0.123712153069807,0.141,0.288,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_plus_false-termination.c__p27061_terminationG_0.smt2",0,0.697258959044369,0.781,2.131,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_plus_false-termination.c__p27062_terminationG_0.smt2",0,6.13583156779661,6.922,8.078,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_plus_false-termination.c__p27068_terminationG_0.smt2",0,1.67423780487805,1.969,2.941,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_plus_false-termination.c__p27069_terminationG_0.smt2",0,15.1242705293873,17.344,18.942,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_plus_false-termination.c__p27077_terminationG_0.smt2",0,14.0799197635135,15.938,16.893,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_plus_false-termination.c__p27083_terminationG_0.smt2",0,0.312474023275146,0.359,0.488,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_plus_false-termination.c__p27084_terminationG_0.smt2",0,0.585739173718266,0.563,1.474,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_plus_false-termination.c__p27092_terminationG_0.smt2",0,0.404882328654005,0.469,1.575,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_plus_false-termination.c__p27093_terminationG_0.smt2",0,0.968723539373413,1.094,1.615,1,0,0,
"QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_plus_false-termination.c__p27097_terminationG_0.smt2",0,47.617623561994,53.422,55.895,1,0,0,
