,"cvc5","{0}",,,,,,
,"RV 11615","T_norm 11615","T_cpu 11615","T_wc 11615","# SAT 11615","# UNSAT 11615","# UNKNOWN 11615",
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7921_safety_0.smt2",0,68.8638818297332,77.719,80.784,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7922_safety_0.smt2",0,224.080802088277,225.688,234.706,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7928_safety_0.smt2",0,11.9437736245275,13.594,14.153,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7930_safety_0.smt2",0,29.5373739919355,35.016,36.323,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7932_safety_0.smt2",0,3.70882726502964,4.188,4.436,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7933_safety_0.smt2",0,3.16676929392447,3.688,3.942,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7939_safety_0.smt2",0,10.145379250218,11.125,11.56,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7940_safety_0.smt2",0,22.9003336113428,26.25,27.324,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7942_safety_0.smt2",0,92.7668395196506,101.547,105.611,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7943_safety_0.smt2",0,29.6861931818182,31.219,32.387,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7944_safety_0.smt2",0,235.246937579889,263.922,274.658,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7945_safety_0.smt2",0,19.6999409913454,23.938,24.948,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7947_safety_0.smt2",,570.545454545455,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7948_safety_0.smt2",0,6.79435994930291,7.688,7.979,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7950_safety_0.smt2",0,100.333591811414,115.969,120.614,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7951_safety_0.smt2",0,40.5248538011694,39.75,41.296,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7953_safety_0.smt2",0,107.83717450651,122.734,127.747,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7954_safety_0.smt2",0,23.1722567287785,26.75,27.828,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7956_safety_0.smt2",0,14.4275862068966,17,17.695,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7958_safety_0.smt2",0,4.1551906779661,4.688,4.936,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7959_safety_0.smt2",,519.321472900289,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7960_safety_0.smt2",0,8.65124133949192,8.953,9.351,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7961_safety_0.smt2",0,1.05135233918129,1.203,1.451,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7962_safety_0.smt2",0,8.4786218894981,9.609,10.066,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7963_safety_0.smt2",,587.915690866511,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7965_safety_0.smt2",0,3.87033462033462,4.313,4.531,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7966_safety_0.smt2",0,28.0664570685169,30.938,32.158,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7967_safety_0.smt2",0,26.259742206235,31.406,32.688,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7968_safety_0.smt2",0,55.5168650793651,61.859,64.428,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7969_safety_0.smt2",0,277.898548826488,316.953,329.641,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7972_safety_0.smt2",0,22.2594170875421,25.281,26.298,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7973_safety_0.smt2",0,207.106912681913,238.094,247.782,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7974_safety_0.smt2",0,305.913534802306,355.047,369.365,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7982_safety_0.smt2",0,18.9051363246028,21.047,21.867,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7983_safety_0.smt2",0,4.01257828810021,4.594,4.862,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7985_safety_0.smt2",0,25.0246926229508,29.188,30.348,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7987_safety_0.smt2",,526.952141057935,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7988_safety_0.smt2",,542.671854734111,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7989_safety_0.smt2",0,3.94289859208524,4.953,5.136,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7990_safety_0.smt2",0,6.5154603876949,7.391,7.694,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7991_safety_0.smt2",0,32.6468607542478,37.656,39.171,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7993_safety_0.smt2",,524.310776942356,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7995_safety_0.smt2",0,19.0015928398058,22.453,23.341,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7996_safety_0.smt2",0,79.7300503427593,88.953,92.558,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7997_safety_0.smt2",0,423.994006052142,435.344,452.857,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7998_safety_0.smt2",0,38.0483036080361,44.359,46.168,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7999_safety_0.smt2",0,127.775771193964,137.609,143.151,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8000_safety_0.smt2",0,282.78842690678,319.016,331.947,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8008_safety_0.smt2",,448.445873526259,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8009_safety_0.smt2",0,170.260420997921,195.734,203.657,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8010_safety_0.smt2",0,15.5794991419991,17.359,18.141,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8011_safety_0.smt2",0,50.9406331734961,55.859,58.189,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8012_safety_0.smt2",0,233.756363540346,264.484,275.238,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8014_safety_0.smt2",0,5.30579710144927,6.125,6.377,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8015_safety_0.smt2",0,15.4416599025974,18.188,18.941,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8016_safety_0.smt2",0,50.3213584823376,55.156,57.471,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8017_safety_0.smt2",0,302.863165532426,361.641,376.24,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8018_safety_0.smt2",0,21.9309995737425,24.594,25.589,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8019_safety_0.smt2",0,2.91926100628931,3.328,3.583,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8020_safety_0.smt2",0,37.3679272517321,38.672,40.201,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8021_safety_0.smt2",,515.482546201232,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8023_safety_0.smt2",0,4.46410941999177,5.188,5.464,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8024_safety_0.smt2",0,53.8082296499367,60.984,63.407,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8025_safety_0.smt2",0,47.3894121004566,59.531,61.95,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8026_safety_0.smt2",0,81.111403966597,92.859,96.658,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8027_safety_0.smt2",,535.038363171355,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8029_safety_0.smt2",0,36.4591346153846,42.141,43.927,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8030_safety_0.smt2",0,147.596921322691,185.625,193.074,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8031_safety_0.smt2",0,230.215160917122,261.578,272.231,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8032_safety_0.smt2",0,18.0172371518242,21.953,22.823,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8033_safety_0.smt2",,532.541366143403,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8034_safety_0.smt2",0,285.988339941569,327.547,340.781,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8043_safety_0.smt2",0,11.0984807525951,12.266,12.808,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8044_safety_0.smt2",,535.038363171355,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8045_safety_0.smt2",0,14.0364780868099,15.922,16.572,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8046_safety_0.smt2",0,20.8734014675053,23.797,24.794,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8047_safety_0.smt2",0,49.0182581478537,58.953,61.303,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8048_safety_0.smt2",0,242.168826844262,282.453,293.75,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8049_safety_0.smt2",0,1.36584685598377,1.609,1.807,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8050_safety_0.smt2",0,8.55172768408063,9.938,10.355,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8051_safety_0.smt2",0,53.8356144934121,56.641,58.96,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8052_safety_0.smt2",0,4.24368901145524,4.781,5.044,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8053_safety_0.smt2",0,13.5879590984975,15.563,16.21,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8054_safety_0.smt2",,404.903225806451,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8056_safety_0.smt2",0,10.3896699266504,12.188,12.66,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8057_safety_0.smt2",,509.002433090024,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8061_safety_0.smt2",0,16.9183079203727,19.094,19.891,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8062_safety_0.smt2",0,23.0727305774824,26.547,27.638,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8063_safety_0.smt2",,506.742026645135,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8064_safety_0.smt2",0,176.174120082816,203.375,211.655,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8065_safety_0.smt2",,524.749163879599,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8066_safety_0.smt2",0,73.3146369893428,78.922,82.076,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8067_safety_0.smt2",0,185.641612936772,213.328,221.97,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8068_safety_0.smt2",,524.310776942356,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8071_terminationG_0.smt2",0,21.5087728194726,25.344,26.338,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8072_terminationG_0.smt2",0,342.835479480737,391.344,407.173,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8073_terminationG_0.smt2",,534.127659574468,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8096_safety_0.smt2",0,1.80656303972366,2,2.22,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8097_safety_0.smt2",0,4.04567402443831,4.906,5.133,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8100_safety_0.smt2",0,3.92141448733914,4.516,4.795,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8102_safety_0.smt2",0,0.751891646489104,0.891,1.131,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8103_safety_0.smt2",0,6.32438082133785,7.141,7.378,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8104_safety_0.smt2",,538.943752683555,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8107_safety_0.smt2",,534.58262350937,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8108_safety_0.smt2",0,13.6600472085386,15.906,16.549,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8110_safety_0.smt2",0,1.10630657221566,1.344,1.588,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8114_safety_0.smt2",0,12.4603412667191,15.141,15.786,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8115_safety_0.smt2",0,15.7426663747811,17.188,17.915,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8116_safety_0.smt2",0,2.38307966929726,3.031,3.316,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8117_safety_0.smt2",0,4.0064182194617,4.625,4.879,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8120_safety_0.smt2",0,2.3011556403732,2.594,2.841,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8121_safety_0.smt2",0,9.46217105263157,10.828,11.191,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8124_safety_0.smt2",0,120.312622886355,146.25,152.054,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8125_safety_0.smt2",0,2.5713807660626,2.984,3.24,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8126_safety_0.smt2",0,4.78703611332801,5.734,6.047,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8127_safety_0.smt2",0,3.76639865802869,3.891,4.074,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8128_safety_0.smt2",0,3.7242429055485,4.203,4.514,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8129_safety_0.smt2",0,6.36979635463546,6.766,7.08,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8130_safety_0.smt2",0,9.57567427385892,11.031,11.486,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8131_safety_0.smt2",0,6.79305444754687,8.141,8.47,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8132_safety_0.smt2",0,9.56542322019867,11.047,11.514,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8134_safety_0.smt2",0,4.68275983146067,5.578,5.83,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8136_safety_0.smt2",0,6.01710199004975,6.938,7.262,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8138_safety_0.smt2",0,2.74443922305764,3.141,3.344,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8143_safety_0.smt2",0,9.7637987012987,11.141,11.548,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8144_safety_0.smt2",0,53.1135812003531,57.531,59.868,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8146_safety_0.smt2",0,9.7280646274149,10.109,10.497,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8147_safety_0.smt2",0,10.5951657742998,12.297,12.907,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8148_safety_0.smt2",0,50.6156659388646,55.406,57.65,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8149_safety_0.smt2",0,26.8336996760759,27.719,28.817,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8150_safety_0.smt2",0,171.791986731844,176.391,183.394,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8151_safety_0.smt2",0,82.2488175675676,101.828,105.918,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8152_safety_0.smt2",0,169.841191520468,194.359,202.162,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8157_safety_0.smt2",0,8.8566689944134,10.609,11.1,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8158_safety_0.smt2",0,51.7507428278689,60.359,62.835,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8159_safety_0.smt2",0,7.26388888888888,8.313,8.643,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8160_safety_0.smt2",0,137.180564765694,148.328,154.308,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8162_safety_0.smt2",0,45.6864215489567,54.422,56.585,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8164_safety_0.smt2",0,226.449030455741,247.016,257.036,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8166_safety_0.smt2",0,5.64736733854381,6.563,6.889,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8169_safety_0.smt2",0,1.85356660666067,1.969,2.187,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8172_safety_0.smt2",0,1.03364989733059,1.203,1.443,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8174_safety_0.smt2",0,1.97734146850229,2.266,2.357,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8175_safety_0.smt2",0,5.91891810758886,5.891,6.129,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8176_safety_0.smt2",0,4.74828947368422,4.313,4.45,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8177_safety_0.smt2",0,6.97559333865177,8.359,8.781,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8178_safety_0.smt2",,465.061133753242,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8179_safety_0.smt2",0,41.7139501633987,48.813,50.801,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8180_safety_0.smt2",0,193.739842454395,223.375,232.47,1,0,0,
