,"mathsat","{0}",,,,,,
,"RV 11618","T_norm 11618","T_cpu 11618","T_wc 11618","# SAT 11618","# UNSAT 11618","# UNKNOWN 11618",
"QF_LIA/cut_lemmas/20-vars/cut_lemma_02_007.smt2",0,374.01249313564,325.563,339.297,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_02_008.smt2",0,9.92008706467662,10.484,11.984,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_02_009.smt2",0,8.79995275094498,10.016,10.702,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_02_010.smt2",,544.319167389419,600,600,0,0,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_02_012.smt2",,531.189166314008,600,600,0,0,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_02_013.smt2",0,11.1480725506408,12.891,13.801,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_02_014.smt2",,527.838519764508,600,600,0,0,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_02_015.smt2",,541.735002157963,600,600,0,0,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_02_016.smt2",0,49.5643508583691,55.203,58.163,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_03_001.smt2",,566.425992779783,600,600,0,0,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_03_002.smt2",,531.189166314008,600,600,0,0,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_03_003.smt2",0,223.753884778013,252.953,264.356,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_03_004.smt2",,515.059499384489,600,600,0,0,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_03_005.smt2",,535.038363171355,600,600,0,0,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_03_006.smt2",0,0.0264890599675851,0.031,0.72,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_03_007.smt2",,507.972480777013,600,600,0,0,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_03_008.smt2",0,0.0275611298482293,0.031,1.377,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_03_009.smt2",,506.333198870512,600,600,0,0,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_03_010.smt2",,522.347066167291,600,600,0,0,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_03_011.smt2",,498.292973402144,600,600,0,0,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_03_012.smt2",,512.745098039216,600,600,0,0,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_03_013.smt2",,520.182345627849,600,600,0,0,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_03_014.smt2",,535.494880546075,600,600,0,0,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_03_015.smt2",0,96.5145084566596,109.109,114.308,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_03_016.smt2",,528.950695322377,600,600,0,0,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_03_017.smt2",,530.964467005076,600,600,0,0,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_03_018.smt2",,546.21409921671,600,600,0,0,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_03_019.smt2",0,249.855564932486,300.734,313.442,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_03_020.smt2",,550.043821209466,600,600,0,0,0,
"QF_LIA/dillig/10-15.smt2",0,0.013734243697479,0.016,1.319,1,0,0,
"QF_LIA/dillig/10-21.smt2",0,0.01,0,0.787,1,0,0,
"QF_LIA/dillig/10-28.smt2",0,0.0266945692119232,0.031,0.984,1,0,0,
"QF_LIA/dillig/10-29.smt2",0,0.0529781199351702,0.063,0.582,1,0,0,
"QF_LIA/dillig/10-3.smt2",0,0.0139511310285958,0.016,1.47,1,0,0,
"QF_LIA/dillig/10-30.smt2",0,0.0139095744680851,0.016,0.086,1,0,0,
"QF_LIA/dillig/10-31.smt2",0,0.0138155114116653,0.016,0.16,1,0,0,
"QF_LIA/dillig/10-34.smt2",0,0.0136825031393889,0.016,0.817,1,0,0,
"QF_LIA/dillig/10-35.smt2",0,0.0280098543273351,0.031,0.136,1,0,0,
"QF_LIA/dillig/10-36.smt2",0,0.0299747822099954,0.031,1.21,1,0,0,
"QF_LIA/dillig/10-37.smt2",0,0.0284858387799564,0.031,1.272,1,0,0,
"QF_LIA/dillig/10-4.smt2",0,0.0261814177012415,0.031,1.262,1,0,0,
"QF_LIA/dillig/10-40.smt2",0,0.044797852900868,0.047,0.374,1,0,0,
"QF_LIA/dillig/10-41.smt2",0,0.0271265560165975,0.031,0.327,1,0,0,
"QF_LIA/dillig/10-45.smt2",0,0.0171858569926394,0.016,0.337,1,0,0,
"QF_LIA/dillig/10-9.smt2",0,0.0283253899480069,0.031,0.903,1,0,0,
"QF_LIA/dillig/15-1.smt2",0,0.0141872829861111,0.016,0.787,1,0,0,
"QF_LIA/dillig/15-10.smt2",0,0.0287110232762407,0.031,1.418,1,0,0,
"QF_LIA/dillig/15-11.smt2",0,0.0276076858108108,0.031,0.818,1,0,0,
"QF_LIA/dillig/15-12.smt2",0,0.0414115287162162,0.047,0.433,1,0,0,
"QF_LIA/dillig/15-13.smt2",0,0.0355685527747552,0.047,1.367,1,0,0,
"QF_LIA/dillig/15-14.smt2",0,0.0269365471775855,0.031,0.712,1,0,0,
"QF_LIA/dillig/15-15.smt2",0,0.0258705975464978,0.031,0.827,1,0,0,
"QF_LIA/dillig/15-17.smt2",0,0.0798424523693211,0.078,0.49,1,0,0,
"QF_LIA/dillig/15-18.smt2",0,0.0398790158601057,0.047,0.445,1,0,0,
"QF_LIA/dillig/15-19.smt2",0,0.0270256304257958,0.031,1.403,1,0,0,
"QF_LIA/dillig/15-2.smt2",0,0.0271603656003324,0.031,0.816,1,0,0,
"QF_LIA/dillig/15-20.smt2",0,0.0280941125913193,0.031,1.123,1,0,0,
"QF_LIA/dillig/15-21.smt2",0,0.0278073160357295,0.031,1.231,1,0,0,
"QF_LIA/dillig/15-3.smt2",0,0.0136482254697286,0.016,1.248,1,0,0,
"QF_LIA/dillig/15-4.smt2",0,0.0137689553496209,0.016,0.939,1,0,0,
"QF_LIA/dillig/15-5.smt2",0,0.0162786354581673,0.016,0.683,1,0,0,
"QF_LIA/dillig/15-6.smt2",0,0.0425988271068636,0.047,0.494,1,0,0,
"QF_LIA/dillig/15-7.smt2",0,0.0408423573511037,0.047,1.221,1,0,0,
"QF_LIA/dillig/15-8.smt2",0,0.0141996090356212,0.016,1.057,1,0,0,
"QF_LIA/dillig/15-9.smt2",0,0.0420508147512864,0.047,1.335,1,0,0,
"QF_LIA/dillig/20-1.smt2",0,0.0285979877515311,0.031,0.771,1,0,0,
"QF_LIA/dillig/20-10.smt2",0,0.0269476504534213,0.031,0.162,1,0,0,
"QF_LIA/dillig/20-11.smt2",0,0.0278191489361702,0.031,1.477,1,0,0,
"QF_LIA/dillig/20-12.smt2",0,0.0274800336275746,0.031,1.297,1,0,0,
"QF_LIA/dillig/20-13.smt2",0,0.0416401273885351,0.047,1.216,1,0,0,
"QF_LIA/dillig/20-14.smt2",0,23.7423273657289,26.625,28.865,0,1,0,
"QF_LIA/dillig/20-15.smt2",0,0.0136311509591326,0.016,1.077,1,0,0,
"QF_LIA/dillig/20-16.smt2",0,0.0552620456466611,0.063,1.186,1,0,0,
"QF_LIA/dillig/20-17.smt2",0,0.0602534562211981,0.063,0.538,1,0,0,
"QF_LIA/dillig/20-19.smt2",0,0.139989293361884,0.156,0.515,1,0,0,
"QF_LIA/dillig/20-2.smt2",0,0.0139095744680851,0.016,1.021,1,0,0,
"QF_LIA/dillig/20-20.smt2",0,0.0542756330427563,0.063,1.098,1,0,0,
"QF_LIA/dillig/20-21.smt2",0,0.12982678729038,0.141,0.953,1,0,0,
"QF_LIA/dillig/20-22.smt2",0,0.0270816072908037,0.031,1.351,1,0,0,
"QF_LIA/dillig/20-24.smt2",0,0.141137737478411,0.156,0.757,1,0,0,
"QF_LIA/dillig/20-26.smt2",0,0.14688010620915,0.172,0.97,1,0,0,
"QF_LIA/dillig/20-28.smt2",0,0.144344640706544,0.172,1.351,1,0,0,
"QF_LIA/dillig/20-3.smt2",0,0.0270816072908037,0.031,0.177,1,0,0,
"QF_LIA/dillig/20-30.smt2",0,0.23727049530316,0.266,0.427,1,0,0,
"QF_LIA/dillig/20-4.smt2",0,0.0274800336275746,0.031,0.158,1,0,0,
"QF_LIA/dillig/20-5.smt2",0,0.0410475094181666,0.047,0.434,1,0,0,
"QF_LIA/dillig/20-6.smt2",0,0.0357110342316096,0.047,1.062,1,0,0,
"QF_LIA/dillig/20-7.smt2",0,0.0273306856187291,0.031,0.834,1,0,0,
"QF_LIA/dillig/20-8.smt2",0,0.0129866905045689,0.016,1.334,1,0,0,
"QF_LIA/dillig/20-9.smt2",0,0.0131486323411102,0.016,0.865,1,0,0,
"QF_LIA/dillig/25-1.smt2",0,0.0284239130434783,0.031,1.228,1,0,0,
"QF_LIA/dillig/25-10.smt2",0,0.0137169534200588,0.016,0.687,1,0,0,
"QF_LIA/dillig/25-11.smt2",0,0.0292113494191242,0.031,0.799,1,0,0,
"QF_LIA/dillig/25-12.smt2",0,0.0396692961165049,0.047,0.137,1,0,0,
"QF_LIA/dillig/25-13.smt2",0,0.0367137776113815,0.047,0.117,1,0,0,
"QF_LIA/dillig/25-14.smt2",0,0.0414991536182819,0.047,1.409,1,0,0,
"QF_LIA/dillig/25-15.smt2",0,0.0638427734375,0.063,0.734,1,0,0,
"QF_LIA/dillig/25-16.smt2",0,0.0765873945641987,0.078,1.325,1,0,0,
"QF_LIA/dillig/25-17.smt2",0,0.137198321091291,0.125,0.253,1,0,0,
"QF_LIA/dillig/25-18.smt2",0,0.0397658150851582,0.047,1.252,1,0,0,
"QF_LIA/dillig/25-19.smt2",0,0.0819577935645633,0.094,0.696,1,0,0,
"QF_LIA/dillig/25-2.smt2",0,0.0272395833333333,0.031,0.608,1,0,0,
"QF_LIA/dillig/25-20.smt2",0,0.0830334462320068,0.094,1.314,1,0,0,
"QF_LIA/dillig/25-21.smt2",0,0.251952332657201,0.297,1.22,1,0,0,
"QF_LIA/dillig/25-22.smt2",0,0.305262420620097,0.391,0.513,0,1,0,
"QF_LIA/dillig/25-23.smt2",0,0.145731163620152,0.156,0.295,1,0,0,
"QF_LIA/dillig/25-24.smt2",0,0.0585377865329512,0.078,0.22,1,0,0,
"QF_LIA/dillig/25-25.smt2",0,0.17916412911084,0.141,0.221,1,0,0,
"QF_LIA/dillig/25-26.smt2",0,0.404457255343082,0.344,1.51,1,0,0,
"QF_LIA/dillig/25-27.smt2",0,0.284610361340879,0.313,1.339,1,0,0,
"QF_LIA/dillig/25-28.smt2",0,0.363660676080445,0.406,1.318,1,0,0,
"QF_LIA/dillig/25-29.smt2",0,0.24676019124308,0.234,0.818,1,0,0,
"QF_LIA/dillig/25-3.smt2",0,0.0279858732876712,0.031,1.022,1,0,0,
"QF_LIA/dillig/25-30.smt2",0,0.128018929503916,0.141,1.637,1,0,0,
"QF_LIA/dillig/25-31.smt2",0,0.590230008598453,0.656,0.798,0,1,0,
"QF_LIA/dillig/25-33.smt2",0,0.471076861489192,0.563,1.491,1,0,0,
"QF_LIA/dillig/25-35.smt2",0,0.442720090293454,0.375,0.959,1,0,0,
"QF_LIA/dillig/25-4.smt2",0,0.0275960320810468,0.031,1.342,1,0,0,
"QF_LIA/dillig/25-5.smt2",0,0.053280358598207,0.063,0.652,1,0,0,
"QF_LIA/dillig/25-6.smt2",0,0.0138389077053345,0.016,0.43,1,0,0,
"QF_LIA/dillig/25-7.smt2",0,0.0140470562956596,0.016,1.21,1,0,0,
"QF_LIA/dillig/25-8.smt2",0,0.0265752032520325,0.031,1.013,1,0,0,
"QF_LIA/dillig/25-9.smt2",0,0.028698419666374,0.031,0.83,1,0,0,
"QF_LIA/dillig/30-1.smt2",0,0.0138623833757422,0.016,0.907,1,0,0,
"QF_LIA/dillig/30-10.smt2",0,0.0414290240811153,0.047,0.678,1,0,0,
"QF_LIA/dillig/30-11.smt2",0,0.0450447864033073,0.047,0.844,1,0,0,
"QF_LIA/dillig/30-12.smt2",0,0.0263502619911326,0.031,0.768,1,0,0,
"QF_LIA/dillig/30-13.smt2",0,0.0547988264878458,0.063,0.427,1,0,0,
"QF_LIA/dillig/30-14.smt2",0,0.0697258959044369,0.078,1.465,1,0,0,
"QF_LIA/dillig/30-15.smt2",0,0.0558283518360376,0.063,0.951,1,0,0,
"QF_LIA/dillig/30-16.smt2",0,0.0935838445807771,0.109,1.226,1,0,0,
"QF_LIA/dillig/30-17.smt2",0,0.114158905704307,0.141,0.287,1,0,0,
"QF_LIA/dillig/30-18.smt2",0,0.0978667664670659,0.109,1.08,1,0,0,
"QF_LIA/dillig/30-19.smt2",0,0.0932026476578411,0.109,1.156,1,0,0,
"QF_LIA/dillig/30-2.smt2",0,0.0158600194080544,0.016,0.363,1,0,0,
"QF_LIA/dillig/30-20.smt2",0,0.0528923948220065,0.063,1.153,1,0,0,
"QF_LIA/dillig/30-21.smt2",0,0.154120231461637,0.172,0.94,1,0,0,
"QF_LIA/dillig/30-22.smt2",0,0.0522790883646541,0.063,1.31,1,0,0,
"QF_LIA/dillig/30-23.smt2",0,0.112910189982729,0.125,0.924,1,0,0,
"QF_LIA/dillig/30-24.smt2",0,0.167562105678234,0.203,1.377,1,0,0,
"QF_LIA/dillig/30-25.smt2",0,0.175159727947238,0.203,1.331,1,0,0,
"QF_LIA/dillig/30-26.smt2",0,0.310281675608749,0.359,1.495,1,0,0,
"QF_LIA/dillig/30-27.smt2",0,0.252088688946016,0.281,0.86,1,0,0,
"QF_LIA/dillig/30-28.smt2",0,0.349455180921053,0.406,1.35,1,0,0,
"QF_LIA/dillig/30-29.smt2",0,0.0391779864163005,0.047,1.327,1,0,0,
"QF_LIA/dillig/30-3.smt2",0,0.0290168664003551,0.031,1.386,1,0,0,
"QF_LIA/dillig/30-30.smt2",0,0.47657590051458,0.531,1.855,1,0,0,
"QF_LIA/dillig/30-31.smt2",0,0.57553611738149,0.609,1.456,1,0,0,
"QF_LIA/dillig/30-33.smt2",0,0.315821256038647,0.344,1.466,1,0,0,
"QF_LIA/dillig/30-34.smt2",0,0.282717257001647,0.328,0.75,1,0,0,
"QF_LIA/dillig/30-35.smt2",0,0.762708333333334,0.875,2.006,1,0,0,
"QF_LIA/dillig/30-4.smt2",0,0.0279858732876712,0.031,1.163,1,0,0,
"QF_LIA/dillig/30-5.smt2",0,0.0136997066219614,0.016,0.981,1,0,0,
"QF_LIA/dillig/30-6.smt2",0,0.0663032454361055,0.078,0.723,1,0,0,
"QF_LIA/dillig/30-7.smt2",0,0.0394617706237425,0.047,1.307,1,0,0,
"QF_LIA/dillig/30-8.smt2",0,0.0525100401606426,0.063,0.83,1,0,0,
"QF_LIA/dillig/30-9.smt2",0,0.0270368072787428,0.031,1.115,1,0,0,
"QF_LIA/dillig/35-1.smt2",0,0.0280338765008576,0.031,1.148,1,0,0,
"QF_LIA/dillig/35-10.smt2",0,0.0266401792991035,0.031,0.445,1,0,0,
"QF_LIA/dillig/35-11.smt2",0,0.0556619838229034,0.063,0.848,1,0,0,
"QF_LIA/dillig/35-12.smt2",0,0.0275495153813738,0.031,1.209,1,0,0,
"QF_LIA/dillig/35-13.smt2",0,0.0277836804079898,0.031,0.67,1,0,0,
"QF_LIA/dillig/35-14.smt2",0,0.0412547328565418,0.047,0.626,1,0,0,
"QF_LIA/dillig/35-15.smt2",0,0.0547529313232831,0.063,0.818,1,0,0,
"QF_LIA/dillig/35-16.smt2",0,0.0750746440055122,0.078,0.699,1,0,0,
"QF_LIA/dillig/35-17.smt2",0,0.0940840871710527,0.109,0.525,1,0,0,
"QF_LIA/dillig/35-18.smt2",0,0.069223845828039,0.078,0.728,1,0,0,
"QF_LIA/dillig/35-19.smt2",0,0.0536960985626283,0.063,0.893,1,0,0,
"QF_LIA/dillig/35-2.smt2",0,0.0141381920415225,0.016,0.819,1,0,0,
"QF_LIA/dillig/35-20.smt2",0,0.0703562204046491,0.078,0.82,1,0,0,
"QF_LIA/dillig/35-21.smt2",0,0.119200769854133,0.141,0.678,1,0,0,
"QF_LIA/dillig/35-22.smt2",0,0.165856236786469,0.188,1.231,1,0,0,
"QF_LIA/dillig/35-23.smt2",0,0.125721153846154,0.141,0.275,1,0,0,
"QF_LIA/dillig/35-24.smt2",0,0.151076680672269,0.172,1.318,1,0,0,
"QF_LIA/dillig/35-25.smt2",0,0.153005319148936,0.172,1.296,1,0,0,
"QF_LIA/dillig/35-26.smt2",0,0.49384953042058,0.578,1.498,1,0,0,
"QF_LIA/dillig/35-27.smt2",0,0.48745739241585,0.547,1.363,1,0,0,
"QF_LIA/dillig/35-28.smt2",0,0.0736204954954955,0.078,1.178,1,0,0,
"QF_LIA/dillig/35-29.smt2",0,0.194124029237095,0.203,0.567,1,0,0,
"QF_LIA/dillig/35-3.smt2",0,0.0279260999572832,0.031,0.444,1,0,0,
"QF_LIA/dillig/35-30.smt2",0,0.266093616109683,0.297,0.44,1,0,0,
"QF_LIA/dillig/35-31.smt2",0,0.290125739644971,0.328,0.446,1,0,0,
"QF_LIA/dillig/35-32.smt2",0,0.59168845534996,0.703,0.86,1,0,0,
"QF_LIA/dillig/35-33.smt2",0,0.574665131854332,0.656,1.523,1,0,0,
"QF_LIA/dillig/35-34.smt2",0,0.284858387799564,0.313,1.559,1,0,0,
"QF_LIA/dillig/35-35.smt2",0,0.252978615071283,0.297,1.412,1,0,0,
"QF_LIA/dillig/35-4.smt2",0,0.0299747822099954,0.031,0.943,1,0,0,
"QF_LIA/dillig/35-5.smt2",0,0.0390220851571827,0.047,0.442,1,0,0,
"QF_LIA/dillig/35-6.smt2",0,0.0407236295681063,0.047,0.829,1,0,0,
"QF_LIA/dillig/35-7.smt2",0,0.0283253899480069,0.031,1.14,1,0,0,
"QF_LIA/dillig/35-8.smt2",0,0.0261814177012415,0.031,1.137,1,0,0,
"QF_LIA/dillig/35-9.smt2",0,0.0343717139852788,0.031,0.306,1,0,0,
"QF_LIA/dillig/40-1.smt2",0,0.0276661024121879,0.031,0.441,1,0,0,
"QF_LIA/dillig/40-10.smt2",0,0.0283622559652928,0.031,0.818,1,0,0,
"QF_LIA/dillig/40-11.smt2",0,0.0269921552436003,0.031,0.818,1,0,0,
"QF_LIA/dillig/40-12.smt2",0,0.0669825819672131,0.078,1.197,1,0,0,
"QF_LIA/dillig/40-13.smt2",0,0.0564063848144953,0.063,0.82,1,0,0,
"QF_LIA/dillig/40-14.smt2",0,0.0551920641620937,0.063,0.18,1,0,0,
"QF_LIA/dillig/40-15.smt2",0,0.0406898340248963,0.047,1.224,1,0,0,
"QF_LIA/dillig/40-16.smt2",0,0.043066534914361,0.047,1.394,1,0,0,
"QF_LIA/dillig/40-17.smt2",0,0.11104033970276,0.125,1.335,1,0,0,
"QF_LIA/dillig/40-18.smt2",0,0.0990959289735816,0.109,0.706,1,0,0,
"QF_LIA/dillig/40-19.smt2",0,0.057828394515701,0.063,0.762,1,0,0,
"QF_LIA/dillig/40-2.smt2",0,0.0283992180712424,0.031,1.163,1,0,0,
"QF_LIA/dillig/40-20.smt2",0,0.112569952647439,0.125,1.605,1,0,0,
"QF_LIA/dillig/40-21.smt2",0,0.0807431041580898,0.094,0.949,1,0,0,
"QF_LIA/dillig/40-22.smt2",0,0.184434678819444,0.203,0.976,1,0,0,
"QF_LIA/dillig/40-23.smt2",0,0.165646114864865,0.188,0.979,1,0,0,
"QF_LIA/dillig/40-24.smt2",0,0.151013229735405,0.172,1.292,1,0,0,
"QF_LIA/dillig/40-25.smt2",0,0.125453091684435,0.141,0.426,1,0,0,
"QF_LIA/dillig/40-26.smt2",0,0.225267500906783,0.297,1.381,1,0,0,
"QF_LIA/dillig/40-27.smt2",0,0.379939945757458,0.469,1.79,1,0,0,
"QF_LIA/dillig/40-28.smt2",0,0.287432828529556,0.281,1.65,1,0,0,
"QF_LIA/dillig/40-29.smt2",0,0.299136855241265,0.344,0.792,1,0,0,
"QF_LIA/dillig/40-3.smt2",0,0.0421774193548387,0.047,0.433,1,0,0,
"QF_LIA/dillig/40-30.smt2",0,0.252567100447336,0.297,0.723,1,0,0,
"QF_LIA/dillig/40-31.smt2",0,0.665428957208143,0.766,1.886,1,0,0,
"QF_LIA/dillig/40-32.smt2",0,0.496070460704608,0.438,1.639,1,0,0,
"QF_LIA/dillig/40-33.smt2",0,0.323082294800172,0.359,1.482,1,0,0,
"QF_LIA/dillig/40-34.smt2",0,0.411325206449076,0.5,1.557,1,0,0,
"QF_LIA/dillig/40-35.smt2",0,0.502026450511946,0.563,1.685,1,0,0,
"QF_LIA/dillig/40-4.smt2",0,0.0272850584307179,0.031,0.875,1,0,0,
"QF_LIA/dillig/40-5.smt2",0,0.0272964509394572,0.031,1.249,1,0,0,
"QF_LIA/dillig/40-6.smt2",0,0.0287995594713656,0.031,0.819,1,0,0,
"QF_LIA/dillig/40-7.smt2",0,0.0599495644199908,0.063,1.327,1,0,0,
"QF_LIA/dillig/40-8.smt2",0,0.0410991198658843,0.047,1.101,1,0,0,
"QF_LIA/dillig/40-9.smt2",0,0.0275379106992418,0.031,1.147,1,0,0,
"QF_LIA/dillig/45-1.smt2",0,0.0136141191170346,0.016,1.058,1,0,0,
"QF_LIA/dillig/45-10.smt2",0,0.0278073160357295,0.031,0.845,1,0,0,
"QF_LIA/dillig/45-11.smt2",0,0.0276661024121879,0.031,0.962,1,0,0,
"QF_LIA/dillig/45-12.smt2",0,0.0406560945273632,0.047,0.866,1,0,0,
"QF_LIA/dillig/45-13.smt2",0,0.070998045178106,0.078,0.489,1,0,0,
"QF_LIA/dillig/45-14.smt2",0,0.0599220898258479,0.063,0.666,1,0,0,
"QF_LIA/dillig/45-15.smt2",0,0.0253293297171639,0.031,0.68,1,0,0,
"QF_LIA/dillig/45-16.smt2",0,0.0538509060955519,0.063,0.451,1,0,0,
"QF_LIA/dillig/45-17.smt2",0,0.0986686071582578,0.109,0.655,1,0,0,
"QF_LIA/dillig/45-18.smt2",0,0.0938525430680885,0.109,1.31,1,0,0,
"QF_LIA/dillig/45-19.smt2",0,0.0544564764681382,0.063,0.738,1,0,0,
"QF_LIA/dillig/45-2.smt2",0,0.0154259084473808,0.016,0.508,1,0,0,
"QF_LIA/dillig/45-20.smt2",0,0.11359687228497,0.125,1.648,1,0,0,
"QF_LIA/dillig/45-21.smt2",0,0.171587926509186,0.188,1.248,1,0,0,
"QF_LIA/dillig/45-22.smt2",0,0.294355703259005,0.328,1.428,1,0,0,
"QF_LIA/dillig/45-23.smt2",0,0.136653428093645,0.156,1.279,1,0,0,
"QF_LIA/dillig/45-24.smt2",0,0.134461127108186,0.156,0.59,1,0,0,
"QF_LIA/dillig/45-25.smt2",0,0.0673691261335532,0.078,0.241,1,0,0,
"QF_LIA/dillig/45-26.smt2",0,0.33129222972973,0.375,1.307,1,0,0,
"QF_LIA/dillig/45-27.smt2",0,0.268260155929422,0.313,1.699,1,0,0,
"QF_LIA/dillig/45-28.smt2",0,0.219840269020597,0.25,1.641,1,0,0,
"QF_LIA/dillig/45-29.smt2",0,0.269792571676803,0.297,1.638,1,0,0,
"QF_LIA/dillig/45-3.smt2",0,0.0266619086460032,0.031,1.209,1,0,0,
"QF_LIA/dillig/45-30.smt2",0,0.222553191489362,0.25,1.145,1,0,0,
"QF_LIA/dillig/45-31.smt2",0,0.564969135802469,0.656,1.651,1,0,0,
"QF_LIA/dillig/45-32.smt2",0,0.551920641620937,0.625,1.972,1,0,0,
"QF_LIA/dillig/45-33.smt2",0,0.316020386717108,0.359,1.692,1,0,0,
"QF_LIA/dillig/45-34.smt2",0,0.264569000404694,0.313,1.496,1,0,0,
"QF_LIA/dillig/45-35.smt2",0,0.291480891719745,0.328,1.651,1,0,0,
"QF_LIA/dillig/45-4.smt2",0,0.0274339068401175,0.031,1.317,1,0,0,
"QF_LIA/dillig/45-5.smt2",0,0.0566507798960139,0.063,1.414,1,0,0,
"QF_LIA/dillig/45-6.smt2",0,0.0275960320810468,0.031,1.174,1,0,0,
"QF_LIA/dillig/45-7.smt2",0,0.0544791666666667,0.063,0.206,1,0,0,
"QF_LIA/dillig/45-8.smt2",0,0.0409617794486215,0.047,0.18,1,0,0,
"QF_LIA/dillig/45-9.smt2",0,0.0280820446735395,0.031,0.597,1,0,0,
"QF_LIA/fft/Sz128_2823.smt2",,507.766990291262,600,600,0,0,0,
"QF_LIA/fft/Sz128_2824.smt2",,532.76740237691,600,600,0,0,0,
"QF_LIA/fft/Sz256_6615.smt2",,533.446663833404,600,600,0,0,0,
"QF_LIA/fft/Sz256_6616.smt2",,527.173456530869,600,600,0,0,0,
"QF_LIA/fft/Sz256_6664.smt2",,578.433179723502,600,600,0,0,0,
"QF_LIA/fft/Sz32_455.smt2",,523.436196830692,600,600,0,0,0,
"QF_LIA/fft/Sz32_456.smt2",,537.558886509636,600,600,0,0,0,
"QF_LIA/fft/Sz64_1159.smt2",0,0.166914893617021,0.188,0.785,0,1,0,
"QF_LIA/fft/Sz64_1160.smt2",0,0.0650886101154919,0.078,0.972,1,0,0,
"QF_LIA/mathsat/FISCHER10-10-fair.smt2",0,0.734233261339093,0.813,1.609,0,1,0,
"QF_LIA/mathsat/FISCHER10-11-fair.smt2",0,1.34088530766011,1.531,1.962,0,1,0,
"QF_LIA/mathsat/FISCHER10-12-fair.smt2",0,2.59091152527849,2.891,3.112,0,1,0,
"QF_LIA/mathsat/FISCHER10-13-fair.smt2",0,8.37726617222909,9.719,11.129,0,1,0,
"QF_LIA/mathsat/FISCHER10-14-fair.smt2",0,23.1037303664921,25.313,27.038,0,1,0,
"QF_LIA/mathsat/FISCHER10-15-fair.smt2",0,46.6252300210306,42.391,44.58,1,0,0,
"QF_LIA/mathsat/FISCHER10-1-fair.smt2",0,0.013440583881579,0.016,0.448,1,0,0,
"QF_LIA/mathsat/FISCHER10-2-fair.smt2",0,0.0389755564387917,0.047,0.911,0,1,0,
"QF_LIA/mathsat/FISCHER10-3-fair.smt2",0,0.0566999132697311,0.063,0.835,0,1,0,
"QF_LIA/mathsat/FISCHER10-4-fair.smt2",0,0.0722854931446262,0.078,0.856,0,1,0,
"QF_LIA/mathsat/FISCHER10-5-fair.smt2",0,0.0797580317202114,0.094,0.547,0,1,0,
"QF_LIA/mathsat/FISCHER10-6-fair.smt2",0,0.120915536374846,0.141,1.39,0,1,0,
"QF_LIA/mathsat/FISCHER10-7-fair.smt2",0,0.209823475469968,0.219,0.688,0,1,0,
"QF_LIA/mathsat/FISCHER10-8-fair.smt2",0,0.26507148954332,0.297,0.867,0,1,0,
"QF_LIA/mathsat/FISCHER10-9-fair.smt2",0,0.394816305988927,0.375,1.604,0,1,0,
"QF_LIA/mathsat/FISCHER11-10-fair.smt2",0,0.770326001571092,0.938,2.004,0,1,0,
"QF_LIA/mathsat/FISCHER11-11-fair.smt2",0,1.36255848575074,1.531,2.286,0,1,0,
"QF_LIA/mathsat/FISCHER11-12-fair.smt2",0,3.14624148211244,3.531,3.783,0,1,0,
"QF_LIA/mathsat/FISCHER11-13-fair.smt2",0,9.0835992177851,10.547,11.818,0,1,0,
"QF_LIA/mathsat/FISCHER11-14-fair.smt2",0,33.9436612364244,38.844,40.49,0,1,0,
"QF_LIA/mathsat/FISCHER11-15-fair.smt2",0,141.305494947175,147.047,153.179,0,1,0,
"QF_LIA/mathsat/FISCHER11-16-fair.smt2",0,33.1145174884113,37.563,39.964,1,0,0,
"QF_LIA/mathsat/FISCHER11-1-fair.smt2",0,0.0415871501272265,0.047,0.703,1,0,0,
