,"mathsat","{0}",,,,,,
,"RV 11618","T_norm 11618","T_cpu 11618","T_wc 11618","# SAT 11618","# UNSAT 11618","# UNKNOWN 11618",
"QF_LIA/20180326-Bromberger/more_slacked/cut_lemmas/20-vars/cut_lemma_03_003.smt2.slack.smt2",,536.869118905047,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/more_slacked/cut_lemmas/20-vars/cut_lemma_03_004.smt2.slack.smt2",,507.766990291262,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/more_slacked/cut_lemmas/20-vars/cut_lemma_03_005.smt2.slack.smt2",,545.264986967854,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/more_slacked/cut_lemmas/20-vars/cut_lemma_03_006.smt2.slack.smt2",0,0.0131539235412475,0.016,0.134,0,1,0,
"QF_LIA/20180326-Bromberger/more_slacked/cut_lemmas/20-vars/cut_lemma_03_007.smt2.slack.smt2",,657.517024620222,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/more_slacked/cut_lemmas/20-vars/cut_lemma_03_008.smt2.slack.smt2",0,0.0273994132439229,0.031,0.186,0,1,0,
"QF_LIA/20180326-Bromberger/more_slacked/cut_lemmas/20-vars/cut_lemma_03_009.smt2.slack.smt2",,536.181119179838,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/more_slacked/cut_lemmas/20-vars/cut_lemma_03_010.smt2.slack.smt2",,605.207328833173,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/more_slacked/cut_lemmas/20-vars/cut_lemma_03_011.smt2.slack.smt2",,540.335772707705,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/more_slacked/cut_lemmas/20-vars/cut_lemma_03_012.smt2.slack.smt2",,538.481338481338,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/more_slacked/cut_lemmas/20-vars/cut_lemma_03_013.smt2.slack.smt2",,515.69433032046,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/more_slacked/cut_lemmas/20-vars/cut_lemma_03_014.smt2.slack.smt2",,505.721192586624,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/more_slacked/cut_lemmas/20-vars/cut_lemma_03_015.smt2.slack.smt2",,512.745098039216,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/more_slacked/cut_lemmas/20-vars/cut_lemma_03_016.smt2.slack.smt2",,576.308539944904,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/more_slacked/cut_lemmas/20-vars/cut_lemma_03_017.smt2.slack.smt2",,524.749163879599,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/more_slacked/cut_lemmas/20-vars/cut_lemma_03_018.smt2.slack.smt2",,555.15258735073,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/more_slacked/cut_lemmas/20-vars/cut_lemma_03_019.smt2.slack.smt2",,597.714285714286,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/more_slacked/cut_lemmas/20-vars/cut_lemma_03_020.smt2.slack.smt2",0,448.327038558786,508.547,529.327,0,1,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage0.smt2",0,0.105699272433306,0.125,0.297,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage1.smt2",0,6.06199489578902,6.813,7.189,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage10.smt2",,494.75758770201,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage11.smt2",0,8.25414219798658,9.406,9.844,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage12.smt2",0,0.627098321342926,0.625,0.733,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage13.smt2",0,5.1343675059952,6.141,6.428,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage14.smt2",0,2.32075623924269,2.578,3.203,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage15.smt2",0,4.7338579716373,5.266,5.555,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage16.smt2",0,0.458041401273886,0.516,0.644,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage17.smt2",0,20.3622513753703,23,23.937,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage18.smt2",0,3.34861230175739,3.734,3.905,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage19.smt2",0,0.182220197255575,0.203,0.319,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage2.smt2",0,3.89690836298932,4.188,4.641,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage20.smt2",0,18.5951849489796,20.906,21.83,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage21.smt2",0,1.97625220653133,2.141,2.262,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage22.smt2",0,0.361448317307692,0.359,0.503,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage23.smt2",0,2.48493158123371,2.734,2.961,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage24.smt2",0,5.19432182985554,6.188,6.452,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage3.smt2",0,0.0682981613038028,0.078,0.165,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage4.smt2",0,5.91084135621599,6.75,7.093,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage5.smt2",0,13.3390302902819,15.156,15.805,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage6.smt2",0,1.89036144578313,2.25,2.394,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage7.smt2",0,5.45203763237519,6.891,7.305,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage8.smt2",0,2.39840204236006,3.031,3.247,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage9.smt2",0,41.1229838709677,46.922,48.887,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage0.smt2",,507.356507679871,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage1.smt2",,525.628140703517,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage10.smt2",,545.02822405558,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage11.smt2",,515.059499384489,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage12.smt2",,520.613853172957,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage13.smt2",,630.753768844224,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage14.smt2",0,103.250340242881,117.859,122.663,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage15.smt2",,457.101238164603,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage16.smt2",,535.494880546075,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage17.smt2",,532.76740237691,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage18.smt2",,570.286233530214,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage19.smt2",,522.347066167291,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage2.smt2",,519.96685998343,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage20.smt2",,521.479019526382,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage21.smt2",,559.85727029438,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage22.smt2",0,209.274666878173,236.484,246.438,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage23.smt2",,542.203023758099,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage24.smt2",,532.315521628499,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage3.smt2",0,21.9064079612468,24.859,25.931,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage4.smt2",0,49.2248307952623,55.625,58.129,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage5.smt2",,528.950695322377,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage6.smt2",,496.126482213439,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage7.smt2",,539.40696175333,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage8.smt2",0,486.007858963466,546.875,569.948,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage9.smt2",,500.877893056664,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage0.smt2",,509.002433090024,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage1.smt2",,519.96685998343,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage10.smt2",,617.109144542772,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage11.smt2",,664.830508474578,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage12.smt2",,526.510067114094,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage13.smt2",,537.558886509636,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage14.smt2",,536.181119179838,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage15.smt2",,526.289308176101,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage16.smt2",,554.172185430464,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage17.smt2",,519.321472900289,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage18.smt2",,531.414055884844,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage19.smt2",,487.456310679612,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage2.smt2",,519.106699751861,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage20.smt2",,512.535728868926,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage21.smt2",,525.628140703517,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage22.smt2",,534.355044699872,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage23.smt2",,515.69433032046,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage24.smt2",,517.181705809642,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage3.smt2",,544.791666666667,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage4.smt2",,481.472957422325,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage5.smt2",,501.678657074341,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage6.smt2",,524.091858037578,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage7.smt2",,527.838519764508,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage8.smt2",,536.410256410256,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage9.smt2",,517.60824742268,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage0.smt2",,519.106699751861,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage1.smt2",,516.968698517298,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage10.smt2",,539.638865004299,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage11.smt2",,544.319167389419,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage12.smt2",,522.347066167291,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage13.smt2",,505.721192586624,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage14.smt2",,563.122476446837,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage15.smt2",,475.815011372252,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage16.smt2",,537.789203084833,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage17.smt2",,560.607414024118,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage18.smt2",,589.295774647888,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage19.smt2",,534.58262350937,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage2.smt2",,597.714285714286,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage20.smt2",,508.589951377634,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage21.smt2",,567.193854496159,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage22.smt2",,520.829875518672,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage23.smt2",,469.936353425683,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage24.smt2",,527.616645649433,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage3.smt2",,606.669888835188,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage4.smt2",,530.291508238276,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage5.smt2",,502.683219863837,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage6.smt2",,541.267787839586,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage7.smt2",,498.490865766481,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage8.smt2",,523,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage9.smt2",,529.173693086003,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage0.smt2",,505.314009661836,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage1.smt2",,519.96685998343,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage10.smt2",,708.352144469526,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage11.smt2",,550.767880649408,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage12.smt2",,492.621664050236,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage13.smt2",,478.536027449485,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage14.smt2",,541.501294219154,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage15.smt2",,504.704463208685,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage16.smt2",,537.098844672657,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage17.smt2",,504.298915226999,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage18.smt2",,553.927625772286,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage19.smt2",,508.589951377634,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage2.smt2",,510.451403009353,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage20.smt2",,513.794514940647,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage21.smt2",,540.801378716071,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage22.smt2",,548.84127678181,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage23.smt2",,479.083969465649,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage24.smt2",,547.405146096817,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage3.smt2",,522.782174094127,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage4.smt2",,526.952141057935,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage5.smt2",,558.860195903829,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage6.smt2",,536.869118905047,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage7.smt2",,474.735249621785,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage8.smt2",,486.323130569547,600,600,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage9.smt2",,602.014388489208,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-1000539.smt2",,525.848345203184,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-1007795.smt2",0,207.09575096691,230.359,240.568,1,0,0,
"QF_LIA/arctic-matrix/constraint-1008025.smt2",0,3.28431547619048,3.297,3.532,1,0,0,
"QF_LIA/arctic-matrix/constraint-1060546.smt2",,507.151515151515,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-1065256.smt2",,544.791666666667,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-1096871.smt2",0,439.019330168776,497.359,518.092,1,0,0,
"QF_LIA/arctic-matrix/constraint-1107622.smt2",0,131.917410714286,151.844,159.162,1,0,0,
"QF_LIA/arctic-matrix/constraint-1121941.smt2",0,33.7783820023838,40.641,43.6,1,0,0,
"QF_LIA/arctic-matrix/constraint-1122096.smt2",,524.968632371393,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-1145584.smt2",,518.677685950413,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-1148089.smt2",0,84.6555682268941,102.016,106.163,1,0,0,
"QF_LIA/arctic-matrix/constraint-1185949.smt2",0,54.5871391641534,60.563,63.729,1,0,0,
"QF_LIA/arctic-matrix/constraint-1199432.smt2",,515.69433032046,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-1205831.smt2",,544.319167389419,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-1228327.smt2",,513.374233128835,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-1275621.smt2",,517.821782178218,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-1317511.smt2",0,211.221584099081,252.719,264.26,1,0,0,
"QF_LIA/arctic-matrix/constraint-1360077.smt2",0,158.833430851064,178.422,186.9,1,0,0,
"QF_LIA/arctic-matrix/constraint-1365816.smt2",,531.189166314008,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-1389427.smt2",,553.927625772286,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-1400961.smt2",,505.110663983903,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-1472027.smt2",,546.21409921671,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-1491754.smt2",,536.869118905047,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-1545063.smt2",,524.749163879599,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-1546761.smt2",,531.639135959339,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-1551672.smt2",,523,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-1564491.smt2",0,423.668669131238,438.25,456,1,0,0,
"QF_LIA/arctic-matrix/constraint-1576874.smt2",,558.860195903829,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-1633815.smt2",0,322.693879711987,364.188,379.549,1,0,0,
"QF_LIA/arctic-matrix/constraint-1634698.smt2",,504.096385542169,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-1648145.smt2",0,48.3149900398406,57.969,60.848,1,0,0,
"QF_LIA/arctic-matrix/constraint-1657774.smt2",,502.481985588471,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-1686226.smt2",,508.589951377634,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-1727138.smt2",,527.394957983193,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-1729671.smt2",,523,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-1765766.smt2",0,359.806650922672,391.453,409.065,1,0,0,
"QF_LIA/arctic-matrix/constraint-2050620.smt2",,524.310776942356,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-2069156.smt2",0,418.572176775738,501.406,522.106,1,0,0,
"QF_LIA/arctic-matrix/constraint-2094073.smt2",,659.936908517352,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-2407640.smt2",,532.993630573249,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-2580015.smt2",,575.25206232814,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-267105.smt2",,517.60824742268,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-3187060.smt2",,584.629715882627,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-336780.smt2",0,1.59027493867539,1.859,2.421,1,0,0,
"QF_LIA/arctic-matrix/constraint-357303.smt2",,533.900467886006,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-363570.smt2",0,2.58560574521232,2.969,4.088,1,0,0,
"QF_LIA/arctic-matrix/constraint-365451.smt2",,530.515638207946,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-3784100.smt2",0,10.890684073724,11.016,12.18,1,0,0,
"QF_LIA/arctic-matrix/constraint-379665.smt2",0,219.759719855134,246.547,257.274,1,0,0,
"QF_LIA/arctic-matrix/constraint-391798.smt2",0,389.567734906463,437.984,455.147,1,0,0,
"QF_LIA/arctic-matrix/constraint-392137.smt2",0,94.4902683752422,93.406,97.431,1,0,0,
"QF_LIA/arctic-matrix/constraint-394240.smt2",0,0.525479183841715,0.609,1.822,1,0,0,
"QF_LIA/arctic-matrix/constraint-394244.smt2",0,5.59343697829716,6.406,7.722,1,0,0,
"QF_LIA/arctic-matrix/constraint-408585.smt2",,514.21548545678,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-415996.smt2",0,20.4106991972962,23.094,24.365,1,0,0,
"QF_LIA/arctic-matrix/constraint-440125.smt2",0,2.20633598452279,2.453,2.941,1,0,0,
"QF_LIA/arctic-matrix/constraint-449698.smt2",0,32.8823999148211,36.906,39.101,1,0,0,
"QF_LIA/arctic-matrix/constraint-472438.smt2",0,7.8833740961293,8.859,10.274,1,0,0,
"QF_LIA/arctic-matrix/constraint-478122.smt2",,614.390602055802,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-481231.smt2",,531.639135959339,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-487307.smt2",0,238.660159342835,288.172,300.131,1,0,0,
"QF_LIA/arctic-matrix/constraint-506600.smt2",,496.126482213439,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-518109.smt2",,525.628140703517,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-526410.smt2",0,21.5601420208153,23.766,25.22,1,0,0,
"QF_LIA/arctic-matrix/constraint-533042.smt2",,538.250428816466,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-551279.smt2",,478.353658536586,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-569261.smt2",0,508.951447815019,573.422,596.414,1,0,0,
"QF_LIA/arctic-matrix/constraint-605010.smt2",0,35.137312633833,39.219,41.526,1,0,0,
"QF_LIA/arctic-matrix/constraint-618384.smt2",,592.914501653283,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-644402.smt2",,538.250428816466,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-644686.smt2",0,17.3478556238185,17.547,19.112,1,0,0,
"QF_LIA/arctic-matrix/constraint-649088.smt2",0,107.405632207578,124.656,130.42,1,0,0,
"QF_LIA/arctic-matrix/constraint-654327.smt2",,524.529878813205,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-655888.smt2",0,283.95142340714,300.375,312.527,1,0,0,
"QF_LIA/arctic-matrix/constraint-687518.smt2",,545.02822405558,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-689472.smt2",0,139.754427197202,152.781,159.337,1,0,0,
"QF_LIA/arctic-matrix/constraint-706002.smt2",0,37.8190578694433,45.141,47.897,1,0,0,
"QF_LIA/arctic-matrix/constraint-764693.smt2",0,5.48733719247469,5.438,6.256,1,0,0,
"QF_LIA/arctic-matrix/constraint-765743.smt2",,534.58262350937,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-772500.smt2",0,8.27763697152718,9.172,10.427,1,0,0,
"QF_LIA/arctic-matrix/constraint-777746.smt2",,694.24778761062,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-804609.smt2",,616.200294550812,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-808692.smt2",0,8.09606910946197,8.344,9.521,1,0,0,
"QF_LIA/arctic-matrix/constraint-863289.smt2",,536.410256410256,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-864173.smt2",0,22.6664153494176,26.047,27.491,1,0,0,
"QF_LIA/arctic-matrix/constraint-873799.smt2",,464.544781643227,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-882710.smt2",,485.00772797527,600,600,0,0,0,
"QF_LIA/arctic-matrix/constraint-901628.smt2",0,59.316428142514,70.828,74.943,1,0,0,
